172.20.0.0,172.20.1.164,172.20.1.165,172.20.1.166,172.20.1.167,172.20.1.168,172.20.1.169,172.20.1.170,172.20.1.171,172.20.1.172,172.20.1.173,172.20.1.210,172.20.1.215,172.20.2.148,172.20.2.149,172.20.2.150,172.20.2.151,172.20.2.152,172.20.2.153,172.20.2.154,172.20.2.155,172.20.2.164,172.20.2.212,172.20.2.217,172.20.2.218,172.20.2.226,172.20.1.211,172.20.2.165,172.20.2.228
9,9,9,10,9,11,10,4,3,13,13,73,8,10,3,7,8,0,10,10,7,0,1,18,10,74,6,1,2
7,12,9,12,20,9,6,10,11,13,14,63,13,7,3,7,4,7,8,7,8,0,2,20,11,99,6,0,0
9,16,17,15,14,8,15,5,14,41,9,69,11,9,3,7,15,21,7,13,13,0,1,21,7,108,7,19,0
17,12,14,13,11,14,9,15,11,27,8,57,10,9,10,3,6,16,7,11,6,0,1,31,7,82,17,17,0
3,15,7,11,16,9,14,11,12,41,3,52,7,4,10,9,2,17,8,24,7,0,2,21,6,85,0,21,0
22,18,12,21,16,16,10,10,15,32,3,70,14,5,4,3,10,11,4,19,16,0,1,31,9,118,20,7,2
5,10,6,15,14,11,11,19,10,21,12,86,8,16,7,6,11,2,10,17,18,0,1,18,10,102,6,7,0
20,4,12,2,3,16,10,16,12,23,11,86,15,5,10,17,15,12,4,17,12,0,0,18,14,74,21,14,2
6,9,2,10,17,13,8,16,16,14,18,78,8,0,13,3,15,16,10,13,9,0,2,16,10,97,4,7,0
10,12,19,4,17,8,30,10,13,24,10,70,16,3,14,6,4,8,14,18,14,0,1,34,11,108,6,13,2
11,5,23,15,10,9,2,11,11,34,16,69,9,16,0,15,14,13,7,9,17,0,1,20,10,94,10,17,0
2,7,20,12,17,8,9,19,13,49,11,61,8,5,11,10,9,19,3,13,11,0,1,25,4,102,0,28,0
20,9,7,9,9,14,130,11,8,26,10,65,10,12,4,11,2,12,7,15,7,0,1,112,8,77,18,7,0
3,15,17,14,13,11,7,13,13,19,6,91,10,9,6,14,11,12,4,22,17,0,2,20,11,96,0,7,0
26,8,8,6,4,15,7,10,13,25,4,63,4,2,10,12,16,14,14,15,8,0,0,19,3,60,26,14,2
5,9,11,9,11,4,14,13,18,54,18,69,2,15,8,9,9,18,3,20,13,0,1,19,7,90,4,25,0
9,16,0,9,19,10,8,20,10,64,9,95,15,13,7,17,18,32,11,28,16,0,1,17,11,88,6,55,2
18,16,21,16,11,12,15,14,18,41,13,55,9,15,4,13,12,13,3,21,5,0,1,19,10,121,15,21,0
3,12,16,16,15,20,10,12,10,82,11,83,6,11,14,17,13,30,14,39,20,0,2,19,4,101,0,58,0
20,9,14,17,12,12,7,19,14,57,17,54,17,9,6,10,6,15,6,25,10,0,1,25,7,116,21,28,0
3,9,10,16,13,19,19,13,7,40,7,80,11,11,34,9,16,17,9,15,20,0,2,24,8,81,0,24,0
21,8,11,16,20,21,7,6,19,64,12,83,17,13,10,12,14,31,7,24,15,0,0,25,4,112,22,48,2
6,10,22,8,16,7,13,12,10,73,10,80,77,16,4,10,18,31,13,38,13,0,2,102,10,95,4,46,0
23,8,10,14,15,15,8,13,13,65,5,93,12,18,7,20,10,37,11,26,13,0,0,19,10,90,22,41,2
6,16,8,7,10,10,12,14,16,52,10,62,22,18,7,6,12,16,7,41,10,0,1,21,7,88,4,35,0
4,8,8,6,16,14,14,16,7,75,16,85,9,14,7,14,14,25,4,44,28,0,2,16,7,89,0,50,2
6,9,9,11,8,9,6,14,18,53,17,61,16,12,7,9,14,24,10,23,11,0,1,19,0,96,4,35,0
3,23,10,14,19,6,11,9,6,60,9,74,9,11,10,10,11,18,10,26,15,0,2,35,14,78,0,35,0
25,11,12,13,16,4,2,9,18,56,12,60,11,10,4,14,8,19,6,23,11,0,1,27,6,81,24,32,0
5,16,17,7,15,10,13,11,4,60,3,73,23,10,14,4,10,39,7,23,6,0,1,22,7,101,4,45,0
19,6,12,14,16,13,14,9,4,83,5,79,12,9,11,26,13,37,14,44,14,0,0,18,7,84,18,66,2
9,1,7,6,5,4,6,15,10,72,13,78,12,15,10,12,19,30,7,39,17,0,1,16,10,56,6,52,0
4,12,6,16,17,14,19,23,23,91,14,89,13,15,14,20,22,25,10,49,14,0,2,19,10,124,0,60,2
17,16,12,12,15,13,8,30,14,69,12,86,13,17,10,19,16,19,11,44,8,0,1,32,11,108,20,43,0
3,15,12,15,19,14,13,17,6,89,26,44,9,8,3,16,11,26,0,43,9,0,2,21,7,106,0,61,0
25,12,18,6,11,8,11,19,10,58,17,82,17,16,11,13,11,24,8,30,18,0,1,29,4,98,24,35,0
7,7,17,20,16,15,16,21,16,60,19,90,10,17,34,18,11,22,0,34,22,0,1,22,11,110,4,49,0
15,14,9,7,7,12,18,19,12,103,13,76,5,8,7,20,21,41,10,33,17,0,0,19,14,85,20,96,2
9,8,32,8,18,21,11,16,8,74,13,59,9,14,6,11,15,41,3,27,12,0,0,19,4,105,7,58,0
14,9,10,11,18,14,15,21,16,67,18,91,11,11,29,16,18,23,7,31,11,0,2,16,6,115,11,41,2
7,16,5,6,9,17,5,8,10,64,19,88,4,15,0,20,20,34,17,21,11,0,1,18,4,86,4,41,0
4,9,13,7,9,13,11,14,6,55,18,52,9,4,10,14,13,14,7,38,8,0,2,16,6,87,0,37,2
12,9,21,8,12,11,6,18,8,58,16,55,11,7,7,16,8,18,8,25,14,0,1,19,0,88,10,29,0
6,9,4,11,12,12,12,10,13,60,12,80,6,16,0,13,18,21,14,32,16,0,1,23,11,73,4,36,0
16,4,11,16,11,11,6,17,9,100,7,83,6,12,3,22,24,28,14,53,24,0,1,24,8,65,18,71,0
10,9,7,13,10,9,6,15,31,58,8,69,19,14,6,10,13,20,11,28,11,0,0,38,10,89,9,50,0
17,19,15,128,11,9,11,12,12,58,6,83,1,11,7,23,17,22,7,37,9,0,2,105,3,82,14,70,2
8,14,12,11,8,11,18,18,17,86,6,80,5,8,27,12,11,28,10,27,24,0,1,18,8,69,5,56,0
4,10,13,9,6,4,9,9,9,84,13,73,10,16,6,3,15,49,8,19,12,0,2,16,11,73,0,60,2
15,7,11,19,6,9,14,14,9,97,6,73,9,18,0,15,12,32,11,48,15,0,1,19,14,87,12,63,0
7,11,10,12,19,7,3,21,15,92,14,64,2,20,7,18,11,30,6,48,20,0,1,20,4,85,4,60,0
22,10,2,6,13,6,12,19,13,111,17,80,9,20,6,15,24,32,11,62,19,0,2,21,0,76,22,63,0
4,14,16,12,21,13,11,18,9,105,18,58,8,14,10,22,16,21,11,49,20,0,0,23,4,107,4,63,0
14,16,7,9,16,10,15,18,10,102,8,85,11,13,10,19,22,30,13,51,26,0,1,19,10,86,11,72,2
7,7,14,7,16,5,7,10,5,82,14,55,15,5,0,12,16,32,10,45,26,0,1,20,4,72,5,78,0
13,7,18,18,5,10,11,8,5,79,19,41,4,6,4,12,10,33,0,38,13,0,2,20,4,86,13,95,2
14,1,19,9,17,8,6,21,10,86,8,82,11,12,31,14,16,39,9,36,19,0,1,20,8,73,12,76,0
8,7,17,10,10,18,10,17,5,93,9,72,8,12,6,12,16,48,10,48,14,0,1,17,6,76,4,72,2
10,6,6,8,17,9,4,10,13,100,15,76,5,16,8,19,15,37,14,47,16,0,1,17,10,71,6,66,0
8,8,11,21,22,5,9,13,1,83,5,64,9,14,10,8,15,26,10,47,12,0,0,21,10,76,6,54,0
10,14,12,8,14,12,5,14,7,73,8,63,6,14,4,20,16,18,7,36,13,0,1,22,7,71,12,42,0
3,7,11,16,14,16,6,8,3,84,8,80,9,10,13,22,23,22,3,38,17,0,0,23,7,93,3,51,0
13,7,15,8,13,12,8,13,12,102,8,57,8,8,8,18,17,30,8,50,28,0,2,18,4,75,10,95,2
11,9,7,12,8,14,17,11,19,97,10,82,8,11,28,17,16,27,10,42,14,0,1,20,11,68,7,65,0
9,13,16,16,13,11,2,17,13,102,13,79,10,6,10,27,16,39,6,53,14,0,1,17,11,92,6,103,2
15,7,39,12,16,11,15,21,11,89,17,73,16,5,28,21,16,34,7,49,17,0,1,21,7,117,22,83,0
8,18,11,6,16,13,14,16,15,79,131,75,16,13,10,9,16,42,9,30,9,0,1,109,7,116,6,54,0
8,6,9,13,5,16,4,13,17,64,9,76,14,15,7,14,6,28,15,32,12,0,1,19,10,76,12,37,0
10,20,13,13,10,10,5,13,15,67,33,77,15,14,10,20,14,22,24,44,18,0,0,24,4,84,9,42,0
11,10,7,13,22,12,7,15,13,109,24,76,5,22,10,26,20,27,8,67,13,0,2,22,10,78,13,71,2
13,19,10,6,17,8,16,14,15,106,11,86,5,13,10,19,18,27,17,55,20,0,1,20,7,86,11,56,0
20,8,8,7,13,10,11,21,15,68,20,71,15,8,10,14,15,25,17,42,19,0,1,18,11,78,18,56,2
7,7,5,4,14,13,10,23,11,109,19,71,15,15,7,20,19,34,22,55,31,0,1,18,7,58,4,99,0
10,11,10,16,19,11,16,25,13,97,27,93,9,2,38,24,14,35,20,50,15,0,1,18,7,94,7,84,2
7,11,21,7,20,10,13,19,14,107,20,84,5,12,34,16,15,44,10,39,17,0,2,16,6,86,5,81,0
5,15,11,18,20,16,13,16,16,61,13,62,5,11,3,13,7,42,20,26,19,0,0,22,7,102,5,54,0
10,13,15,18,16,14,22,24,16,66,32,108,10,20,21,18,17,31,23,40,24,0,1,24,7,118,11,46,0
12,20,13,9,15,10,13,14,13,67,8,65,13,13,4,21,20,19,10,36,13,0,1,24,7,91,10,42,0
22,17,11,15,17,16,11,18,20,84,33,79,10,14,7,28,15,19,34,51,22,0,1,20,11,79,21,57,2
27,8,7,7,12,12,14,11,13,72,21,69,6,23,10,14,18,21,18,53,13,0,1,19,0,58,29,50,0
21,9,8,12,21,12,15,12,12,88,26,55,10,20,9,16,12,19,21,46,12,0,1,21,18,76,19,56,2
7,10,10,5,15,13,9,20,21,120,36,83,12,9,7,26,15,35,23,67,34,0,2,20,17,89,4,94,0
7,18,10,16,12,13,6,24,17,127,23,77,15,7,7,23,19,37,19,58,20,0,1,18,10,106,4,122,2
13,17,30,17,12,8,13,16,19,130,18,71,9,8,3,24,16,62,17,50,21,0,1,19,7,112,13,118,0
9,20,47,15,16,5,11,20,22,122,26,62,7,23,4,14,15,63,21,30,23,0,0,23,11,111,9,87,0
18,13,8,14,20,14,2,16,29,133,9,69,10,20,7,16,29,46,14,61,19,0,1,24,6,82,18,86,2
7,16,10,7,18,5,13,23,12,74,25,70,12,13,7,14,13,29,21,44,17,0,1,25,7,86,4,52,0
20,16,12,15,131,20,15,24,17,113,25,68,5,14,8,25,20,23,13,63,20,0,1,122,10,107,20,72,2
7,4,6,14,13,20,10,6,11,113,28,57,10,14,4,16,20,26,11,61,24,0,2,20,6,85,5,70,0
9,4,13,4,15,13,8,16,14,97,30,76,13,19,7,30,23,26,11,56,22,0,1,18,7,70,6,78,2
2,19,18,3,22,3,8,25,22,168,34,62,10,8,0,26,28,49,39,80,21,0,1,15,11,82,0,154,0
11,20,24,13,22,10,15,21,27,75,36,73,9,5,31,19,16,21,26,46,19,0,0,19,3,114,9,56,0
15,11,24,9,19,10,18,27,26,171,21,79,13,17,32,24,21,76,22,75,42,0,0,19,0,94,20,166,0
7,14,11,7,15,10,9,24,17,102,11,67,15,13,6,10,15,40,20,35,20,0,2,28,14,104,4,72,0
15,15,11,9,11,23,15,24,28,78,25,75,5,11,29,17,9,35,26,41,13,0,1,19,6,86,19,52,2
7,6,13,17,21,11,3,16,18,145,13,73,6,20,11,19,25,50,13,64,18,0,2,22,8,86,4,93,0
16,3,15,21,21,15,11,12,8,115,27,71,21,21,11,21,11,28,11,60,12,0,1,21,10,102,17,63,2
3,16,12,6,19,15,9,23,10,117,37,79,6,21,10,32,17,29,27,71,24,0,2,19,0,90,0,80,0
12,12,7,11,15,14,8,26,12,90,21,75,7,9,7,16,21,24,22,51,28,0,0,19,11,79,9,79,2
16,12,16,11,14,12,13,27,15,113,22,74,8,11,3,24,14,36,30,67,27,0,0,15,6,94,18,106,0
5,15,35,6,16,7,12,27,28,98,32,63,14,11,27,25,11,33,28,59,23,0,0,23,0,96,4,84,0
18,3,21,4,17,7,16,25,15,110,14,69,13,11,14,22,26,41,8,48,24,0,1,25,7,83,20,101,2
7,9,27,11,16,128,16,19,17,94,18,78,5,16,7,15,20,69,27,41,26,0,2,112,14,87,4,106,0
17,8,29,10,14,8,8,22,31,63,14,63,8,11,21,12,10,14,25,39,23,0,1,20,13,95,15,49,2
3,16,5,10,20,8,9,11,24,121,42,56,11,14,4,17,17,39,22,51,17,0,2,20,7,81,0,73,0
10,17,16,10,13,11,13,23,14,111,43,78,11,14,14,21,18,30,23,55,26,0,1,18,14,91,6,76,2
6,21,4,17,17,1,6,15,19,86,38,55,16,10,4,19,13,21,27,45,19,0,0,16,6,99,7,53,0
6,11,14,18,23,5,6,20,18,125,44,54,6,17,4,24,19,28,34,69,25,0,0,19,4,73,4,87,0
15,11,12,5,24,10,13,28,23,142,47,68,7,21,4,24,28,37,30,68,18,0,1,19,15,98,20,107,0
7,16,14,17,24,10,14,33,26,124,45,93,18,12,28,23,16,45,45,68,33,0,2,24,14,87,4,115,0
17,14,18,3,21,3,17,27,32,127,50,57,1,17,7,12,12,52,42,52,34,0,1,22,11,70,19,109,2
3,13,10,12,10,18,20,20,19,86,18,81,2,15,24,17,15,25,18,52,30,0,2,111,7,90,0,68,0
15,7,45,11,15,9,11,22,22,134,19,81,4,16,6,15,28,66,39,55,32,0,1,23,10,89,14,110,2
8,6,9,11,24,12,16,18,34,127,52,101,15,24,30,38,20,40,40,63,24,0,1,31,4,93,6,88,0
6,21,10,7,13,13,10,28,19,132,37,60,7,15,7,18,20,38,26,63,22,0,0,20,10,84,4,83,2
11,11,6,13,17,8,8,20,12,130,31,63,12,12,3,21,15,32,27,72,24,0,0,13,14,73,12,87,0
9,27,15,8,27,8,1,27,22,94,57,69,13,12,10,17,16,19,56,50,27,0,2,22,11,81,7,58,0
14,16,10,14,21,11,11,22,20,100,27,49,3,16,0,18,15,30,25,50,27,0,1,23,7,89,14,86,0
3,14,20,6,22,12,16,23,14,123,36,74,8,7,4,15,28,45,32,63,34,0,2,24,7,79,0,118,0
21,5,18,21,22,14,27,24,24,131,31,111,1,11,55,20,21,53,30,60,27,0,1,21,15,94,22,125,2
6,9,36,8,21,16,14,26,39,143,22,88,2,11,25,27,25,50,42,71,34,0,1,20,11,104,5,112,0
10,14,9,17,24,0,12,34,44,121,38,77,10,20,11,26,20,56,65,38,31,0,0,22,7,71,7,85,2
21,9,133,13,8,8,16,22,21,116,33,69,9,21,8,22,19,39,25,58,23,0,1,108,10,82,20,82,0
7,10,11,14,22,6,10,24,24,122,44,72,9,18,7,25,24,31,32,71,28,0,1,19,4,82,6,84,0
18,18,9,12,21,16,10,29,30,96,50,81,16,8,32,18,19,33,48,51,24,0,1,18,7,82,23,79,2
18,19,2,11,21,12,12,23,21,98,48,79,10,16,14,23,21,37,55,57,25,0,2,23,8,69,26,77,0
14,9,9,10,17,9,20,23,29,104,37,71,14,12,4,27,17,25,42,52,17,0,1,22,7,81,14,72,2
2,9,23,7,19,11,20,25,26,122,41,69,12,16,4,29,24,47,52,66,30,0,1,24,0,84,0,122,0
27,19,33,11,22,10,22,32,34,116,38,93,4,17,56,17,17,50,45,44,31,0,2,19,3,82,26,90,2
5,12,21,10,15,9,12,19,40,151,29,61,14,13,4,23,16,53,35,66,29,0,0,20,7,95,4,126,0
9,18,6,17,23,4,17,25,39,108,36,86,5,17,30,18,18,38,46,45,25,0,2,21,11,77,6,77,2
9,20,5,17,29,12,13,25,25,91,47,75,6,16,7,21,14,34,50,36,23,0,0,19,11,97,8,65,0
10,18,23,14,18,8,14,15,12,102,26,69,9,15,10,18,17,37,30,59,20,0,2,21,6,79,7,66,0
19,18,9,14,34,9,6,31,21,94,53,68,19,22,10,22,13,29,48,56,21,0,1,32,4,89,23,66,0
2,22,12,10,22,15,7,25,25,118,40,41,7,9,6,24,14,28,29,57,32,0,1,23,8,91,0,91,0
18,18,12,3,21,10,13,29,23,131,52,93,14,19,27,34,20,36,45,62,36,0,2,24,14,80,17,84,2
7,11,7,13,18,15,27,31,22,107,42,81,8,11,7,30,17,24,45,54,31,0,1,21,13,98,4,83,0
17,9,24,13,17,7,20,25,45,107,55,86,11,10,23,28,21,31,63,58,31,0,1,20,7,85,19,86,2
12,25,29,3,16,15,9,26,62,108,43,79,9,16,7,28,14,47,56,58,22,0,0,17,11,103,12,97,0
9,22,7,13,24,7,20,27,24,82,53,74,14,8,29,18,9,19,48,58,28,0,1,17,6,81,6,64,2
11,15,14,10,23,12,9,28,25,134,60,67,2,25,4,18,14,59,56,51,22,0,1,18,7,80,8,100,0
2,14,5,12,27,7,10,31,30,114,54,44,10,15,3,20,15,43,44,54,34,0,1,25,7,94,0,84,0
27,16,9,13,24,14,13,23,25,113,30,63,17,18,13,16,17,34,34,44,19,0,1,26,7,93,26,77,0
2,8,25,12,31,13,142,32,37,137,52,89,11,16,21,31,25,38,59,72,29,0,1,115,10,98,0,105,0
16,12,13,11,11,12,13,16,25,71,28,45,6,11,4,12,9,28,26,35,18,0,2,19,10,67,17,54,2
6,10,7,9,17,9,11,21,21,115,44,68,5,14,11,30,16,33,35,50,19,0,0,16,7,63,4,82,0
8,11,9,8,15,14,14,22,29,79,35,96,1,22,14,18,19,35,40,53,22,0,1,17,18,76,6,60,2
17,12,5,20,25,10,9,26,40,103,56,46,14,12,8,17,17,32,44,55,19,0,0,16,6,86,23,83,0
8,16,11,10,25,4,15,34,36,107,54,83,6,18,27,27,14,33,47,61,24,0,1,23,11,89,6,86,0
17,25,12,6,29,3,11,30,35,95,55,52,5,20,13,15,15,25,55,51,24,0,2,18,7,81,17,75,2
2,16,13,3,18,11,10,24,30,133,53,57,15,15,25,27,19,52,48,67,35,0,1,24,7,70,0,142,0
12,15,17,4,27,15,17,28,42,121,63,93,10,20,27,24,16,45,71,62,32,0,2,19,10,79,14,93,2
6,21,19,15,26,8,16,32,43,137,52,97,11,25,36,26,24,42,60,78,38,0,1,21,10,76,4,104,0
14,11,3,15,19,10,11,24,28,81,43,79,7,10,7,20,12,32,48,31,26,0,1,22,10,69,16,55,2
11,19,24,9,20,0,7,28,44,116,60,79,9,15,7,30,20,37,72,69,34,0,0,15,3,73,7,85,0
8,14,11,7,32,10,14,25,29,113,64,57,10,11,11,30,22,32,48,53,26,0,1,18,4,89,6,80,2
12,12,13,15,29,17,15,34,35,88,69,81,8,16,26,21,18,21,55,46,29,0,1,17,6,98,10,61,0
2,10,7,4,25,11,9,21,24,114,36,86,78,9,10,21,24,29,36,67,30,0,1,104,14,63,0,92,0
10,20,5,7,23,10,10,25,33,76,46,61,13,12,25,22,10,25,56,53,27,0,2,20,10,85,11,70,0
7,17,13,11,26,4,13,24,22,97,36,73,9,20,4,21,15,38,39,49,26,0,1,22,14,88,4,77,0
20,6,28,6,26,8,14,33,29,136,60,63,9,15,3,19,20,65,63,40,32,0,2,18,3,82,22,100,2
11,8,31,15,26,16,23,35,42,140,53,78,9,14,22,28,16,45,68,78,35,0,0,23,8,90,10,104,0
7,6,22,11,27,7,7,26,41,153,52,87,5,23,11,23,31,61,61,66,37,0,0,17,4,75,6,127,2
17,20,10,12,28,8,15,30,40,126,50,75,4,13,26,28,22,42,47,67,32,0,1,18,7,83,20,101,0
2,11,7,14,22,6,8,20,18,123,46,48,11,15,0,24,25,35,36,55,18,0,1,22,0,80,0,87,0
11,21,6,9,16,13,3,26,26,131,51,48,6,19,6,29,17,34,50,68,30,0,2,17,3,78,13,107,2
7,15,33,7,22,7,13,32,29,175,57,75,9,14,8,36,35,49,53,88,35,0,1,23,13,107,4,141,0
23,16,5,13,36,19,17,44,38,164,66,77,5,11,31,27,23,57,73,79,33,0,2,19,3,98,19,135,2
11,31,29,11,17,12,10,34,47,132,69,69,9,17,3,21,16,55,71,65,46,0,0,34,8,93,8,114,0
14,5,6,15,28,9,23,28,32,140,56,83,12,15,33,19,15,44,57,59,26,0,0,23,8,66,19,106,2
7,12,29,20,21,15,7,22,28,144,43,85,10,21,10,21,27,41,37,61,34,0,0,19,12,119,7,96,0
8,19,26,14,25,5,5,28,42,98,28,73,6,19,6,19,20,40,45,46,28,0,1,18,4,104,4,78,2
3,14,6,5,21,10,21,29,51,143,37,87,14,15,30,19,18,42,73,67,30,0,2,15,10,68,0,108,0
7,17,11,16,29,12,17,24,21,135,58,68,12,14,14,24,19,36,52,72,23,0,1,23,6,89,4,90,0
16,16,6,16,34,10,9,29,36,162,71,74,6,20,6,28,21,39,55,74,33,0,2,21,11,100,22,114,0
13,21,16,8,28,14,8,26,29,120,59,77,9,12,10,34,19,36,56,74,29,0,0,23,7,71,9,105,0
16,14,30,9,21,11,21,24,32,130,50,84,11,6,31,29,21,57,47,58,32,0,1,20,7,86,17,118,2
6,23,15,11,21,7,17,31,30,157,56,97,9,10,30,25,22,54,49,77,40,0,0,19,14,86,5,147,0
2,17,27,7,17,7,11,31,33,160,50,74,8,22,4,23,17,57,64,56,35,0,1,21,11,78,0,105,2
3,8,18,13,28,8,26,33,36,123,57,69,11,11,11,22,29,35,55,58,36,0,2,14,7,123,0,86,0
8,16,11,14,23,8,21,30,50,120,46,74,14,25,27,23,14,31,71,69,31,0,1,22,7,67,4,107,0
20,21,14,4,18,12,17,34,49,121,37,73,9,19,34,20,8,29,52,62,23,0,2,18,3,98,17,84,0
15,13,14,5,24,17,9,34,22,121,46,69,8,16,7,14,14,26,49,60,30,0,1,25,14,89,10,79,0
18,20,0,11,25,3,13,149,31,99,60,67,16,11,3,27,15,34,61,55,25,0,0,110,7,67,22,81,2
4,19,18,10,24,10,12,32,40,152,54,67,13,11,11,36,19,48,51,80,32,0,0,34,7,80,3,145,0
9,15,14,14,22,7,13,17,30,95,48,78,15,6,7,20,22,41,50,48,24,0,0,20,6,80,12,96,2
3,16,30,13,18,9,8,24,32,98,35,106,11,18,32,17,18,47,41,50,21,0,2,17,10,91,0,87,0
9,16,42,14,26,12,10,31,22,143,55,44,10,15,10,32,20,59,53,58,40,0,1,20,6,116,4,115,2
9,18,12,12,29,8,15,28,34,97,55,71,14,11,3,12,20,33,64,45,30,0,2,18,10,102,7,62,0
14,6,11,7,30,14,19,32,23,140,54,56,10,18,7,24,16,40,46,62,36,0,1,23,14,83,9,102,0
21,19,6,5,25,12,21,33,39,142,66,96,13,26,28,28,25,44,50,76,32,0,1,23,10,84,18,102,2
6,25,0,13,20,17,19,37,67,144,177,97,13,19,36,28,26,42,84,75,36,0,0,113,6,83,6,102,0
12,17,14,10,25,6,14,35,39,179,68,70,7,12,14,32,30,52,58,74,35,0,0,20,6,94,12,132,2
8,9,17,3,28,13,15,34,20,178,60,76,18,11,3,30,29,44,51,87,48,0,2,18,11,97,7,132,0
8,15,10,13,25,10,17,30,45,173,52,52,9,8,7,25,24,46,61,83,30,0,1,21,7,71,4,155,2
9,18,57,20,23,6,16,31,33,147,56,63,12,10,26,26,20,56,47,76,32,0,2,16,4,139,6,126,0
11,16,28,129,25,6,11,29,37,122,52,62,11,15,7,15,15,61,57,50,35,0,1,111,6,88,9,106,0
15,12,6,7,22,14,14,30,24,122,53,54,10,13,8,21,20,45,39,48,26,0,1,20,3,86,20,94,0
8,144,26,11,19,16,19,27,34,128,54,91,9,20,29,25,20,36,53,63,29,0,0,115,8,89,5,80,0
13,12,32,13,22,8,14,32,25,178,54,65,12,15,23,30,20,49,41,71,39,0,1,21,4,107,13,109,2
1,9,15,13,24,13,15,18,30,139,34,78,13,22,8,34,19,29,40,63,23,0,1,20,8,93,0,88,0
23,22,10,5,24,13,13,36,33,161,51,62,13,27,8,31,18,35,50,81,33,0,1,21,4,93,21,98,2
7,15,12,5,35,6,12,33,28,142,69,64,5,16,10,25,22,30,64,90,35,0,2,16,7,54,5,114,0
14,8,16,8,31,5,16,22,19,127,47,65,9,8,14,21,21,38,37,72,27,0,1,18,3,82,10,113,2
6,11,40,7,18,12,20,31,46,171,55,118,17,17,76,41,29,65,64,90,42,0,1,19,7,96,4,163,0
8,18,11,14,28,6,11,40,42,221,45,89,5,20,29,30,27,102,57,76,39,0,2,21,7,111,4,181,0
15,17,11,5,19,9,9,27,32,148,41,79,13,19,3,31,23,47,52,78,31,0,0,24,11,66,14,117,2
2,23,11,8,18,14,26,34,30,97,63,93,9,12,25,27,18,32,70,58,25,0,1,22,7,84,0,77,0
17,20,13,10,26,10,17,27,40,115,45,69,7,12,0,25,17,32,58,53,29,0,0,21,11,77,16,74,2
8,12,28,14,21,10,11,26,21,162,47,60,9,18,20,28,24,51,37,79,34,0,2,18,3,82,4,106,0
