172.20.0.0,172.20.1.164,172.20.1.165,172.20.1.166,172.20.1.167,172.20.1.168,172.20.1.169,172.20.1.170,172.20.1.171,172.20.1.172,172.20.1.173,172.20.1.210,172.20.1.215,172.20.2.148,172.20.2.149,172.20.2.150,172.20.2.151,172.20.2.152,172.20.2.153,172.20.2.154,172.20.2.155,172.20.2.164,172.20.2.212,172.20.2.217,172.20.2.218,172.20.2.226,172.20.1.211,172.20.2.165,172.20.2.228
2650,1615,1140,2161,6914,1404,1520,2881,1929,27594,6928,6653,2063,1911,570,7827,3321,6050,7400,15569,3472,0,0,1203,2680,7716,1190,105819,0
2029,4394,2734,1102,10634,1102,74,4775,4336,18698,11251,7310,2292,2089,1900,9104,2910,3879,14841,11385,3813,0,148,1798,2105,8528,716,71055,0
3189,2635,1521,2660,6205,1781,1850,3021,3228,19314,5353,5169,222,3514,0,7282,3318,5861,6080,10472,3956,0,74,2258,1340,9325,1748,104057,0
222,2281,3552,1140,9020,1862,2582,3481,2822,24984,7316,7786,1344,1191,760,5418,5123,9734,7796,13363,5185,0,148,1992,1340,8392,0,144130,0
3891,834,3041,4106,7695,2499,4952,4018,4040,27035,6136,11736,74,1966,10600,7082,4492,11908,7079,12219,3832,0,74,2110,2870,9750,2473,150712,407
1582,2358,6459,1417,7715,2702,2458,4072,8106,30647,3761,9313,194,1828,4891,8999,5380,9658,9881,15020,5107,0,74,1682,2105,11004,474,135488,0
2221,2323,1278,2812,8233,0,1901,6156,8738,25574,7128,8117,1601,4175,2090,8799,3623,12171,18367,7419,4530,0,0,2021,1340,7455,716,103786,407
4816,1299,136521,2161,5396,1404,2808,3378,3567,23441,7152,7242,1488,3688,1520,8031,3410,7768,6903,11877,3344,0,74,103327,1915,8598,2338,99879,0
1881,1355,1974,2242,9107,954,1900,3485,4832,23636,8202,7631,1527,3735,1330,9901,4380,5981,9781,15304,4096,0,74,1707,765,8704,600,105699,0
4637,2823,1524,2968,8957,2743,2648,4450,5080,19759,10190,8586,2828,1394,6216,8634,4162,6579,12660,10631,3608,0,74,1796,1340,8714,2483,97718,407
4727,3104,148,2090,8842,1862,2055,3700,3303,19607,10182,8267,1531,2672,2660,9531,3842,7498,14141,11700,3219,0,148,1957,1530,7305,3140,94921,0
3278,1304,1517,1900,6743,1401,3262,3607,5404,20727,7354,7455,2327,2806,760,10303,3666,4256,10312,11850,2278,0,74,2092,1340,8634,1706,87602,407
148,1524,4182,1330,8460,1672,3249,3974,4212,24450,8022,7295,2109,2840,760,10685,4375,9227,12763,14014,4340,0,74,2031,0,8912,0,150933,0
5669,3343,5986,2045,6374,1727,4657,5840,6792,24845,8185,9915,649,2953,10866,5796,3857,10709,11883,8445,4501,0,148,1877,575,8707,2883,104688,407
1534,2147,3592,1591,6619,1478,1895,3090,8138,30425,5055,6387,2257,3000,760,8968,2868,10755,8728,14243,4286,0,0,1735,1340,10015,400,155115,0
2147,3738,831,3017,8007,585,3167,3948,7662,22184,6772,9030,762,2878,5744,5985,3975,7660,12360,9734,3491,0,148,1894,2105,8112,600,92776,407
2219,3267,764,2921,9677,2164,2238,3842,4150,18813,10396,7972,797,2874,1330,7870,2529,7158,13975,7199,3418,0,0,1700,2105,10248,842,80105,0
2103,2923,4355,2242,7068,1102,2660,1875,2612,20297,5302,7199,1527,3306,1900,7976,3104,7365,8114,12084,2659,0,148,1770,1150,8429,716,80646,0
3625,3387,1517,2660,11230,1401,954,4632,3173,20376,10837,7225,3880,3944,1900,8019,2972,5848,12892,11454,2828,0,74,3280,765,9437,2505,81802,0
148,3687,2048,1900,8997,2432,1161,4203,4803,22414,8698,4357,917,1349,1140,9698,2497,5452,8672,12569,4821,0,74,1918,1530,9586,0,114769,0
3574,3124,2087,570,9462,1591,1893,4239,3772,27190,10558,9751,2366,3977,5446,12326,4302,7186,11631,14040,5250,0,148,2240,2680,8453,1886,102944,407
1656,1974,912,2161,7831,2618,4568,5855,3573,21578,8195,8639,1107,1865,1330,11492,3090,4708,10708,10761,4634,0,74,1763,2490,10429,400,102736,0
4460,1636,4384,2255,6905,1148,5647,4766,8610,22978,12572,9110,1989,1785,4470,9899,3825,5985,16184,12093,4537,0,74,1834,1340,9022,2051,105063,407
2499,4185,4986,261,6724,2734,1517,3771,13840,20557,8137,8272,1534,3504,1330,9219,2520,9072,14892,13177,3088,0,0,1630,2105,10996,1222,116776,0
2147,4270,1214,2253,9483,1953,3699,5164,4997,15581,9990,7846,2680,1394,6303,7281,2284,3874,12451,11281,3932,0,74,1481,1150,8639,600,78044,407
2425,2265,2453,1591,8721,2164,1517,4061,4113,25795,12340,7049,187,4319,760,7972,2495,12667,16263,9671,2956,0,74,1789,1340,8394,800,119588,0
148,2103,718,2048,9942,912,1731,4653,5650,23217,11143,4577,1492,2583,570,8945,2655,9255,12342,11091,5162,0,74,2066,1340,10028,0,102498,0
5640,2642,1517,2284,8048,2351,1970,3419,3979,23105,6130,6643,2941,3103,2470,6912,3746,6908,8192,10308,2794,0,74,2519,1340,9751,2883,94971,0
148,1732,4654,2484,11404,2061,138399,5504,8024,26368,10584,9454,1682,2799,3958,11739,4554,7178,16392,15260,4157,0,74,103906,1915,10336,0,121882,0
