172.20.0.0,172.20.1.188,172.20.1.193,172.20.1.194,172.20.1.198,172.20.1.199,172.20.1.202,172.20.1.203,172.20.1.204,172.20.1.205,172.20.1.206,172.20.1.207,172.20.1.208,172.20.1.209,172.20.1.210,172.20.1.212,172.20.1.213,172.20.1.214,172.20.1.215,172.20.1.216,172.20.1.217,172.20.1.218,172.20.1.219,172.20.1.220,172.20.1.221,172.20.1.222,172.20.2.203,172.20.2.209,172.20.2.212,172.20.2.217,172.20.2.218,172.20.2.221,172.20.2.222,172.20.2.223,172.20.2.224,172.20.2.225,172.20.2.226,172.20.2.229,172.20.2.230,172.20.2.231,172.20.2.232,172.20.2.233,172.20.2.234,172.20.2.235,172.20.2.236,172.20.2.237,172.20.2.238,172.20.1.187,172.20.1.192,172.20.1.195,172.20.1.196,172.20.1.201,172.20.1.211,172.20.2.199,172.20.2.207,172.20.2.239,172.20.2.228,172.20.2.240
2,0,0,0,0,0,7,12,9,85,9,13,12,10,151,8,10,12,15,16,20,46,9,16,17,97,0,0,1,50,8,15,35,10,12,13,153,11,11,12,22,17,38,16,28,31,18,0,0,0,0,0,0,0,0,7,0,27
11,0,0,0,0,0,14,7,67,5,14,10,10,10,124,10,22,15,14,12,8,54,8,14,20,105,0,0,2,54,11,12,0,23,12,3,155,15,13,9,27,10,20,16,24,29,14,0,0,0,0,0,6,0,0,8,1,36
21,0,0,0,0,0,10,8,11,4,5,11,11,13,110,4,13,13,10,17,17,32,11,7,17,72,0,0,1,22,3,7,3,11,10,3,164,9,6,18,15,7,35,13,7,31,14,0,0,0,0,0,12,0,0,7,0,15
9,0,0,0,0,0,11,10,16,4,5,5,5,5,134,8,13,21,10,16,10,49,8,11,15,63,0,0,2,55,10,11,14,7,11,11,125,16,4,9,13,7,34,14,14,27,19,0,0,0,0,0,6,0,0,13,0,30
20,0,0,0,0,0,15,15,10,10,9,13,10,13,141,13,15,13,8,11,15,27,10,21,15,49,0,0,0,58,15,12,8,6,8,11,160,7,14,14,23,4,19,18,8,38,17,0,0,0,0,0,15,0,0,9,0,14
7,0,0,0,0,0,5,8,8,7,5,5,14,13,87,8,8,7,5,9,10,44,5,18,12,60,0,0,0,39,6,8,3,8,7,4,122,3,11,2,10,11,21,15,9,51,14,0,0,0,0,0,6,0,0,7,0,21
12,0,0,0,0,0,10,13,9,10,10,3,11,11,119,8,31,21,15,16,13,27,10,24,24,71,0,0,1,75,7,8,8,10,0,6,144,20,10,4,11,7,37,9,4,47,20,0,0,0,0,0,6,0,0,20,1,16
14,0,0,0,0,0,8,1,11,4,15,14,5,14,114,13,23,16,3,12,11,53,12,20,17,136,0,0,1,38,17,6,3,13,10,12,147,3,17,5,12,3,19,24,11,49,17,0,0,0,0,0,7,0,0,13,0,38
10,0,0,0,0,0,14,18,26,49,13,10,12,12,147,14,17,18,14,5,16,53,6,16,14,105,0,0,2,62,7,18,7,8,15,8,163,11,5,5,18,12,33,28,19,21,29,0,0,0,0,0,6,0,0,13,1,29
20,0,0,0,0,0,11,13,13,5,8,15,11,13,120,10,12,22,10,17,16,73,5,19,18,76,0,0,1,34,11,6,6,3,3,11,145,17,8,13,18,5,60,16,15,32,14,0,0,0,0,0,17,0,0,13,0,27
9,0,0,0,0,0,18,10,9,8,14,20,15,12,139,7,26,10,6,11,9,62,12,20,24,99,0,0,2,53,7,5,56,8,11,12,157,10,6,9,20,4,34,14,25,16,9,0,0,0,0,0,6,0,0,16,0,39
23,0,0,0,0,0,12,2,10,61,4,12,16,16,117,5,15,18,9,13,20,36,14,20,21,150,0,0,0,44,7,6,28,16,23,4,173,3,5,8,18,9,45,15,22,17,19,0,0,0,0,0,14,0,0,6,1,36
9,0,0,0,0,0,8,8,9,13,8,9,13,15,117,12,21,14,11,15,10,32,12,18,14,123,0,0,0,78,7,12,10,3,10,15,148,8,11,13,8,10,40,11,9,17,20,0,0,0,0,0,7,0,0,11,0,28
24,0,0,0,0,0,12,14,5,5,8,5,6,14,119,9,11,13,4,16,12,27,9,18,18,110,0,0,1,37,0,17,8,11,7,11,102,11,8,1,13,13,55,18,11,17,15,0,0,0,0,0,19,0,0,13,1,30
3,0,0,0,0,0,13,14,8,4,8,9,13,13,131,5,14,23,9,14,8,31,4,18,18,124,0,0,1,40,9,7,7,13,7,19,148,7,6,17,12,10,27,21,2,44,23,0,0,0,0,0,0,0,0,12,0,37
4,0,0,0,0,0,3,12,13,6,7,9,19,13,130,11,31,21,4,13,9,31,17,16,22,145,0,0,2,74,7,7,4,7,7,13,138,14,4,10,17,10,30,21,13,40,25,0,0,0,0,0,0,0,0,14,1,37
10,0,0,0,0,0,10,12,9,5,12,6,15,11,131,7,16,21,9,15,11,29,8,20,19,150,0,0,1,36,7,10,0,7,11,11,142,14,13,8,18,10,49,26,16,17,15,0,0,0,0,0,6,0,0,18,0,42
10,0,0,0,0,0,11,7,8,32,8,5,7,14,146,13,7,17,14,10,14,21,9,21,8,135,0,0,2,46,4,11,11,10,14,14,130,14,5,6,14,11,36,23,17,29,16,0,0,0,0,0,6,0,0,15,1,36
22,0,0,0,0,0,16,6,31,7,6,8,10,4,126,9,17,11,12,22,15,28,8,15,18,160,0,0,0,30,6,20,30,11,12,4,150,11,15,6,11,5,20,13,11,33,23,0,0,0,0,0,20,0,0,13,0,41
9,0,0,0,0,0,13,4,15,6,8,8,10,10,147,13,27,26,13,32,24,39,13,11,14,114,0,0,0,64,7,7,34,11,10,4,132,8,12,13,17,11,70,14,24,40,19,0,0,0,0,0,7,0,0,13,0,32
21,0,0,0,0,0,11,10,9,13,7,14,13,11,126,14,22,17,12,8,12,59,6,26,15,113,0,0,1,58,11,11,11,0,7,8,131,13,12,12,15,5,41,17,15,31,18,0,0,0,0,0,13,0,0,15,0,33
18,0,0,0,0,0,12,15,19,11,1,7,10,14,145,11,9,17,3,11,11,49,4,15,23,96,0,0,1,38,7,16,3,10,11,13,125,20,5,9,17,5,51,24,17,37,24,0,0,0,0,0,15,0,0,17,0,36
5,0,0,0,0,0,16,13,5,13,12,6,16,16,168,9,23,20,7,9,12,44,12,19,22,99,0,0,2,37,15,13,3,11,0,14,159,9,11,13,22,16,39,28,19,54,22,0,0,0,0,0,0,0,0,14,1,35
11,0,0,0,0,0,15,11,6,9,13,6,11,12,118,9,17,17,4,13,16,46,9,20,23,62,0,0,1,51,9,13,4,6,6,7,145,8,6,12,9,4,65,17,17,23,19,0,0,0,0,0,10,0,0,12,0,22
9,0,0,0,0,0,19,18,8,4,10,10,14,13,126,14,27,28,10,13,8,61,11,22,33,120,0,0,2,55,7,15,8,11,3,9,155,9,7,13,8,14,61,26,8,37,25,0,0,0,0,0,4,0,0,17,1,43
28,0,0,0,0,0,5,7,12,7,7,12,7,12,112,10,27,22,13,10,11,43,20,15,16,133,0,0,1,25,10,6,7,0,6,10,152,6,4,6,18,2,42,15,16,32,17,0,0,0,0,0,21,0,0,19,0,36
6,0,0,0,0,0,3,13,44,12,8,8,20,15,138,7,26,23,10,14,17,73,12,25,26,103,0,0,0,54,10,8,6,8,16,13,173,5,16,16,12,7,85,24,8,31,22,0,0,0,0,0,4,0,0,16,0,40
19,0,0,0,0,0,21,3,23,14,17,10,14,11,141,9,24,20,12,17,16,43,7,16,13,105,0,0,1,53,15,4,7,14,10,7,153,8,6,5,11,5,38,21,12,42,23,0,0,0,0,0,16,0,0,16,0,34
3,0,0,0,0,0,14,7,12,56,12,8,15,16,134,5,16,15,9,14,10,58,8,16,17,154,0,0,1,40,8,12,11,12,10,9,150,17,10,21,22,8,72,27,20,16,16,0,0,0,0,0,0,0,0,13,0,54
7,0,0,0,0,0,14,16,12,2,15,9,3,14,123,10,16,23,4,15,12,78,12,19,28,142,0,0,2,37,13,13,9,11,17,9,133,16,8,7,11,10,62,22,15,33,16,0,0,0,0,0,1,0,0,13,1,38
25,0,0,0,0,0,8,12,12,9,5,13,5,4,169,10,14,23,6,8,11,48,12,21,13,73,0,0,1,36,7,6,40,10,10,10,122,12,7,9,19,5,40,16,14,37,23,0,0,0,0,0,18,0,0,16,0,27
7,0,0,0,0,0,11,15,13,7,9,14,15,10,142,13,10,20,14,3,17,68,11,25,20,124,0,0,1,66,14,19,3,10,8,26,139,20,11,2,6,8,58,22,18,17,23,0,0,0,0,0,4,0,0,18,1,44
24,0,0,0,0,0,3,15,12,8,12,13,13,21,111,11,21,19,16,8,11,89,14,21,18,145,0,0,2,36,10,17,7,3,3,16,159,13,4,12,7,10,39,21,14,55,27,0,0,0,0,0,19,0,0,20,0,50
8,0,0,0,0,0,9,13,1,8,11,9,6,16,122,5,26,16,10,7,15,79,7,19,23,165,0,0,0,44,11,8,4,4,14,12,119,16,9,10,13,7,39,32,10,21,32,0,0,0,0,0,4,0,0,24,1,58
20,0,0,0,0,0,1,4,33,16,7,8,17,14,128,17,16,37,10,17,17,88,11,28,19,100,0,0,1,44,8,9,7,4,8,13,156,9,5,14,9,12,50,25,16,50,24,0,0,0,0,0,10,0,0,22,0,39
5,0,0,0,0,0,4,11,33,32,12,8,10,11,119,11,20,25,14,20,17,67,9,24,27,99,0,0,0,78,8,12,14,12,3,11,155,6,8,12,10,8,56,19,13,46,23,0,0,0,0,0,2,0,0,20,0,39
23,0,0,0,0,0,12,17,9,5,6,13,8,21,133,10,15,19,8,15,11,93,12,17,15,170,0,0,2,39,7,14,33,10,7,11,123,10,9,13,22,18,45,20,18,30,19,0,0,0,0,0,15,0,0,9,1,54
12,0,0,0,0,0,12,14,25,15,8,2,16,9,152,10,24,22,7,16,15,106,8,18,28,170,0,0,1,36,3,9,31,4,11,19,133,16,13,14,18,9,70,29,20,34,28,0,0,0,0,0,12,0,0,24,0,54
7,0,0,0,0,0,11,10,9,9,19,8,7,18,132,12,18,20,0,10,14,119,5,16,16,112,0,0,1,36,4,14,3,4,14,14,133,14,9,9,15,9,47,23,17,24,24,0,0,0,0,0,4,0,0,16,1,47
15,0,0,0,0,0,4,11,21,13,9,5,12,12,125,8,9,18,2,14,10,89,13,18,15,109,0,0,1,43,7,8,4,10,15,10,134,15,8,12,21,12,36,19,17,27,25,0,0,0,0,0,13,0,0,12,0,48
8,0,0,0,0,0,7,6,11,11,7,7,14,14,153,8,11,19,13,10,14,113,5,15,17,125,0,0,0,48,17,16,13,11,11,14,150,15,14,14,15,10,37,28,19,29,27,0,0,0,0,0,4,0,0,14,1,53
14,0,0,0,0,0,11,17,1,8,5,5,11,14,122,8,19,23,20,8,13,122,5,18,26,90,0,0,2,45,6,8,6,10,7,10,143,14,1,13,21,13,58,24,17,37,27,0,0,0,0,0,7,0,0,17,0,49
4,0,0,0,0,0,7,11,12,9,15,9,16,13,143,7,23,29,6,15,8,135,13,28,24,144,0,0,0,64,3,13,11,10,4,19,160,16,15,15,11,12,59,35,18,20,39,0,0,0,0,0,2,0,0,18,0,62
21,0,0,0,0,0,6,10,40,51,10,10,15,25,138,10,22,21,8,14,18,101,10,18,23,152,0,0,2,56,11,11,3,8,2,17,196,19,14,7,16,20,36,26,17,26,32,0,0,0,0,0,12,0,0,21,0,54
15,0,0,0,0,0,9,14,15,8,4,8,8,17,127,12,21,22,16,12,17,79,8,19,21,155,0,0,1,39,7,7,8,11,14,14,144,10,11,17,18,10,68,17,15,37,25,0,0,0,0,0,10,0,0,11,0,49
7,0,0,0,0,0,16,10,2,35,10,13,12,15,142,15,21,23,10,11,18,122,6,18,21,131,0,0,1,36,14,2,11,4,11,20,157,14,10,12,13,14,56,32,11,26,31,0,0,0,0,0,4,0,0,24,1,48
12,0,0,0,0,0,9,9,16,28,10,13,15,10,130,13,26,23,5,20,19,142,13,27,29,129,0,0,1,53,0,17,28,11,15,7,160,12,10,15,16,10,70,28,16,29,39,0,0,0,0,0,11,0,0,17,0,55
9,0,0,0,0,0,14,10,5,12,11,10,8,12,145,11,28,21,17,10,10,145,4,19,19,128,0,0,1,60,11,7,29,7,0,18,141,12,13,5,19,10,32,21,24,26,35,0,0,0,0,0,4,0,0,23,1,64
15,0,0,0,0,0,8,18,14,26,17,8,19,10,136,16,33,18,13,14,17,144,1,25,20,188,0,0,1,22,10,19,54,6,9,10,152,23,10,11,23,3,55,37,21,32,33,0,0,0,0,0,7,0,0,20,0,71
5,0,0,0,0,0,12,7,11,11,5,12,11,15,143,13,18,18,20,21,17,165,10,32,30,175,0,0,0,52,7,16,7,11,14,12,157,22,7,15,29,15,77,24,30,40,23,0,0,0,0,0,2,0,0,23,0,77
18,0,0,0,0,0,12,7,10,16,7,9,6,18,131,12,21,22,10,18,11,83,11,19,22,132,0,0,2,50,11,7,3,4,11,7,135,16,14,10,21,6,58,24,16,36,26,0,0,0,0,0,11,0,0,17,0,41
14,0,0,0,0,0,9,17,11,8,14,4,13,17,128,9,14,28,10,11,11,109,11,20,18,85,0,0,1,37,3,9,7,4,14,12,154,17,11,9,10,9,32,30,15,37,22,0,0,0,0,0,13,0,0,20,0,44
22,0,0,0,0,0,16,20,10,17,13,18,12,15,138,14,19,44,9,12,15,78,11,28,28,235,0,0,1,75,10,8,27,7,10,14,165,11,9,14,13,15,79,29,16,12,38,0,0,0,0,0,13,0,0,27,1,73
14,0,0,0,0,0,12,1,26,11,15,12,4,20,127,9,27,21,8,18,15,113,11,22,18,182,0,0,1,36,0,8,11,8,0,18,150,14,16,15,17,13,44,26,20,17,28,0,0,0,0,0,10,0,0,17,0,71
4,0,0,0,0,0,13,9,7,13,6,7,9,13,116,19,28,25,17,20,15,105,9,25,25,262,0,0,1,68,11,8,6,4,11,11,162,14,6,13,21,17,49,30,28,23,25,0,0,0,0,0,0,0,0,21,1,84
15,0,0,0,0,0,13,18,48,7,10,19,18,7,120,13,16,25,8,15,17,157,4,19,24,233,0,0,1,37,14,11,3,0,11,10,174,19,4,12,22,20,52,35,21,29,35,0,0,0,0,0,11,0,0,16,0,86
4,0,0,0,0,0,6,4,29,11,9,5,16,16,137,12,21,26,11,18,17,90,8,17,11,161,0,0,0,42,3,8,29,9,10,10,166,12,13,6,14,10,46,26,16,24,27,0,0,0,0,0,0,0,0,16,1,48
20,0,0,0,0,0,10,13,3,6,11,4,18,6,146,12,28,22,9,14,11,129,6,28,20,146,0,0,1,42,3,17,11,14,11,10,127,10,12,10,30,16,83,32,24,31,30,0,0,0,0,0,13,0,0,15,0,72
15,0,0,0,0,0,8,20,9,5,13,10,17,15,145,13,19,15,10,19,10,163,12,23,18,151,0,0,1,77,11,14,33,11,7,21,137,21,4,17,21,8,52,35,26,34,28,0,0,0,0,0,12,0,0,18,0,64
19,0,0,0,0,0,12,16,33,6,12,9,7,14,148,9,25,21,7,11,14,118,12,20,20,168,0,0,1,37,6,5,14,14,14,24,138,15,12,13,20,18,55,36,24,30,34,0,0,0,0,0,11,0,0,25,1,60
12,0,0,0,0,0,12,11,8,5,9,8,14,14,137,12,18,17,7,8,12,136,11,26,21,203,0,0,2,37,14,18,8,6,7,15,122,10,16,11,18,8,72,37,25,33,43,0,0,0,0,0,10,0,0,19,0,66
4,0,0,0,0,0,12,20,2,6,10,6,12,19,153,10,37,24,13,14,14,64,6,32,22,122,0,0,1,39,11,10,32,8,0,14,146,16,6,8,18,16,71,19,25,30,19,0,0,0,0,0,0,0,0,25,1,38
5,0,0,0,0,0,12,5,5,9,9,9,12,17,130,11,23,20,10,15,17,139,10,18,21,130,0,0,2,46,6,11,4,7,8,8,132,16,11,13,19,12,31,27,16,41,31,0,0,0,0,0,1,0,0,26,0,53
9,0,0,0,0,0,5,11,37,11,5,16,20,19,157,13,24,32,3,13,19,143,15,26,28,251,0,0,0,48,10,21,24,8,15,19,164,19,14,19,32,18,73,40,19,24,32,0,0,0,0,0,6,0,0,25,1,83
19,0,0,0,0,0,15,9,34,15,7,10,6,8,126,8,19,23,10,19,15,119,15,15,15,225,0,0,1,36,7,20,7,7,8,18,146,17,11,11,17,8,36,39,18,30,32,0,0,0,0,0,15,0,0,16,0,67
12,0,0,0,0,0,10,17,12,13,15,15,16,10,112,5,17,18,6,12,8,131,9,27,16,205,0,0,1,63,13,14,10,4,10,17,142,22,6,4,13,7,54,30,16,16,29,0,0,0,0,0,10,0,0,28,0,75
23,0,0,0,0,0,10,22,14,9,6,14,23,18,129,10,25,29,5,14,18,143,14,17,21,163,0,0,1,57,11,15,7,10,4,14,135,17,9,12,25,9,66,29,21,31,31,0,0,0,0,0,15,0,0,17,0,67
34,0,0,0,0,0,13,11,7,4,4,5,16,13,125,7,18,25,5,11,8,110,11,27,25,178,0,0,2,38,14,12,10,10,3,13,127,10,9,7,17,10,60,27,17,42,32,0,0,0,0,0,28,0,0,23,0,64
