172.20.0.0,172.20.1.188,172.20.1.193,172.20.1.194,172.20.1.198,172.20.1.199,172.20.1.202,172.20.1.203,172.20.1.204,172.20.1.205,172.20.1.206,172.20.1.207,172.20.1.208,172.20.1.209,172.20.1.210,172.20.1.212,172.20.1.213,172.20.1.214,172.20.1.215,172.20.1.216,172.20.1.217,172.20.1.218,172.20.1.219,172.20.1.220,172.20.1.221,172.20.1.222,172.20.2.203,172.20.2.209,172.20.2.212,172.20.2.217,172.20.2.218,172.20.2.221,172.20.2.222,172.20.2.223,172.20.2.224,172.20.2.225,172.20.2.226,172.20.2.229,172.20.2.230,172.20.2.231,172.20.2.232,172.20.2.233,172.20.2.234,172.20.2.235,172.20.2.236,172.20.2.237,172.20.2.238,172.20.1.187,172.20.1.192,172.20.1.195,172.20.1.196,172.20.1.201,172.20.1.211,172.20.2.199,172.20.2.207,172.20.2.239,172.20.2.228,172.20.2.240
544,0,0,0,0,0,2281,1901,3041,2471,2281,381,1711,3041,15668,2281,1521,3041,2257,951,1711,1711,3041,951,2281,1901,0,0,74,4536,1340,760,570,570,0,3230,16330,1140,1520,2470,570,1900,1900,1900,1900,1330,2660,0,0,0,0,0,200,0,0,2090,0,0
4242,0,0,0,0,0,2048,2618,1478,2808,1478,1478,2238,1668,13015,1288,2238,1288,1150,908,2048,148,2048,718,1478,148,0,0,0,2812,765,0,1520,2470,2090,0,14931,2090,1900,1330,2660,760,760,2090,570,1520,1140,0,0,0,0,0,2064,0,0,1900,407,0
1955,0,0,0,0,0,2847,2847,2847,757,2847,947,1517,947,17418,757,2087,187,1717,187,1517,187,2657,1517,1517,1327,0,0,74,2221,4020,3800,1900,570,2090,760,13863,1710,2090,1330,760,1520,1140,1900,1710,1140,2660,0,0,0,0,0,600,0,0,2090,0,0
2714,0,0,0,0,0,2623,2242,2242,912,2432,342,912,1102,11898,1862,1220,3309,769,5737,5203,2242,1102,2242,2411,2432,0,0,74,4796,0,1900,1330,2660,570,1140,14745,1520,570,1520,1330,760,6670,1140,1900,1900,570,0,0,0,0,0,916,0,0,2046,407,0
4449,0,0,0,0,0,1591,2552,1974,1214,2351,831,1395,2536,17033,2351,2164,1404,1411,1535,1881,1214,1974,3151,1205,2544,0,0,148,2680,2490,570,2470,2470,2470,570,15187,2470,1520,570,1900,760,4594,1900,1710,1900,3230,0,0,0,0,0,2096,0,0,1900,0,0
2492,0,0,0,0,0,1841,2029,1524,381,194,1524,9319,954,14579,1714,2924,2167,2447,2735,2748,2854,951,4050,10331,3044,0,0,74,2880,2680,760,1330,760,1900,2090,16198,9512,2090,1330,3230,1330,6606,5900,2090,1520,1330,0,0,0,0,0,800,0,0,1248,407,0
2243,0,0,0,0,0,834,1911,1404,1214,644,1974,1974,834,14414,834,3187,2882,1791,2443,2453,1214,834,2208,3538,1404,0,0,74,2333,575,1900,3230,1520,1330,0,15818,3420,3420,1140,2660,570,2894,1520,1330,0,2660,0,0,0,0,0,1412,0,0,244,0,0
74,0,0,0,0,0,2602,2029,2471,2281,1524,2284,8749,8179,13912,2094,806,1594,2447,2032,1851,3041,951,3591,3592,3041,0,0,74,3784,1915,2660,0,2090,1330,1520,18034,2090,2660,760,760,0,6192,6660,1330,1900,8749,0,0,0,0,0,0,0,0,1213,0,0
4361,0,0,0,0,0,718,2048,718,1478,2808,2238,2048,2238,11802,2048,1931,1909,2292,1939,3139,2808,1478,8687,2272,2048,0,0,0,2925,1340,1330,570,760,760,7422,17478,2090,760,2498,1900,1900,5371,760,1330,2090,0,0,0,0,0,0,2325,0,0,2333,0,0
6521,0,0,0,0,0,2087,757,1517,757,1327,2847,1327,3576,14013,6736,2827,2233,1530,3176,1656,20233,1327,3449,2878,187,0,0,74,3514,1530,5811,1330,760,1900,1330,15187,1900,1330,1330,9511,2660,9279,570,7168,1140,2982,0,0,0,0,0,3486,0,0,1814,0,11788
2566,0,0,0,0,0,2048,1478,2808,2808,2808,148,2238,908,13121,1634,2238,1396,1150,1376,1381,2643,1288,3681,4112,2428,0,0,0,2812,765,0,1900,1900,1330,1675,16736,4905,1330,1900,1414,1900,3667,1900,2428,2090,1900,0,0,0,0,0,800,0,0,814,407,12130
2029,0,0,0,0,0,2161,2658,45350,1781,2161,1781,1215,1191,11732,2921,2116,3553,839,3340,3914,27297,2921,1628,2706,1591,0,0,148,3062,1915,1461,1140,5037,5610,1520,16794,1330,6808,12474,8659,5777,13832,10942,2691,760,12554,0,0,0,0,0,600,0,0,1492,0,21135
1035,0,0,0,0,0,1789,1725,2854,1334,2242,2242,2432,1672,16384,1672,1873,2750,2447,1862,2434,14397,1524,1533,1669,2854,0,0,74,3616,2680,1900,2660,1900,1330,7158,14786,9023,2660,760,2420,1520,4450,982,2410,1140,4404,0,0,0,0,0,400,0,0,2862,407,17668
2799,0,0,0,0,0,970,1045,74,1974,2164,1974,5519,5696,12865,1404,1974,1097,1601,2805,1304,5848,74,2790,3550,2734,0,0,74,1741,765,1456,2660,2090,1330,1330,14600,760,570,1677,2231,3008,5257,3539,1842,1330,2194,0,0,0,0,0,1809,0,0,1574,0,17729
1885,0,0,0,0,0,1841,2284,1141,2094,1334,1714,1334,1524,15482,2284,3307,2272,917,3930,2610,7113,3041,3718,3719,2851,0,0,74,3445,765,2217,570,760,1330,5816,18130,3569,570,1105,3692,3574,4900,3294,1401,2660,4625,0,0,0,0,0,674,0,0,3636,0,35333
3957,0,0,0,0,0,2122,2439,982,222,2122,2882,3028,3788,15161,1742,1716,1090,2176,3203,1312,6965,982,3032,4678,1362,0,0,74,4331,2105,0,1330,1900,1520,1330,15492,4137,760,1123,2224,2243,3837,3848,3120,1900,4297,0,0,0,0,0,1738,0,0,2578,0,34834
1955,0,0,0,0,0,947,1847,2087,2087,2847,947,4522,3952,12063,947,1697,1687,2253,1266,1276,7180,2087,1653,1085,19816,0,0,74,2256,1915,4482,2090,1900,570,2090,15898,760,916,1140,8566,2090,3301,1881,5222,1900,2951,0,0,0,0,0,600,0,0,1736,0,47326
2780,0,0,0,0,0,1799,1672,3002,2812,912,3002,1482,2614,14520,2569,2179,3176,959,4352,3332,5389,1102,2085,3984,15648,0,0,0,2812,765,2777,760,760,2660,1330,16912,1710,1330,1674,4120,6693,5837,1140,3805,2660,7674,0,0,0,0,0,1113,0,0,1457,407,35923
4379,0,0,0,0,0,2087,2087,2087,1707,2087,947,4146,3576,12839,2430,2068,1390,2680,1933,3747,5135,947,5076,5193,12801,0,0,148,2108,1530,2660,570,1330,1330,5829,16666,3005,760,2248,3644,760,7614,2701,3318,760,1554,0,0,0,0,0,2170,0,0,3066,0,29658
1109,0,0,0,0,0,3280,3028,2854,35515,2812,1102,4860,3537,17082,2242,2233,3025,1682,4832,5533,7951,1598,2644,3586,2968,0,0,74,3982,2490,2218,760,5036,1140,0,17317,3031,7914,7042,8160,1105,16903,2967,2221,2090,9909,0,0,0,0,0,400,0,0,3120,407,35222
2539,0,0,0,0,0,1541,2544,2122,1974,1784,834,1404,2161,12875,2544,2087,2230,2941,1915,2304,5789,3378,1881,2127,6813,0,0,74,1854,1150,1390,1330,570,1140,4321,18145,6760,1140,1675,1927,345,3820,4061,2733,570,4055,0,0,0,0,0,1267,0,0,2252,0,35198
1955,0,0,0,0,0,2864,1663,1334,1714,2094,2664,3758,5246,15624,2281,2247,4532,917,1211,3309,5183,2094,3861,3730,6610,0,0,148,2993,1150,2617,1900,1520,2660,4517,16325,3230,1710,1484,2311,2815,6487,3801,1651,570,4630,0,0,0,0,0,600,0,0,2480,0,35315
4459,0,0,0,0,0,1974,3050,2882,1552,1974,2734,2509,1404,15267,1974,3333,2276,2366,2441,1122,8317,2882,2284,4940,3475,0,0,74,3295,1915,1455,570,1520,1520,1900,19914,5052,2660,915,2882,3006,3556,4311,3240,3230,4573,0,0,0,0,0,1935,0,0,1736,407,35428
1955,0,0,0,0,0,2028,2034,951,3041,2471,2471,4328,5432,11988,1711,2687,1305,3022,702,1471,6043,1521,3949,1291,5494,0,0,74,4536,2105,760,1330,570,570,942,16309,2470,2417,1119,1598,346,5426,2959,2545,2660,2520,0,0,0,0,0,674,0,0,2124,0,34989
4889,0,0,0,0,0,1793,1478,2238,2618,1668,148,3526,2808,11406,1288,2301,2225,1340,2698,2318,6576,1288,4902,3572,7569,0,0,0,2738,2680,760,570,760,2660,3575,16149,3197,2585,1105,2458,361,6722,4461,1310,1330,3381,0,0,0,0,0,2296,0,0,3616,407,71238
1981,0,0,0,0,0,1517,757,947,2087,757,5444,1707,3192,13292,8845,2277,6975,952,13016,1850,7598,1517,1982,1732,7827,0,0,74,2295,2680,1330,25278,570,1900,954,14008,3199,1673,913,1989,1675,6096,5461,1232,1330,4107,0,0,0,0,0,600,0,0,2391,0,42636
1331,0,0,0,0,0,7242,2270,1862,1672,1102,342,4081,2432,11647,2585,6145,8955,1724,5557,4168,8066,1672,2655,6983,5196,0,0,148,4722,575,2207,1330,1900,1330,760,14825,2660,0,1483,4579,0,4608,2153,5163,31954,1140,0,0,0,0,0,516,0,0,2834,407,47738
2523,0,0,0,0,0,1591,9062,1594,2734,1591,1591,2351,1591,12945,831,2272,2617,2176,3787,4131,3984,1594,1153,2378,3532,0,0,74,2680,1340,1836,2660,570,1330,4662,17672,1140,1330,1675,1090,2090,4710,3073,1650,9264,1415,0,0,0,0,0,1422,0,0,1058,0,17829
2221,0,0,0,0,0,2158,1714,764,1141,2094,764,764,3085,12283,2284,1328,1632,3212,3537,4295,6084,1524,9194,2421,3870,0,0,148,2541,1340,1330,0,2090,570,372,13436,2417,1330,2090,1985,2020,4033,2288,3492,6075,4196,0,0,0,0,0,716,0,0,2822,407,35228
3973,0,0,0,0,0,1911,2124,74,1404,1974,1214,10220,2127,13100,1404,2499,2791,1791,3277,2726,6393,1214,4166,5495,4290,0,0,74,2333,2105,2781,1330,1900,2090,5440,15562,1892,2090,1865,1421,1140,3791,3860,1460,11641,3602,0,0,0,0,0,1835,0,0,1790,0,26520
1955,0,0,0,0,0,2243,2235,1141,2281,1524,2094,4144,4858,16299,2284,1963,2047,2447,3434,4025,5835,2281,6091,6092,6329,0,0,74,3858,1340,1834,1330,760,2090,5424,15567,5622,2090,2245,3257,2778,4432,3174,3992,9566,5837,0,0,0,0,0,600,0,0,3880,0,35259
4586,0,0,0,0,0,464,2694,148,2618,1288,148,4282,4856,12464,908,2576,2120,2867,4147,1042,6189,148,2348,2866,5052,0,0,0,2851,1340,1457,0,1330,760,1330,13948,5052,1900,3134,2560,2711,4836,2849,2230,2842,2969,0,0,0,0,0,2609,0,0,2841,0,34695
74,0,0,0,0,0,2675,1993,2921,2161,2731,1591,1936,3639,14163,1177,3482,3076,1414,2561,3138,8480,831,4004,3307,3239,0,0,0,3514,1340,1330,2660,1330,1330,4494,16149,2629,1483,1675,1972,1865,7146,2396,1740,4632,4940,0,0,0,0,0,0,0,0,3388,0,44658
2939,0,0,0,0,0,1121,1478,908,2238,1478,718,2765,5016,13863,2147,2438,4199,2105,2780,2442,6805,1478,5375,5258,5863,0,0,74,2738,1150,2090,1900,570,2090,1132,14424,4720,2014,1330,2290,2436,9339,5865,2128,3391,4122,0,0,0,0,0,1000,0,0,3550,407,62386
148,0,0,0,0,0,1213,2161,1591,32330,1591,2556,2161,1974,15126,1812,1309,2111,2754,3986,4689,5697,1591,4330,4497,10169,0,0,74,3175,1530,2967,5878,1900,6526,5422,16133,2850,5863,2590,9815,7610,5475,4565,15053,5172,5228,0,0,0,0,0,0,0,0,1553,0,72180
2147,0,0,0,0,0,2432,1220,24752,954,2432,1672,1672,1672,12619,1672,3295,2510,2447,1744,2068,8322,1524,3153,4156,12372,0,0,148,3651,2105,2397,0,8799,6526,570,16549,5610,7031,2059,7909,2402,3724,3426,7282,3657,2808,0,0,0,0,0,600,0,0,1889,407,78913
3891,0,0,0,0,0,1912,1533,2544,644,834,1974,3451,5126,12309,644,1965,2082,2366,4550,5133,4953,1974,1627,4034,9810,0,0,74,1593,575,1467,570,2090,1900,570,15743,1891,1140,3005,3473,914,5998,2835,1742,4729,3288,0,0,0,0,0,2125,0,0,1492,0,38472
2029,0,0,0,0,0,2118,1926,3041,764,954,954,2809,954,14199,1524,1930,3592,1682,4280,3154,8168,1524,2899,3342,10345,0,0,148,3293,1915,2110,2660,1330,2090,2588,13201,5812,760,2367,2890,1485,4578,3897,2542,4428,4405,0,0,0,0,0,600,0,0,2550,0,44115
4461,0,0,0,0,0,2518,2911,1552,2312,1362,2122,3601,5646,16309,2122,2113,1461,1411,1873,2643,3962,1552,4848,4492,6542,0,0,0,4257,2105,2290,1520,1140,1520,3567,16180,2217,2660,2090,4016,760,2061,3211,1651,4425,4703,0,0,0,0,0,2222,0,0,1980,0,26506
1881,0,0,0,0,0,1833,1909,1517,1327,947,1707,6373,6000,10103,1517,973,1508,723,2289,2504,5362,947,7339,4253,7135,0,0,0,2256,1150,1777,570,760,1330,2419,11241,372,2090,345,2315,1485,3328,6229,1973,5680,5050,0,0,0,0,0,600,0,0,1302,0,44148
1327,0,0,0,0,0,1811,2502,1482,1672,1672,342,2057,2045,12539,1443,4643,2827,2874,3223,2652,3417,1672,5436,5448,8851,0,0,74,5018,1340,1647,1520,1900,0,2617,15166,6752,1900,914,2505,1330,5715,2537,891,6901,4703,0,0,0,0,0,787,0,0,4388,407,35229
2391,0,0,0,0,0,2376,187,2087,757,2847,2657,1127,5442,12179,2619,2791,2360,575,2826,2649,6287,2847,4639,4831,15775,0,0,74,2182,3255,1163,570,2470,1900,5940,15257,2742,3641,1277,2971,1034,2866,6855,2633,6922,5517,0,0,0,0,0,1380,0,0,3212,0,95440
2147,0,0,0,0,0,2432,4051,1524,15467,2242,1672,3347,4824,15487,2432,2367,2572,2447,1424,3523,5854,912,3395,2890,11695,0,0,148,4056,1340,3420,1330,1919,2850,4279,17536,3761,1361,1263,5028,2605,5216,10872,5343,8823,11226,0,0,0,0,0,600,0,0,3045,407,78456
4253,0,0,0,0,0,1986,2355,2122,834,1404,2734,3448,2545,12725,1934,2322,3988,1791,5545,5343,7263,834,4975,4911,9864,0,0,74,2450,2105,1141,1140,570,570,2282,15231,4719,1673,2780,5152,1257,9421,4195,3868,4019,3853,0,0,0,0,0,2044,0,0,2988,0,75877
2029,0,0,0,0,0,3559,1901,1714,1524,3053,3801,4343,2284,14618,1741,4208,1461,917,2503,2305,6908,2284,7067,9266,11323,0,0,148,3180,1340,1184,13143,1520,2090,5052,16444,1900,1140,1865,6136,917,4798,2877,7160,2573,2198,0,0,0,0,0,600,0,0,3463,0,83495
4653,0,0,0,0,0,2164,380,1552,17202,644,2367,5694,3093,12293,834,2230,2113,1601,3043,4207,5755,2312,3861,3789,17203,0,0,0,3221,1340,1281,4855,7471,8616,942,18270,2047,1206,2180,5604,2136,7735,3817,5607,2733,4376,0,0,0,0,0,2261,0,0,1471,407,81268
2029,0,0,0,0,0,1648,1538,1711,2471,1521,1711,2653,4146,12389,2281,3602,2272,1107,3375,2439,4706,2281,4617,3854,15063,0,0,0,4610,1340,3179,1900,570,1900,5622,16405,1701,2090,2779,2833,2363,5938,3896,3211,2585,5612,0,0,0,0,0,716,0,0,2306,0,64825
5095,0,0,0,0,0,2914,2450,718,718,1288,718,2567,5383,12017,1478,1042,1577,765,4029,3291,3583,1478,3950,4661,12419,0,0,74,2738,0,3238,1520,2090,1330,3747,10835,4507,1520,1028,2879,3460,7956,5444,2615,2618,4950,0,0,0,0,0,2254,0,0,2794,407,61693
222,0,0,0,0,0,2479,2668,1517,757,1517,1707,5239,3762,13974,1084,2687,4552,1717,3048,1937,4377,757,4118,4045,16926,0,0,74,2295,1725,1511,1330,2470,1330,6564,15668,2807,1140,3695,2976,2055,4350,6288,641,7004,6393,0,0,0,0,0,0,0,0,2604,0,61582
340,0,0,0,0,0,342,2063,2242,912,1102,1482,4677,5194,13682,1998,4769,3002,769,2641,1753,4297,3002,3438,4520,16394,0,0,148,4944,1340,1468,760,1330,1330,5424,14595,4318,897,2209,4469,2363,4762,5584,3833,6008,6145,0,0,0,0,0,0,0,0,3324,407,78837
1959,0,0,0,0,0,1908,2161,1594,834,2161,1021,4220,3266,13757,1517,2205,3124,1601,3287,2367,4089,1404,4527,4538,15738,0,0,74,2384,1340,2038,0,1330,2090,3577,14900,5817,2776,1675,3969,2241,7849,7871,4419,2530,5203,0,0,0,0,0,748,0,0,3852,0,89188
2147,0,0,0,0,0,2094,1334,1524,8971,1524,954,2629,5642,14895,3480,1131,2928,2447,2317,3057,2842,1711,5188,2857,13075,0,0,148,2880,765,2090,2090,1900,3055,4843,13860,4856,2403,2226,3201,2749,5565,6511,4095,7195,5242,0,0,0,0,0,600,0,0,3066,407,87910
4816,0,0,0,0,0,3042,1141,4596,1663,1417,1404,3079,644,13408,1848,2289,1502,2176,4520,3626,3835,1404,3228,3161,16560,0,0,0,2185,1150,3801,4682,2486,2294,2417,15766,3760,3222,1450,3884,1295,4493,4591,3855,6949,6389,0,0,0,0,0,2370,0,0,2815,0,98753
2029,0,0,0,0,0,2604,879,2851,1141,1524,1724,5567,3199,15654,2731,4507,4129,2257,7821,7065,4504,2471,3284,4163,14056,0,0,0,3819,1340,1447,5695,2090,1900,954,14680,2815,2586,2780,4447,2245,10150,3162,5793,5810,4172,0,0,0,0,0,716,0,0,3014,0,78710
3300,0,0,0,0,0,1765,1576,1362,2122,982,2312,3598,2620,13281,2312,2854,2293,2176,1435,2214,5401,792,5573,3407,12609,0,0,74,4257,2105,2101,2090,0,1330,4290,13868,3947,2433,2435,3871,1105,6240,5113,4005,4738,5225,0,0,0,0,0,2167,0,0,3282,0,85635
4350,0,0,0,0,0,2188,2882,2871,2087,187,1327,4068,4134,16149,2087,1319,2474,575,2478,2506,5894,757,3690,5346,14904,0,0,74,2182,1340,3178,570,1900,1330,4652,13420,6755,1207,2906,4343,1797,7883,5279,4146,5914,5846,0,0,0,0,0,1706,0,0,3364,0,62998
414,0,0,0,0,0,2827,2376,1478,2998,2048,908,4285,4283,18414,1478,3359,2599,1340,1871,2464,6400,2048,5970,6480,14886,0,0,148,2738,2105,2482,570,2090,0,4137,15381,4664,2090,2436,5899,3350,5859,6735,4996,7734,6578,0,0,0,0,0,0,0,0,3092,407,67929
2673,0,0,0,0,0,3844,2714,1021,1591,3111,1781,3448,5297,12558,2351,2722,2450,649,2873,3476,5670,1591,5706,6413,8998,0,0,74,3214,1708,3352,760,1140,1140,2808,14008,3177,1140,3273,1988,760,9382,5812,3623,3592,6132,0,0,0,0,0,1000,0,0,2550,0,44088
1848,0,0,0,0,0,3399,3220,1524,764,1672,1672,5203,3718,12945,2585,4562,4733,1682,3034,1725,7596,2094,5437,7341,13883,0,0,148,3764,1340,3015,1520,2090,1140,4663,16405,4663,1330,2780,2215,3128,10651,7390,2045,5972,7257,0,0,0,0,0,400,0,0,4118,407,87391
5310,0,0,0,0,0,834,1214,2164,982,1214,2164,2703,4935,10995,2091,4000,3043,2366,2759,3082,5421,2734,3363,3690,15211,0,0,74,2037,1915,1275,1330,0,1140,5035,16485,1500,760,2208,4661,689,6943,6045,4401,4941,5349,0,0,0,0,0,2799,0,0,4158,0,78910
1582,0,0,0,0,0,584,2474,7436,2284,1524,1524,6588,5436,14605,1640,3693,3324,1682,4455,4955,7026,2284,7489,7789,10747,0,0,0,3254,1915,1917,1140,1917,3246,5424,18185,3734,3590,3350,3018,1832,12748,7034,2182,4963,6532,0,0,0,0,0,400,0,0,3839,0,95444
3485,0,0,0,0,0,3643,222,3229,2312,2882,1552,3839,3461,14835,1478,2962,2917,2176,3913,3774,5115,982,2208,2333,11162,0,0,74,3887,2870,760,1330,2660,1900,2218,16566,2407,1531,1105,2637,1274,5459,5208,3045,7103,5797,0,0,0,0,0,2012,0,0,3595,0,76612
222,0,0,0,0,0,2669,1577,2277,16769,2277,1517,4324,3219,13982,1100,2375,2330,1488,3399,2649,7066,1517,4728,4975,17635,0,0,74,2330,1530,2280,2090,2677,1900,3005,15822,6204,3164,8543,6781,2140,11417,10570,6636,2214,4540,0,0,0,0,0,0,0,0,2794,0,112961
554,0,0,0,0,0,2579,2831,2048,148,2618,1478,520,2611,13167,1668,2227,3359,765,3562,2933,12218,2048,4145,5728,16436,0,0,148,2738,2490,2481,1710,2090,3230,4663,14114,5994,1673,2484,4209,3048,9827,6198,4354,5105,5059,0,0,0,0,0,197,0,0,2940,407,106507
4945,0,0,0,0,0,1562,2405,2277,1707,947,2669,2606,2233,17446,2409,2078,3966,1150,1950,2542,7069,1517,5729,4314,8939,0,0,74,2034,1340,1268,6692,1900,1900,3365,13276,2462,1330,2780,4927,1105,6281,4141,3203,6117,4898,0,0,0,0,0,2602,0,0,3310,0,54366
1700,0,0,0,0,0,1895,2633,2242,1102,1482,2432,5394,3148,15016,2242,1011,2754,2447,833,3514,8491,1862,6717,5559,15682,0,0,74,4352,2680,3760,570,1900,1520,9189,14574,6754,2090,689,1902,1831,9088,7319,5052,2729,7446,0,0,0,0,0,400,0,0,3852,407,82443
5115,0,0,0,0,0,578,2873,2164,1404,2161,2351,6599,6643,11732,2106,3096,2209,2941,1609,2392,11452,2544,4747,4417,18659,0,0,148,2641,1915,3310,1330,570,570,5994,16715,6129,760,2553,2226,2365,6113,6567,3717,7903,7576,0,0,0,0,0,2464,0,0,4286,0,100179
1774,0,0,0,0,0,1847,2471,194,1524,2094,1714,4622,6522,12469,1106,2984,1965,1682,2442,3955,9574,1334,4326,5920,17600,0,0,0,2689,2105,1669,1520,760,2660,4121,12539,7467,1847,2366,3291,1949,5697,9141,2831,3261,9144,0,0,0,0,0,400,0,0,5414,407,122478
2853,0,0,0,0,0,74,644,4832,2122,1214,1404,6093,5520,13201,3417,2058,5636,1791,2871,3688,11003,1742,6922,4379,9624,0,0,74,3221,1530,1722,1330,1153,1721,5423,17416,4674,2051,3163,2582,2589,8488,8000,3876,8900,7500,0,0,0,0,0,2041,0,0,4686,0,88169
544,0,0,0,0,0,762,2091,5583,5232,2281,1521,4491,4874,12539,2459,4008,3315,2447,5410,4849,7926,1711,6679,7782,11789,0,0,0,4610,1530,2407,2660,2671,570,5910,16491,2629,2036,2604,2788,1866,10025,5144,3179,7064,7621,0,0,0,0,0,274,0,0,4656,0,84315
4313,0,0,0,0,0,2802,3722,1478,148,1305,2238,4230,6542,14115,1924,1874,3637,1527,3458,2635,9134,2048,3937,3318,20212,0,0,148,2851,1340,3510,5336,1900,1330,3758,13382,3376,1999,3644,7535,4748,8462,6497,6735,4701,5142,0,0,0,0,0,2044,0,0,2274,407,136102
2798,0,0,0,0,0,2290,2669,3885,2847,1517,578,5809,4297,15707,2307,3262,2918,1340,4165,3935,9453,1517,5046,6998,18644,0,0,74,2034,575,1720,5123,1154,2292,8064,14107,7483,3032,4022,5543,2710,10233,8975,5749,5909,8710,0,0,0,0,0,1116,0,0,5513,0,149206
1700,0,0,0,0,0,1858,1796,1478,1478,3378,1288,2393,6142,13633,2048,2570,2752,0,2268,3043,12740,718,4138,3437,15401,0,0,74,2664,765,2919,1330,760,2660,4331,14109,4329,2015,2019,4443,2019,7343,6529,4679,3881,6139,0,0,0,0,0,400,0,0,3456,407,115097
2938,0,0,0,0,0,658,1994,2971,2351,1591,831,3637,3638,14269,1401,1047,2523,836,2807,2064,13085,2351,4500,3358,16120,0,0,74,2762,1340,1661,760,1900,2090,1512,13540,5621,1777,2555,7264,2937,5601,4375,6328,4396,4827,0,0,0,0,0,1387,0,0,2611,0,90096
1774,0,0,0,0,0,1594,1155,3041,2854,1334,1334,5618,5619,17382,1524,1606,2652,3022,2167,2936,14309,954,3895,4136,14016,0,0,0,2576,2490,3436,2470,2090,2090,4316,14199,4509,2660,2934,4978,2378,5321,6929,5036,4536,7497,0,0,0,0,0,400,0,0,3038,407,114532
