172.20.0.0,172.20.1.188,172.20.1.193,172.20.1.194,172.20.1.198,172.20.1.199,172.20.1.202,172.20.1.203,172.20.1.204,172.20.1.205,172.20.1.206,172.20.1.207,172.20.1.208,172.20.1.209,172.20.1.210,172.20.1.212,172.20.1.213,172.20.1.214,172.20.1.215,172.20.1.216,172.20.1.217,172.20.1.218,172.20.1.219,172.20.1.220,172.20.1.221,172.20.1.222,172.20.2.203,172.20.2.209,172.20.2.212,172.20.2.217,172.20.2.218,172.20.2.221,172.20.2.222,172.20.2.223,172.20.2.224,172.20.2.225,172.20.2.226,172.20.2.229,172.20.2.230,172.20.2.231,172.20.2.232,172.20.2.233,172.20.2.234,172.20.2.235,172.20.2.236,172.20.2.237,172.20.2.238,172.20.1.187,172.20.1.192,172.20.1.195,172.20.1.196,172.20.1.201,172.20.1.211,172.20.2.199,172.20.2.207,172.20.2.239,172.20.2.228,172.20.2.240
1342,0,0,0,0,0,1399,1753,930,1005,1005,268,1234,1234,22620,856,3673,2442,1614,2035,1704,11507,1005,5854,7201,33560,0,0,74,6424,747,997,812,1068,0,877,27380,2569,1068,500,1360,737,5717,2163,665,7427,3350,0,0,0,0,0,987,0,0,2933,192,1888
1602,0,0,0,0,0,1035,113,1181,444,1587,1512,673,1792,21685,1438,2847,1990,336,1730,1506,30626,1256,6471,4707,84770,0,0,74,3514,1830,978,331,1399,1068,1758,27935,548,2018,723,2450,561,3709,6472,1620,8176,5817,0,0,0,0,0,2169,0,0,1723,0,5376
1155,0,0,0,0,0,1411,2002,6885,15306,1336,1005,1324,1540,27940,1411,1988,2002,1426,1107,1946,33212,599,3810,6556,60923,0,0,148,5462,747,1880,737,909,1549,1198,30945,1514,695,777,2356,1476,5523,10996,2691,3216,12456,0,0,0,0,0,1807,0,0,1601,192,3829
2192,0,0,0,0,0,1488,1534,1290,480,811,1548,1396,1484,22815,1106,1459,2649,1009,2427,2354,43537,480,4084,5429,47837,0,0,74,2672,1158,793,662,331,331,1297,27560,2022,919,1551,2461,739,13788,5723,2280,6290,3772,0,0,0,0,0,4105,0,0,1602,0,3046
822,0,0,0,0,0,2251,1045,932,857,1545,2113,1809,1263,26318,895,3201,1148,604,1553,1296,36632,1263,5477,9379,62820,0,0,148,5030,747,937,14813,812,1143,1604,29835,1068,662,981,2949,500,5169,3398,3948,2382,3223,0,0,0,0,0,1807,0,0,2471,0,5182
2742,0,0,0,0,0,1217,382,959,17121,405,1349,2009,1777,22203,480,1534,2172,934,2086,2390,15505,1365,2663,5432,84119,0,0,0,3295,747,1216,3707,6097,6875,560,32891,548,588,1152,2951,981,7055,7164,3487,2411,4722,0,0,0,0,0,4387,0,0,704,192,5260
864,0,0,0,0,0,1176,1093,970,1376,895,970,1530,1695,22240,1301,2364,1627,1090,2366,1431,12184,1301,4276,3882,71750,0,0,0,7348,747,2023,1068,331,1068,1933,28125,966,1143,1481,1198,1244,7840,2810,2010,2454,6943,0,0,0,0,0,1881,0,0,1169,0,3632
2809,0,0,0,0,0,1661,1686,479,479,810,479,925,1908,22610,885,1211,1455,411,2552,1539,11379,885,4570,4532,66432,0,0,74,2738,0,2003,812,1143,737,1515,19385,1514,812,169,1616,1481,9908,5520,2073,3907,6774,0,0,0,0,0,4755,0,0,1385,192,3628
222,0,0,0,0,0,1606,1619,850,444,850,925,1715,1500,24905,626,1676,2657,935,2183,1067,11981,444,6756,4408,67133,0,0,74,3701,1008,1773,737,1399,737,2495,28130,953,662,1981,1649,1162,3516,6809,668,8148,8208,0,0,0,0,0,0,0,0,1310,0,3970
555,0,0,0,0,0,268,1368,1336,599,674,930,2061,1768,24710,1187,3679,2437,456,1705,1190,12605,1742,4207,6270,84748,0,0,148,6350,747,1052,406,737,737,1833,26225,1846,513,1204,2282,1244,4149,6229,2157,5874,7838,0,0,0,0,0,0,0,0,2377,192,4479
896,0,0,0,0,0,1184,1255,886,480,1255,593,1802,1243,24900,880,1951,2416,934,2540,1813,13853,811,6467,5096,94616,0,0,74,2976,747,1422,0,737,1143,1361,26990,2062,1507,906,2180,1150,7708,8083,2336,2629,4132,0,0,0,0,0,1811,0,0,2332,0,4992
1155,0,0,0,0,0,1188,782,857,8118,857,526,844,1952,27745,1550,808,2142,1426,1332,2245,10911,970,4514,3440,94295,0,0,148,4395,411,1143,1143,1068,1474,1691,24703,1691,693,814,2101,1610,6108,7547,2392,10265,5493,0,0,0,0,0,1807,0,0,1847,192,4011
2444,0,0,0,0,0,1822,758,4678,1616,649,811,1131,405,23793,992,1977,1224,1270,3329,3576,11386,811,2521,6646,106768,0,0,0,2259,672,2291,4301,1237,1485,777,28491,1515,1880,814,3172,809,3238,3444,1872,4716,5858,0,0,0,0,0,4742,0,0,1529,0,4257
864,0,0,0,0,0,1992,809,1632,639,857,992,1550,1175,27864,1445,3190,3346,1351,4953,3556,21687,1376,3590,4186,71271,0,0,0,6039,747,960,4972,1143,1068,560,25095,980,1431,1551,3054,1307,14858,6966,3183,6273,5969,0,0,0,0,0,1881,0,0,1539,0,4584
2315,0,0,0,0,0,1456,1403,884,1290,628,1365,1507,1188,23955,1365,2517,1860,1270,1221,1324,41436,553,7226,4425,61123,0,0,74,4331,1158,1578,1143,0,737,1198,24905,1616,1324,1312,2409,575,6198,5260,2662,5236,3496,0,0,0,0,0,3152,0,0,1745,0,3875
1928,0,0,0,0,0,1786,2178,2750,1181,113,775,1323,1728,27560,1181,1101,1995,336,1852,1397,23765,444,5952,7067,56378,0,0,74,3514,747,2200,331,1068,1143,1831,23682,2570,593,1169,2641,575,7298,5691,2729,5972,7641,0,0,0,0,0,4128,0,0,1896,0,4780
629,0,0,0,0,0,1994,1736,479,1291,1216,554,1842,2689,31935,885,2605,2278,747,1556,1437,29306,1216,5097,6859,55069,0,0,148,2738,1569,1568,331,1143,0,2537,30220,2273,1143,2131,2867,2461,5603,6651,3146,9300,6744,0,0,0,0,0,0,0,0,1526,192,4635
1074,0,0,0,0,0,2097,1287,593,924,1330,593,2242,2686,22418,924,1912,1900,410,2266,1947,23701,924,5457,5932,34104,0,0,74,4398,991,2533,406,662,662,1800,27555,2027,662,1406,1101,406,11814,4895,2476,3389,7296,0,0,0,0,0,2599,0,0,1277,0,2508
1029,0,0,0,0,0,2245,2290,857,451,1005,1005,1797,1553,23950,1518,3915,3997,1015,1661,1566,33949,1188,7372,9115,72354,0,0,148,4944,747,2445,812,1143,331,1426,29460,1427,737,1481,1243,1650,10919,6995,1742,5191,8426,0,0,0,0,0,1434,0,0,2645,192,5099
2947,0,0,0,0,0,480,736,1217,628,736,1217,953,1603,21295,1174,3083,2666,1345,1175,1511,21879,2028,4643,4355,76984,0,0,74,1889,1083,876,737,0,662,1656,28895,864,406,852,2357,341,6154,5709,2662,5909,7286,0,0,0,0,0,5162,0,0,2296,0,4405
548,0,0,0,0,0,1117,1626,6080,1263,857,857,2457,2027,26235,892,3204,2814,1015,2226,2691,41376,1263,9387,6564,71165,0,0,0,5104,1083,812,662,906,1759,1834,32777,867,1943,1869,1629,1053,16329,7310,1848,6018,7436,0,0,0,0,0,1434,0,0,1965,0,4483
2160,0,0,0,0,0,2512,222,3209,1365,1696,959,1535,1359,26810,885,2830,2191,1270,2380,2436,21736,628,2027,3178,68662,0,0,74,3961,1569,406,737,1474,1068,891,28998,966,766,629,1595,739,5696,5614,1803,6067,5824,0,0,0,0,0,3337,0,0,1909,0,4357
222,0,0,0,0,0,1681,1742,1256,16684,1256,850,1803,1816,25470,625,1826,1821,895,2353,1494,36880,850,6314,5008,98826,0,0,74,3662,822,1582,1143,1312,1068,1059,28503,2238,1276,6830,3870,1222,12725,12846,3330,2530,4417,0,0,0,0,0,0,0,0,1529,0,6057
826,0,0,0,0,0,2176,2185,1216,148,1547,885,377,1520,23390,960,1837,2746,411,2494,1838,43109,1216,6381,8528,87876,0,0,148,2738,1419,1815,993,1143,1805,2128,25275,2866,913,913,3561,1244,9903,5915,3379,4839,5219,0,0,0,0,0,140,0,0,2189,192,4906
2676,0,0,0,0,0,1588,1503,1256,925,519,1463,948,659,32076,1213,1581,2727,672,1373,1397,26126,1256,5416,3048,40949,0,0,74,3366,747,1079,5834,1068,1068,1284,23190,1372,737,1075,2338,575,7528,3335,2076,5237,8147,0,0,0,0,0,4871,0,0,1755,0,3704
881,0,0,0,0,0,1609,1699,1336,674,930,1411,2515,1222,27000,1336,1169,2415,1426,788,1959,34607,1080,7681,8386,70497,0,0,74,5758,1494,2731,331,1068,812,3294,26425,2570,1143,338,1045,1000,9160,7204,3154,3803,8045,0,0,0,0,0,1434,0,0,1932,192,5149
2686,0,0,0,0,0,447,1902,1217,811,1255,1330,1932,2529,21105,1181,2456,2186,1681,1536,1358,44862,1473,7104,6636,80344,0,0,148,2937,1083,3028,737,331,331,2163,30230,1832,406,1397,1230,1244,5543,9640,2983,8686,10871,0,0,0,0,0,4893,0,0,2115,0,5964
955,0,0,0,0,0,1208,1376,120,857,1188,932,987,2109,23195,633,3183,1977,1015,1150,2112,43120,782,6216,6805,103836,0,0,0,4169,1158,1379,406,406,1474,1743,22620,2381,993,1298,1980,1061,9168,10060,2365,3747,9991,0,0,0,0,0,1434,0,0,3024,192,7070
2189,0,0,0,0,0,74,405,5098,1621,736,811,2239,2550,24330,1912,2010,4130,1009,2020,3408,45294,1034,7910,7429,64100,0,0,74,3295,822,1162,737,500,944,1832,29547,1425,700,1653,1424,1476,7784,8472,2745,8616,7886,0,0,0,0,0,2705,0,0,3023,0,4266
422,0,0,0,0,0,644,1359,4260,4357,1301,895,2114,2353,22620,1441,2518,3163,1426,3575,2635,40596,970,6157,8902,59342,0,0,0,7348,822,1403,1474,1312,331,3414,29333,1716,1036,1406,1649,1124,11349,7450,2177,9021,7862,0,0,0,0,0,396,0,0,2413,0,5257
2673,0,0,0,0,0,1532,1972,885,479,648,1291,2090,3335,25191,1072,1617,2429,860,2262,1832,62313,1216,4706,6313,102505,0,0,148,2925,747,1847,4588,1068,737,1514,23380,1285,1094,1645,4395,2258,8424,9850,2878,5891,7408,0,0,0,0,0,3899,0,0,1244,192,7180
1190,0,0,0,0,0,1678,1681,4048,1587,850,320,2050,1156,28821,1219,3130,2741,747,2565,2491,72903,850,8675,9230,105412,0,0,74,3366,336,1100,4627,500,1275,2711,25315,2384,1607,1814,2954,1215,12394,9643,3216,4843,10445,0,0,0,0,0,2724,0,0,2907,0,6532
881,0,0,0,0,0,1264,1207,885,885,1953,810,796,2308,25085,1216,1995,2239,0,1800,1751,75579,479,4748,4112,62375,0,0,74,2664,411,2183,331,406,1474,1845,25270,1845,1089,1145,3116,1794,7260,6202,3495,4102,10381,0,0,0,0,0,1434,0,0,2415,192,5131
1461,0,0,0,0,0,641,1496,3081,1330,924,518,1472,1472,23760,849,1013,2125,187,1885,1176,52505,1330,4432,4023,59734,0,0,74,3650,747,1641,406,1068,1549,1222,25357,1936,913,2045,3308,1558,5242,9081,3516,3773,7210,0,0,0,0,0,2864,0,0,1310,0,6500
955,0,0,0,0,0,1140,814,1188,1188,782,782,1952,1955,29090,857,1270,2246,1351,1525,1629,65617,526,4718,4683,74554,0,0,0,4543,1830,3049,1399,1143,1143,1845,28520,1921,1474,1652,2473,1244,5795,8574,3417,4422,8510,0,0,0,0,0,1434,0,0,1605,192,6737
1528,0,0,0,0,0,1389,2418,74,811,480,480,1359,1693,23190,811,2356,2754,2176,1334,1657,69589,480,6646,7405,52904,0,0,148,5025,672,1340,662,1068,737,1502,27200,2060,176,1575,3009,1645,8836,8200,2755,5192,7245,0,0,0,0,0,2421,0,0,1873,0,6048
348,0,0,0,0,0,980,1188,1301,970,1594,932,2120,1723,27175,883,2744,3565,604,1847,1569,76360,1376,9046,8805,87307,0,0,0,6039,336,2452,1143,1068,406,2929,30405,2163,1650,1889,2396,1476,10829,10828,2877,4178,12818,0,0,0,0,0,396,0,0,2070,0,6848
2231,0,0,0,0,0,553,959,5271,11054,959,959,1824,2894,26235,959,2505,2457,821,1730,1986,54138,959,6199,6995,92753,0,0,148,4144,1158,1645,331,906,414,2239,37116,2698,1688,1115,3138,6835,5428,10121,2955,3927,11146,0,0,0,0,0,3743,0,0,2829,0,6906
1370,0,0,0,0,0,1334,1833,1587,850,444,850,1067,2123,24140,1363,2619,2730,1682,1983,2725,45211,850,7735,7500,97855,0,0,74,3627,747,1055,812,1143,1474,1906,27380,1502,1250,2701,2713,1244,11960,5713,3878,5392,10792,0,0,0,0,0,2576,0,0,1484,0,6591
