index,172.20.1.203,172.20.2.221,172.20.1.202,172.20.2.233,172.20.1.213,172.20.2.231,172.20.1.214,172.20.1.204,172.20.1.205,172.20.2.222,172.20.1.217,172.20.1.216,172.20.2.236,172.20.2.232,172.20.1.206,172.20.2.223,172.20.2.237,172.20.1.218,172.20.2.234,172.20.1.222,172.20.2.224,172.20.1.207,172.20.2.238,172.20.1.221,172.20.1.220,172.20.2.235,172.20.1.208,172.20.1.209,172.20.2.229,172.20.2.225,172.20.2.239,172.20.1.219,172.20.2.230,172.20.1.212,label,target
20,11676,9784,11210,17560,12803,15234,19024,12868,9492,9348,15861,15852,29453,25622,10439,4954,20845,67524,40152,110663,10094,10259,45633,24456,26218,45910,20058,24408,33610,29650,23427,8162,12320,12478,0,
21,13302,11918,10588,17536,15396,11440,13421,16817,5808,17040,17209,18463,33279,30502,9547,9895,24584,77226,45891,98981,9310,6698,46475,26091,30864,47980,27556,29566,26382,31767,20720,9492,12067,11184,0,
22,11950,14201,9603,16304,15873,14093,15729,15184,9798,13484,18203,18081,28393,29729,8438,6854,23469,65511,43723,106393,7991,10156,43869,24952,28728,45102,26421,25951,36278,26374,26560,9988,11331,9450,0,
23,13649,17260,8620,15567,16674,14501,14859,14685,11067,11226,16078,14332,33090,32373,6860,10905,25279,76930,41640,104190,5721,7240,49296,29299,24953,51130,32970,28296,29970,30516,24568,9182,12453,10482,0,
24,12550,14865,8120,15174,17612,16226,17791,7669,20462,12242,26547,25294,31139,33161,8117,9135,39082,72793,37008,119734,9512,7772,49688,26400,27781,51646,161925,30392,34542,33709,25708,5959,8723,12775,0,
25,11963,11371,13821,18509,14839,14904,17427,157703,139344,17007,151210,18985,31244,33048,6204,6922,49755,78105,40521,116457,5532,10201,53283,39105,36338,49486,33903,42226,36660,38231,24491,5241,12629,145381,0,
26,11661,17446,13038,17392,150899,14473,17752,11434,15704,11965,21330,24447,34072,34044,6825,13132,33206,93748,41303,124780,9549,8345,56301,26327,29828,55007,28779,163373,36301,32331,25191,9485,13657,11759,0,
27,143676,15030,144061,20951,18915,15290,18383,8445,13723,11079,15410,20767,31839,30005,9189,9893,38027,87326,40530,124445,5914,138565,59802,32954,31290,55513,29103,28659,37495,42499,26442,7518,14911,12043,0,
28,11107,14552,8981,14613,19665,18045,16318,19371,9646,11421,18359,20780,35646,37930,8514,4901,40330,89804,39363,129380,7988,7607,53694,35414,33020,54597,35622,33945,35435,32660,25498,3985,12709,6398,0,
29,12864,15318,11192,13116,19159,14746,17951,16978,19338,16685,22902,22850,33253,36144,142322,9510,45419,206246,38826,137173,5153,11742,50712,36347,32979,54388,38539,28346,38268,34829,28627,10454,10827,10856,0,
30,10644,15869,12905,17984,22481,19754,20644,15419,18629,20276,24957,25167,38100,37519,7279,7443,56670,109453,48261,113061,6290,10563,63735,39760,40680,63327,42135,33715,43654,33350,27145,137989,12216,12327,0,
31,13142,17541,12131,14438,19534,16723,18796,8880,10718,11819,20421,21095,34054,35505,7145,9511,56388,86427,42710,100830,9511,6944,51491,38515,37930,52721,37346,37825,34391,36471,25609,8355,10753,14613,0,
32,10932,17557,14053,19160,15195,14097,16726,19848,23875,16548,23088,24445,37604,38522,6731,11298,52093,110864,38804,110466,7053,8819,57925,32691,37620,59299,35195,31747,33409,38707,26383,11653,15552,8768,0,
33,13690,20281,12204,18189,19815,19007,18365,20229,11029,13762,26188,21546,41225,41697,10317,7975,59840,107906,40382,145321,6471,5822,68380,41487,40634,66251,45670,43232,43918,45170,31770,8274,12632,11454,0,
34,12894,19262,10746,19088,18510,18465,20541,18460,12732,13448,28796,25316,40010,39608,11054,9190,53524,93479,44231,149811,6865,9830,59931,36159,36373,62900,30515,33307,36894,43162,32022,8925,15127,11143,0,
35,11855,17549,14450,17757,22594,20618,18803,13674,16939,23238,24635,26654,35918,34675,9400,9149,57452,92583,41462,128443,9343,7498,64350,39583,35778,62202,37837,37033,39769,45888,32169,7624,13413,13346,0,
36,12126,16106,17999,18142,19736,16462,19288,19316,17346,12961,20949,27036,42969,42611,9824,7047,62108,95741,33963,143472,7676,6265,57925,37612,36553,59082,36967,37709,41896,40169,28708,8847,12370,9530,0,
37,11735,16821,10153,16607,20554,14793,19173,15432,12618,14748,24912,28440,39522,37899,6909,6094,59338,122265,37869,132301,8762,9007,65219,36961,40684,66805,27388,34809,44592,44158,27444,7708,12630,12222,0,
38,14941,15149,10928,17366,17396,16381,19464,7331,12835,23406,19777,20801,40385,42356,8220,5525,54313,104746,41389,140160,5341,10397,66769,37228,42077,61834,40811,41568,36242,46126,27709,7473,12930,12243,0,
39,13818,15129,10382,17635,20732,15847,18274,23434,24704,16213,27154,26042,43433,43995,9183,7084,56806,93165,39680,123747,8586,9426,55322,42044,41473,53318,29505,38268,39392,38086,29503,7637,16549,8619,0,
40,13189,15658,12498,19072,18703,20525,20509,19860,12458,9809,21694,25318,38296,35911,11491,5921,65210,93359,39932,144583,9332,9386,60760,38375,38400,64687,39708,40205,47022,32021,31554,10139,12695,13434,0,
41,12448,20734,12912,22340,18789,20267,20902,16295,21834,22920,24818,26339,53926,47350,8454,10204,53194,154709,46295,159239,9153,10237,82390,40557,38681,76410,48557,45226,47257,47967,37621,11272,20150,9398,0,
42,10144,17590,15559,19230,24308,21069,24093,15332,17778,15620,28415,22182,42667,42235,8225,10487,69952,135540,37185,149363,5734,6505,79047,43102,41831,77954,38495,42241,48544,48703,32863,9414,15196,13279,0,
43,10790,21786,9196,20837,20138,22212,17618,15848,12567,21456,20592,23160,48606,47619,8053,7236,53394,152105,35405,137100,11234,11170,75353,36047,39563,73624,37164,35599,52602,43471,31456,7670,13544,10820,0,
44,9067,18595,11559,18987,19400,21197,22331,21726,22796,18523,23934,23584,43227,45400,9562,9365,48541,140089,47237,161279,6492,9094,81152,40301,38307,74218,42964,39650,52836,45630,35798,9872,17652,14015,0,
45,15126,20925,14935,19379,22142,18908,17013,7589,8648,18133,28968,27099,45790,44122,8691,7410,57622,137247,46512,136015,7030,9897,70919,38360,40739,68384,40958,45487,44640,45939,31041,6567,9965,13159,0,
46,14813,18913,16379,22855,21879,21823,24419,16501,23179,11554,22549,25240,54348,48473,8442,8798,52348,148070,57323,145339,8976,8198,74439,44759,42285,75873,38800,41573,49193,56147,37330,6980,19218,10781,0,
47,12982,22199,14600,16829,18735,19933,21505,22110,11155,18598,27084,27652,35630,36787,6011,8208,52602,132901,64873,128042,8949,9039,72777,43861,45271,69475,45447,42094,47151,51654,30629,6071,13029,12771,0,
48,14478,14845,16588,21035,23985,21578,22667,24476,22555,15379,28707,32580,54565,53589,8110,10487,64166,143013,72336,136394,5909,9995,68602,50608,47394,67671,47463,39727,48292,42121,38063,8355,17187,11354,0,
49,15597,18045,14286,19160,20898,17864,21340,13600,12042,19669,25678,25803,31037,32805,9522,9341,56753,117201,57488,127870,8627,8512,73348,36831,40871,73107,41763,44067,48146,42118,31811,11280,14658,11773,0,
50,13178,17782,11934,18343,25545,19236,20198,14965,24345,22853,27362,30335,52967,56509,9578,7433,59694,140329,54574,139445,6547,9339,73444,39488,37890,73042,40710,32664,51813,48222,32406,8081,13643,9004,0,
51,9675,16909,15577,21699,151609,21307,20472,150342,16954,14026,157962,26052,44438,44320,8600,7624,57655,151969,58481,145537,5344,11637,76558,47356,49681,74051,40569,44917,46726,51048,36979,7327,17053,144312,0,
52,14709,22178,14345,22194,21747,20272,155363,22012,19150,16597,24027,27903,50601,53178,10766,7071,49793,183009,57128,128080,11560,9577,80095,41320,41435,74414,41403,40506,50421,48707,38462,6864,17806,9181,0,
53,12397,17532,148263,24636,25134,24195,27176,22196,13170,23324,26637,27605,45144,45235,8318,6300,58826,164586,64805,157342,9157,8109,87100,49064,50602,85802,46186,186631,51177,64216,38371,8731,14069,10193,0,
54,16851,16696,10425,17122,20135,21693,19942,27224,23960,13513,27940,29346,50796,49023,12063,11118,48191,135209,60272,160867,10533,9909,70825,45205,46291,71174,35883,39112,50540,44708,35812,6378,16006,10719,0,
55,144649,22165,17404,21040,19982,19016,23747,16793,12935,17398,24789,23148,41595,40730,9714,5144,61250,154723,50998,146994,7252,141077,84683,44532,44698,81195,47448,48999,48742,57404,30234,9563,14658,12066,0,
56,15189,21625,12525,21632,18793,22825,24825,21207,27586,19322,32934,29767,54310,55383,9938,9945,63593,169584,61115,259414,5729,8032,75154,46579,182941,80010,40177,46783,54520,49328,35258,6117,16211,12772,0,
57,12882,18367,14349,22593,21687,21094,14077,10857,26469,11315,27009,26826,44484,43428,12808,9166,59254,146344,68826,139240,10723,11283,74843,182262,43934,79428,42984,48017,52983,52108,34997,8468,15735,9915,0,
58,11476,20593,16562,17221,26828,20768,22630,21388,14537,26167,27555,28048,50528,53837,11698,5952,51549,311520,57541,131418,8425,10168,77959,40667,44199,78163,37574,40596,51074,46874,36275,9182,15094,13796,0,
59,14922,18044,12331,23297,25615,25988,23525,16702,22066,12565,24239,157873,53160,54976,139281,9219,54486,158876,59855,151401,8964,7269,80582,50828,48883,81224,39734,47998,56945,52775,39396,137135,15231,12504,0,
60,13481,19737,14194,22258,20928,20224,23173,18544,19010,10101,27751,27035,50120,48821,7972,10302,61420,157623,52788,145322,8772,9502,75613,46097,42383,78359,44448,43808,50879,46918,35371,6715,17574,10030,0,
61,9299,19593,10825,25215,22195,22493,18847,27987,22104,28027,24951,26846,58579,57501,9952,6515,46601,159664,54267,153002,7462,9059,82187,44283,43430,79893,42001,44599,57761,48530,32959,7779,15706,14722,0,
62,16064,17958,10058,23315,22472,19214,20261,16016,19922,19677,27617,23470,49472,50904,9845,8038,54810,175319,54109,149815,10093,10919,83786,46841,47032,83899,45059,43707,54651,54608,33232,6382,16769,12247,0,
63,9597,18431,11332,20608,22617,20304,24060,20866,26908,11282,22515,23138,49383,44210,12164,12215,56370,136359,55552,155118,5732,8004,79474,44347,47128,78068,40575,38303,49318,54771,35565,9913,15899,11686,0,
64,15052,18011,14400,21473,21846,23184,20716,19514,15525,14619,26253,26098,47833,49727,9347,10167,49238,151108,65157,140229,8583,9622,78676,41671,40521,76648,44329,43689,47356,49459,28864,7050,18067,9321,0,
65,15814,18917,10043,20499,25019,18358,22032,12643,18704,13290,28572,30145,41523,47277,11532,7773,58746,136391,57366,157235,6270,8415,79755,43464,43684,77752,44976,52513,51321,54591,36803,6339,12048,13106,0,
66,12591,17746,13814,19860,19809,24080,25704,23634,24857,12173,24624,28281,54333,52783,5211,12040,61291,150047,66936,163374,8596,9817,82949,53590,47205,85543,45065,50422,53113,57368,38705,8394,17802,10715,0,
67,16308,16556,13997,21684,22515,21950,23558,14082,14178,21287,30305,27952,48357,48727,9010,8378,71748,134930,54147,154118,8422,5970,79785,41781,43256,83282,45705,44283,50261,52585,35283,7663,15111,13285,0,
68,11503,18141,13888,24282,23057,22138,23223,20051,20210,15413,24255,24500,56324,54459,9979,10075,58133,174483,63250,142011,9218,8036,81492,53675,51099,83690,47966,48240,54221,54830,36134,9421,17187,10880,0,
69,14237,16548,14355,22247,24196,21916,23453,22441,18361,24459,27965,27776,44497,43849,9569,11304,57737,156088,56225,165128,8404,8245,81222,47231,47404,87232,50758,52405,50034,53654,34865,7211,15350,12302,0,
70,12230,19943,14678,24641,20978,21730,25930,13579,24830,19391,25661,29148,54759,55016,8106,7440,58187,163662,54488,156721,8976,11338,81903,42862,41591,83868,39148,48237,43589,58069,36161,10326,16151,11904,0,
71,10496,16875,12489,20598,24391,18893,19153,21449,12406,24050,22566,24034,53889,53992,9727,7076,50119,161121,51288,150071,9587,9320,84579,45788,41786,83087,45140,43967,55053,53824,33126,8658,18577,13464,0,
72,12249,17373,14401,22635,16762,23115,24223,18126,20114,6865,27303,25044,49785,50308,10313,9748,51968,138571,63570,173187,6872,8240,82652,43072,41901,82522,46624,49777,57679,50572,33433,8992,13509,7690,0,
73,14308,18217,14205,19795,21094,19534,20619,22073,7406,29808,29888,31835,52413,53063,8108,9146,59280,162680,53965,158493,8190,11146,74346,46618,43526,76386,43675,42154,51377,46459,33975,5196,14162,13588,0,
74,13094,19018,14045,20687,24658,22077,23103,16430,20046,16054,24541,29130,46833,46742,8626,6121,51179,162202,55659,147749,6672,6522,86842,45723,45831,90463,49135,52708,54939,56292,37075,10487,14170,8199,0,
75,12024,17884,18464,21958,25309,22619,20406,16411,18159,15461,29903,31396,53750,55034,7517,9249,56447,154389,71524,147426,11633,8704,80579,51738,49596,78339,48889,36276,50666,44777,36390,4168,20104,10211,0,
76,13333,21052,11901,22959,23844,20652,26310,17656,21238,17332,24865,24792,39732,41169,9407,9144,57765,146934,69574,151814,9327,11730,83095,54247,54270,82754,46028,59651,56585,59749,36805,9830,15058,12235,0,
77,16720,18359,10661,21723,22681,22530,23353,22776,21676,22520,163467,28410,50457,50575,9500,13040,46145,164115,80067,133467,7810,8170,76618,43875,45601,80179,43698,44029,43946,50486,31116,8235,13772,11084,0,
78,13747,17007,14455,19831,22580,22672,23034,26584,144180,24810,30955,31095,52905,49295,9542,8273,62519,159559,78063,152318,10862,7355,87044,53837,53121,85377,56719,49806,58175,51246,37157,5882,19002,15690,0,
79,13816,19655,12078,23559,155671,21924,23422,156014,20188,13743,32229,34896,51789,51578,9173,7661,61625,151282,84813,143199,7460,7728,78615,51115,53116,82249,47861,50836,56169,48286,33428,8662,15530,146073,0,
80,17618,18680,14342,21574,23862,25238,26923,18565,21411,22548,29849,38734,57582,53637,11295,8386,54712,175418,77212,179005,11092,12842,84328,52775,53015,88707,49170,55703,47722,55809,43404,7633,14529,15403,0,
81,14883,19697,15959,21600,24006,19829,159153,22015,19184,17956,32273,30090,48664,49165,7842,7443,63113,148779,78361,180085,8965,8680,85401,56307,56377,82289,52721,61386,58339,60017,38043,6860,18154,11570,0,
82,10539,18686,13237,20710,21782,19857,23206,25599,30462,15659,28641,28261,55643,56554,9202,10296,59546,151041,69404,171763,10037,10301,82843,52231,52899,85052,186593,184409,58439,53439,37731,8693,19183,12172,0,
83,12565,17003,15441,23926,23577,24074,21083,11240,19032,24870,27966,21353,50511,52286,12770,7632,44469,162016,72040,290206,8040,148672,83279,46447,48330,86540,48738,51551,55715,55078,33302,11434,13866,15473,0,
84,150028,18393,11769,22424,23318,22027,25118,16980,13276,18160,31778,28100,53571,56317,7123,8390,62299,166116,72356,166478,8382,8750,83939,50929,52948,87437,54518,48097,57643,52987,38012,8803,17156,11285,0,
85,14308,20907,12183,23025,23196,25746,20730,15631,20652,15749,28594,29947,49331,49597,10450,10308,55958,153753,66808,177403,8207,9197,89552,48155,183118,88723,51783,51187,53863,54388,36695,7521,16691,10953,0,
86,12948,18353,13235,20632,23126,19771,24710,15757,26757,13422,23017,25059,52457,52242,9682,13004,47920,151143,75340,152995,9720,9569,81640,44782,45711,79641,43119,47606,47910,52355,35176,7095,19576,12993,0,
87,15386,15238,15575,22790,23088,20455,22525,24039,13943,18986,29854,29083,51748,52155,10116,13151,61064,154695,69877,147270,12445,8253,78157,51427,52630,79989,54339,51879,52845,52597,36505,144123,16551,10030,0,
88,16909,17901,14499,21097,22058,25296,22398,14414,15196,12379,33623,29730,50312,50931,8169,7811,54180,157874,79825,143579,7674,7337,81711,50932,54686,80620,42011,50042,54125,48020,37152,10329,14739,12218,0,
89,13074,17934,13561,23234,27716,21130,23165,27664,25082,28278,34287,36025,52338,50729,10989,9557,59411,147541,75688,170590,12448,9166,83267,49603,47663,86142,48322,48294,59091,54632,37926,9298,16700,16209,0,
90,13950,17162,14481,19889,23733,18275,22760,16416,22025,7407,27995,161090,45225,39914,7968,5887,59272,137357,66601,147184,7815,8891,80882,54649,51396,80545,47182,46735,54756,57921,35600,8088,16070,12498,0,
91,14227,17680,12037,18425,23576,18637,21142,24816,15752,26463,31078,31293,46066,45882,9985,10430,48623,155185,79130,141691,8963,9104,74738,45587,49830,73166,39670,45221,47157,48505,34444,7518,15668,12298,0,
92,14367,18392,11467,21429,21069,17926,21724,18867,21281,20062,27089,27834,46406,44821,9084,9197,52284,170334,66625,132174,9150,7725,82136,47132,45468,80408,48305,47821,48276,54627,37790,7360,17040,13146,0,
93,15427,16687,14763,22345,19966,20831,21704,21344,19406,16971,30396,30501,48499,47065,8175,5171,54410,135437,67680,156806,10116,8027,79298,46276,49603,80399,42909,51571,47681,54310,32116,8429,14081,9744,0,
94,12668,20415,15257,22052,24922,22391,24267,25838,12414,24488,33323,35334,54341,54193,8614,10855,61382,164389,59818,178682,9152,10037,88198,49271,46382,83381,51988,54354,54953,55269,38722,5994,17678,14879,0,
95,14226,20350,17044,24066,22709,24310,24105,17881,12770,9150,26234,30197,52471,49825,3679,11621,65454,161460,74153,168400,6963,6451,88366,50772,50939,85979,49613,47364,58902,54219,38561,7965,15762,11809,0,
96,10811,19955,12126,21606,21343,22488,22613,18421,19700,22261,33241,34985,43698,45161,8183,8905,50916,148303,81563,146444,12780,8137,82487,44989,46150,77706,45037,52603,49198,48359,36460,4865,14246,11569,0,
97,13109,17545,15266,18967,23828,20047,19749,13350,12570,12106,26287,25114,53297,53849,9969,7424,49031,163697,65700,168238,8940,7794,83397,49287,52530,82527,48412,54004,58379,53103,36183,9495,15608,9501,0,
98,13723,24456,9250,22629,25908,25162,24885,23126,31587,23482,35474,33985,54795,56609,14687,9986,57100,158833,66994,170119,10885,9378,90937,45536,43069,91680,50280,50373,49638,54951,35564,10090,14685,13516,0,
99,14698,18901,16158,22626,25442,20452,21229,17031,16572,20451,21435,23784,49976,49735,10690,6865,49961,176963,70190,149447,7624,8174,83941,47037,52656,84722,49259,50045,55204,56985,35905,6452,18383,8080,0,
100,13875,20605,13385,20941,19936,20560,22705,16109,13489,17796,25096,29839,50575,46793,9776,8589,58463,152880,54654,165666,8962,8164,83765,42268,40267,84261,48457,43396,54077,52059,35958,7250,16264,14494,0,
101,11272,21584,12297,22309,18011,24583,21386,21124,20777,18651,22863,23126,47767,52109,9188,9925,54739,160440,55827,171570,6875,5788,78835,46844,50095,84541,47357,47852,59736,52010,33325,10442,15068,10788,0,
102,13644,22187,11998,21965,23895,22979,25064,26500,25700,19031,34429,33160,55151,58513,10049,9569,64953,185357,61674,157444,11926,9009,89826,42526,43479,90025,51045,48131,51580,60355,41394,11093,16793,10507,0,
103,15310,16670,10876,22491,25900,21889,20411,11653,14037,20555,24055,28701,54147,50788,11390,6093,74233,165314,39952,168111,7992,8631,89937,53736,51307,86671,50815,49435,57776,60543,36351,8042,17722,9039,0,
104,11241,17013,17170,22451,22128,20652,20188,25833,27957,19723,28526,32790,51053,51057,10528,9168,62909,164985,63578,155837,9569,7040,85000,45014,45609,84933,48153,45910,50916,56644,33145,6142,16214,12105,0,
105,13915,18484,10727,21339,25529,23280,18380,21808,12694,25245,29320,23394,49360,50102,13585,8202,56090,158984,46569,166990,6661,10391,82185,50231,44504,82298,49335,53232,50370,48526,38594,7859,19948,14935,0,
106,16407,23737,14735,22287,21356,23222,158827,15881,24883,15441,28140,24391,54606,54135,12659,11631,66301,171093,58302,162431,11245,9162,89053,48471,46071,87442,45266,49495,58345,52909,36954,7968,15968,8188,0,
107,14909,18588,149342,18930,20736,22699,22609,22081,18387,22981,24895,28178,52591,52357,5174,8414,53524,162583,60975,157913,10538,8190,84561,41758,40218,83832,53222,46867,50331,57392,38052,6832,17370,11555,0,
108,13404,16274,15971,20544,21333,17583,20790,11813,19306,16939,23720,21714,45278,46329,9747,5934,56946,141612,55748,153915,10708,5209,79556,47387,50718,77675,44321,183358,46451,57562,32807,12838,13155,11087,0,
109,15288,18476,13101,21557,21434,22353,26444,30727,23831,28978,31362,31522,53485,54742,7567,8987,70344,172896,58572,294791,10415,8954,79819,50095,47444,80455,48464,43592,53021,52664,39318,10442,21496,15348,0,
110,12836,21086,16578,18351,23666,18607,20198,9274,20969,14940,29936,22742,46800,45905,11262,10520,66091,140546,46767,163857,6104,10398,80641,45660,42276,85333,46387,49900,54618,53720,32981,9907,18660,12508,0,
111,148577,20759,11611,20922,22459,15852,24304,19671,15607,11989,28169,27650,48620,47603,7286,8828,51889,287872,57256,147071,7613,6526,73625,44957,41408,77870,178866,38779,49629,45919,36141,7897,15579,10459,0,
112,13774,18628,14279,24557,22636,23722,19938,14266,21333,24985,30809,28796,55732,52464,141481,7219,59789,152851,52891,170068,11248,10087,80475,181355,46335,80631,45072,53624,52584,54521,36032,11683,13532,12107,0,
113,10998,17136,14601,17299,19442,17288,17663,16684,20593,14675,28131,26850,48596,44937,13118,6850,46057,145942,61074,145852,6887,6833,77780,44925,174197,72842,47461,40986,48406,51073,31766,10520,16646,7957,0,
114,13163,20655,13543,18753,18474,23618,23378,20918,14987,9453,24781,27945,55310,55576,7271,8735,55710,137591,59519,165056,8245,5204,80934,44221,39550,80771,50658,46041,47751,48543,33174,7634,13443,13258,0,
115,12160,17863,13068,22511,21345,19391,23721,14571,20907,12635,22899,27261,46200,49040,7297,8006,45989,158169,64397,143186,8002,6461,76442,44514,46750,79143,48961,41445,50502,54220,37167,7633,19078,12160,0,
116,15054,20456,12032,20065,21485,22862,24320,11846,13951,17825,27301,28151,51069,55002,10205,6665,61587,160206,52764,181506,6485,7883,87985,44715,43214,90248,51156,50212,55648,53698,35999,8268,14640,9074,0,
117,13024,17714,14914,18949,24556,22301,24949,21064,24389,23524,28914,31714,55123,55498,11169,8367,52754,155011,65508,155918,5174,7612,77452,43933,43965,74960,39659,37886,47169,43655,34309,7781,16782,15125,0,
118,16109,21485,12451,28301,20828,24355,22291,21630,15742,14743,25469,159152,47413,47321,7412,7309,56806,141626,50941,176018,9338,9161,90195,45331,43826,88700,48550,44689,58934,54295,35581,139258,14425,10586,0,
119,13089,19688,11321,21971,23417,22272,17993,15156,19855,19633,29326,30284,53841,52112,9910,9349,55092,166015,53971,156840,5338,11672,86249,40882,40497,85414,43336,41995,54431,56365,33464,5953,12797,14996,0,
120,13976,14004,10635,22042,23045,24488,22749,21870,29053,16706,22597,17871,59424,59144,11128,10108,53059,186659,53540,174978,8773,6419,91108,41482,44181,94909,47589,47776,55532,59840,39029,6761,24063,12625,0,
121,13881,21967,15066,18983,22899,23157,23894,15971,5920,22597,34945,35892,42518,42551,7963,4766,68813,154294,77715,139011,8044,5641,77625,49760,46358,80510,53086,50366,46951,53657,38553,5311,13059,14201,0,
122,10990,12607,16409,18865,24086,22515,23513,22877,23401,27447,30803,29484,59099,58574,6825,11500,54964,162227,56593,156651,8408,8736,82328,46825,45927,82260,45389,50680,51023,47073,38759,6294,17174,12274,0,
123,12725,21460,14740,20325,19844,21372,24039,9045,9260,15316,24663,23515,42199,39685,10582,7802,46885,147652,71378,155898,7988,11670,78837,48506,47417,84392,52829,47026,60550,49755,33449,7324,10487,11183,0,
124,13085,11957,16092,23544,21276,21009,22185,24152,31943,20437,28002,25797,53959,51016,9334,5926,59875,153730,51604,156357,10318,11916,81639,45850,39735,84015,49216,49543,45489,47526,36742,7894,19499,11669,0,
125,17664,19889,14897,20084,20588,21014,23929,27904,15094,13961,23551,22540,52559,50422,9016,10020,60595,164388,53865,159365,8015,9390,91910,50844,46684,92296,47495,51813,57351,55350,36249,9946,18632,10872,0,
