172.20.0.0,172.20.1.188,172.20.1.193,172.20.1.194,172.20.1.198,172.20.1.199,172.20.1.202,172.20.1.203,172.20.1.204,172.20.1.205,172.20.1.206,172.20.1.207,172.20.1.208,172.20.1.209,172.20.1.210,172.20.1.212,172.20.1.213,172.20.1.214,172.20.1.215,172.20.1.216,172.20.1.217,172.20.1.218,172.20.1.219,172.20.1.220,172.20.1.221,172.20.1.222,172.20.2.203,172.20.2.209,172.20.2.212,172.20.2.217,172.20.2.218,172.20.2.221,172.20.2.222,172.20.2.223,172.20.2.224,172.20.2.225,172.20.2.226,172.20.2.229,172.20.2.230,172.20.2.231,172.20.2.232,172.20.2.233,172.20.2.234,172.20.2.235,172.20.2.236,172.20.2.237,172.20.2.238,172.20.1.187,172.20.1.192,172.20.1.195,172.20.1.196,172.20.1.201,172.20.1.211,172.20.2.199,172.20.2.207,172.20.2.239,172.20.2.228,172.20.2.240
16,0,0,0,0,0,16,19,10,14,9,13,14,18,155,13,14,11,9,12,16,22,10,29,23,35,0,0,0,57,11,13,8,6,8,12,152,8,14,11,18,4,9,18,9,18,22,0,0,0,0,0,19,0,0,14,0,22
7,0,0,0,0,0,11,12,9,8,6,10,21,19,95,9,7,10,5,14,15,26,6,29,21,38,0,0,0,21,6,10,3,4,7,6,106,2,11,2,13,8,14,23,11,25,21,0,0,0,0,0,6,0,0,9,0,37
9,0,0,0,0,0,12,16,10,11,11,4,13,13,119,10,28,18,16,20,17,19,11,33,34,47,0,0,1,56,7,9,8,10,0,7,144,22,10,5,14,7,22,15,5,28,27,0,0,0,0,0,8,0,0,33,2,28
10,0,0,0,0,0,10,2,12,5,16,15,7,16,114,15,18,14,3,17,16,31,16,28,25,75,0,0,1,20,17,7,3,13,10,14,144,4,20,7,17,6,11,36,15,30,29,0,0,0,0,0,11,0,0,23,0,78
9,0,0,0,0,0,15,20,9,44,14,11,13,14,147,15,16,15,15,9,20,31,7,20,18,58,0,0,2,43,7,18,7,9,15,9,167,13,7,7,24,14,22,40,26,24,42,0,0,0,0,0,6,0,0,21,2,64
19,0,0,0,0,0,13,14,13,5,8,15,13,15,120,12,10,21,11,24,23,39,5,25,25,45,0,0,1,31,11,7,6,3,3,12,145,18,9,15,25,7,33,21,22,21,18,0,0,0,0,0,18,0,0,20,0,61
9,0,0,0,0,0,21,12,10,9,17,22,17,13,139,10,24,8,7,15,15,37,13,28,32,61,0,0,2,28,7,7,47,8,11,13,157,10,6,10,31,5,21,16,36,10,13,0,0,0,0,0,6,0,0,25,0,71
16,0,0,0,0,0,12,3,10,53,4,13,17,17,117,5,14,15,10,19,25,27,14,23,23,82,0,0,0,43,7,8,25,18,25,5,173,4,6,12,32,11,31,23,32,12,25,0,0,0,0,0,20,0,0,12,2,68
9,0,0,0,0,0,12,11,11,15,10,11,16,17,117,14,22,15,8,20,15,24,14,24,20,71,0,0,0,41,7,15,10,3,10,16,155,9,11,15,12,13,26,19,15,11,29,0,0,0,0,0,7,0,0,15,0,52
22,0,0,0,0,0,14,16,5,5,8,5,8,16,115,9,8,11,4,20,16,19,9,24,24,61,0,0,1,37,0,18,8,11,7,13,102,17,8,2,16,15,32,28,15,11,26,0,0,0,0,0,20,0,0,19,2,51
3,0,0,0,0,0,15,16,9,5,9,10,15,14,131,7,13,23,10,18,12,24,5,25,24,81,0,0,1,21,9,11,7,13,7,21,148,8,6,20,17,11,21,33,4,26,33,0,0,0,0,0,0,0,0,18,0,49
3,0,0,0,0,0,4,14,14,7,8,10,20,16,130,13,28,18,5,17,12,25,18,22,28,83,0,0,2,55,7,9,4,7,7,15,138,16,5,12,21,13,22,33,18,26,36,0,0,0,0,0,0,0,0,25,2,63
8,0,0,0,0,0,12,13,9,5,13,7,17,12,131,10,13,18,10,19,14,21,8,27,27,83,0,0,1,28,7,12,0,7,11,12,142,17,15,9,22,12,28,38,21,10,27,0,0,0,0,0,8,0,0,26,0,73
9,0,0,0,0,0,12,8,9,27,9,6,8,17,142,16,8,17,15,14,18,16,11,26,14,69,0,0,2,25,4,11,11,10,16,15,131,15,9,12,18,15,23,34,23,19,27,0,0,0,0,0,6,0,0,19,2,70
21,0,0,0,0,0,17,7,24,10,7,8,10,4,126,10,14,9,13,27,23,22,8,20,20,85,0,0,0,29,6,21,25,12,12,6,149,13,17,8,19,7,11,23,18,22,33,0,0,0,0,0,21,0,0,19,0,80
9,0,0,0,0,0,17,7,17,8,9,10,13,11,147,15,28,26,14,41,37,23,15,17,22,63,0,0,0,34,7,8,29,11,10,5,139,8,14,15,25,12,44,19,32,25,24,0,0,0,0,0,7,0,0,22,0,66
15,0,0,0,0,0,12,12,9,13,7,14,14,12,126,14,19,15,13,10,14,28,6,34,22,69,0,0,1,57,11,13,11,0,7,9,131,14,13,13,22,6,25,26,23,20,26,0,0,0,0,0,19,0,0,23,0,69
18,0,0,0,0,0,15,18,16,12,2,8,12,16,153,12,9,16,3,15,15,32,5,23,32,69,0,0,1,20,7,19,3,10,7,11,125,22,6,12,21,6,34,30,19,25,34,0,0,0,0,0,15,0,0,22,0,52
4,0,0,0,0,0,18,15,9,17,12,6,17,17,176,9,21,17,7,12,15,30,12,27,30,66,0,0,2,37,11,14,3,11,0,15,147,11,11,13,29,18,26,34,24,32,29,0,0,0,0,0,0,0,0,22,2,55
11,0,0,0,0,0,19,13,7,10,18,11,13,16,118,14,17,16,4,18,20,29,10,30,33,39,0,0,1,35,9,15,4,6,6,8,133,10,6,14,11,4,36,25,20,15,27,0,0,0,0,0,10,0,0,17,0,36
8,0,0,0,0,0,21,21,9,5,11,11,16,15,123,16,23,23,11,18,11,40,12,33,43,68,0,0,2,38,7,18,8,11,6,11,155,11,7,15,13,17,35,39,12,27,39,0,0,0,0,0,4,0,0,31,2,70
23,0,0,0,0,0,5,7,12,7,7,12,8,13,104,12,24,18,14,12,14,29,15,20,22,73,0,0,1,27,10,8,7,0,6,13,156,8,4,12,22,4,28,32,21,23,29,0,0,0,0,0,26,0,0,28,0,64
6,0,0,0,0,0,5,15,41,13,9,9,22,16,138,10,23,20,11,24,26,35,13,38,39,61,0,0,0,29,10,11,6,9,17,15,173,6,19,18,17,10,50,37,13,22,34,0,0,0,0,0,4,0,0,27,0,76
18,0,0,0,0,0,23,3,18,14,17,10,14,12,141,9,20,18,13,24,23,28,7,14,15,60,0,0,1,52,15,4,7,14,10,8,157,9,8,6,15,7,25,30,17,31,34,0,0,0,0,0,17,0,0,25,0,63
3,0,0,0,0,0,16,10,13,49,13,9,17,18,134,7,15,14,9,20,16,39,9,25,26,87,0,0,1,22,8,14,11,13,10,9,150,19,13,25,35,12,43,34,34,11,22,0,0,0,0,0,0,0,0,19,0,94
5,0,0,0,0,0,17,18,12,2,15,9,4,15,123,10,13,20,4,22,18,50,12,25,34,69,0,0,2,37,13,15,9,11,17,11,133,18,9,10,21,13,38,32,25,21,26,0,0,0,0,0,2,0,0,23,2,86
19,0,0,0,0,0,11,14,13,10,6,15,8,6,165,13,13,23,6,12,15,31,9,30,22,44,0,0,1,18,7,8,34,10,10,11,126,13,7,15,23,6,25,24,18,26,29,0,0,0,0,0,24,0,0,21,0,45
6,0,0,0,0,0,14,17,14,8,10,15,17,12,142,14,9,18,15,6,20,46,12,36,30,77,0,0,1,47,14,22,3,10,8,28,139,22,11,4,11,10,32,35,25,12,36,0,0,0,0,0,4,0,0,26,2,66
22,0,0,0,0,0,5,17,12,8,13,14,16,23,111,13,19,16,17,10,14,59,14,29,27,85,0,0,2,32,10,22,7,3,3,18,159,15,4,14,13,13,27,36,22,31,41,0,0,0,0,0,21,0,0,29,0,83
7,0,0,0,0,0,11,15,2,9,12,10,8,18,118,7,19,13,11,11,19,49,8,26,31,88,0,0,0,24,11,11,8,4,14,15,119,19,10,13,19,11,21,50,17,14,50,0,0,0,0,0,4,0,0,38,2,101
12,0,0,0,0,0,1,4,27,13,7,8,19,16,125,19,14,32,11,18,23,58,11,38,28,51,0,0,1,43,8,10,7,5,9,15,165,11,7,17,15,14,30,39,22,33,36,0,0,0,0,0,18,0,0,33,0,70
4,0,0,0,0,0,7,14,31,30,14,10,12,14,119,15,18,22,15,29,26,43,11,31,33,57,0,0,0,41,8,13,14,13,3,14,155,7,10,14,16,10,39,31,18,31,35,0,0,0,0,0,3,0,0,33,0,70
19,0,0,0,0,0,13,18,9,2,7,13,10,22,133,11,12,15,9,21,16,45,12,24,21,97,0,0,2,38,7,16,28,10,7,13,126,11,11,16,36,22,28,29,31,19,31,0,0,0,0,0,18,0,0,18,2,113
13,0,0,0,0,0,15,16,21,16,9,4,18,10,148,13,20,19,7,25,24,42,9,27,38,94,0,0,1,18,3,10,26,5,12,22,133,19,16,18,28,11,45,50,29,23,48,0,0,0,0,0,11,0,0,39,0,122
6,0,0,0,0,0,12,11,9,9,19,8,7,20,128,12,15,16,0,14,18,60,5,21,21,71,0,0,1,36,4,17,7,4,14,16,133,16,11,11,26,11,30,34,27,17,33,0,0,0,0,0,4,0,0,25,2,93
14,0,0,0,0,0,6,13,16,14,10,6,14,14,135,9,8,16,6,16,12,55,14,26,20,73,0,0,1,31,7,11,4,10,11,8,128,16,9,14,34,16,24,26,28,19,28,0,0,0,0,0,14,0,0,18,0,75
7,0,0,0,0,0,10,8,18,16,8,8,17,17,165,9,10,18,18,13,17,77,6,24,25,69,0,0,0,23,13,20,13,11,11,16,134,17,14,16,25,13,21,37,25,18,40,0,0,0,0,0,4,0,0,21,2,94
10,0,0,0,0,0,13,23,1,8,5,9,14,17,137,13,16,20,19,11,19,77,5,30,38,50,0,0,1,38,6,8,6,10,4,12,122,17,2,13,25,13,35,37,23,26,41,0,0,0,0,0,12,0,0,27,0,82
4,0,0,0,0,0,9,12,14,11,16,10,18,15,143,10,21,26,7,20,13,86,15,39,35,82,0,0,0,34,3,17,11,10,4,23,160,18,16,19,19,14,33,55,25,14,59,0,0,0,0,0,2,0,0,30,0,105
15,0,0,0,0,0,6,10,35,46,10,10,16,26,134,10,19,15,8,17,20,63,10,25,27,84,0,0,2,56,11,13,3,9,4,19,196,24,17,11,22,26,23,44,24,17,50,0,0,0,0,0,18,0,0,36,0,98
12,0,0,0,0,0,12,17,16,9,5,9,10,19,123,14,17,19,17,20,26,49,9,27,29,84,0,0,1,20,7,13,8,11,14,16,144,12,12,20,28,13,41,29,26,26,36,0,0,0,0,0,13,0,0,22,0,95
6,0,0,0,0,0,18,11,2,30,10,13,12,17,138,15,18,19,10,16,22,71,6,26,29,63,0,0,1,36,14,3,11,4,11,22,157,17,14,15,20,18,38,50,19,15,47,0,0,0,0,0,4,0,0,34,2,106
12,0,0,0,0,0,10,11,17,24,11,15,18,12,130,18,22,20,6,28,27,78,14,38,39,70,0,0,1,36,0,19,20,12,16,10,160,16,13,17,23,13,40,46,25,18,57,0,0,0,0,0,11,0,0,31,0,114
8,0,0,0,0,0,15,13,6,13,13,11,10,13,145,13,24,17,18,16,16,79,5,26,26,76,0,0,1,39,11,9,26,7,0,21,141,13,15,7,31,13,20,36,35,15,49,0,0,0,0,0,4,0,0,35,2,118
9,0,0,0,0,0,11,20,14,21,19,8,21,12,136,17,30,13,14,20,23,75,1,33,28,104,0,0,1,22,10,22,45,6,9,12,152,27,13,16,38,6,31,56,33,20,52,0,0,0,0,0,13,0,0,33,0,143
4,0,0,0,0,0,16,10,12,12,6,13,14,17,143,15,14,15,21,28,24,93,11,49,41,102,0,0,0,28,7,21,7,11,14,14,161,24,8,19,49,19,45,36,49,22,36,0,0,0,0,0,3,0,0,36,0,142
14,0,0,0,0,0,13,9,10,16,7,9,7,19,131,13,19,17,11,22,15,51,11,28,32,72,0,0,2,49,11,10,3,4,11,8,139,18,10,13,31,8,40,33,25,22,36,0,0,0,0,0,15,0,0,27,0,80
15,0,0,0,0,0,11,19,12,9,15,5,15,20,128,11,12,27,10,15,15,61,12,27,25,46,0,0,1,19,3,12,7,4,14,14,154,20,12,11,16,12,21,45,21,22,37,0,0,0,0,0,12,0,0,27,0,77
16,0,0,0,0,0,18,22,11,18,14,20,15,17,138,16,15,34,10,16,17,52,12,39,39,128,0,0,1,56,10,11,22,7,10,18,173,14,11,18,22,19,48,50,25,8,60,0,0,0,0,0,18,0,0,44,2,127
11,0,0,0,0,0,14,2,6,9,16,13,6,21,120,11,22,15,7,23,20,70,12,28,22,92,0,0,1,19,0,11,11,10,6,22,164,21,20,19,29,16,26,47,28,16,51,0,0,0,0,0,13,0,0,31,0,125
3,0,0,0,0,0,11,11,8,14,7,8,10,15,116,22,23,20,18,23,18,67,10,32,27,151,0,0,1,49,11,11,6,4,11,14,166,17,8,14,38,20,28,45,45,26,43,0,0,0,0,0,0,0,0,35,2,153
13,0,0,0,0,0,15,20,37,7,11,16,20,9,116,15,10,20,9,18,21,84,4,23,30,125,0,0,1,33,14,14,3,0,12,13,182,23,8,18,34,25,40,63,35,18,61,0,0,0,0,0,13,0,0,28,0,168
3,0,0,0,0,0,8,7,26,12,7,6,18,18,133,14,19,21,12,25,23,45,9,21,17,92,0,0,0,23,3,9,30,10,10,12,170,14,15,9,24,11,32,40,25,16,42,0,0,0,0,0,0,0,0,25,2,107
15,0,0,0,0,0,13,15,3,6,11,4,19,7,146,12,22,23,14,21,21,89,6,36,28,103,0,0,1,41,3,17,11,14,11,11,115,11,12,12,41,17,52,39,35,23,37,0,0,0,0,0,18,0,0,27,0,114
14,0,0,0,0,0,12,24,11,7,15,13,21,19,156,16,17,13,11,25,16,92,18,35,29,88,0,0,1,40,11,17,26,11,7,24,130,24,5,13,33,12,30,50,38,23,44,0,0,0,0,0,13,0,0,29,0,129
14,0,0,0,0,0,14,21,27,6,12,9,8,18,156,9,21,16,7,15,18,57,12,30,35,102,0,0,1,37,6,9,14,10,14,23,134,18,14,15,28,23,25,55,33,18,50,0,0,0,0,0,15,0,0,37,2,120
13,0,0,0,0,0,16,14,9,6,10,9,17,18,138,13,15,13,7,17,17,83,12,43,34,93,0,0,2,18,14,22,7,6,7,19,114,14,18,14,29,12,39,57,36,22,64,0,0,0,0,0,10,0,0,30,0,147
3,0,0,0,0,0,13,22,2,6,11,6,13,20,152,12,32,19,13,19,19,38,6,44,33,70,0,0,1,39,11,12,29,8,0,15,146,17,6,10,27,18,40,28,32,19,29,0,0,0,0,0,0,0,0,41,2,72
4,0,0,0,0,0,13,6,5,10,10,10,11,19,130,14,20,16,11,17,20,67,11,24,27,76,0,0,2,33,6,14,4,7,8,10,132,20,11,16,30,16,25,44,28,24,49,0,0,0,0,0,2,0,0,37,0,109
8,0,0,0,0,0,6,12,33,12,6,18,23,22,157,17,19,26,4,19,26,76,16,39,41,134,0,0,0,28,10,26,20,9,16,23,164,23,17,25,47,25,40,65,33,14,58,0,0,0,0,0,6,0,0,41,2,165
18,0,0,0,0,0,16,10,30,15,7,10,6,8,130,8,13,19,11,25,21,59,15,16,17,113,0,0,1,35,7,19,7,7,8,22,146,20,15,15,29,12,28,61,29,19,55,0,0,0,0,0,16,0,0,28,0,153
12,0,0,0,0,0,12,19,14,15,16,16,18,13,112,6,13,16,7,19,15,78,11,36,23,113,0,0,1,33,13,17,10,4,10,18,142,26,8,8,23,11,32,51,26,11,51,0,0,0,0,0,10,0,0,40,0,141
18,0,0,0,0,0,12,24,14,9,6,14,25,20,129,10,20,23,5,18,22,69,14,27,32,92,0,0,1,57,11,18,7,10,4,17,135,19,11,16,40,12,37,43,36,20,46,0,0,0,0,0,20,0,0,31,0,136
30,0,0,0,0,0,17,14,8,5,5,6,19,15,125,8,15,22,6,16,13,62,12,38,36,103,0,0,2,19,14,15,10,10,3,16,127,13,11,10,27,13,37,46,27,25,50,0,0,0,0,0,32,0,0,35,0,115
