index,172.20.1.203,172.20.2.221,172.20.1.202,172.20.2.233,172.20.1.213,172.20.2.231,172.20.1.214,172.20.1.204,172.20.1.205,172.20.2.222,172.20.1.217,172.20.1.216,172.20.2.236,172.20.2.232,172.20.1.206,172.20.2.223,172.20.2.237,172.20.1.218,172.20.2.234,172.20.1.222,172.20.2.224,172.20.1.207,172.20.2.238,172.20.1.221,172.20.1.220,172.20.2.235,172.20.1.208,172.20.1.209,172.20.2.229,172.20.2.225,172.20.2.239,172.20.1.219,172.20.2.230,172.20.1.212,label,target
23,9566,14064,6955,7960,14741,6526,13624,14485,8548,7456,8875,10144,19287,19086,4548,5347,23129,414503,46432,577314,3106,4292,55290,35695,33405,59485,13105,12292,12122,12862,14268,5287,6608,6054,0,
24,8957,11140,6633,7506,16260,8431,14877,4482,16335,16215,14565,14616,18936,20361,4341,4922,41474,363340,46129,633034,5291,3853,60365,39622,37747,64804,111166,8897,12157,12979,14303,3563,4838,6411,0,
25,8139,9262,10041,10378,14773,8618,15268,123956,105261,13854,113157,11891,18632,21218,3473,3960,58404,405593,46997,617339,3031,5854,66156,50303,47770,61812,13221,16246,12484,13857,12964,3229,6715,108210,0,
26,7907,13708,8385,8245,117666,7830,16930,8119,18174,8189,12632,14213,21358,18934,4033,6072,37843,458843,47646,664019,4802,4845,63335,38489,43257,68413,11317,111884,13809,11255,13236,5507,6468,6523,0,
27,108991,11995,108859,10478,17367,8347,18448,7432,11148,6665,10199,12832,18745,18824,5400,5328,41726,468462,45763,696936,3287,104890,65487,93786,46732,64209,9185,9695,11938,15751,14016,4372,8201,6821,0,
28,8327,12545,5835,7812,18714,9447,16061,16123,6445,7951,11399,11615,21429,23752,4800,2474,47518,471256,49214,704173,4373,4465,62594,44016,41512,68716,10848,13851,12412,12983,13164,2379,5694,3867,0,
29,8915,13377,7884,6837,17370,7665,17557,13584,15739,12479,13114,13524,20684,19933,106774,4931,55122,485758,46240,695742,2781,6801,60223,48041,47344,67038,14710,9386,14426,11218,15337,6160,5383,5668,0,
30,8538,11936,9348,9581,21819,10722,19620,12679,16076,18142,15228,13485,22045,20057,3854,3873,68539,564338,53102,637787,3437,6008,75546,51802,57323,76726,12822,12397,15540,11269,14572,105360,5936,6874,0,
31,10400,11576,9961,8029,17595,9101,17607,8847,7770,9932,12220,14476,19287,20181,3977,4903,66100,505727,46249,551652,5291,4102,64939,48610,50610,64476,13525,14297,12101,12593,13516,4814,5330,6900,0,
32,7751,13934,10503,10183,14928,7300,16706,17928,20958,11816,14646,13818,22036,23706,3918,5173,57466,525055,48042,582462,3949,4727,77113,45778,50683,69885,11447,9821,12290,13850,14516,6363,7314,5502,0,
33,9903,15146,8514,10166,19373,11569,18814,16595,7815,11880,14454,12584,24040,24801,5314,4098,74700,597083,53448,802327,3561,3398,81058,53673,56822,86133,17085,14265,14671,17257,17092,4733,7389,6490,0,
34,9500,14870,8247,9736,17834,9113,18653,13755,11142,12152,16912,15615,21122,25911,6584,4354,68955,490417,47716,813186,3768,5265,71671,51306,50420,80078,9792,12940,12759,17157,16769,5071,7314,6197,0,
35,8361,14949,9573,8085,21075,9515,18448,11266,16867,21067,14578,16251,20162,20991,5227,4354,62044,546449,49593,677673,5224,4350,74949,56706,54031,70555,14288,13478,14626,15389,17545,4593,6633,6929,0,
36,8589,13287,11495,9689,18399,8445,17826,14525,12986,13575,12674,14533,27419,25986,5289,3948,75702,506135,43402,766633,3975,3403,69965,53172,49247,79306,9490,10927,14506,13392,16321,4695,6668,4253,0,
37,8602,14669,8260,9531,18888,7823,19069,13538,8357,10986,16011,16527,24300,21404,3670,3192,73381,641804,39661,728077,4942,5208,73770,52613,58299,75865,10317,11534,16640,16907,14962,4447,6070,6904,0,
38,10568,12683,9192,9877,17698,8752,18452,4259,11359,23020,11112,13783,23415,25086,4600,2967,62571,575306,45900,746345,2956,5835,81677,48583,56814,78005,13646,15073,13871,16518,14261,4377,7478,6696,0,
39,9743,12492,7299,9646,18748,7766,16993,21390,22403,12896,14947,14220,24291,24784,4922,2887,78014,500863,50653,707481,4712,5346,65329,50807,50030,66144,10778,14560,14888,13939,16768,4483,7402,5191,0,
40,9325,13226,8169,11892,17375,12148,19468,16418,8954,8600,13577,14471,23390,21528,6015,3124,76482,465882,45314,756386,5167,5870,80563,54098,56883,78718,13742,12530,16326,11785,17652,6400,7680,7103,0,
41,9381,17613,9633,11003,19892,10504,21259,15284,20515,19642,14352,15359,32251,28930,4602,4373,65406,839737,50952,879271,5043,5558,99204,56321,59858,102711,14363,13617,17607,16687,20558,6430,9513,4637,0,
42,8095,15959,10278,9181,23335,11412,23514,11695,16957,14374,17681,12006,25976,25512,4171,5335,84879,748963,40842,811680,2832,4016,91442,63591,60476,89832,12993,15229,16181,16644,17444,5395,7217,8046,0,
43,7905,16777,6654,11248,20142,11208,18412,13664,10617,20686,13195,14083,27840,28695,4290,3854,60511,865113,37467,728721,5498,6463,88480,55155,60241,89492,12536,12169,19167,16248,15682,4459,6655,5516,0,
44,6967,14892,8264,9390,19942,10405,22472,19353,20517,13786,13938,15142,28685,27073,5543,5685,53287,752805,61418,906047,3569,4677,94851,55569,54449,92979,14274,13900,20118,17228,21013,5664,8133,7591,0,
45,9982,17654,10679,11000,20883,9861,18227,4484,5148,16153,16332,16319,26468,28331,4733,4091,69946,727537,52945,717585,3835,5740,90971,56779,56600,82568,14014,15432,15484,16266,15930,3808,5671,6902,0,
46,11659,15208,11780,11334,21713,11895,23738,14417,20488,7880,14763,14821,31409,28354,4809,4286,63202,890571,72088,851747,4588,4637,87659,64876,60174,86589,14296,12020,17161,18918,20184,4188,8821,6008,0,
47,9360,18140,12460,10634,18405,10862,21129,17189,8084,16858,16282,15308,23311,22408,3398,4011,61527,679074,81657,631267,5017,4629,85807,62653,65113,86416,16305,13448,16974,17769,16173,3325,7060,7081,0,
48,11668,13707,11785,10902,23534,11113,23132,23340,19488,16472,17680,17297,31453,30581,4334,5335,79218,816934,83943,816022,3287,5677,87145,66468,64210,87119,14413,12882,17018,15854,21166,4814,7545,5064,0,
49,12241,16925,10802,9228,19859,8988,20784,9993,9536,16798,15982,15281,18978,21620,4751,4835,65341,629675,66095,631042,4355,4951,83329,57148,61297,85116,15092,16817,15218,14818,16416,6520,7573,6932,0,
50,9326,14314,9846,9971,23886,9893,19705,12953,22555,20769,15955,16506,29228,29564,5748,3770,65912,789554,60830,839455,3163,5360,84213,65229,62131,85090,14555,12944,18101,17171,17413,4696,6406,5078,0,
51,7641,14216,10891,9942,121284,10759,20638,116485,15836,11578,117887,16242,27837,27301,4760,3948,67989,790598,75697,767984,2956,6202,93019,61986,64669,94016,12638,15213,18644,17663,20522,4214,8438,106856,0,
52,10990,18701,9695,12348,21624,10137,123845,20118,17564,14427,13696,16947,29248,30536,5659,3455,61369,1012272,73623,758040,5958,5539,92088,60665,60119,91512,13400,12550,16575,17963,20049,4187,8173,5742,0,
53,10571,15087,112531,11597,24885,12653,25623,21500,9819,21362,15373,17208,26737,29700,4247,3211,65990,890757,82648,851998,5043,4628,107692,70012,73409,106559,15469,118478,18156,21838,20235,5025,7014,5573,0,
54,12152,13790,8747,9556,21050,13400,20682,23302,19719,14224,16875,17707,29153,30069,6635,6760,59942,738707,72472,850752,5429,6194,88063,58429,60623,92595,114427,12431,19073,17792,20061,3710,7851,5682,0,
55,110163,18205,12168,10765,21704,9711,24140,13729,10878,8240,14920,14913,26164,26419,6504,2735,68350,813479,61715,837658,4223,106908,94468,62086,65973,98135,17221,15971,17651,20574,16193,5189,7100,8292,0,
56,11292,14604,8388,13100,20436,13562,22751,18250,26830,17058,19344,18332,31989,31418,5352,4542,82063,1021539,75826,797097,3166,4592,84619,64350,170024,95626,13127,16580,17829,17373,18911,3523,7879,6619,0,
57,10197,16019,11481,11507,22288,10171,18760,8392,22233,7394,15441,18573,26344,25210,7452,4598,61241,806735,77632,783762,5449,6885,94307,174543,68441,98264,13852,15093,17594,18880,17403,6426,8835,5273,0,
58,8527,15173,9965,9147,25641,11208,22194,20841,10714,26894,16593,15386,29309,33542,5815,3117,60144,1117827,71226,709821,4174,5379,94720,63572,59946,94127,11696,13687,18900,15641,19998,5287,7786,7171,0,
59,9674,13862,9486,12221,23210,12830,24503,14061,22529,11940,14134,117726,31605,31065,104919,4030,65249,872991,78353,865358,4862,4136,95614,69553,68285,98634,12734,15397,19295,18554,21396,105040,7178,7633,0,
60,8720,16277,10354,10837,21351,10260,23029,16682,16577,7482,16821,16858,31046,26580,4596,5260,79085,859703,62096,784445,4787,5503,93532,65004,60310,98262,13140,15005,18145,18233,18484,3956,8331,5654,0,
61,6557,15736,7522,12412,22312,10920,19879,27327,21719,25109,16039,16411,32699,32992,5272,2962,54370,898994,65267,847634,4058,5598,98123,71036,62558,104344,13036,13698,17697,17364,16892,4559,7050,8513,0,
62,11112,15098,7932,12148,22563,10717,20232,12720,20154,17028,16532,15257,29031,32159,5169,3880,65483,959896,63597,811574,5573,6250,100915,68185,65529,104734,14949,13543,20599,20235,18625,3755,8403,6539,0,
63,7122,15457,7820,12468,22251,10746,23867,17364,22789,8402,12915,14806,27515,26311,6781,5760,68980,726243,63151,827849,3163,4743,94442,64180,69378,97366,13381,13164,16597,18442,19211,5614,6986,6668,0,
64,9909,13008,10651,10316,20679,13258,20280,16617,12572,13329,15570,17696,27292,29253,5004,4779,53319,913618,76489,782858,4712,5428,95095,62968,59244,88086,15183,16125,15113,17679,14731,4217,9158,5192,0,
65,10431,15709,7011,11879,24990,9944,21905,9833,14883,12241,16426,17566,24475,28934,6027,4354,69318,720099,75144,905448,3155,4336,97822,65631,67906,98787,12927,15690,18209,20365,19326,3339,5906,6422,0,
66,8522,13977,9318,11320,21973,12491,25585,21254,21895,11904,15948,17568,31147,31329,2982,5929,72516,887872,81610,895283,4263,5208,101583,75850,67389,102346,15861,17155,18163,18399,20690,4885,7652,6905,0,
67,11507,14744,9505,11145,21305,12246,22375,12931,9336,18279,17195,18278,27062,28767,5118,4410,79643,730998,63922,902924,4223,3546,92199,66346,65098,98337,14114,15806,17543,17719,18892,4558,8169,6947,0,
68,7846,13787,10072,13287,22903,11065,23544,20203,20637,13678,14440,14955,31359,32849,5520,5185,73517,1035329,81262,766631,4645,4322,102409,70528,69200,99246,15851,16181,18979,18578,18896,5476,8537,5347,0,
69,9003,14878,10156,12381,22600,12203,22033,20570,16977,25798,14893,16451,30007,26920,4880,5173,71283,819459,70335,930436,4588,4802,105402,68930,62277,104326,15618,17030,16492,18727,18567,4213,7081,6624,0,
70,9774,17485,11201,12228,20953,11033,23317,10395,22808,14860,15557,16873,31492,33239,4503,3767,65153,962877,65302,830926,4919,6433,102913,65618,61509,96406,11782,16327,16613,21274,19466,5994,7577,6654,0,
71,7449,12584,8037,10617,23340,8894,20201,21471,9675,18278,14457,12834,30426,31367,5574,3455,58524,988571,63361,857109,4893,4890,93049,64798,61885,104428,15253,15746,18430,18351,18685,5034,8114,7360,0,
72,8722,14667,9818,11909,20388,12683,22559,14642,17233,6362,17024,15392,29980,30320,5675,4873,59054,733580,72961,971961,3719,4790,100882,67737,69138,101779,14871,17346,19789,17333,17373,5064,7598,3951,0,
73,9882,13456,9945,10384,21271,9558,21817,18989,4190,30030,18703,16389,31635,30937,4379,5166,68797,952225,71010,861527,4611,5757,92423,61850,68869,97207,15571,13708,18523,15862,17896,3121,6894,6500,0,
74,9405,16159,11034,11159,24435,12767,24793,13489,17124,11833,13966,17128,27337,27971,4832,2974,62294,917505,70970,845870,3693,3813,100163,64902,65481,107621,15589,16823,18793,19629,19426,6110,6616,4631,0,
75,8402,13081,12216,10944,24384,11574,20475,14523,24568,12908,19548,18089,28653,31218,4289,4610,69645,918091,90638,783773,6393,5168,100429,67050,65844,91256,16321,12701,18017,17773,19233,2521,9350,6090,0,
76,11130,16177,9775,11465,24402,11321,24391,13753,16962,16061,15384,16245,26033,26976,5151,5166,67344,799133,84028,839353,5573,6309,101055,75789,78548,108347,14175,19707,19446,19015,19471,6143,7560,7239,0,
77,11697,14678,7531,11099,21675,12051,23354,20095,14824,19566,119191,16803,27532,28478,4514,6467,57586,875730,95031,776574,4562,4766,95795,65978,66539,99613,14900,14225,15542,17083,17224,4768,7522,5583,0,
78,10234,12187,10657,11040,23912,12600,23549,26665,112056,23775,19374,18986,29705,30435,5234,3549,76770,947745,92751,859567,5930,4244,108081,73657,76607,103340,19627,15024,19462,16337,20217,3453,8249,7824,0,
79,10779,16054,9768,11463,123721,10306,23624,123159,18272,12204,18353,19256,31588,29239,4690,3624,73846,797580,101576,815050,4107,4552,97300,74070,79079,102036,16393,16125,18786,15094,16854,5086,7983,108940,0,
80,11589,14754,10471,11301,24107,13937,24679,14341,19766,27547,18524,22020,32775,32888,6106,4136,68472,965574,100076,977608,6509,6692,111155,68533,71817,113201,15263,16851,18227,21958,24388,4290,7719,7753,0,
81,11756,17517,10630,11248,23682,9418,126940,17650,18676,15355,18995,18604,30468,30749,3948,3767,74685,788766,94723,951112,4968,5004,115967,81245,80632,105556,15307,21642,19865,19362,20517,4036,8396,6340,0,
82,8352,12975,9815,11248,23285,10751,23628,23786,27058,13013,18474,16628,32817,33787,5621,4711,69074,880339,86520,961873,4645,5753,101779,73013,71192,109145,120665,118632,21833,18622,20009,5143,9090,6409,0,
83,9139,15091,10322,12545,23670,13550,22767,8421,16795,18633,17399,13680,30705,28443,6788,3948,53639,901466,84561,974962,4073,110161,106471,66407,76673,105200,15691,15361,18431,18607,17289,6509,6961,9160,0,
84,113741,15640,8934,12468,23848,13253,24509,19427,8670,16424,20905,16922,33798,33195,3888,4354,70232,916698,91011,897218,4580,4740,105310,77980,72164,105973,17598,15506,20091,19137,21034,5040,9075,5897,0,
85,10308,16505,8411,12080,23645,14877,21892,13631,17187,12671,16108,18813,30325,26987,5426,5284,68481,877012,82595,1007478,5166,5389,109613,70527,171699,107775,16461,17359,20196,19405,19730,4334,7980,6867,0,
86,10124,14640,10706,11050,22832,11455,24219,17638,25620,8063,15168,15549,30283,29938,5589,5835,48497,889724,79161,861590,4761,5550,97188,66110,66791,99358,15281,16486,16839,18439,17507,4106,9792,7304,0,
87,11635,12110,12062,12974,23846,10855,23849,20221,11417,17355,16556,17598,30722,30410,5657,7818,71902,850818,85189,848987,6393,4740,103455,71582,74033,96272,17186,15581,17724,18559,20480,108963,8701,5492,0,
88,11739,14559,10779,11199,22445,14446,23660,13980,14106,10938,19643,17550,29537,28513,4583,4129,67656,877812,97204,779316,3768,4286,101879,70080,73100,94024,15055,17558,19365,16653,19329,5956,7104,6509,0,
89,9654,13896,9149,11725,26505,10233,24274,23809,21723,23162,22201,21513,31097,29800,5811,4695,73844,819306,93827,995580,7052,5204,100512,75543,71511,100178,17095,16855,19985,17535,20488,5394,7821,9133,0,
90,10510,13484,10602,10653,22916,11077,22872,9997,17224,6341,15206,118773,26410,26183,4325,2955,70748,795528,88455,826858,3949,5207,94157,76788,70719,91834,17364,15559,19671,20017,19866,4703,8032,6628,0,
91,10413,15662,8804,9280,22565,10712,21099,21357,11086,24213,17539,18390,29500,30830,5433,5990,56003,833974,95536,787328,4968,4921,99253,67488,69061,85658,11737,14323,15769,15681,19094,4372,7618,7310,0,
92,9665,13075,8169,13238,22384,10106,23864,16939,17346,19183,17376,16666,28478,27430,4454,4192,66444,964185,73678,754884,5043,4413,99010,66554,68229,98411,16374,16042,17193,19364,19767,4338,8734,6121,0,
93,11205,12730,10767,10869,21708,11415,22490,18748,18477,15134,17997,18878,27845,28242,4615,2387,65069,765652,88033,892643,5581,4240,96765,65262,67100,101107,14109,17436,16130,19387,16490,4888,6843,5338,0,
94,8436,16207,9945,10977,23572,11434,23880,23437,10014,22594,17943,19629,32432,31382,4745,5429,76881,879653,82495,1009371,5043,5150,111495,69918,67295,106842,16151,17937,19083,18616,21181,3402,8097,7682,0,
95,11309,15968,12883,12707,23266,13468,24049,14999,12557,7091,15090,19404,29480,29771,2271,6159,76734,966415,86642,909130,2956,3807,105713,80408,71181,106190,15726,13254,20558,20313,20272,4589,7117,6677,0,
96,7791,14463,8272,11350,22871,11383,23531,15861,22137,20183,20442,20840,26842,26091,4972,3786,56860,802722,95355,849065,6905,4813,98353,65883,69968,97318,13836,18540,16183,17723,19252,2905,7419,5921,0,
97,8622,14651,10444,9776,24032,12103,21326,10050,8263,9976,14530,16915,33145,30764,5940,3629,67487,900353,80370,922118,4960,4578,103054,65784,73794,117286,15503,14491,21700,18279,19771,5807,8137,5233,0,
98,10031,18430,6720,11546,24927,11757,24343,23389,31182,19407,20533,19785,31807,33734,7574,4436,67876,841707,80554,944241,5941,5325,109812,65506,70098,107133,17205,16866,17428,20249,19120,5841,6599,6995,0,
99,11479,14519,12712,12638,23608,12165,21518,13829,11871,18253,10525,15057,30386,29695,5954,3542,56722,1011518,85156,866480,4174,4728,104861,70217,69604,106835,15600,17842,18707,20693,19076,3784,9784,4502,0,
100,10120,16459,8429,10903,21532,10303,22633,15489,12165,17189,15858,17258,27679,31200,5839,4373,65545,851979,63535,921346,4968,4267,101653,64428,64916,97549,15026,14602,20509,19490,18868,4178,7821,7634,0,
101,8604,16913,9761,11834,21157,13166,21802,17348,17011,16790,12857,14389,29308,31858,4636,5004,68279,832545,64414,944838,4156,3415,109012,66720,70354,106671,13328,13426,19090,17571,17935,5995,7762,6052,0,
102,9383,15722,8934,12288,24002,13265,24438,24870,26573,19152,20864,20092,31923,34866,5514,4180,78480,1079711,71263,830185,5607,5208,111605,70901,64888,106916,16064,16579,17062,21315,22814,6407,9388,5397,0,
103,10244,14247,8761,11569,24536,12688,23358,8594,11887,15934,13881,18116,33234,28762,6220,3298,93123,894801,49445,1008821,4479,5020,111002,75529,73168,104632,16979,16487,19398,20336,18633,4625,8547,5016,0,
104,9045,12686,12532,12221,21529,10317,21010,21704,24608,17534,17806,18817,31964,26807,5599,4598,72171,903141,75883,862181,5152,4078,110071,68014,66865,100415,14912,14951,18247,19452,17308,3663,7517,59260,0,
105,9505,15616,8196,11649,24290,12590,19455,17979,8674,23862,16346,13942,30690,29352,6865,4685,70319,836221,57105,930097,3411,5929,107278,69457,62711,101187,15612,17759,19705,18706,21866,4557,10610,7214,0,
106,11188,17117,10893,11740,22557,11352,125767,12504,21783,11939,15980,15587,30324,32973,7022,5997,78052,922265,68350,926557,6186,5204,118155,68614,70641,98384,14687,14190,20098,18137,19998,4657,8195,4531,0,
107,10877,14955,111719,10057,111447,12727,23241,19860,19391,17806,14541,17936,33307,28962,3190,3786,64965,957638,71322,877525,5325,4346,107726,65779,64160,96124,17823,14155,17574,18172,20529,4040,7854,6289,0,
108,10162,13507,11592,12146,20611,9875,20444,9713,16891,17640,15248,12373,28725,25924,5069,2793,65198,759819,70096,859183,5494,3140,99873,64716,68607,96376,14319,117344,16935,20345,17878,6914,7660,6205,0,
109,11216,14361,10535,12082,22183,12538,24079,29675,21186,28860,18345,18174,34643,31462,3954,4361,81015,964683,71933,949015,4795,5097,102127,68060,70746,110820,15709,14345,19302,19844,21452,5995,9771,7358,0,
110,9541,16969,11939,9673,23405,9310,22187,6463,19833,12440,18660,14562,27417,26392,5833,5091,74980,750305,57648,927769,3362,5945,94037,66422,65422,105780,14925,17893,18615,17904,16669,5773,9730,7135,0,
111,111688,15360,8929,11471,22006,9590,23942,15402,11600,8316,16719,16352,29252,29615,4190,4042,63462,963807,66007,788041,4223,3858,92185,63673,61929,100626,115429,12544,16988,14801,19170,4545,8872,6593,0,
112,9120,14475,9791,13582,23577,11403,20183,13772,17799,18137,18379,17611,32368,31603,104765,3918,73051,802789,64724,982850,6649,5853,102494,169241,69424,106160,12700,17343,17860,18764,19631,6446,6624,6491,0,
113,8226,13212,10085,9104,19439,9351,19928,12787,18505,14155,15617,15548,28379,25746,7255,3380,54527,833498,70468,804272,4432,3462,94168,66968,159130,86912,16470,14585,16138,17857,16970,6114,7891,4473,0,
114,10022,15841,9774,9741,18679,11662,23180,18982,11101,8024,16753,16202,32930,31301,4064,4204,61414,769323,71752,936606,4099,3207,101323,67731,55572,94224,17113,15021,17123,17809,17642,4486,6676,6742,0,
115,9156,13791,10179,12590,22748,10559,23348,11337,18413,11456,14310,16419,29459,27373,3989,3692,56100,895211,75987,780303,4430,3758,90404,65468,64241,95198,17500,13302,18118,19130,19997,4396,9961,6893,0,
116,11299,15425,8805,10630,23698,11761,23379,8179,11333,16226,16875,15854,30069,34462,5361,3523,73315,880826,59794,933467,3512,4665,112957,70891,64569,110189,15956,14789,19640,18658,18957,4892,7967,5108,0,
117,9363,13591,11328,10742,23558,11975,26503,17729,20911,21825,17322,18249,30737,32467,5909,4894,64300,824863,73789,908354,2889,4990,97366,62760,66618,96810,12264,12312,15702,15774,18523,4544,9020,7623,0,
118,11921,15687,9497,14389,20649,11094,24235,20305,12668,12206,16648,115273,27440,27556,4209,3124,69164,816309,61092,995243,5118,5271,101563,69549,63090,103005,16039,14653,20669,17100,18934,104979,7118,5793,0,
119,8809,15183,7815,11648,22879,12026,18263,13325,18231,21548,16473,16566,32555,29980,5284,4267,64864,914779,68673,901908,3284,5965,97291,67512,62789,97509,13635,13147,20050,19862,17821,3565,6647,7434,0,
120,10978,11336,8401,12308,24083,13761,24139,21390,27397,12443,14328,11211,35060,33591,6327,5267,59192,1088736,60380,987268,4787,3763,111628,64382,65444,115340,15844,16328,18523,20999,21168,3928,11640,6632,0,
121,11937,17473,12968,9133,24457,11985,23887,12609,3441,24606,21208,20749,30315,23610,4244,2455,77328,789107,91452,719611,3967,3274,95948,71241,69996,105032,18205,15694,16978,19476,20483,3265,7072,7289,0,
122,7456,10880,10944,10755,23061,12319,24510,20255,20226,25436,17698,16174,33483,33274,3739,5248,74674,975523,74797,934553,4182,4526,98882,66601,62099,103230,15265,16454,15761,17018,21153,3856,7740,6917,0,
123,10081,18103,11171,10340,19705,10137,22147,8247,5406,12677,14831,15056,28160,25075,5102,4185,56092,739506,81152,803240,4479,6401,105735,71101,71641,102800,17036,14666,20344,18084,17663,4252,5307,6850,0,
124,8682,11688,10415,13058,21815,11422,23363,22621,29860,19606,17809,14374,30027,32850,4946,2575,72918,866983,65084,880080,5771,6325,103750,60297,61577,100703,15946,15642,17033,16928,19713,4583,8759,5998,0,
125,12273,16178,11051,10404,21903,11929,23757,23323,13077,11521,13843,14121,30221,29464,5083,4192,73518,993943,63211,899669,4982,5832,105131,69367,67912,104396,14727,16943,19113,19072,19244,6144,10320,6264,0,
