,172.20.1.164,172.20.2.148,172.20.2.151,172.20.1.170,172.20.2.149,172.20.1.165,172.20.1.171,172.20.2.152,172.20.1.166,172.20.1.172,172.20.2.153,172.20.1.168,172.20.2.154,172.20.1.173,172.20.1.167,172.20.2.150,172.20.2.155,172.20.1.169,label,target
21,14682,7951,9429,28386,15990,19380,33503,17628,4578,412589,171800,5941,73188,115941,21364,17563,13102,10106,0,
22,16518,10463,8421,34180,8957,14737,35211,18277,6316,495791,186449,5542,79753,130847,24714,18567,14177,8895,0,
23,115841,10030,8738,30236,19379,10433,33013,20470,4769,557808,168878,5484,89274,114166,21350,19750,12852,9992,0,
24,14487,8498,5901,29445,26904,115577,36187,18532,5352,446764,172348,5268,70406,123101,23406,17844,14444,9343,0,
25,15320,10673,9532,31287,21309,11357,30294,20832,7296,635904,151944,5091,92560,110115,20709,18268,14049,10731,0,
26,13967,11838,11661,30692,20116,15072,32415,22139,5770,584868,155313,5547,85447,113860,19549,18797,14262,9555,0,
27,13801,8820,9766,31506,22083,16888,31808,22328,6983,655017,166055,6908,93421,111919,22287,17681,13911,9626,0,
28,17198,10840,7805,35228,18962,13014,40255,23730,5051,578306,197492,6010,93838,138607,24424,19034,15910,111375,0,
29,14375,11353,10378,34833,24915,18486,42848,24002,6708,664132,184960,5129,93811,121191,21899,21265,17115,11371,0,
30,12420,10890,10537,33065,20898,12423,36990,22000,6107,715237,184903,6367,104903,134148,25244,19298,15937,9668,0,
31,15380,11079,10802,34645,23475,20762,39730,25978,5455,694107,192962,5408,106427,130364,23393,20541,15224,8378,0,
32,15539,9556,11091,36890,17228,20603,35039,28429,6160,815685,195567,108021,117154,138773,27761,22673,17154,9797,0,
33,15219,11239,11343,38511,8504,17549,37490,25919,4690,705393,202215,7481,118156,139646,26209,21506,15878,8629,0,
34,15139,12075,10137,36978,26668,14219,36307,27889,5551,792129,178701,6011,107546,130700,24535,21492,13783,9105,0,
35,15757,11133,11161,34790,19448,10469,35716,22691,4766,747934,189421,5321,110631,247760,25396,25700,16023,9833,0,
36,13430,12776,12081,38428,34462,21776,33094,33911,6163,966308,171152,5742,124227,129993,23450,24618,17896,9421,0,
37,12761,10000,10387,38046,27463,10744,35493,28404,3598,871844,178634,4755,114855,137274,24486,19142,16615,10472,0,
38,14107,14121,12265,34241,19014,10970,39834,33081,107856,911014,162570,5331,122204,122922,22381,21888,14808,8839,0,
39,14878,14952,12369,40518,26330,25593,38496,40144,6266,1121255,195467,5642,152878,139011,29446,26221,17496,10049,0,
40,16797,14618,11635,38341,20243,15601,40017,32654,7096,1026574,193047,5278,134890,144797,26334,25464,15844,8805,0,
41,13335,13372,13468,141437,27787,17536,36051,37266,5527,1081321,194951,6245,136608,144562,130761,25104,17083,9356,0,
42,15833,12034,12410,35965,14228,14141,36482,31670,5740,929751,176114,4923,129757,137415,26576,26111,14843,9442,0,
43,12251,19706,13135,40052,18083,20118,40276,44158,4878,1265487,184203,8244,156895,142316,28111,23721,16973,9167,0,
44,13971,15133,13114,38204,20099,20207,32213,35694,5322,1062370,180100,6127,134198,129447,28418,25269,16422,10194,0,
45,14684,16918,14093,39149,29246,17753,142553,35440,5543,1068823,193150,5527,150288,150870,27870,28514,19525,9132,0,
46,18156,12670,14338,39976,20958,14385,34426,42386,6322,1206968,179271,3693,139696,142610,25307,26213,17307,10989,0,
47,13803,15705,14888,42154,19716,23239,37999,34493,6927,1179592,184642,6159,148458,141917,27320,29031,20576,11485,0,
48,15413,14169,13232,42185,23080,13586,35205,36951,4496,1114028,202329,5389,146039,153568,29683,25580,19450,10324,0,
49,13337,16037,15899,40919,29296,124366,37720,39736,5469,1408264,168012,5557,170524,138322,25906,32238,19226,9001,0,
50,13010,16386,13308,38926,21125,19620,40739,38926,5903,1197719,196303,5473,152225,145318,27815,27986,17767,11741,0,
51,16627,14382,14252,40770,18839,15695,35919,33885,4171,1120449,182556,5807,141012,144353,27757,26357,18296,6775,0,
52,116174,18010,15753,43484,37777,21532,46006,40673,6799,1219348,209777,5305,163872,162166,28869,29058,18598,11833,0,
53,14763,15669,14573,43114,37036,17222,30905,45074,7633,1533165,188717,5815,169291,156364,29862,29310,18977,9845,0,
54,15699,15618,15039,40440,24923,19177,36096,40764,5293,1301158,178152,6674,160361,147166,31004,27517,19290,9846,0,
55,13970,16304,15324,43399,19284,19355,37800,40208,5022,1186152,205410,5623,156167,154362,28056,29279,18784,11718,0,
56,16528,13155,16680,43705,36269,23602,36452,39514,7753,1389132,179870,5050,163448,149574,30401,30263,18799,110320,0,
57,15140,18311,15485,42963,25941,16747,37521,39632,6124,1199690,190008,6371,150325,146959,27931,25612,18126,11125,0,
58,17742,14413,15625,42329,25061,19703,45037,46657,7436,1315751,225593,5454,168718,166771,29355,29172,19015,9293,0,
59,16990,15906,16294,44369,34233,21351,43295,35243,5960,1204998,220987,5055,159144,168090,25989,30896,17680,11361,0,
60,18925,14351,13262,41800,21962,21105,36197,32011,6212,1030506,217375,106027,145086,161742,29036,25906,17555,10090,0,
61,15798,13870,12833,42291,21375,15354,41180,37776,5739,1120622,204356,5491,149190,252163,28948,29601,18503,10894,0,
62,14224,14784,13566,38533,27780,22494,37090,38574,6726,1262501,180007,5292,153441,147686,27378,27057,18547,9382,0,
63,20028,18156,15359,41463,19781,18770,38750,36821,6746,1113455,206555,5471,169725,161290,28091,29978,19432,9289,0,
64,15677,15724,15381,45332,37227,12642,44677,46335,7055,1271473,213799,6978,164308,163475,29162,29740,20844,12214,0,
65,16338,13611,15505,45457,17104,16857,37901,36334,4943,1262587,199401,6342,153943,160317,28145,27690,18362,10166,0,
66,15461,16088,12555,40996,35512,18991,38683,34669,5261,1171058,200021,5281,146798,155505,29044,26134,18028,8630,0,
67,12834,13707,14481,142263,28538,22643,33839,35521,4949,1130972,196764,7513,149982,145092,26307,28914,19873,9887,0,
68,14339,17642,16178,43086,14040,20137,41605,41813,7212,1226189,189284,5696,149633,150270,27912,25726,18316,9323,0,
69,14968,13737,14651,47715,32790,23284,41300,37323,7171,1289075,213126,4574,160618,164973,132651,29091,19819,10415,0,
70,17265,18268,14936,47417,19176,20040,144652,40170,4506,1228956,228973,4750,163324,179446,29425,29402,18253,10235,0,
71,15892,14853,14532,43855,20212,21554,38844,36364,6359,1243186,219190,7291,157046,167335,29828,30051,19203,11994,0,
72,21500,16661,14639,43844,16464,25463,48214,41585,5395,1210455,231285,5611,154511,173754,34376,28136,18952,7301,0,
73,17357,14592,18068,53741,38136,26245,50296,46042,5807,1472546,253503,6670,184059,185108,35897,31254,22806,13452,0,
74,16871,16507,12237,47976,24094,18442,42421,37264,4903,1173471,239624,5977,170558,182924,35996,29526,19291,9042,0,
75,19148,15954,17649,50840,34156,17089,50971,43127,4656,1398316,265110,6896,174866,191740,33308,29069,23502,13353,0,
76,118757,16702,13827,44421,22571,14850,41113,35691,3618,1164452,215723,5544,158998,161284,32418,28447,18659,11372,0,
77,17879,15505,15401,46873,25268,23726,41014,38558,6090,1318157,225025,5006,166897,177669,33226,32006,18960,10372,0,
78,16711,15801,13207,47996,29135,126932,43566,40003,5389,1330442,226806,7040,163127,176479,31654,28406,18517,11827,0,
79,20615,17237,13253,47570,19521,17056,46058,34298,5848,1188412,243221,6395,161650,186053,35130,27985,20309,8882,0,
80,16269,14077,15392,44763,47819,22655,45813,38030,5612,1380848,215507,6908,159126,170304,30476,30388,19493,11016,0,
81,14208,15989,17504,43656,26957,17659,43044,37730,4415,1228763,229155,5536,168606,170296,29868,29801,18967,11011,0,
82,18225,14095,14837,45694,28154,20853,48098,44877,6103,1301090,210412,5581,168211,167325,30955,28647,19324,112523,0,
83,15369,14067,14461,44280,28346,18035,43115,37837,5208,1127686,224426,5927,153444,163782,28687,30148,19698,10288,0,
84,17516,15067,12689,43362,17064,15226,43546,36194,6215,1064663,229835,4173,147986,166182,29521,27091,18974,10062,0,
85,18383,16598,15576,46507,41822,20740,44449,39016,5632,1280044,246190,108217,168527,173653,34452,28170,21791,12772,0,
86,16855,18542,15054,42675,34871,20784,41830,44288,8683,1375717,189438,5849,165751,150645,29512,32284,18378,8478,0,
87,18692,13710,15128,47949,29997,21836,44711,38144,7120,1149677,239195,5234,161759,284784,32067,28691,19888,13291,0,
88,15718,18511,16407,47027,26189,18266,49555,43244,5934,1448657,247178,4382,177781,175051,29952,31857,19157,11683,0,
89,17959,15386,15520,42430,26296,16581,38354,42118,5210,1271858,210221,6463,160249,160060,31548,29665,18400,10035,0,
90,16001,18446,16199,47130,37031,24745,45205,39159,5312,1276814,241606,5762,175932,174286,32140,28236,21520,12029,0,
91,10681,17109,16649,46164,36001,17168,32564,40733,5364,1320027,203720,7232,163788,158912,29654,30060,21047,11569,0,
92,19016,16634,15352,47053,31293,25802,50630,46002,4995,1402206,236126,5718,175941,179894,32682,31521,20705,8736,0,
93,15775,14870,15246,45294,23665,18582,42866,41579,5900,1352663,212880,4537,172119,161716,32235,31531,20102,13561,0,
94,17857,18040,15810,41617,30250,13322,38886,41417,6149,1208080,223565,4894,160595,170505,29384,29433,19772,7121,0,
95,14134,16395,15521,45157,36303,28381,44106,42314,4738,1273963,228311,6645,163726,171311,28216,30241,20549,10961,0,
96,16367,15074,11781,42689,22880,9565,41048,39219,5300,1123056,205581,7158,143929,161634,30473,23294,16834,8624,0,
97,17013,13116,16026,43222,24111,22432,45628,42575,6560,1255977,216439,4514,154405,155710,25775,27370,17599,11850,0,
98,13090,15539,13886,44317,24354,17096,35651,39672,5675,1187840,195490,5166,144931,158052,28519,28426,16165,11378,0,
99,17260,13344,16757,43180,28028,16210,43708,42640,4889,1279361,194073,5038,150282,149590,27900,28140,18433,8364,0,
100,14139,18409,13696,42516,25844,16057,41663,40259,4203,1242183,203799,4732,161995,161995,29689,29232,16786,12278,0,
101,17214,14419,14983,46352,34883,16661,35053,40833,5795,1223273,214488,5494,162156,165890,29378,28385,17554,10463,0,
102,13931,15913,15573,44390,20854,22604,39242,39659,6344,1357288,201671,5915,165978,166878,31391,32443,21145,9839,0,
103,17673,14619,13641,44806,27884,17708,41281,45066,6638,1151662,216210,4293,154039,163094,29940,24715,18812,10819,0,
104,15346,13773,16015,43029,22874,14441,47484,35898,5038,1242922,211829,6043,166532,161578,30103,31340,20080,10844,0,
105,14772,16965,12814,41678,27815,18647,42723,36117,4823,1040798,224379,5880,147104,164558,31848,26024,19318,12398,0,
106,17092,14009,16866,44305,9316,18374,39979,38099,5731,1400529,181052,6308,167652,158326,31658,26628,18296,8084,0,
107,14657,17680,14655,40438,36731,19356,35441,36193,7157,1219631,186630,6128,159358,145995,29387,27810,17060,9098,0,
108,15934,12201,16772,40838,19576,17991,32164,42220,5497,1295927,178716,6211,149398,139388,28327,28023,17148,9588,0,
109,15585,17869,16103,44324,23497,13508,40600,39176,7288,1359475,190210,8512,162017,165564,28676,29116,18050,11623,0,
110,15568,16579,16003,46666,19182,18808,41647,42909,4464,1386256,215001,6170,156236,169426,29247,29487,18008,10970,0,
111,17201,14819,15882,45052,13794,15334,40657,36840,5471,1381382,221672,4765,175344,166397,31879,29372,17382,8981,0,
112,14623,17570,13771,49016,45920,19117,46131,40237,6832,1224305,231669,7537,156886,179380,30696,31256,20539,13962,0,
113,17598,14716,15956,43296,19323,23358,39096,38130,5359,1318309,189438,5174,166714,151821,29273,28818,20442,9359,0,
114,17795,16074,12561,36449,27974,15700,40952,30228,5478,1007989,183158,107626,131703,142283,25685,23584,15388,8692,0,
115,14001,17783,14212,46497,27338,23608,45304,41620,5516,1363309,222505,6109,166351,161508,26480,28427,20687,9998,0,
116,16739,14781,13530,39486,25768,19215,34694,35174,6901,1123417,184582,5955,139731,149271,28922,24552,16403,10171,0,
117,17348,14756,13702,43771,38027,17797,40752,37052,6796,1151987,214657,6402,147332,270982,28840,28815,18642,13522,0,
118,17721,17446,14055,44802,20305,13823,44499,42290,7080,1307383,208473,5435,164652,173890,32571,29002,18352,9153,0,
119,14822,13317,14331,41237,24889,30397,42238,39852,7520,1200534,210755,5497,156380,149307,27999,27188,18856,10075,0,
120,16321,19666,15495,43602,19666,13581,43419,40200,5360,1232622,205006,6638,169353,155654,28891,31256,18544,7752,0,
121,16513,15972,16039,48169,34295,27160,41317,51192,4453,1436447,229219,7088,166524,167134,130847,30201,21650,13569,0,
122,15244,17362,12943,43734,30628,14027,38250,33380,106702,1218207,196315,6586,159393,167902,30275,30528,18603,8716,0,
123,15785,14665,13479,47088,26056,25393,46901,37280,4198,1085609,249793,6282,152131,178329,32527,27828,20680,10105,0,
124,15962,16382,16696,143929,17364,17067,32494,35712,3453,1313215,197255,7969,162675,157271,29171,30672,18503,10002,0,
125,14700,14947,14976,41026,22909,24255,134806,41935,6889,1213298,195322,5633,157496,153765,30118,28408,17944,8698,0,
126,14633,17200,15156,40928,30442,15888,36746,43315,6328,1326576,190597,6596,154372,148291,27892,28690,19279,11370,0,
127,16382,15420,13737,42923,27262,11644,41822,31047,3852,1149423,211574,6338,155704,161880,29223,29120,18454,11047,0,
128,15663,16739,15919,42868,37322,28764,38841,42222,4060,1345178,203992,4358,162595,157238,27248,32248,19933,8575,0,
129,16130,16731,14983,41405,27259,115988,34623,34530,5271,1195681,194702,4050,159757,152152,28700,27816,17926,10179,0,
130,13839,14616,14369,44032,41407,20597,38793,44316,6454,1262532,209119,6106,159238,153428,28162,28435,18853,11341,0,
131,15465,14284,16046,45658,26567,21659,36170,38236,4098,1395264,189523,6965,177824,159663,32850,32529,19959,10701,0,
132,117849,14753,14494,44072,22658,21512,39502,41292,5829,1223232,221569,5823,163034,156295,28347,26840,19249,11081,0,
133,17593,15381,15558,43304,24496,20858,43863,37869,5305,1232231,224154,7265,153857,170277,28177,28159,19370,13751,0,
134,15581,16459,14745,44404,31068,16025,41259,41128,5442,1321524,211167,5084,173516,157065,30013,30903,19343,12007,0,
135,14084,14028,13326,40801,27058,17915,38757,37546,6274,1171483,198177,7985,144591,150314,26910,25206,18094,12588,0,
136,17470,15161,14047,42736,23030,15627,40286,36373,6111,1339554,216269,6027,166436,170920,29944,29405,18541,8821,0,
137,16793,16521,16151,42730,29235,20432,38449,44979,6327,1289882,208476,5444,170762,157303,30769,28764,19699,11029,0,
138,14107,15761,14752,40396,29923,6586,38619,39855,4406,1257280,197495,6513,158998,151828,28310,30083,18309,9592,0,
139,13552,16856,13922,45123,23802,18694,38149,40649,6488,1249860,211057,5303,161419,163481,28739,28332,17299,9940,0,
140,18428,12719,16115,41666,28041,27505,37951,40675,6330,1298391,177919,5973,156532,141993,26886,27509,17614,9663,0,
141,16005,19858,14195,41375,25495,7412,37906,39711,6520,1207084,197583,4611,166474,152464,31922,29219,17034,10254,0,
142,15629,14241,15570,41204,41709,27908,44761,41716,5887,1272852,192821,4903,148621,250755,27683,25058,19433,10629,0,
143,17997,19292,15514,44869,14704,16178,40398,35670,4625,1174636,229014,5844,164951,175681,31158,30111,18494,9621,0,
144,15006,16169,16484,43568,35713,15607,36405,45532,4059,1414465,201919,7190,170843,156049,28156,27974,19817,12079,0,
145,15905,16944,14954,48059,12470,24936,42710,36975,3504,1174747,227930,5707,159985,179868,33544,34184,20203,11018,0,
146,18426,17312,14003,36664,27542,16308,30406,49104,8708,1225033,176422,5414,155131,141344,27884,23091,15315,6872,0,
147,11789,16242,16337,44427,30543,22366,42952,40155,4910,1358366,199272,6479,167671,156101,28773,28611,21480,13530,0,
148,19336,19424,14029,44147,26376,15590,34215,40450,6486,1225971,211740,4942,168529,169886,132488,32137,21230,6867,0,
149,16355,15813,15372,48997,36641,28561,46561,47995,5678,1520527,244399,5454,175818,176678,33550,30146,22080,14085,0,
150,17195,15904,13434,44375,14218,13082,40659,29829,4303,1125242,215325,4861,158743,168967,32682,28561,17465,11638,0,
151,15334,14607,13480,147176,45493,23258,44140,46353,6486,1268822,220298,7655,155244,159761,29172,24221,18692,10619,0,
152,16877,16424,14378,44493,27858,18743,41496,39393,5147,1248531,233385,5801,176027,180676,32944,32815,20468,12051,0,
153,16532,14914,14584,43203,25533,22466,42262,36477,5344,1167662,217645,8797,154990,160978,30299,28445,17456,9926,0,
154,17106,16338,15730,46335,27925,22548,148561,41471,4909,1324039,231682,4044,173929,177782,31768,33601,20072,9411,0,
155,16766,14897,14844,43385,30922,14602,38478,39098,7241,1178499,211895,7132,151391,168459,29995,29334,18211,12760,0,
156,15722,13528,13704,38818,21649,13478,36683,37447,6724,1160707,185520,6231,145665,141353,25495,26002,17357,7484,0,
157,13994,14864,13671,43268,26937,121065,40153,41857,6466,1232537,218414,6931,151497,162643,27946,31821,20750,9115,0,
158,15058,15256,13760,42896,25360,10532,39748,38861,4576,1258579,201091,6188,155726,157036,28235,29499,19621,10946,0,
159,12822,16165,15177,38455,30026,11585,39501,36529,5099,1128703,197204,5527,146782,142534,27230,26395,17432,9486,0,
160,17776,15402,13604,46194,24403,19463,40480,42463,6894,1249314,207672,5635,160246,161526,27857,29006,17675,11360,0,
161,15841,15212,14731,41204,29802,19147,41994,40685,4983,1270082,195772,4117,159722,152151,27487,28598,15717,12958,0,
162,15964,15360,14801,36692,26590,22329,38657,35754,6692,1291312,188711,4645,150701,142245,29074,29944,17546,112562,0,
163,18305,14634,13220,45896,31719,20728,37084,34407,6241,1129348,219492,7302,155144,169614,31224,30754,18503,12018,0,
164,18742,12709,14757,42969,31799,19561,41718,39099,5770,1136453,220466,6074,145322,165819,30698,28660,18505,10463,0,
165,15326,15126,14495,44363,29239,24172,45623,39523,5327,1160472,209136,4241,152745,155053,27429,26207,20171,10066,0,
166,16570,16903,18394,45851,18451,15019,32414,41495,5578,1348051,199289,5502,173038,158256,29360,27637,18747,8597,0,
167,14831,17265,15673,43765,34951,21181,43525,39562,7167,1266332,205085,7713,168354,269936,30070,30086,18405,10038,0,
168,15376,12939,17051,43633,36060,25957,40909,40359,4822,1249249,220400,6469,161462,158379,30077,29112,18467,13048,0,
169,14744,17983,13606,43879,29895,18933,41775,32339,7725,1223285,216072,6257,162511,162118,30857,31065,20044,12196,0,
170,17724,17288,14159,45472,29585,21958,38425,48145,5538,1269983,215562,108201,162596,167590,31178,29517,18572,11779,0,
171,19149,16954,15650,46538,25000,19283,48800,38523,5529,1284449,225753,6884,164986,164494,32767,29942,18876,9557,0,
172,14653,17538,15864,42274,20675,17377,41970,40503,6566,1206277,201507,4775,153091,157771,26878,27257,17443,12047,0,
173,20889,14978,16399,42739,16227,19840,42332,39240,5772,1298993,218555,5722,163464,177499,135769,29124,19343,8851,0,
174,14223,20106,13874,41443,37061,24145,41470,36489,5757,1182411,197892,4763,162540,160397,27948,28692,19851,13062,0,
175,17097,16988,15309,47848,22503,11676,32394,49551,3650,1501582,201388,5266,189871,163364,29063,31654,20958,11909,0,
176,18360,18020,14497,40259,24016,12962,38632,41973,5676,1390159,194742,5669,173385,155935,28286,29091,17873,7888,0,
177,14888,17864,17185,44588,27710,21495,38622,43567,5624,1373958,207508,6624,171281,159241,29376,30822,19750,9440,0,
178,15796,16011,15878,46020,34682,18596,44598,46100,6416,1397688,217149,5974,180374,162335,29715,31975,20158,10022,0,
179,15080,14121,13644,143623,30581,22645,40912,36074,5108,1194402,218291,5936,160413,165687,29261,29221,19117,11969,0,
180,15499,16117,15284,50044,36791,18175,41635,41924,5280,1418379,224275,5437,172131,175062,30448,33544,24446,9353,0,
181,17352,17686,16698,46401,27007,25298,41542,44182,3173,1419835,215915,7064,185511,180220,33305,33663,21291,9729,0,
182,116614,16332,16152,44479,35758,22833,46214,47408,6536,1439910,221095,5034,174651,165099,30507,30719,19524,13067,0,
183,14173,17289,15244,44988,21167,14845,32187,37815,6463,1318030,194872,6096,177351,161499,31726,32626,20844,10215,0,
184,15020,19249,14326,42152,22046,15343,41035,43233,4285,1328295,195654,4631,156788,144937,27299,28865,19171,9448,0,
185,14429,15209,15984,44743,19754,21768,40158,40185,7056,1266406,204162,5549,156327,158799,29684,27646,18865,8883,0,
186,19597,14192,15245,38763,23787,20981,36582,37251,4523,1180805,200982,7010,154968,152455,29612,25973,17003,9178,0,
187,12055,18065,15754,35962,23659,18399,38681,40009,4955,1061639,218551,3968,176492,127193,23375,30647,20453,9054,0,
188,20300,16268,14017,47764,26453,13605,37846,45308,4598,1509058,211138,5475,171728,168467,34424,30109,21386,112908,0,
189,16393,14953,14710,47829,25216,18165,47807,37933,7675,1391313,223573,4052,169437,179781,31415,31522,21087,11734,0,
190,14062,17402,17296,49099,35374,16748,42490,46027,5462,1382962,231582,4486,179201,174375,33561,31662,19870,14966,0,
191,16539,16552,17944,47309,30393,20656,42346,50024,6059,1483495,219762,5985,184584,178754,33918,32167,21372,8433,0,
192,16204,20582,17095,49052,25703,26892,44889,49391,6413,1427002,220893,4849,181445,176500,31243,33036,21522,10852,0,
193,18675,15550,15514,52944,34063,19845,45063,42802,6422,1457339,256627,6296,177938,194462,36831,33924,23191,10556,0,
194,18536,17537,14036,48545,19592,22907,48352,39183,7088,1327200,245167,4487,174955,180565,32920,33612,21706,10828,0,
195,16509,16308,14400,53120,37493,25156,43451,42702,6384,1368609,233077,109137,173821,187328,36123,29264,22363,12912,0,
196,18550,18207,16390,43793,23717,15658,44015,40506,4736,1315805,211937,3975,168989,271198,32201,30023,19173,8972,0,
197,14469,16087,16528,47205,32224,30573,41373,46703,4984,1421041,205547,6405,179591,166473,31031,30601,19174,11476,0,
198,17021,17772,17455,46555,36531,23606,45544,41341,5994,1425098,224093,6316,177724,183581,30836,31629,19159,10827,0,
199,16115,20966,14462,48734,34015,16322,47290,44919,7560,1395436,227482,5762,180936,174609,30982,30338,19083,12082,0,
200,18421,15184,17055,50660,38663,28155,43729,46753,6496,1559952,214913,6946,191161,181949,33407,32253,20669,9359,0,
201,16613,23326,18497,51328,31353,19552,47597,50572,5835,1603769,244835,7819,205106,193827,37474,35872,24383,12412,0,
202,17025,15545,16202,48738,28177,22938,39479,47531,6853,1472838,199367,5658,175645,158310,131926,29902,19276,10999,0,
203,17682,21152,19113,49915,27820,24212,43593,44215,106629,1556286,239681,5748,194258,183675,33510,37432,21171,12561,0,
204,15649,20113,17941,48050,31406,27411,40988,49206,5669,1501301,215994,7187,184902,168444,30403,30558,21145,12413,0,
205,17060,18340,16977,53801,47396,22861,47624,47691,8324,1719557,231902,6919,192880,189790,32440,35731,22115,12751,0,
206,18374,16670,17781,51824,18853,20851,47403,43279,6756,1432458,221739,5253,171927,183925,36034,31996,21059,10707,0,
207,18254,17258,17784,152879,26044,24589,40367,50340,5196,1471209,224521,6365,182767,186941,34413,29958,21701,11010,0,
208,118088,18790,19622,47891,38398,22025,152144,42978,4942,1423739,246371,7248,193599,177247,32439,36702,22036,13183,0,
209,18931,19018,15724,49503,20824,12594,39356,48166,6440,1511745,227190,8480,197575,181525,34380,34195,21077,10447,0,
210,16404,20651,18666,51718,45163,27839,48300,49089,6403,1571725,225840,6844,197958,185431,34314,36529,21304,12844,0,
211,16833,18879,18954,46596,35932,16077,37499,51802,7638,1572517,194053,6082,195151,162981,31738,33179,19446,9373,0,
212,15762,18672,17992,50682,39239,26701,41418,51712,6366,1698837,218217,6110,197150,179383,30747,35625,21427,13114,0,
213,18483,19659,15070,48653,33321,121581,47664,51183,6198,1473158,226561,5970,179697,183060,35748,35338,17106,9732,0,
214,17171,19707,16691,50098,33294,20759,46663,44812,7346,1500299,238320,6370,189577,181265,34243,31557,22014,10410,0,
215,15162,19312,16024,51041,30145,25211,41107,46851,5808,1645239,217933,6287,192300,180953,34504,34168,20789,115298,0,
216,20340,19189,21149,53324,21783,23177,48985,54413,6145,1710576,245711,5348,212744,198144,35691,36738,24507,13653,0,
217,16014,20557,18175,48199,22708,19111,39705,46687,3616,1570180,221960,6207,203564,186129,33614,34179,21203,10638,0,
218,16804,21376,15812,47597,42872,24095,49045,49449,5923,1533102,220437,8608,184431,168482,30287,30503,20855,13620,0,
219,16410,20194,16316,53229,36066,28258,42576,51931,6298,1643415,239331,5598,206666,195387,36890,34074,21424,12145,0,
220,18141,18964,17576,52587,35803,23307,50634,51651,5055,1899080,238158,6436,220496,197673,36334,38688,23440,12292,0,
221,18217,20943,18692,51285,43954,27377,46307,47621,6871,1726819,222301,7250,212502,191643,34856,36072,21897,10422,0,
222,17191,19959,18407,51073,36944,21811,43159,52169,6821,1673385,227319,5170,205054,282492,34016,37214,21443,9784,0,
223,17135,20085,19431,52139,23753,23385,42427,58660,6144,1923597,223416,106990,216093,192456,36258,39912,23075,10879,0,
224,18695,21669,20960,52093,25420,21117,49317,49848,5109,1717479,228778,5464,218537,187376,34867,38225,21392,10857,0,
225,17362,18857,15964,48237,40253,16559,44617,50561,5114,1665796,220011,6979,206013,178634,32828,36509,18530,12730,0,
226,15855,20324,15992,48647,27318,17458,41154,46218,5393,1751072,213458,5835,211719,178631,32011,35529,20730,9101,0,
227,14858,20534,16973,46735,25232,22422,34964,60650,5178,1756352,207045,4962,199198,159131,30404,32509,21708,12799,0,
228,16321,25120,19476,50444,30723,21489,39056,53060,6908,1902474,203025,7744,223012,179475,34414,39459,23980,10550,0,
