,172.20.1.164,172.20.2.148,172.20.2.151,172.20.1.170,172.20.2.149,172.20.1.165,172.20.1.171,172.20.2.152,172.20.1.166,172.20.1.172,172.20.2.153,172.20.1.168,172.20.2.154,172.20.1.173,172.20.1.167,172.20.2.150,172.20.2.155,172.20.1.169,label,target
44,17206,19414,27019,41389,19876,24085,54788,63854,10219,190668,136476,12224,92569,103760,79334,73759,29964,20773,0,
45,19913,19053,28270,41273,25395,19688,204256,59243,11718,198581,154538,8922,106672,104800,85872,85754,34838,20029,0,
46,23321,16933,27727,41036,21940,19090,60198,74488,11089,202501,150439,7324,97320,98458,76383,79020,32758,19602,0,
47,19431,21763,29435,43130,22280,27448,63813,62131,13219,197218,147625,9674,111496,101050,85722,85427,38431,20421,0,
48,22054,17972,25973,45001,22828,17865,57806,64250,8684,194123,155016,9007,97956,115044,90852,84236,35259,20714,0,
49,17804,22439,31893,39350,27601,159347,63682,71484,11591,238260,129478,10651,128324,97942,84515,95705,36214,17352,0,
50,20865,19796,26433,40493,21964,22669,63926,74079,13276,216271,149911,8953,104584,110926,86288,81696,32849,23669,0,
51,21265,16852,24583,42103,22783,23239,55994,57455,7976,197333,145087,10057,102257,101897,83296,87130,34997,13466,0,
52,151310,21769,31191,44702,29285,22759,81012,65626,14463,229353,168312,8905,113549,106723,89495,92574,35202,25831,0,
53,19411,17655,28981,44605,31565,23337,54504,77194,15830,374780,144941,10779,119242,113950,94567,93870,34949,22440,0,
54,21896,21171,29650,39392,21978,26305,63136,69103,9765,220602,143607,11754,119714,96781,93919,87302,36997,20839,0,
55,18274,22356,26856,42923,19697,27863,64698,67130,9462,218514,157442,10910,108972,116161,88042,88964,34644,21560,0,
56,20165,17895,31903,43410,35080,29627,60011,71713,15359,229791,143066,9257,121345,104015,90152,95778,35800,148206,0,
57,19490,22801,29973,42710,22234,20291,60786,68823,11226,214706,150230,11939,111571,107494,83353,82800,35046,22138,0,
58,21992,16735,29425,44128,23116,23668,77698,75974,14872,236929,177073,9582,112163,115943,93432,91977,34616,20007,0,
59,22934,21759,31710,43968,28806,24431,78342,63329,11271,212546,175142,10821,114033,118380,86378,94318,34705,21943,0,
60,23951,17425,23071,42079,18669,26534,64988,56613,13238,186934,168525,141852,93918,117547,92040,84422,32909,22616,0,
61,21615,16613,24270,43683,20678,24936,71985,60933,10993,203516,161185,11182,102343,239820,89540,85470,34503,20355,0,
62,19523,19429,27700,38688,26100,28438,58726,71260,12736,212166,144884,9230,111381,104109,86716,84168,35757,19121,0,
63,23080,21009,25544,45416,19650,24106,68212,58258,12612,220632,158605,10531,109133,117354,95887,94583,35438,17955,0,
64,21558,20587,30433,46907,33441,15193,80401,78839,14866,236567,165880,12057,112909,116205,90154,91228,38296,25387,0,
65,19838,19700,30348,45103,24683,22238,65122,65812,7309,202495,154898,11133,118150,117661,90149,89172,35948,16963,0,
66,19530,21428,26590,43003,27041,15390,63435,62634,11192,194978,161747,9587,107630,106526,87441,87034,34894,19543,0,
67,18233,17573,26217,175640,21825,27653,59505,58808,11747,202011,141209,11966,104305,112326,91134,86933,34800,20871,0,
68,18139,22676,27980,44083,13363,24676,68386,70106,12445,223185,157392,10010,104933,99031,84543,85211,34986,18884,0,
69,20924,18111,27633,51407,30093,29541,74349,63238,14585,214263,167650,7424,117465,112502,227552,91038,35516,21435,0,
70,20835,20741,28358,44035,26677,22559,206015,74456,7757,220824,183640,7933,112030,120224,92511,96642,37120,20871,0,
71,19765,20113,27560,47592,18066,23333,73639,62084,13345,208558,167926,12835,117524,118154,95204,94040,34009,22502,0,
72,26652,21065,28761,46440,22026,30672,73530,71001,9624,213450,188818,10311,105474,125639,98180,90410,35094,12954,0,
73,21745,19335,33707,55559,33156,35797,81223,77556,12784,247381,196058,12775,128163,134282,108603,101889,41442,27289,0,
74,21612,22555,25902,50844,20850,23367,74785,65028,9709,207374,184967,11139,117154,133722,109410,103250,36430,18746,0,
75,24615,18776,32488,51421,30052,22840,88159,78079,9903,241980,205379,11924,120898,138055,103158,97972,43996,27496,0,
76,153496,23812,26885,46405,21764,20205,68751,57895,6498,204679,170295,9818,113918,114895,95573,88787,34620,23101,0,
77,23082,21259,30388,46671,23903,27465,66756,68481,13268,222471,178540,8819,120349,126948,100015,99763,35759,22275,0,
78,21059,20941,25852,50343,26940,164442,78767,71908,11301,224086,185603,10515,120368,117062,93503,94739,35308,25139,0,
79,26567,19911,26344,49147,27574,20591,72075,61546,11061,207353,192775,10314,113563,135337,106268,98929,38346,16525,0,
80,20607,18529,29428,45696,42523,27049,84257,68278,12953,353903,175909,12264,117267,113121,86067,96435,36886,24242,0,
81,17713,19760,33860,46003,27940,22035,73349,62863,9454,216053,174361,9604,113676,121204,100408,98662,34921,23287,0,
82,21570,17664,27869,44902,23961,22737,72421,71036,12004,228989,181094,10540,114290,115207,94151,89752,37532,151969,0,
83,19863,18013,26833,44651,27939,20756,79034,63847,9746,204487,171457,11038,105227,116808,90950,92245,36801,21345,0,
84,23628,21709,21429,44057,23482,24377,70984,56664,10167,188890,178388,6897,102837,123597,92486,87509,37451,18807,0,
85,23241,21827,30609,50600,31904,27119,82387,68589,12656,219591,185425,144296,114687,131993,104954,90131,40485,29128,0,
86,19367,23226,25272,44721,37596,26275,71134,76888,14615,238358,151844,9755,120540,103522,91909,95924,33662,17665,0,
87,25493,17403,29978,51571,27661,23256,74496,62139,14057,209569,185892,8939,111625,268783,99980,92941,37435,26527,0,
88,18788,23893,31778,50885,23621,23988,88139,77549,14338,250162,189908,7360,122786,121748,99323,100016,34221,24827,0,
89,24390,18673,30787,42910,25496,19036,63230,71851,10164,214822,161551,11342,111031,119019,97813,92221,35028,20924,0,
90,20651,24502,31111,48774,33323,31163,78581,74076,11761,225830,184675,10776,121742,127628,103763,91668,41349,25763,0,
91,13208,23612,29761,46148,36762,22815,60736,70876,10443,226333,150767,13641,120287,117708,92308,93758,39234,23893,0,
92,23742,22424,30865,44126,25453,30634,86376,79490,11150,241536,186876,10082,125132,128147,103522,103231,40760,17677,0,
93,18742,17443,30362,43333,23672,24779,70334,67442,11214,237474,167709,8824,125909,114305,97944,91509,36612,26559,0,
94,21260,20365,29660,40813,27896,15258,69433,70228,12809,224548,174747,9336,107735,129518,90776,91278,37241,15092,0,
95,19286,19924,31037,45629,33812,34713,78699,70358,9392,217187,177047,12251,116078,119287,93159,94747,37031,23127,0,
96,20264,20345,24531,45140,20386,10029,64428,62390,9697,202351,172065,13205,106931,113694,88196,81696,32585,18267,0,
97,21959,15319,29651,43343,23168,27330,77830,70860,12820,213598,174704,7673,111959,107015,83558,88183,32068,23358,0,
98,16334,20051,28908,43983,22180,21092,57692,63745,11491,201041,153552,8926,110877,112531,86443,93875,32563,22555,0,
99,21975,17423,29923,43176,25075,23637,70007,71363,10211,219338,156306,10479,109850,105268,84059,82585,34996,16517,0,
100,18781,20631,27757,42005,25560,22411,67623,63078,8213,222565,163227,8824,116443,109395,94352,96837,31286,25476,0,
101,21312,18088,27883,46159,32691,24528,64237,71129,11806,219329,165037,9862,108572,119497,93805,92588,33552,21177,0,
102,19322,22195,31264,41713,20954,27823,65036,63552,10484,225541,161349,10368,132999,112354,97671,105639,40743,19918,0,
103,23198,19390,25355,46695,23272,23543,66938,76076,13132,211029,172436,7659,98916,119682,91738,81966,35830,19787,0,
104,19245,17656,29134,43061,21190,21681,75182,59156,9671,221377,172704,10626,120399,107957,93196,93318,37650,22942,0,
105,18930,23327,26272,44791,25883,21843,74853,62196,10378,189800,173799,10299,99067,120104,98410,83265,37249,25049,0,
106,20786,18153,31249,41443,11524,20705,56263,69222,8692,231174,163294,9552,127292,98064,90306,95545,37253,13386,0,
107,18879,22332,31133,40942,32575,24081,65420,66967,14293,213871,141747,11461,121356,104898,90904,88660,34437,19716,0,
108,20709,15424,28717,41186,19082,23605,55179,73047,10140,207424,139293,10210,105344,103322,85625,83447,32571,20556,0,
109,18840,23465,31847,44063,25459,18691,64626,69353,13325,232561,160882,14427,125242,103259,86102,102065,36743,19589,0,
110,20054,20742,31021,47652,18803,21492,70263,78016,9343,349502,173266,10625,108295,117430,90254,94112,34194,21634,0,
111,22974,19151,30531,44268,19330,21240,70939,67416,10393,237115,173353,7800,127721,116738,100911,94815,34691,17485,0,
112,19935,22951,28744,47784,40731,26400,79189,67034,15017,219378,180970,13243,114812,132160,91493,99675,39982,30234,0,
113,22396,19685,29038,43818,20323,31178,60694,70036,9905,227224,153181,8878,120802,105793,90554,91651,38876,18081,0,
114,23471,18092,26675,37295,26692,22372,67157,53360,10996,177176,152020,144183,95190,96137,76532,78934,29771,18234,0,
115,18061,22265,28590,50889,27257,29472,74986,76131,10876,234198,166504,10941,116587,119340,91387,93113,37311,23307,0,
116,21482,20340,27444,42436,21755,21997,61102,64577,12852,193452,151278,10673,106385,101027,80119,83126,31786,18542,0,
117,23102,19297,26545,43927,35835,23644,73680,62901,12610,195149,171174,11196,108156,122845,86889,89919,32150,27480,0,
118,21044,22302,28880,42475,19470,18135,66757,73171,13885,234042,177865,9563,118506,117037,94840,97162,36389,18349,0,
119,20740,16792,28278,40614,22912,35911,75744,67251,13448,203098,160070,9492,111289,113972,92789,83976,35010,21901,0,
120,20032,24060,30544,42667,20164,19130,71486,67755,10020,236450,158443,11667,118509,111445,96074,94284,35790,15636,0,
121,21133,20124,30718,48639,31529,32941,76924,89565,10562,247201,173900,11965,118165,121761,222722,95181,37976,28317,0,
122,19753,22644,30106,43685,28946,17975,63570,56359,143395,212850,158878,12903,118479,114527,93213,101773,36072,18050,0,
123,20645,19668,27030,49671,23999,31956,84278,66476,8487,197784,193049,10531,98988,130097,95769,87496,38315,23535,0,
124,20697,20510,32369,173927,13131,21280,59101,64777,7026,221366,150969,15135,119299,113175,93109,93829,34746,20791,0,
125,18054,19301,28405,41553,22063,31450,192728,66399,13073,220051,150679,10105,106877,110844,90515,90655,33923,16119,0,
126,19148,21765,29046,39162,28164,21087,65937,69564,11150,229847,149862,11220,111995,103312,86125,87288,36617,23618,0,
127,21192,23304,25676,45021,23085,15955,68820,54959,8752,207266,167946,11255,112295,113300,91174,91545,35886,22057,0,
128,19337,20716,30374,40229,36812,35359,66438,77010,7675,220192,160180,7600,114808,113339,87544,94264,36217,18274,0,
129,21041,21211,28933,44002,20782,149966,63550,64643,11775,216549,150951,7952,112032,108764,88109,87340,33833,20095,0,
130,20007,18494,28092,44314,38527,23821,71840,76218,12550,232525,157701,11129,106668,110872,88852,86770,35661,24072,0,
131,22051,17890,32467,43630,30140,27522,60409,65029,8843,234306,154642,11911,134977,107806,97300,102655,39337,19760,0,
132,152463,20710,30138,48276,19945,21730,75410,68695,10035,218937,161809,10482,110827,114381,91984,86119,35446,23686,0,
133,23212,20145,28649,41616,22670,25789,74844,67012,10055,207594,176085,12886,107959,117609,89009,97855,37231,27367,0,
134,21346,18606,27487,42693,30216,19908,67798,64151,9969,240852,166145,8669,124968,114469,93943,93544,35989,24855,0,
135,17875,18722,25829,39029,24969,21507,66076,66154,12781,201175,156802,12793,103112,106668,82652,83623,34347,22282,0,
136,21730,19607,25301,40819,21938,25096,66783,59483,10726,353287,175382,9649,114767,117957,94657,96727,36809,18638,0,
137,23940,21488,31402,42754,23834,26338,70643,73711,13259,232468,162631,9370,112068,110738,96089,89013,36546,22468,0,
138,18398,19418,26012,42181,29807,8428,66659,64056,8837,223481,152771,11830,114042,108306,91020,90926,34463,18186,0,
139,18864,20729,29025,46631,23624,25124,65677,70980,13102,225006,164509,9237,112437,112067,90713,91831,31600,20745,0,
140,23615,15506,32175,43780,25977,30312,61094,69292,12718,218091,146075,9726,120109,96841,80644,88673,33751,19073,0,
141,20918,26123,28987,41028,24787,9853,64594,70170,11534,225004,154482,7756,117434,110783,96981,90312,32779,19175,0,
142,19854,19964,30242,41571,36427,35821,71829,75706,13049,209140,160985,9263,103360,235871,85975,80495,35451,22750,0,
143,23837,25943,30236,45821,18831,22665,72937,63316,8466,220379,177522,10776,119129,124239,96688,99789,36234,17201,0,
144,19230,20022,29509,44210,33004,18977,66923,82583,9156,237708,155032,14188,116736,112463,90907,91047,35645,23525,0,
145,17838,22722,29371,47519,17450,30958,69137,56688,5909,207778,188998,8870,117016,124949,97680,102038,40248,20061,0,
146,21922,23148,26916,36444,28866,21033,53593,80326,17067,227226,142242,9076,106714,99178,85679,77989,29824,13264,0,
147,13546,20595,31447,48003,26991,28278,74263,69819,10734,232915,160139,11873,120691,104529,91300,88142,37772,27683,0,
148,22538,24362,25599,45702,24684,20669,62990,63294,12092,229254,165438,9283,118978,126261,230163,98126,39138,15070,0,
149,20418,18786,32575,51305,35706,38332,83950,84676,12671,247229,184777,9442,124240,126653,102410,99469,39530,28150,0,
150,22689,22332,26477,44810,15270,18215,63011,48333,7808,195531,175573,9301,113690,120703,100067,92275,32842,22310,0,
151,18673,17172,26679,179780,41697,28320,78140,83970,12690,228716,175643,13555,101835,112857,90897,82006,32356,22762,0,
152,23793,21782,28634,46656,25711,22632,70216,60002,10702,230102,177376,11834,123749,131217,105170,106843,36832,24610,0,
153,21281,19876,27650,45788,22977,28375,71848,65042,10176,203592,168991,15515,108026,121448,94654,88116,34494,19840,0,
154,23082,20316,30817,47328,23633,29399,215924,66666,10529,228924,181209,8346,119598,123111,101679,101100,35948,21568,0,
155,19928,20191,27669,42926,27159,20693,64230,69810,13530,204237,169731,12430,105248,121385,92302,95442,34403,24047,0,
156,21490,19348,24771,39019,22899,18162,63551,64009,11630,201880,147080,11873,103114,99138,82529,80016,32227,14873,0,
157,16700,19690,29057,44229,26973,158486,75336,68087,13403,216631,164890,12498,107808,120105,86860,92210,36559,19845,0,
158,18315,18626,27497,45693,22135,14176,61493,64155,10730,215420,161048,10716,111215,113299,89789,92660,36909,21048,0,
159,16026,19850,27704,41155,28835,19018,66149,61291,9846,203673,149824,11228,101249,109695,86689,79659,31609,20107,0,
160,23480,19911,27365,47699,22777,23933,67571,72384,13686,226919,169110,9845,108672,113972,90263,88748,35066,22576,0,
161,17384,17723,29300,41378,27442,25887,68261,68378,11107,219554,155149,8024,113930,110671,92303,91013,29130,27033,0,
162,20804,18800,27751,36083,23620,27309,69319,66313,12536,337243,145269,9197,105838,99466,89729,89010,32184,154296,0,
163,24441,16145,27486,49426,31173,27846,63415,63932,12664,202527,169603,13474,108376,123985,95488,95023,35088,24486,0,
164,23642,16378,31290,44909,33248,24324,68795,63816,11224,191907,176377,9018,103351,120881,91233,90303,34562,21233,0,
165,21071,20177,26566,45043,26596,30249,70232,66894,9959,207601,169572,8018,111998,107490,88531,86128,39269,20311,0,
166,23350,22374,33034,46252,17919,20857,57564,70544,10603,236861,149451,9608,120068,116821,96030,90236,35510,18362,0,
167,18208,22263,31292,43920,29468,28568,70447,63362,14686,227260,167582,12458,121751,244148,95368,97519,35182,21802,0,
168,21203,15260,30643,46379,32228,30562,73652,70397,10867,218012,167035,12761,108275,117279,95853,90296,33362,27559,0,
169,17541,23080,28308,47896,26817,23824,73516,55866,16955,214855,164600,11066,118632,113639,95819,96787,36282,25646,0,
170,23010,23228,25820,46887,28655,26136,62803,78691,11632,232321,173601,144476,111645,120832,91530,93036,34407,23892,0,
171,23584,23833,28955,45744,25267,22939,74260,69859,10611,220985,179743,12014,118103,120617,100814,92639,36881,20731,0,
172,18577,23355,29017,42300,21325,24528,70615,73721,12941,220187,163464,9032,106246,107332,84095,87579,32763,24940,0,
173,25902,20316,33532,41762,20090,26895,68510,63755,10771,209780,177382,8948,120375,121544,231780,99027,36567,16268,0,
174,19775,25389,25258,41968,32071,29332,72496,64332,12287,218556,158356,10372,112993,108382,91462,91762,36936,27024,0,
175,20442,22332,30083,44467,22759,14907,55832,79330,8618,270291,157836,8205,125512,117886,102991,97018,38992,25196,0,
176,22483,24162,30952,38992,22502,19074,71106,70753,10790,249173,154094,9754,124731,104852,91542,94975,33686,16274,0,
177,18727,22856,31732,45005,24955,27203,64003,74498,11346,241751,164898,10305,119917,111258,96031,95442,36197,20339,0,
178,20530,19434,29347,47928,30132,25319,73618,72688,13603,247743,161229,11313,123331,125028,98098,96965,37123,20684,0,
179,18781,16264,29380,178365,29406,23424,75301,61995,10093,211937,167219,11152,114704,120705,96437,91380,34344,25896,0,
180,19049,19741,31142,47559,32725,20985,71405,75518,11802,235506,178261,10327,122550,121844,99254,100589,43319,20291,0,
181,22766,22957,35658,47270,26707,29470,66768,75257,6418,248144,174572,11659,133196,126152,109259,105079,40498,19516,0,
182,153764,20363,30949,46921,31809,25532,76957,81943,13385,245631,173168,11361,125845,114138,93494,94702,34763,26378,0,
183,16938,21663,30642,44408,20206,18351,56534,63885,12873,234089,151492,11543,125907,116375,99546,99797,38380,20894,0,
184,19683,23524,29766,42158,26057,20042,69775,75665,8009,229268,154159,7638,107113,97879,85869,88062,36538,21118,0,
185,18753,18458,31794,44163,21617,156472,64596,70829,13072,217182,161487,9832,113765,108185,92302,91207,34961,19322,0,
186,27717,17782,23375,39134,22294,29463,66136,65211,9006,210088,152198,12266,102675,112610,95054,84764,31243,18727,0,
187,18561,17276,23238,46248,23571,29771,79263,53500,11450,237106,137048,9054,103255,113477,94561,71433,29200,22064,0,
188,26556,20477,28299,48436,26715,17706,57687,78350,8871,373376,169429,8354,122721,118637,100546,100324,41034,154953,0,
189,19302,18914,29794,47693,24846,24637,81116,66690,13759,225968,186808,7184,127287,116390,95028,103507,39964,21825,0,
190,17736,23402,34612,47774,29727,18596,75884,78027,10548,244020,179439,8534,119359,129139,106389,97674,37286,29362,0,
191,21011,18260,34573,50737,26940,26046,70259,79433,12155,259727,175301,10506,130305,121917,103517,102944,38861,18727,0,
192,20291,26358,31988,48603,24589,29333,75592,77779,12085,257428,178258,8142,128191,118973,99458,103983,41163,22400,0,
193,25356,19240,31268,52310,29888,27005,77085,82191,13704,242123,196613,10019,123245,141134,109738,111577,43666,24027,0,
194,23700,19522,28629,48171,20913,28098,83703,69119,12840,233600,188123,7476,127457,131427,103766,106187,42080,19586,0,
195,20544,19747,29388,50943,30412,28079,73145,71336,11710,233292,189086,146474,123500,129672,105336,100430,43612,27189,0,
196,22743,22902,34312,43158,23438,21220,73714,69637,7970,235470,175481,7678,122730,250355,96065,92044,38451,18444,0,
197,19698,19360,30332,45913,30702,37426,67271,80005,10072,249747,165939,11951,126402,118103,98593,96799,35893,22279,0,
198,22437,20806,30884,46748,28312,28761,73861,70106,12113,239265,183913,11454,128261,121670,100577,106811,35871,23854,0,
199,20051,26170,30305,46351,33078,20712,77031,77165,15847,253964,181777,10812,124696,123875,98847,97248,35468,23459,0,
200,22329,19428,32704,45372,36513,32144,67079,84326,12137,258994,179904,11342,137991,125587,103233,105873,41650,19548,0,
201,21155,28648,36172,49407,32882,28194,81898,81006,10994,286673,190788,12654,151683,135680,113745,115890,45322,25873,0,
202,21144,19067,32395,50631,28869,26682,61264,86764,12932,250390,156861,9664,122952,114181,230520,95913,36815,23314,0,
203,22942,27050,38259,50899,27106,30886,80324,78324,145794,263900,182020,10909,149545,127160,105795,113786,38761,23970,0,
204,20288,26411,35643,48584,29724,28753,70120,84613,11152,267050,164409,14030,135090,120403,98224,103145,38961,24603,0,
205,23683,23765,35773,51319,42836,29482,84253,86927,17078,270582,188998,12712,149189,125758,104312,113333,44349,25857,0,
206,22421,22295,36182,43808,17876,26800,72470,79914,11804,238204,195397,9684,134417,120685,97722,103674,43568,19183,0,
207,23619,21570,33325,186107,23373,33010,64205,83553,9226,256557,187582,10486,128252,127129,106705,103785,40327,22969,0,
208,154831,23922,36920,49476,32847,31375,221342,70856,10266,261909,185236,13457,136198,130461,106102,108623,39907,26606,0,
209,24639,22476,30224,52319,22791,22737,66041,79464,10631,270351,175622,14894,133253,132034,108265,108615,39716,20363,0,
210,20998,26588,36622,52126,42746,33417,78075,79974,14783,270876,187487,12581,147416,125912,108726,107378,40814,24169,0,
211,22071,23371,35636,44945,28902,21335,65052,83935,14504,287224,153287,9256,137917,113199,100777,103690,35935,22219,0,
212,20847,25275,35787,49888,33488,33225,73528,89482,13010,281308,170711,11632,142318,121728,106876,110521,38819,27959,0,
213,23090,25472,31464,46926,30974,160871,77690,85253,13128,256980,189832,10617,131476,120844,106501,105584,34216,21948,0,
214,25755,23315,31296,53178,25660,27470,80213,80417,13708,258370,187862,12196,134848,126528,104391,105516,39871,21352,0,
215,20832,23697,34167,47176,29045,28404,67133,84102,11734,396681,175025,11417,138276,126890,108523,106591,40960,162877,0,
216,25070,24459,37828,51850,21572,28103,81601,89359,11824,298035,201866,9234,146200,134341,114450,110660,44961,25773,0,
217,22160,26861,35922,43691,22478,23120,66169,77507,8048,275404,173619,10155,147484,129038,109457,114120,38226,21788,0,
218,23214,24590,32594,48559,41232,25704,85518,83824,13149,278656,172513,14211,132978,113653,96452,97778,39893,26352,0,
219,21965,25873,32586,54506,34853,33733,75165,87812,12105,287969,184957,9940,150618,135622,115880,117947,39439,24838,0,
220,22346,23040,35469,51127,27823,30306,78995,97525,11227,310264,193357,12201,161635,133417,114617,122404,45025,24240,0,
221,22946,25352,37167,50617,36202,30187,79553,88900,14918,295963,181939,13595,156574,122509,107206,119246,41779,22362,0,
222,22223,23045,34556,50815,34202,32745,74116,87636,14349,291825,173904,8916,144348,259344,110807,110759,40497,20910,0,
223,21784,24811,37987,49668,22216,27790,71222,102564,11662,315145,182537,141180,163771,126884,107660,124684,44593,20643,0,
224,24528,25276,37932,51154,25986,27772,82355,87328,10846,305581,180400,9762,155477,126150,108789,117718,40845,22058,0,
225,21700,22261,29258,50422,37499,23113,75281,85628,11886,294753,177394,12537,142359,120872,102475,109426,34397,26493,0,
226,21716,26653,32365,44817,26215,22194,69250,79105,11276,292432,171227,8936,157591,117665,110554,113906,39737,21187,0,
227,19888,26518,35050,47018,23323,25802,62433,101152,10302,300199,149852,10016,144986,117966,100542,101200,39595,25389,0,
228,21639,31669,41098,46940,28772,24866,70870,94619,14128,326330,163482,14002,170717,111999,109581,123098,44585,22225,0,
229,17055,28423,37825,54127,40907,36660,76144,108777,13713,361653,173406,10752,175045,121118,248580,126337,40606,25149,0,
230,19362,24281,39469,55213,33225,33667,78265,94102,13099,323550,189229,14017,157407,133316,112985,121074,43349,24987,0,
231,22288,27250,39421,54763,23452,24368,78428,96929,141551,347176,189194,9767,170920,129598,118160,127184,44730,25791,0,
