172.20.0.0,172.20.1.164,172.20.1.165,172.20.1.166,172.20.1.167,172.20.1.168,172.20.1.169,172.20.1.170,172.20.1.171,172.20.1.172,172.20.1.173,172.20.1.210,172.20.1.215,172.20.2.148,172.20.2.149,172.20.2.150,172.20.2.151,172.20.2.152,172.20.2.153,172.20.2.154,172.20.2.155,172.20.2.168,172.20.2.169,172.20.2.212,172.20.2.217,172.20.2.218,172.20.2.226,172.20.1.211,172.20.2.228
12,9,7,14,9,6,6,10,3,7,16,76,13,14,8,3,7,14,7,10,4,0,0,2,37,7,69,8,0
4,8,8,13,9,13,9,9,12,13,96,67,13,7,4,7,11,8,7,6,9,0,1,1,158,4,84,0,1
22,12,12,5,6,5,10,5,4,9,5,64,9,6,7,8,10,6,8,11,4,0,0,2,27,4,66,13,0
8,13,8,5,8,12,13,12,16,10,4,56,12,4,4,3,7,11,7,10,10,0,1,1,30,0,87,5,1
21,13,20,10,17,14,14,6,8,10,5,87,85,14,7,10,7,14,14,4,4,0,0,1,89,14,98,16,0
9,11,5,8,11,9,16,4,16,13,3,74,9,8,7,4,11,10,14,8,4,0,1,2,26,6,84,4,1
6,9,16,8,9,8,13,9,6,13,5,65,11,3,7,14,3,7,3,6,6,0,0,0,28,10,83,6,0
11,5,9,14,8,13,10,11,11,23,9,64,9,10,13,10,8,12,0,3,8,0,4,1,32,6,85,8,0
4,1,9,2,9,10,9,12,5,62,13,64,16,11,7,10,11,14,6,15,13,0,12,1,33,3,68,1,0
21,9,10,3,12,6,10,14,13,44,8,64,4,4,7,5,9,12,7,13,8,0,7,2,29,4,71,11,0
4,5,11,11,8,13,10,12,8,26,8,62,14,7,7,7,4,5,7,8,9,0,5,1,32,10,78,0,1
24,9,4,13,5,11,14,2,10,26,4,60,12,4,4,18,5,4,7,6,11,0,5,1,31,14,78,17,0
10,14,9,11,9,8,9,5,7,44,7,72,1,15,3,14,8,7,6,10,10,0,4,2,18,0,72,7,1
25,9,11,13,8,7,3,12,5,43,8,72,8,5,7,5,12,12,8,17,5,0,4,1,23,11,78,19,0
12,8,12,5,6,4,13,15,9,48,15,72,15,10,3,10,15,13,6,10,11,0,10,1,21,0,82,9,1
7,5,13,12,14,2,15,17,5,32,12,63,11,7,8,6,12,8,0,12,12,0,6,0,29,7,86,6,0
11,11,11,17,12,5,10,11,6,50,6,63,11,8,14,5,7,9,17,13,8,0,8,2,33,4,88,8,0
4,9,45,2,12,17,9,16,8,53,1,49,16,4,4,10,21,23,0,14,8,0,9,1,35,4,92,1,0
18,7,12,6,16,6,10,6,3,36,4,72,8,14,14,8,5,6,4,7,10,0,6,1,31,11,58,13,0
11,20,9,7,6,7,13,7,6,25,12,44,9,0,7,7,7,7,0,7,7,0,7,2,31,7,76,6,1
20,9,8,11,13,18,13,12,4,42,5,55,5,8,10,12,9,5,0,18,4,0,9,1,18,3,91,18,0
14,11,13,7,13,6,8,10,11,100,8,62,13,6,4,10,9,19,14,21,10,0,28,2,20,3,82,10,1
20,16,4,4,6,9,3,14,25,63,14,69,8,10,21,7,9,15,8,19,15,0,18,0,40,4,77,17,0
11,12,17,6,13,8,12,11,17,87,4,74,12,11,10,11,14,14,3,17,5,0,18,1,28,17,95,10,1
4,3,13,21,14,14,10,16,6,103,15,52,11,9,4,11,11,10,9,30,4,0,20,1,45,3,81,0,0
13,13,14,17,8,9,10,13,12,118,12,46,12,8,3,16,9,14,0,26,7,0,27,1,29,8,95,11,0
8,10,7,24,12,23,19,22,18,91,28,93,16,18,97,15,9,19,3,16,9,0,21,2,42,0,89,1,1
22,9,8,6,10,6,17,17,8,75,14,74,9,1,11,13,13,14,6,14,15,0,15,1,30,11,89,15,0
14,7,8,4,10,11,13,20,12,91,15,45,10,8,0,4,6,9,10,18,13,0,14,2,26,7,88,10,1
20,5,36,7,19,7,8,11,4,45,6,64,5,9,7,11,8,4,6,19,16,0,8,0,22,11,78,15,0
13,7,10,14,8,6,12,19,10,79,16,72,7,6,14,11,13,15,4,20,16,0,19,2,27,0,89,11,1
10,4,9,6,17,12,11,14,16,49,8,64,17,12,7,8,4,6,6,16,9,0,9,0,40,6,90,7,0
7,11,10,14,12,12,9,13,14,62,9,71,8,9,6,4,12,7,8,22,16,0,11,1,29,4,83,5,0
4,13,10,12,22,17,10,14,4,57,3,88,8,8,11,11,14,18,14,24,10,0,20,2,34,7,101,0,0
13,5,12,10,12,5,7,13,8,107,17,68,8,12,7,4,5,11,7,27,5,0,13,1,40,11,73,6,0
10,6,5,7,4,10,9,17,24,105,10,64,13,15,10,4,8,10,30,21,10,0,23,2,32,4,78,4,1
19,6,4,11,22,12,12,15,13,103,12,93,5,16,34,11,13,24,22,19,14,0,23,1,23,11,68,14,0
12,14,5,9,18,12,6,16,3,78,15,64,11,8,4,15,9,19,25,13,11,0,14,2,22,10,89,8,1
19,18,21,2,14,10,102,24,16,119,21,71,2,12,11,16,4,16,42,26,16,0,29,0,150,10,80,13,0
7,12,3,17,5,11,8,20,7,66,19,53,5,6,11,2,19,9,14,11,2,0,8,0,25,10,83,4,1
9,12,10,8,20,10,7,14,10,98,11,82,11,11,4,18,9,19,19,26,17,0,20,1,34,3,80,5,0
2,15,10,14,18,8,25,22,14,110,18,84,34,15,11,14,9,19,46,26,14,0,25,1,39,3,109,0,0
8,9,12,13,20,9,10,17,5,77,23,79,7,9,14,13,17,8,38,23,8,0,22,2,28,11,78,4,0
21,16,11,9,15,17,14,30,13,124,15,77,11,15,31,12,3,12,40,28,18,0,28,1,24,10,97,17,0
13,6,12,3,11,11,11,10,17,85,9,77,10,10,9,8,16,9,18,16,12,0,19,2,23,14,76,11,1
21,7,4,2,8,12,12,15,11,70,18,61,17,10,27,7,4,8,17,14,10,0,22,0,23,14,65,17,0
7,10,16,10,7,10,4,17,7,52,12,76,12,11,6,9,17,31,13,12,17,0,16,0,26,11,109,4,1
7,8,2,8,7,8,12,16,9,74,18,68,17,16,7,13,9,17,13,17,5,0,14,1,31,7,88,4,0
13,3,14,10,19,12,7,14,12,76,10,78,5,12,14,15,6,10,24,21,10,0,16,1,31,11,63,11,0
10,8,10,12,22,7,9,17,11,92,18,61,9,11,0,17,6,5,31,24,18,0,23,2,32,7,85,5,0
19,15,14,3,12,12,11,17,2,42,17,73,11,8,10,7,11,8,22,18,11,0,10,1,23,4,70,12,0
12,11,10,5,18,3,11,28,17,117,23,82,11,10,8,15,15,13,48,29,17,0,32,2,28,14,73,8,1
19,10,37,10,16,12,17,17,15,42,20,73,3,12,6,10,9,11,38,16,16,0,9,1,24,7,111,16,0
10,16,13,10,15,9,6,21,33,149,19,86,9,15,10,14,17,13,47,38,16,0,33,0,20,7,98,8,1
18,11,11,7,21,8,14,20,26,95,28,85,6,11,44,12,9,12,51,26,12,0,23,1,25,11,91,16,0
4,8,27,17,13,7,5,17,12,103,22,68,6,2,10,6,17,27,28,20,14,0,28,1,28,7,92,0,1
8,15,6,12,14,5,15,18,19,114,22,80,6,14,0,10,6,19,40,29,15,0,17,2,34,11,81,5,0
8,8,3,14,10,5,17,21,15,81,22,58,8,10,11,13,11,12,31,27,6,0,25,1,31,7,85,6,0
14,10,8,9,15,32,11,26,11,138,26,83,4,14,13,18,22,11,34,33,16,0,29,2,42,10,96,11,0
22,8,12,0,16,1,11,28,16,91,23,73,9,4,14,16,2,9,51,33,20,0,22,1,24,7,79,15,0
6,13,5,16,18,3,20,20,18,106,18,101,6,11,54,10,14,16,37,22,16,0,29,0,26,10,81,5,1
16,11,8,11,18,15,17,22,14,119,29,61,11,9,0,16,3,18,45,25,14,0,26,2,25,11,111,9,0
3,15,22,17,100,9,5,18,24,62,18,50,5,16,3,3,10,9,52,18,10,0,9,0,152,8,72,0,1
12,11,29,16,13,7,4,24,21,42,20,62,3,5,3,6,15,9,51,19,7,0,7,2,33,11,96,8,0
18,12,10,13,15,7,10,24,15,120,32,74,4,10,0,20,8,28,47,28,15,0,27,1,32,4,71,10,0
13,14,9,13,18,6,9,22,13,92,36,77,8,12,12,13,12,11,59,25,9,0,17,2,31,17,88,10,0
18,2,11,10,13,9,13,19,18,44,19,80,12,11,7,19,12,10,34,8,16,0,9,1,25,10,87,18,0
8,9,5,11,12,4,14,35,98,83,22,77,9,13,3,14,14,11,61,23,21,0,18,1,144,8,68,5,1
16,12,12,4,12,12,15,21,18,88,25,49,10,14,3,12,10,5,46,28,6,0,20,1,27,7,84,12,0
3,3,9,17,10,18,14,17,13,91,22,68,2,7,36,6,14,16,58,14,7,0,16,0,26,4,70,0,1
21,12,9,14,7,18,13,20,30,99,21,93,9,11,52,11,16,22,43,24,15,0,19,2,31,6,82,17,0
8,14,27,6,11,5,8,29,32,70,28,66,10,7,7,15,13,12,76,19,12,0,13,1,32,7,88,5,1
16,12,12,6,18,8,9,26,10,64,31,71,6,13,11,16,13,14,58,21,9,0,11,1,36,4,88,13,0
7,12,17,3,16,9,7,16,21,82,29,68,8,15,14,10,12,15,34,17,14,0,14,2,26,3,93,4,0
7,10,12,8,18,9,15,24,13,114,34,87,4,15,0,20,15,20,62,33,13,0,24,1,29,7,90,4,1
14,18,9,11,18,8,9,29,11,78,37,58,12,13,6,13,9,7,66,20,9,0,21,1,19,14,99,9,0
8,15,8,7,25,4,14,35,16,132,37,66,12,5,11,12,14,14,67,36,16,0,38,1,29,11,95,4,1
23,2,5,12,14,7,21,35,21,193,38,69,14,5,11,14,10,14,89,27,21,0,21,1,148,7,82,13,0
8,13,5,8,20,14,12,32,28,82,34,70,2,7,35,9,2,15,94,25,16,0,16,1,29,0,74,4,1
14,10,52,13,15,13,15,26,26,113,20,87,7,8,40,9,10,20,60,29,14,0,20,1,38,11,111,13,0
30,8,10,3,11,16,13,24,25,71,16,72,4,12,6,9,5,19,48,16,14,0,15,1,32,7,76,23,0
9,10,16,9,16,10,13,27,6,47,31,61,11,5,8,15,5,16,52,14,7,0,9,1,32,10,103,5,0
14,8,8,8,16,8,15,18,14,75,36,70,3,6,10,16,13,11,53,27,13,0,18,2,18,6,75,8,0
6,19,8,6,23,10,6,26,14,72,35,60,5,5,7,12,9,14,83,26,17,0,17,0,24,11,67,4,1
25,17,4,10,14,8,7,18,12,65,18,82,7,2,10,16,6,16,60,20,16,0,16,1,22,10,64,18,0
8,12,16,3,22,14,4,24,23,95,49,83,6,16,0,15,19,11,104,24,13,0,20,1,29,11,87,4,1
27,8,8,13,9,7,13,22,27,97,22,82,12,8,3,14,6,17,69,34,11,0,16,1,29,14,76,20,0
7,7,14,11,13,10,20,27,23,83,37,73,5,11,31,19,12,9,98,24,10,0,16,1,31,11,73,4,0
6,11,32,6,15,6,5,22,32,70,22,72,9,14,12,14,8,9,77,22,15,0,11,1,35,0,79,4,1
16,13,9,9,8,7,12,30,10,82,29,68,14,8,10,5,13,30,60,18,15,0,17,2,25,11,90,11,0
6,3,13,7,19,4,16,27,21,97,32,60,15,7,11,9,5,20,67,19,17,0,25,0,26,10,90,4,1
29,9,10,8,19,2,9,38,16,112,38,65,14,8,4,19,21,16,75,28,13,0,22,1,29,10,82,23,0
10,19,5,12,18,18,9,10,17,64,17,50,6,8,3,9,11,3,31,21,6,0,12,1,25,11,98,5,1
23,15,10,10,25,4,11,28,20,167,39,59,6,10,7,19,14,9,87,47,15,0,36,1,30,10,74,19,0
9,14,9,18,16,13,19,32,21,97,35,83,12,10,31,13,9,15,62,25,10,0,22,1,31,17,121,4,1
10,9,14,9,13,11,17,30,34,148,26,84,6,17,11,22,18,19,78,33,15,0,42,1,38,7,79,5,0
3,13,28,17,29,10,15,31,18,129,35,56,11,9,6,12,12,12,75,29,16,0,24,2,22,11,119,0,0
6,5,15,7,10,18,15,25,20,164,28,102,5,8,66,20,11,18,56,28,18,0,26,0,30,11,80,4,1
23,15,30,10,17,9,8,28,22,127,33,67,8,13,29,15,11,31,75,32,7,0,28,2,22,3,93,19,0
7,8,9,97,18,4,5,34,19,123,28,86,11,17,14,13,10,24,56,22,13,0,25,0,148,14,81,4,1
28,13,10,12,17,13,4,27,20,103,46,75,3,7,4,11,16,12,105,32,19,0,19,1,26,11,82,21,0
6,16,9,13,18,13,12,22,17,115,36,68,12,14,14,13,10,14,71,24,18,0,22,2,30,7,93,0,1
10,14,9,9,19,15,12,27,14,100,31,70,9,16,7,19,10,12,82,39,16,0,29,1,35,3,93,8,0
15,18,22,13,24,10,12,24,26,127,25,56,12,8,6,23,12,16,72,32,15,0,32,2,32,4,92,7,0
8,2,14,13,16,7,14,39,29,140,41,77,19,14,28,19,17,17,76,30,16,0,31,1,29,7,108,7,0
26,15,43,13,16,7,9,42,32,152,42,57,9,8,7,12,14,22,84,36,11,0,36,1,22,10,113,18,0
7,7,9,15,15,15,11,25,28,139,23,72,11,10,6,20,7,17,65,22,17,0,34,0,27,7,113,4,1
24,13,11,16,12,12,13,23,17,83,25,76,6,14,42,15,9,18,40,20,8,0,26,0,26,0,82,17,0
11,13,8,7,12,18,15,31,35,80,38,65,6,15,7,8,16,17,112,30,22,0,29,2,27,8,93,6,1
20,11,8,8,15,11,8,26,17,102,33,67,6,8,0,8,12,11,65,23,11,0,17,1,29,10,92,11,0
6,13,12,13,12,7,11,25,25,109,32,68,15,3,33,10,13,17,61,31,21,0,32,2,27,3,85,0,1
6,16,17,7,20,11,10,30,20,158,36,77,10,11,6,19,15,25,81,44,12,0,40,1,33,9,87,4,0
13,6,4,10,26,11,10,29,21,95,36,81,11,17,8,10,20,16,93,25,18,0,23,2,23,4,71,12,0
6,12,26,10,14,9,8,26,18,129,28,67,6,7,37,20,7,20,48,40,10,0,28,0,32,0,98,5,0
26,12,5,12,17,12,15,35,38,90,33,91,11,13,40,9,19,13,92,15,23,0,20,0,22,9,96,19,0
10,13,19,8,25,12,8,30,26,125,23,72,12,5,6,15,16,23,87,28,14,0,27,2,32,6,96,4,1
19,19,45,16,17,4,14,37,26,122,36,73,17,9,3,17,13,20,103,38,17,0,30,1,24,7,119,11,0
6,6,10,11,21,10,10,39,30,84,58,80,8,8,33,17,7,19,115,20,19,0,18,2,30,6,93,0,1
10,14,14,8,11,9,15,30,24,87,34,86,13,13,36,13,16,22,74,16,14,0,17,1,29,3,99,7,0
26,19,13,12,21,9,8,37,25,146,44,61,15,8,7,23,17,8,84,35,17,0,35,2,29,8,101,15,0
7,10,48,15,26,5,10,31,22,146,36,76,11,10,4,20,18,18,79,31,12,0,33,0,31,14,80,7,0
21,14,67,6,21,13,13,44,21,113,44,86,10,8,13,13,13,22,121,33,15,0,31,0,145,7,94,19,0
5,9,24,1,24,11,9,33,20,89,50,93,4,14,14,15,17,20,119,22,11,0,21,1,23,14,93,0,1
26,11,10,9,15,10,30,23,26,157,31,96,17,12,30,23,19,22,95,29,20,0,35,1,36,10,88,22,0
6,9,2,21,16,11,9,30,29,156,31,75,10,12,31,15,13,13,67,34,21,0,44,2,30,7,89,0,1
25,12,21,12,10,9,16,26,22,228,17,63,11,9,0,25,13,30,73,37,19,0,47,1,33,10,81,21,0
40,20,12,9,18,8,9,31,28,113,47,87,8,15,4,21,13,36,116,24,18,0,33,2,31,7,90,31,1
10,18,7,6,14,8,16,38,24,168,34,91,10,14,33,27,14,17,92,38,16,0,39,1,35,7,77,7,0
8,15,10,13,26,17,4,25,26,153,44,52,11,3,10,16,18,16,105,30,15,0,29,0,20,4,96,8,0
9,12,9,17,14,17,14,47,15,145,38,81,6,14,32,19,10,26,80,31,20,0,40,1,25,6,86,6,0
17,5,10,1,21,5,19,128,27,157,44,64,7,3,8,16,15,22,76,35,16,0,42,0,143,10,86,18,0
6,15,26,7,24,12,12,34,18,224,41,80,99,13,15,17,15,27,79,50,14,0,51,2,100,4,101,0,1
19,10,10,9,9,19,15,27,18,164,22,100,10,11,39,14,15,20,70,48,20,0,40,1,25,6,75,16,0
9,16,25,7,13,9,7,27,19,160,30,57,11,5,10,16,4,22,63,33,17,0,39,2,31,4,85,5,1
17,21,3,13,16,16,19,31,24,136,22,78,11,6,41,14,6,21,70,27,14,0,34,1,31,10,92,15,0
10,15,5,12,20,9,15,37,25,135,46,86,7,14,14,22,17,29,111,27,17,0,35,1,28,7,78,8,0
11,7,5,7,22,13,20,27,17,131,25,84,12,6,6,16,13,25,96,29,21,0,27,1,28,7,92,7,0
17,8,11,14,19,17,4,34,24,166,30,78,9,20,0,17,19,18,85,53,27,0,45,0,21,7,85,11,0
6,10,10,9,18,13,8,34,27,185,42,86,5,15,36,12,12,22,83,53,19,0,49,2,26,8,95,0,1
22,21,3,12,18,11,13,39,18,132,37,97,11,9,21,23,17,21,107,26,23,0,34,1,26,10,87,19,0
12,11,38,13,14,5,13,37,23,152,47,79,9,16,10,21,13,12,107,32,19,0,34,1,31,10,99,9,1
23,15,25,9,22,8,13,45,41,166,62,77,13,9,37,20,8,16,144,37,26,0,46,2,32,10,86,16,0
12,4,8,17,15,9,14,41,25,169,32,79,8,7,25,14,10,28,72,33,20,0,48,1,31,11,91,10,1
8,7,19,12,23,15,17,37,29,150,48,91,6,15,11,27,14,27,137,30,17,0,36,1,32,14,93,6,0
6,103,33,15,22,14,16,37,30,221,33,102,8,14,39,23,17,18,94,53,18,0,42,0,140,11,97,5,0
7,15,18,13,12,10,16,36,37,88,34,79,9,8,27,13,15,18,107,29,11,0,19,1,27,6,86,1,1
23,14,15,11,22,8,16,34,26,169,30,49,7,4,0,16,8,27,65,39,14,0,42,1,21,0,111,19,0
13,14,16,11,15,11,6,34,19,140,31,74,10,14,10,14,12,21,67,30,20,0,36,1,28,6,96,10,1
22,15,11,8,21,5,14,37,28,153,57,70,10,9,14,18,12,13,125,37,22,0,33,1,28,10,90,14,0
11,15,31,18,27,11,13,42,28,219,41,100,5,14,40,16,23,37,93,40,22,0,49,1,32,7,111,8,1
12,22,30,13,22,6,11,33,24,160,122,83,10,13,32,14,4,28,83,35,20,0,37,2,156,10,97,7,0
16,8,12,12,19,9,7,45,18,202,52,76,8,15,0,16,17,39,124,38,27,0,61,0,27,17,80,14,0
3,12,8,13,23,6,11,27,22,198,37,70,11,12,14,24,9,30,88,50,15,0,46,1,27,6,84,0,0
19,11,10,10,28,14,12,31,24,172,41,77,11,21,29,19,16,15,75,45,24,0,41,1,18,8,119,14,0
12,15,12,15,21,15,17,37,32,147,42,63,10,10,7,20,6,17,106,36,20,0,33,1,24,7,111,8,1
21,11,17,8,18,5,6,43,23,195,40,83,10,9,11,22,16,22,95,46,24,0,56,1,26,10,80,14,0
12,11,60,13,8,8,10,27,21,176,37,69,13,10,8,18,15,34,82,30,17,0,47,1,27,11,117,8,1
21,10,7,11,22,9,17,43,32,210,43,75,17,8,11,13,20,23,100,47,22,0,39,2,33,4,102,13,0
4,9,26,18,23,10,15,47,29,234,54,112,16,14,37,22,14,33,119,51,28,0,52,0,33,21,113,4,0
7,10,14,7,27,15,13,31,24,214,24,70,9,19,14,19,10,30,69,37,15,0,45,1,31,3,110,1,0
21,9,32,15,19,17,12,43,35,142,51,84,4,11,35,18,12,24,103,35,22,0,31,0,24,10,98,13,0
13,12,10,7,19,11,12,40,31,212,43,57,15,9,10,17,19,27,79,47,12,0,56,1,24,4,107,10,1
20,7,10,12,31,10,18,31,16,163,30,109,9,14,37,24,20,23,69,40,20,0,40,1,27,10,88,13,0
12,12,32,4,20,7,13,39,35,173,47,62,8,8,8,15,19,16,115,38,21,0,46,1,22,4,102,8,1
24,9,39,5,27,7,16,38,20,230,41,96,9,17,7,26,17,34,101,44,22,0,55,2,30,14,106,17,0
4,10,12,10,14,13,19,38,16,207,27,96,9,15,32,25,16,17,69,47,18,0,61,1,31,10,85,2,1
4,14,3,12,15,12,12,31,7,172,29,82,12,13,7,18,19,30,64,41,13,0,46,1,36,14,86,2,0
7,5,1,6,18,4,9,38,14,239,29,81,10,19,30,20,15,29,60,52,18,0,59,0,25,7,57,6,0
12,8,9,9,21,2,15,35,14,225,35,71,7,14,0,14,17,32,80,48,25,0,53,1,28,7,76,9,0
22,11,13,12,17,11,12,44,33,226,48,80,5,22,6,20,16,17,113,49,25,0,58,1,23,7,87,16,0
12,14,48,13,27,12,11,53,24,291,52,87,4,21,36,24,9,28,131,69,26,0,88,1,30,10,96,8,1
21,11,20,10,27,15,99,30,24,196,45,82,16,14,14,18,16,29,101,46,14,0,51,2,144,8,113,13,0
33,13,15,17,18,9,10,31,24,136,40,81,8,15,7,22,18,24,98,38,19,0,44,1,30,14,88,27,1
14,12,3,6,43,9,11,43,35,223,39,84,13,14,11,19,13,24,112,53,21,0,58,1,41,10,102,11,0
10,22,28,6,24,12,16,41,23,242,49,98,15,15,29,26,18,26,102,56,23,0,65,0,30,14,114,7,0
11,19,23,12,30,5,11,34,20,214,28,76,14,9,3,17,13,38,90,38,22,0,65,0,28,14,96,9,1
21,7,12,10,24,18,10,36,14,344,40,101,13,21,39,21,18,37,74,73,21,0,79,1,26,13,90,16,0
12,6,4,9,22,9,15,38,24,217,43,94,4,16,30,27,8,17,71,50,25,0,43,1,27,14,70,8,1
22,6,39,14,28,12,12,40,37,283,49,81,7,12,30,29,14,34,109,61,24,0,75,2,31,0,103,12,0
3,16,27,15,23,10,11,36,16,213,46,98,9,12,39,16,17,34,93,35,21,0,52,1,36,11,103,0,1
18,13,12,15,22,11,2,39,41,251,28,86,16,13,10,23,21,29,78,47,18,0,51,2,32,14,107,13,0
6,18,10,6,28,2,11,36,21,207,39,76,16,9,0,18,11,19,68,49,24,0,42,0,27,11,121,4,1
14,13,9,8,22,8,12,36,22,159,52,67,10,14,4,20,11,22,91,38,11,0,41,0,30,13,102,13,0
9,11,7,13,21,14,16,42,26,224,41,88,5,21,38,23,14,27,85,45,23,0,59,2,19,4,84,4,0
13,10,4,9,19,6,15,38,16,297,37,92,14,17,11,31,21,31,68,72,22,0,68,1,26,11,89,11,0
21,12,29,10,20,5,17,52,21,208,53,92,10,9,43,22,14,23,105,50,30,0,42,2,25,4,107,17,0
4,23,6,6,21,12,10,30,28,204,36,76,12,12,10,20,8,29,101,44,20,0,45,1,31,4,91,0,1
17,13,23,7,24,14,14,50,28,259,46,132,9,19,63,27,16,42,103,46,31,0,57,2,30,15,88,12,0
7,12,9,5,29,11,13,39,23,243,45,85,13,20,10,25,13,30,108,53,21,0,59,0,31,8,91,4,1
23,7,83,5,27,27,16,38,30,218,39,92,28,16,39,25,15,29,81,55,14,0,53,0,50,8,139,20,0
7,22,5,15,25,9,7,31,47,152,41,65,14,6,10,14,12,15,104,28,19,0,33,1,24,10,109,4,0
16,14,14,9,22,4,6,33,18,168,21,62,19,13,14,21,10,16,55,40,12,0,39,1,23,6,92,13,0
19,17,7,17,21,14,5,33,12,230,37,70,6,15,6,28,11,24,69,51,17,0,52,2,24,11,105,11,0
8,11,10,12,24,1,15,30,21,215,48,59,12,8,0,22,13,25,75,49,19,0,41,1,30,4,95,4,1
14,6,11,11,114,3,10,32,21,194,44,81,7,12,36,22,11,33,77,29,14,0,45,2,154,10,84,10,0
7,16,20,12,27,10,13,46,31,230,51,92,6,11,41,22,10,32,115,46,25,0,51,1,28,14,83,4,1
26,13,14,11,17,15,7,35,28,222,39,72,6,8,7,19,12,40,82,39,14,0,54,0,32,14,103,22,0
9,29,31,13,28,10,30,44,34,197,44,99,8,15,65,20,17,32,130,50,20,0,54,2,36,8,110,4,1
11,16,27,4,17,8,9,38,25,316,43,77,15,18,6,27,10,41,112,68,22,0,76,0,37,10,72,10,0
8,13,16,16,21,11,5,42,22,292,27,78,13,11,8,27,14,26,73,66,27,0,80,2,23,11,96,4,0
10,15,6,10,27,17,20,35,12,195,50,88,15,9,29,18,17,33,90,48,23,0,52,1,24,7,113,5,0
16,9,11,13,28,4,16,45,21,153,61,68,10,22,11,16,16,24,162,39,24,0,34,2,21,3,93,9,0
7,6,1,17,19,6,21,49,15,206,45,58,9,11,8,19,13,23,90,47,26,0,51,1,28,3,107,4,1
25,19,9,8,24,13,15,46,18,254,49,61,6,5,10,25,12,17,139,56,16,0,65,1,30,6,97,19,0
8,13,52,15,20,9,20,56,39,155,53,94,5,10,38,15,14,22,175,44,28,0,35,1,30,6,98,4,1
25,16,29,8,27,6,16,47,33,222,30,114,8,21,37,20,24,37,95,53,20,0,56,0,33,10,103,19,0
7,18,33,15,22,8,17,45,22,253,48,120,7,24,68,24,13,42,88,46,26,0,60,2,32,13,106,4,0
8,16,10,12,29,1,15,50,31,256,36,80,1,17,6,31,17,24,110,53,21,0,54,1,24,9,89,4,1
3,13,13,9,20,6,5,34,27,220,47,62,6,21,14,23,12,14,107,51,14,0,51,2,21,0,74,0,0
6,17,3,16,18,5,3,37,18,175,48,85,6,14,6,21,22,25,110,46,21,0,47,1,27,11,82,1,1
