index,172.20.1.203,172.20.2.221,172.20.1.202,172.20.2.233,172.20.1.213,172.20.2.231,172.20.1.214,172.20.1.204,172.20.1.205,172.20.2.222,172.20.1.217,172.20.1.216,172.20.2.236,172.20.2.232,172.20.1.206,172.20.2.223,172.20.2.237,172.20.1.218,172.20.2.234,172.20.1.222,172.20.2.224,172.20.1.207,172.20.2.238,172.20.1.221,172.20.1.220,172.20.2.235,172.20.1.208,172.20.1.209,172.20.2.229,172.20.2.225,172.20.2.239,172.20.1.219,172.20.2.230,172.20.1.212,label,target
13,12120,4815,15350,9050,16121,6995,19674,10038,9720,7772,26404,27698,11119,7757,9929,5890,70070,28706,42371,6832,7803,8235,14027,37384,38016,14792,21176,25342,19424,20605,16357,6835,9190,9272,0,
14,14304,9756,146615,10012,15845,10719,16873,14348,5192,8533,22658,19880,12927,13243,9330,10429,60394,31857,42179,28529,10839,8249,15085,38613,41440,16074,20939,25324,20528,21902,18964,8433,11064,7552,0,
15,12399,7340,13705,11399,15521,9774,24291,8429,11907,13960,27053,23276,18088,16210,143423,6833,64415,47848,44844,29468,10070,10558,26367,37749,169537,28985,27155,24719,17287,23968,18059,9485,10799,13907,0,
16,13904,13033,10088,9827,19613,12145,17385,22118,8397,10686,24218,24846,13231,12486,10199,8372,59852,45857,40607,25159,10082,8945,23172,36114,37005,21965,27130,22421,18664,24518,21368,10364,10205,10867,0,
17,18318,6857,13660,11069,16885,11298,16063,10288,17009,8556,24600,25014,16795,20019,10670,9374,54046,56028,45885,33710,7610,8489,26672,35269,37222,26365,30394,163732,17187,23740,21347,5811,8939,9433,0,
18,16196,9033,13028,10115,15977,10120,19187,12232,10899,10032,28446,28831,14381,15589,8422,7771,65195,41373,62927,25027,7470,10610,25693,43434,41149,22951,35705,30460,24990,22051,18190,6600,7946,10270,0,
19,13497,5692,16498,10105,19889,11390,19782,9381,16568,11427,25565,26500,20806,18424,7567,6604,56058,59330,57264,25456,6093,7360,26260,40541,43130,25156,24507,32188,22899,22452,20609,7099,14290,9506,0,
20,15717,12225,12380,9211,20439,16765,15946,10702,12475,8550,21661,20461,18366,16043,8542,7229,52820,60075,55436,49498,7282,5615,31782,45573,42968,34183,35313,29756,32966,27148,24773,8468,9003,11889,0,
21,12279,7268,13741,8684,15613,8624,16994,13094,9376,21567,27241,27514,18679,21257,11818,9701,48860,44257,55844,50849,8930,8115,24586,39318,39832,27958,24923,29078,23813,21723,21287,7775,9504,13209,0,
22,146240,8781,10115,12530,19675,12172,20768,15587,13045,3990,25634,31082,17878,15536,6761,5919,60123,52282,64421,57102,8381,10660,33109,44128,44513,30373,30882,25672,31741,27901,21931,9685,10221,12912,0,
23,16784,8840,14747,11638,19915,12692,18746,9942,14530,18017,27334,164105,25562,19320,10684,5890,59508,47973,67623,52907,7435,8629,26044,43314,47224,32028,33735,24555,29028,27835,20756,14294,9344,9501,0,
24,12035,8319,14082,11599,20971,10808,21873,23880,17291,8118,35097,35505,20077,21371,9817,7264,87176,42270,62534,48623,7303,7836,27329,49341,45944,25238,36261,38123,26940,16893,27698,8999,11484,14643,0,
25,9273,14605,14339,10261,20042,12543,16093,9871,10480,11407,21925,22693,23802,23637,9986,6460,62737,183481,48612,66537,6080,11400,26173,43951,43545,30875,29948,29109,30585,33043,20522,8658,7831,11001,0,
26,13011,14500,15114,11504,18954,9711,24333,17125,16420,19862,30648,34323,24216,25759,9376,8391,77560,68007,48372,76378,7991,8306,41980,41382,37676,45520,31977,39843,26278,34385,24755,11009,11006,14602,0,
27,16545,10105,17232,11383,19334,12164,19631,13304,10459,7812,26800,26979,22009,23135,6945,8740,63363,45221,56563,90805,9522,6599,41978,48775,48289,38884,36338,32874,39039,34318,24933,8925,10472,8171,0,
28,11464,13205,15105,15342,21264,11772,19899,13645,25218,21930,34150,35387,33588,34517,8045,7842,63970,62787,66628,111105,7436,11178,45919,43190,47373,45480,36673,37155,33640,31554,28597,6335,15636,14668,0,
29,10328,11337,11718,14373,23350,13357,20855,146009,13107,9120,159173,23382,23059,25075,6410,5723,71068,56322,45679,92733,7030,7522,48546,47777,43857,45242,34938,41535,32701,34420,25995,5836,9547,13955,0,
30,12844,10128,13602,17447,19871,16670,20501,22701,20392,18845,31354,34472,32607,28921,6922,9356,82392,45970,50828,234565,9025,6729,38819,48819,45429,40832,30318,34768,29973,30020,25535,8282,13492,11356,0,
31,15099,14798,13411,15407,21587,15440,23783,20554,11401,14980,27431,29917,29655,25120,8208,9158,72719,80850,67813,95630,7624,8052,51561,48493,52853,52859,50602,41482,33872,30901,29544,8542,11016,21565,0,
32,15152,13260,14919,16790,18043,13680,19705,10516,14442,13418,27986,31641,30558,36523,8167,8005,73616,81092,52260,96130,10673,7553,42407,41417,45976,43995,33915,43636,32120,32797,25965,9298,14221,10572,0,
33,16578,15733,12766,12663,24621,12299,19767,21910,17955,16719,28301,30803,32111,34111,8504,6099,73330,75814,58448,99552,11298,9879,52882,45872,48349,51091,32364,36395,39603,32886,29378,7595,13683,15742,0,
34,15448,18270,17983,15643,19287,12734,21539,15018,16076,17507,32082,33147,33111,29724,10296,7433,95154,84182,47344,116807,9559,6652,55280,50929,52026,52353,44753,43543,47199,40212,30454,7662,13619,10461,0,
35,16342,12474,15105,18678,25095,13448,21795,15589,21958,10763,30993,31298,30457,30771,6100,6246,93199,70104,54558,83235,8255,7722,46105,53112,51041,47028,41998,40015,34152,33006,29495,9302,14157,10914,0,
36,14077,9734,12434,17299,22491,16886,16550,9670,10776,9484,31798,31004,28863,23561,8559,8374,80816,68393,45991,98903,5700,8232,44722,44864,45525,49913,38605,36150,35793,39336,26017,6343,11863,10017,0,
37,16403,17646,15144,15677,22331,14976,20579,26863,22156,17594,35026,34015,33814,36597,8976,6743,81232,74892,70619,107707,9917,8628,58288,53254,53455,54089,37666,43967,37324,40431,29547,7398,13957,12840,0,
38,12994,16831,18983,17734,21940,13445,20910,10880,9973,19474,29738,28281,32744,33711,7605,8944,80147,74785,63174,121404,8191,8861,55987,191295,55196,56877,180489,40374,45755,41460,30961,8081,14084,12360,0,
39,11511,12947,13669,16668,24307,15261,156993,13542,22045,14874,36969,31947,33161,29511,9953,13912,81291,70474,69521,111444,7239,7613,46227,56869,54626,47988,45688,38443,36153,39626,28928,9112,12805,14295,0,
40,13849,14088,151583,14677,24209,17618,26078,12773,146581,16509,33370,31548,29088,32885,6884,10463,96200,81960,63537,108035,7410,7528,55806,61453,58898,57902,51549,42458,41167,46252,30662,11012,12134,11431,0,
41,18212,12293,16897,16322,25264,17550,22130,16934,17612,9337,37841,44752,33742,34797,145242,10286,92865,70760,60575,118894,9529,9315,50402,47940,50413,51499,44106,43551,40321,45825,32311,10667,10836,151966,0,
42,14196,12857,16278,18501,27572,17603,23693,11990,15787,9424,29684,31699,32831,32404,4245,8745,93158,62008,68403,126201,7045,8170,51880,61916,194543,52085,41514,48500,49262,43858,33588,8468,12174,15397,0,
43,15407,12614,18360,17658,22674,16441,21399,23746,24121,12111,40693,40946,40263,34763,9492,11262,93492,72444,71550,121349,9014,8860,53917,54766,54837,57251,38216,43951,37500,44583,27928,9105,12591,8978,0,
44,14988,12855,9120,15806,26899,17287,25501,19512,16302,17223,31957,29788,33633,34521,9056,12758,82364,78187,74023,115393,7833,12436,49090,58381,61021,50231,43912,46557,41741,46291,30674,7521,13044,11805,0,
45,12133,17141,18823,16649,21746,17827,27575,12780,21252,19995,31471,30527,31443,34496,8797,9361,84518,81529,67707,109832,7999,8563,54086,56971,55005,51540,40904,52845,42455,43146,29333,9569,9869,13294,0,
46,13683,12144,13214,17835,24147,18472,27401,20702,25158,22722,40276,45492,30948,31909,10540,8184,101934,79345,65465,102337,9548,6566,53975,59225,60298,53161,46207,41211,48590,45163,30318,7620,12207,16422,0,
47,18814,15297,18531,17193,24562,13122,31469,20184,9263,10911,36274,35603,35139,39113,8852,8162,128174,81532,67123,135283,9703,141689,57942,73850,70239,60636,55283,187002,55165,50852,36182,8848,11883,13175,0,
48,15624,15114,18457,15403,27497,14642,24412,17704,11920,19323,45811,47230,35255,37638,8614,6265,115236,80461,73486,127544,7824,8818,52302,63430,63625,56405,42210,44241,47429,49150,32435,5544,10073,15528,0,
49,152402,13686,14419,16927,156942,14497,23144,19763,18649,15055,33450,175839,32035,31995,8744,7835,89981,69461,69481,124209,8622,8436,53592,61715,57667,55345,50351,41633,40765,43360,32997,9112,16369,9420,0,
50,17117,17358,18320,15462,26330,12913,21238,17308,20378,20164,43258,41288,33688,32229,12960,9133,88799,57089,91044,117497,8395,9959,45891,61791,65284,52159,37351,43661,46357,39781,31198,7743,10887,12728,0,
51,18997,11692,17793,14071,26921,12919,25625,15388,13539,12408,36263,38982,29205,30289,9005,9134,101040,64013,85380,101469,7864,10834,46603,65460,68846,47568,53827,40906,39723,46603,32453,7799,12693,16677,0,
52,18194,13627,14015,16630,22341,16894,26492,21557,14874,20196,42138,37956,27693,30832,13979,9733,117423,65059,73607,96477,4001,12213,52626,62625,59126,51057,47144,50962,45396,42425,28502,5576,11220,14245,0,
53,16774,16072,15958,16261,27239,17292,28736,19551,19129,16851,39149,34597,31765,31203,9865,10882,128546,85496,56439,90594,7639,8947,50664,65629,67799,46979,47330,43717,42226,43167,34798,3908,12159,15064,0,
54,19575,10596,20260,16520,31221,17306,29303,14252,21243,19134,44828,43907,33888,32898,7838,10665,132489,69811,88445,123577,9522,11413,53035,74868,73315,53014,53882,52923,45156,49265,35273,6832,11912,13469,0,
55,15721,11441,14460,17946,25043,19032,27117,158586,16671,13740,39485,42272,31891,32011,8630,7431,121364,62679,78348,120247,10868,4793,50961,68987,66946,49506,47472,44668,42417,48826,32229,9569,11405,14463,0,
56,18605,17990,18986,16924,25833,16486,24029,20243,15317,21368,39739,36756,34450,34570,13077,8219,113295,68583,60757,130968,9953,9959,58104,68078,68029,55639,48917,47047,47352,49161,33811,8995,15188,11538,0,
57,17094,15211,15778,17669,27184,20151,29481,11272,18081,16386,47888,46888,28523,29613,7997,6262,136709,74969,73708,97199,7622,9186,51858,70600,74732,50756,53283,53961,43675,39791,38076,10699,11068,16343,0,
58,19999,11331,19628,16451,30625,16292,25403,14835,10607,15277,39124,39166,34437,34488,8542,7410,130581,72187,74509,122166,9761,8425,56627,74267,70456,56708,47473,60919,48222,42410,36335,5622,11322,14918,0,
59,16505,13134,16216,18228,31070,18049,28519,23319,34197,14972,180405,48316,28846,32397,10843,9959,129234,76982,67415,99601,8291,8146,49590,65018,69888,49816,49574,50551,44108,41204,30643,11871,14231,12369,0,
60,20545,15914,20552,16410,31959,16699,25443,16827,17980,24343,47566,51755,33846,33588,7597,7796,133152,72888,89358,114287,8763,8630,55163,75146,78577,55107,54917,48456,53551,53777,34323,8348,14156,13270,0,
61,19388,15343,18266,19636,27779,18568,26279,22486,26615,14356,48117,43258,38389,33692,10918,10767,114886,75292,101223,120598,12208,6877,60820,73828,72860,61570,49741,54629,50802,49262,34642,8922,14723,12870,0,
62,16386,15645,18469,15308,25153,17578,25888,11096,18640,22852,42329,44276,33949,33077,8011,9919,120260,74054,76582,109861,9571,11066,51221,69887,70277,51575,47491,49951,40418,43247,38685,7778,13895,10848,0,
63,15263,11806,17933,18572,24371,19458,27692,30756,26150,18916,39606,39456,34131,38231,7756,8892,108108,70334,82609,131708,9932,10525,58426,69555,70945,55907,47645,50580,47361,49268,32100,6835,15582,12332,0,
64,19839,13476,20252,14506,25681,17072,26419,13244,14368,13998,53290,47072,27203,29053,7653,9159,122648,67233,92387,106219,6716,10581,48217,208554,70354,49519,43553,51067,49251,43916,34853,9193,11258,18356,0,
65,16499,12151,15683,15298,28211,13308,27478,16048,14636,16375,41157,42210,28494,31192,8181,5661,116600,62482,82488,103751,10840,10334,49216,62580,64493,44529,46700,44816,44008,40208,32268,9559,9999,14736,0,
66,17386,14380,19469,13618,26896,17633,28273,7911,21718,19244,36454,36921,32339,30626,11741,7802,118650,70904,82766,106455,10865,8214,49862,75152,75930,52115,52550,51846,42152,46593,37215,6754,14535,13395,0,
67,16533,12181,16684,16774,26707,17613,161974,19933,22154,18769,49189,47985,31199,33727,8297,12075,120407,80317,94410,107709,8594,8844,57163,72020,67845,61527,181468,55130,44574,48065,36428,5505,13252,13473,0,
68,17310,18090,18198,17432,29953,14269,28624,14899,146722,27693,40995,40888,35553,38454,146095,5728,116180,78936,94084,129708,9522,7494,59765,76284,77978,64150,51410,54801,46746,52464,37590,8880,15213,14819,0,
69,22029,14920,152333,16313,28596,15599,28465,26012,21134,15139,51010,50784,35271,34605,8252,8227,134843,83932,88620,127582,8409,10128,63071,71037,206820,59200,52342,50568,43781,46607,38303,6761,14898,14977,0,
70,18183,12839,20667,16154,25902,14830,31035,13413,20418,18825,42297,39007,28165,29739,9209,6643,118662,71806,103234,100401,8559,11765,48454,82980,80322,50998,55793,51650,46621,50011,36424,7898,11199,148246,0,
71,18858,14398,19082,17463,30499,19419,29416,25923,18799,22985,46943,47601,28676,27346,8175,8031,113391,70713,110465,106519,7461,8591,58173,75368,74830,53982,51629,50260,47588,48574,35062,9485,13360,17278,0,
72,21110,12511,16578,13483,29204,18418,26086,13475,17738,16113,45132,52820,34344,33714,9222,9588,121258,67450,105901,109474,7801,10122,51945,80763,82472,45990,49996,54895,45888,55696,34105,5769,10731,17889,0,
73,19798,17261,18399,19921,27631,21278,28017,15098,16483,11464,46901,46909,32950,31290,10541,6865,131492,87473,80409,126062,6863,9749,61094,75263,68132,57012,53773,55881,44056,50886,35227,9185,16252,11446,0,
74,18550,13404,24570,17272,28849,15692,25419,21172,22268,17889,46796,47676,34382,34898,8042,9764,124350,72288,92164,115892,5934,147657,56107,72438,74059,53072,55697,56009,44578,42972,36586,9182,10489,13890,0,
75,156051,11348,19297,13766,28556,17278,28225,19898,21812,13071,44892,43214,38150,38068,7493,12062,132597,64965,92891,124164,10148,6349,50986,76713,78077,51689,52711,178934,48298,48495,37449,9038,17797,10527,0,
76,21064,12324,20056,15703,28501,15637,31321,18002,16077,10833,49931,46330,36811,37037,10154,7041,143994,85523,89028,120571,6281,5702,61497,75915,79795,60008,64193,58574,49284,53584,34240,6642,11882,13363,0,
77,16756,12643,19948,15790,30183,14448,26557,14375,18379,21056,37073,39718,38088,39966,9106,10645,123917,78977,79943,129816,7621,8448,56283,71198,69262,55284,52461,56358,45894,47244,41651,145464,11231,16641,0,
78,15479,14930,17391,15895,28795,20515,29424,21726,17074,14464,48002,46299,34945,39031,9086,11820,114877,70616,90976,139156,10123,6957,60503,68378,69522,62789,50848,53317,42739,48432,33922,8770,15221,13464,0,
79,14524,13370,17912,15996,28763,17912,29315,23959,23283,25360,46394,47028,36135,37033,8581,13358,130796,66542,86029,141936,8443,5989,60978,72295,73061,62311,48116,53268,49228,50358,38488,7141,14972,19034,0,
80,18105,15947,18352,19502,25801,15304,23712,21737,20639,14214,41709,37412,33257,32779,6504,8859,103523,73759,89105,142698,10520,9760,63002,71015,70131,62328,55105,49075,56647,52209,35452,9520,10806,11277,0,
81,18114,15911,17259,19025,24102,20602,31739,26476,15221,30261,50479,47515,41367,39844,7721,12156,127941,215680,93416,161529,8032,9369,67598,75955,74218,69573,47883,60344,51514,55250,39705,8805,13716,15421,0,
82,22011,13989,18257,15985,30688,19179,29281,13886,13218,12974,40864,39747,40464,37027,8928,8971,116639,77679,92256,159025,8393,11210,62502,77164,74644,65075,64227,54193,52466,47410,36172,9991,16294,13948,0,
83,16864,17502,16707,19312,26854,17215,27768,14420,24645,18125,46434,50390,36961,36290,12145,10489,116123,75955,89963,140152,9580,9997,56709,67076,67820,59602,50949,45314,46132,50390,35927,8543,8709,16290,0,
84,19425,11867,16752,20768,34056,18697,32548,160919,18641,25037,44199,43455,42499,39951,7493,8226,119967,91441,85416,148740,10524,8037,65981,74445,73365,60469,55372,52045,52489,57116,40205,8013,15624,13777,0,
85,20919,13453,22034,19725,28444,17013,25493,11727,12882,11194,47566,49233,29504,27441,10644,6092,135919,68040,74893,134179,5901,8219,58755,74099,71902,59139,49392,49121,52174,49893,35150,8313,13679,12137,0,
86,17141,18311,14630,16264,25956,19280,27618,18140,23139,18947,41119,40367,42895,42224,10779,13621,118192,82264,79101,141951,9974,8904,58762,69959,75466,56272,49794,45267,50550,46498,39236,7050,13084,17593,0,
87,17025,14809,16477,19981,35498,20275,28691,16471,23301,17566,43158,43203,34314,30952,9201,8177,116840,69893,95782,146023,5548,7792,63655,76942,79106,69617,62138,57472,54109,53509,38303,10294,14562,16880,0,
88,19983,16234,21005,15779,23562,14923,25817,13223,18092,13822,41462,42031,40604,37768,7398,4161,122439,79453,81369,137247,9727,4390,58580,66819,68512,61141,52667,50755,51010,40675,36119,8472,10527,11673,0,
89,20483,13265,20614,20354,30930,19409,32450,31986,22727,35245,51297,49615,36298,39212,10450,10904,136997,77638,94006,153610,8975,6610,67524,78363,83839,63081,57744,57910,54806,53224,39342,11198,16381,20420,0,
90,20114,11547,16091,13520,26556,13210,26440,8955,18448,22244,42915,44427,33127,34007,9959,7062,118991,79419,89888,120894,8203,12014,63680,69015,73118,59047,57372,55735,50982,49045,36068,8615,12214,10435,0,
91,19906,13208,20471,16915,31129,19623,31946,14969,22635,23892,49670,52872,42608,37658,7694,9125,127878,71356,93599,128082,9535,6924,50138,77003,74381,47710,49225,50018,45730,46201,41239,8690,13894,13229,0,
92,19148,10923,16476,15571,22557,15934,158763,9390,14443,11184,38728,35930,28304,27260,6174,10904,106111,59581,76925,144070,7042,10139,62642,62970,71293,61780,53021,46996,56792,50502,35351,8162,15329,11149,0,
93,18848,17822,17327,18017,28438,19391,29042,28357,18890,23991,52867,49432,40742,39858,8349,8194,116848,82052,89615,139181,9012,12040,65475,203736,69180,61768,55635,46361,46849,52939,37891,5547,15364,18586,0,
94,19351,13075,16118,15536,31746,19746,32915,16392,16473,24197,39106,40967,37540,41128,141284,8623,132742,73438,95299,154548,7074,8637,65316,89621,222874,67591,53994,62769,61493,59354,43943,9376,15063,16309,0,
95,15621,16931,14452,19610,23830,15420,24432,21026,16862,14546,47483,46153,28783,33603,6890,7829,96376,56305,85698,144632,9500,5440,56398,60523,57819,60733,44423,49241,47148,43195,33836,7588,12416,11077,0,
96,21731,13968,20595,16175,29741,21528,27582,23197,20503,15405,42966,39247,36960,37855,8052,8958,130071,73681,93521,127713,9787,8053,58224,81344,79081,59898,52295,60579,52472,55256,36971,7518,14016,149142,0,
97,15489,13984,18700,15029,24170,17640,27907,15676,156610,19557,39017,45570,35175,35678,6672,9147,108788,63740,79620,140945,8773,8057,62202,69743,71756,59712,55994,49729,48626,48467,34120,7476,12930,17206,0,
98,17163,14673,19508,16081,31754,20605,30534,24677,31252,23168,49646,49314,41683,46708,9113,8681,131351,74708,104692,146338,9383,12076,61230,80342,80327,61790,56700,55879,55330,50348,39618,7401,16517,20296,0,
99,22448,15440,20974,18239,25617,20260,29112,20227,16704,10502,39459,39687,30166,35225,12223,10669,109145,59971,97262,139133,9949,14091,58828,72300,70158,61828,50470,58021,44366,51936,34896,7141,12793,12903,0,
100,16806,12547,16683,16981,30875,17846,28644,21206,22300,25015,53899,50177,30832,34357,10681,6866,130448,68458,82752,113260,9738,5492,47512,73019,69886,52766,47919,109180,52465,44969,37072,8993,12280,16499,0,
101,151128,9723,20432,16013,27501,15740,26107,28254,17047,10842,40915,42664,30645,27041,8552,6294,114969,78009,91792,103796,7462,138592,54331,73223,73465,55198,50093,62181,53412,46438,31369,5924,13237,12657,0,
102,12124,11389,23128,14531,29902,21615,31659,18405,18038,25311,56526,56015,35140,32663,9377,11614,123271,64912,101742,113027,9710,8675,53315,74343,72723,53325,47793,51631,46616,45541,36601,11089,15623,20105,0,
103,19439,12260,19064,18147,27705,13442,28266,20147,18527,14366,46319,43432,30076,33584,9772,8771,125198,55503,100764,114776,8067,5935,48902,82476,81097,48955,52479,54668,48665,52962,32208,8264,13554,15690,0,
104,18583,16348,15564,20088,31477,17253,31351,17862,15839,19389,48696,55479,40396,33387,7336,11474,117807,83446,100001,131559,8565,10550,59893,73853,77299,59082,53916,55180,48511,51293,39438,7063,15101,15113,0,
105,15871,11861,18552,15276,160687,16993,31883,16859,23791,22048,41368,41049,29108,31737,8161,8952,112958,79104,93091,92970,10509,10454,47491,80285,80765,49216,54924,51617,48342,46983,37538,12443,13727,19158,0,
106,19175,11810,19111,12845,28247,16486,24014,18916,21221,22417,44349,176311,33184,29844,10698,8638,112524,72365,89979,115050,9561,8863,56126,69724,70479,54096,51791,55382,43733,48248,33168,9721,12190,13802,0,
107,10593,17254,19028,15561,28984,15569,27884,24364,23861,16327,47090,44155,33762,31836,5137,11633,121940,73512,92378,112112,9723,9396,57052,70972,73624,55852,47917,54751,44072,43649,35004,139528,13391,15437,0,
108,21044,12621,19967,20089,28725,16110,28129,17060,14916,22875,43681,44920,28555,29710,9062,8385,123964,51015,98405,107566,7625,5186,50941,78306,76888,43849,55496,51395,47662,45866,33756,7096,11925,14458,0,
109,13666,14658,16959,12558,37375,15225,30638,28379,14915,20945,49421,47434,31782,31343,8440,8612,122078,71919,86741,103629,9598,7679,51019,69810,70736,50092,47555,52283,47261,47467,33336,7747,14295,15546,0,
110,18223,11088,15497,15850,28529,15266,27990,146626,13373,19182,47539,46650,28487,29595,9808,10095,109365,67553,108446,103580,9120,8204,48362,74106,71487,51265,52683,48863,44766,44362,32538,9343,13690,14237,0,
111,19206,12713,19524,16239,33767,15859,28136,17782,22350,20081,48299,49430,30217,30646,4871,10103,116291,198497,111666,115770,11316,8221,53000,80835,80476,49167,54037,54086,51925,45753,37720,4429,11974,15721,0,
112,17715,11494,18450,13555,33438,15075,30720,24833,16095,14483,47541,46268,28413,29077,4763,9765,131739,69420,90032,250193,9722,7569,59691,72469,73729,56075,50033,51056,52053,52315,38596,8925,14068,12416,0,
113,20107,11936,16736,13530,24837,17091,26407,16089,17351,15394,43959,44502,34111,34304,9013,10729,130082,75208,92088,114300,7256,10148,58226,74619,80418,54286,51725,56569,49655,49813,36222,6645,13353,12603,0,
114,17407,12671,16576,15375,31532,18934,33428,22892,26071,25089,176550,42175,38955,38981,8449,10887,120789,72264,84299,115057,11103,9790,48934,71351,79216,52657,53583,49214,47253,45177,37966,7434,17210,15857,0,
115,18209,16263,19190,16745,28135,15788,25792,17896,14498,18581,44316,43140,26537,26739,8794,7801,137585,72900,83009,104408,7478,5586,55973,74738,70518,58160,55651,50751,45360,47013,33524,6948,11510,15534,0,
116,14571,15601,16574,15637,26494,19102,27806,17311,18788,20122,46810,43235,35918,36086,7915,9148,125259,72898,76125,126526,10873,7604,57732,74070,73886,58800,48429,53544,51750,47628,35227,11050,16110,15109,0,
117,19590,12483,15675,16435,24367,17705,161102,24040,13464,15006,43676,41527,22414,26257,9401,11091,122476,71998,85265,89165,9379,9559,52519,72502,75281,50327,46865,53050,50119,47628,32935,7856,9971,14952,0,
118,20717,15628,16720,18047,29821,18155,31233,20715,23071,19101,49118,46449,40753,40699,8466,7840,145459,87711,84131,134914,9933,8145,61614,75524,75670,61246,60249,51943,49056,53965,37458,11279,12585,15714,0,
119,18226,12473,17932,16315,26860,18117,26226,21025,19052,20031,43164,40969,32269,30237,7902,8259,109878,86292,98404,102738,8217,12032,54552,80217,80159,55539,48312,53979,51844,47164,35582,4622,15119,12923,0,
120,16989,15076,17220,15240,27896,16295,25482,15974,24986,20219,47507,48093,34890,35429,6674,13412,120870,74193,89998,117104,10673,8792,48604,66947,65483,48424,49599,45286,45357,44814,32170,6526,12948,11381,0,
121,14718,13548,154835,18467,33119,16991,25836,28763,16199,15072,42106,41930,35596,30517,7871,11828,115347,57638,92357,134633,10495,9202,57173,79232,208834,61709,60788,48969,52948,49750,38557,7067,15138,18675,0,
122,19202,14987,21078,16874,27971,17231,25423,12837,11892,18573,46476,44727,36564,32647,9214,6490,120328,78401,74649,114430,6080,11939,49929,65772,66937,49419,46352,45933,44191,43239,33629,8162,11660,148749,0,
123,16894,11990,18516,17313,28164,19550,27409,22794,17630,16186,44429,38340,38961,38827,83465,5360,115466,88868,81290,113863,10493,7536,51905,75218,72070,54513,48666,50130,49665,50079,35783,9640,15227,17538,0,
124,16374,15472,17900,18369,26062,17973,27345,12297,158699,17604,43315,44176,25507,27196,7528,8196,114836,76208,101299,101070,10913,12492,53519,72259,75890,55293,188948,54150,50733,47980,33841,9224,9230,13384,0,
125,18532,15138,13961,13832,27785,17184,26694,12093,17746,26190,40704,40630,38488,39799,8645,8377,106691,73334,65273,136192,5920,9695,52305,61601,62321,55508,46263,46183,37483,53949,35314,5688,14238,17056,0,
