,172.20.1.164,172.20.2.148,172.20.2.151,172.20.1.170,172.20.2.149,172.20.1.165,172.20.1.171,172.20.2.152,172.20.1.166,172.20.1.172,172.20.2.153,172.20.1.168,172.20.2.154,172.20.1.173,172.20.1.167,172.20.2.150,172.20.2.155,172.20.1.169,label,target
14,88.0,54.0,55.0,164.0,31.0,110.0,233.0,120.0,56.0,304.0,393.0,57.0,161.0,349.0,129.0,98.0,119.0,87.0,0,
15,83.0,67.0,72.0,162.0,85.0,95.0,196.0,109.0,57.0,259.0,391.0,73.0,156.0,359.0,141.0,91.0,153.0,96.0,0,
16,111.0,53.0,57.0,304.0,82.0,59.0,229.0,90.0,49.0,254.0,379.0,73.0,164.0,358.0,155.0,83.0,141.0,80.0,0,
17,77.0,55.0,81.0,161.0,113.0,84.0,251.0,120.0,56.0,279.0,385.0,60.0,153.0,313.0,126.0,78.0,157.0,88.0,0,
18,88.0,56.0,78.0,176.0,83.0,70.0,243.0,113.0,61.0,402.0,415.0,78.0,220.0,343.0,139.0,114.0,135.0,92.0,0,
19,102.0,65.0,43.0,194.0,86.0,98.0,283.0,91.0,74.0,340.0,374.0,57.0,137.0,409.0,136.0,72.0,140.0,105.0,0,
20,116.0,55.0,86.0,216.0,105.0,88.0,376.0,133.0,60.0,414.0,485.0,64.0,252.0,447.0,177.0,102.0,167.0,108.0,0,
21,115.0,68.0,89.0,195.0,85.0,117.0,293.0,141.0,39.0,400.0,514.0,56.0,236.0,440.0,168.0,117.0,177.0,106.0,0,
22,115.0,81.0,75.0,223.0,73.0,96.0,299.0,174.0,62.0,460.0,550.0,51.0,258.0,467.0,173.0,122.0,204.0,88.0,0,
23,239.0,72.0,71.0,213.0,104.0,95.0,286.0,167.0,49.0,520.0,482.0,59.0,296.0,431.0,159.0,118.0,174.0,100.0,0,
24,107.0,58.0,75.0,206.0,103.0,216.0,306.0,167.0,54.0,379.0,517.0,52.0,250.0,428.0,175.0,127.0,186.0,105.0,0,
25,107.0,80.0,95.0,196.0,112.0,70.0,245.0,187.0,71.0,582.0,452.0,51.0,297.0,419.0,149.0,133.0,188.0,107.0,0,
26,99.0,89.0,108.0,207.0,111.0,111.0,274.0,191.0,59.0,540.0,494.0,54.0,286.0,384.0,148.0,130.0,180.0,96.0,0,
27,114.0,67.0,92.0,214.0,119.0,120.0,284.0,187.0,73.0,571.0,467.0,70.0,308.0,409.0,169.0,124.0,180.0,110.0,0,
28,112.0,85.0,76.0,233.0,96.0,97.0,332.0,195.0,52.0,501.0,605.0,58.0,310.0,485.0,166.0,127.0,211.0,222.0,0,
29,111.0,79.0,98.0,230.0,126.0,131.0,358.0,210.0,71.0,591.0,529.0,55.0,300.0,441.0,164.0,140.0,219.0,114.0,0,
30,85.0,79.0,99.0,216.0,125.0,99.0,289.0,195.0,57.0,639.0,540.0,63.0,341.0,506.0,192.0,128.0,209.0,104.0,0,
31,117.0,81.0,112.0,227.0,102.0,142.0,327.0,228.0,59.0,650.0,575.0,61.0,335.0,471.0,176.0,135.0,207.0,89.0,0,
32,111.0,70.0,103.0,238.0,94.0,128.0,307.0,237.0,63.0,667.0,585.0,61.0,376.0,515.0,198.0,149.0,228.0,111.0,0,
33,103.0,72.0,113.0,253.0,48.0,122.0,312.0,184.0,53.0,665.0,597.0,75.0,340.0,508.0,205.0,137.0,212.0,98.0,0,
34,103.0,86.0,105.0,239.0,142.0,102.0,296.0,236.0,49.0,687.0,552.0,62.0,332.0,456.0,170.0,157.0,192.0,98.0,0,
35,118.0,79.0,114.0,234.0,107.0,71.0,307.0,204.0,46.0,657.0,580.0,54.0,362.0,625.0,167.0,165.0,203.0,105.0,0,
36,99.0,92.0,123.0,248.0,153.0,138.0,300.0,259.0,67.0,820.0,518.0,56.0,406.0,454.0,172.0,164.0,239.0,95.0,0,
37,94.0,77.0,102.0,235.0,133.0,86.0,284.0,246.0,38.0,742.0,555.0,49.0,386.0,459.0,183.0,152.0,228.0,112.0,0,
38,113.0,92.0,119.0,213.0,91.0,97.0,298.0,269.0,38.0,847.0,486.0,50.0,413.0,428.0,157.0,144.0,205.0,94.0,0,
39,119.0,113.0,120.0,257.0,134.0,164.0,333.0,322.0,67.0,1000.0,557.0,59.0,482.0,498.0,214.0,171.0,233.0,114.0,0,
40,123.0,102.0,120.0,248.0,113.0,115.0,332.0,281.0,73.0,914.0,571.0,54.0,453.0,507.0,193.0,175.0,223.0,88.0,0,
41,99.0,97.0,129.0,357.0,134.0,124.0,321.0,311.0,61.0,899.0,577.0,65.0,454.0,530.0,328.0,176.0,238.0,105.0,0,
42,118.0,81.0,117.0,222.0,84.0,92.0,283.0,245.0,59.0,836.0,556.0,50.0,433.0,468.0,188.0,163.0,207.0,93.0,0,
43,96.0,129.0,134.0,255.0,94.0,145.0,315.0,354.0,59.0,1129.0,548.0,78.0,529.0,464.0,206.0,176.0,229.0,102.0,0,
44,99.0,103.0,130.0,241.0,101.0,131.0,277.0,308.0,56.0,927.0,519.0,65.0,430.0,489.0,196.0,162.0,216.0,109.0,0,
45,110.0,111.0,146.0,248.0,134.0,104.0,468.0,292.0,60.0,963.0,583.0,54.0,511.0,510.0,203.0,197.0,253.0,102.0,0,
46,129.0,93.0,143.0,250.0,110.0,101.0,298.0,354.0,60.0,994.0,557.0,38.0,461.0,478.0,173.0,181.0,236.0,105.0,0,
47,114.0,117.0,152.0,261.0,109.0,148.0,303.0,309.0,74.0,988.0,559.0,59.0,519.0,470.0,193.0,198.0,275.0,110.0,0,
48,120.0,96.0,131.0,264.0,117.0,99.0,303.0,310.0,47.0,956.0,578.0,48.0,464.0,555.0,210.0,182.0,256.0,108.0,0,
49,102.0,122.0,155.0,251.0,141.0,266.0,314.0,357.0,59.0,1171.0,489.0,58.0,594.0,476.0,181.0,221.0,266.0,96.0,0,
50,115.0,105.0,136.0,251.0,111.0,122.0,322.0,351.0,66.0,1072.0,548.0,54.0,486.0,528.0,208.0,181.0,243.0,126.0,0,
51,118.0,100.0,129.0,261.0,114.0,123.0,277.0,282.0,45.0,988.0,539.0,54.0,486.0,497.0,193.0,187.0,255.0,74.0,0,
52,213.0,123.0,154.0,268.0,146.0,125.0,388.0,314.0,73.0,1092.0,630.0,56.0,533.0,514.0,213.0,201.0,263.0,129.0,0,
53,113.0,96.0,144.0,267.0,160.0,122.0,284.0,362.0,79.0,1311.0,539.0,56.0,551.0,537.0,207.0,202.0,261.0,114.0,0,
54,120.0,120.0,147.0,244.0,112.0,140.0,317.0,341.0,55.0,1071.0,535.0,68.0,553.0,476.0,216.0,198.0,271.0,100.0,0,
55,106.0,122.0,138.0,263.0,94.0,146.0,330.0,332.0,52.0,1081.0,593.0,61.0,505.0,546.0,191.0,197.0,258.0,122.0,0,
56,110.0,98.0,159.0,264.0,176.0,151.0,289.0,357.0,78.0,1131.0,523.0,55.0,560.0,494.0,205.0,215.0,258.0,204.0,0,
57,110.0,130.0,154.0,263.0,115.0,114.0,305.0,330.0,60.0,1071.0,570.0,65.0,518.0,512.0,185.0,171.0,258.0,116.0,0,
58,124.0,97.0,145.0,275.0,118.0,125.0,363.0,367.0,77.0,1114.0,645.0,57.0,522.0,554.0,210.0,199.0,260.0,99.0,0,
59,130.0,116.0,157.0,275.0,147.0,130.0,379.0,312.0,60.0,1069.0,646.0,52.0,532.0,552.0,173.0,201.0,261.0,115.0,0,
60,135.0,94.0,117.0,262.0,97.0,147.0,332.0,271.0,72.0,930.0,630.0,52.0,444.0,559.0,222.0,176.0,246.0,124.0,0,
61,118.0,92.0,128.0,267.0,104.0,125.0,345.0,292.0,60.0,1022.0,610.0,64.0,490.0,623.0,212.0,195.0,253.0,102.0,0,
62,111.0,104.0,136.0,237.0,135.0,155.0,294.0,338.0,70.0,1043.0,540.0,56.0,527.0,488.0,202.0,185.0,255.0,100.0,0,
63,137.0,112.0,135.0,276.0,98.0,130.0,330.0,293.0,68.0,1083.0,581.0,57.0,518.0,560.0,206.0,202.0,258.0,89.0,0,
64,120.0,108.0,147.0,282.0,170.0,86.0,395.0,376.0,75.0,1154.0,627.0,72.0,532.0,540.0,212.0,198.0,277.0,135.0,0,
65,117.0,107.0,150.0,276.0,126.0,119.0,317.0,331.0,42.0,1011.0,602.0,60.0,557.0,550.0,197.0,184.0,263.0,93.0,0,
66,107.0,120.0,133.0,250.0,136.0,82.0,308.0,309.0,53.0,941.0,610.0,54.0,503.0,496.0,198.0,190.0,260.0,100.0,0,
67,96.0,97.0,131.0,388.0,110.0,147.0,310.0,286.0,65.0,1029.0,530.0,67.0,494.0,527.0,209.0,182.0,253.0,109.0,0,
68,106.0,123.0,141.0,267.0,68.0,137.0,335.0,335.0,70.0,1116.0,578.0,57.0,497.0,487.0,190.0,184.0,257.0,101.0,0,
69,110.0,99.0,146.0,305.0,148.0,160.0,366.0,316.0,69.0,1042.0,635.0,44.0,544.0,530.0,339.0,194.0,262.0,109.0,0,
70,119.0,122.0,139.0,278.0,136.0,121.0,479.0,354.0,45.0,1078.0,687.0,46.0,532.0,582.0,202.0,203.0,275.0,108.0,0,
71,113.0,108.0,143.0,273.0,90.0,124.0,361.0,305.0,70.0,1054.0,636.0,76.0,543.0,558.0,209.0,203.0,256.0,121.0,0,
72,149.0,116.0,144.0,280.0,115.0,166.0,372.0,336.0,55.0,1059.0,674.0,59.0,490.0,589.0,240.0,187.0,264.0,78.0,0,
73,121.0,106.0,169.0,333.0,173.0,179.0,393.0,374.0,63.0,1207.0,735.0,68.0,603.0,615.0,246.0,210.0,305.0,140.0,0,
74,121.0,125.0,130.0,309.0,104.0,128.0,376.0,323.0,53.0,1006.0,711.0,63.0,550.0,633.0,256.0,214.0,270.0,100.0,0,
75,138.0,101.0,162.0,314.0,155.0,125.0,420.0,375.0,48.0,1183.0,772.0,62.0,566.0,666.0,238.0,199.0,323.0,139.0,0,
76,138.0,123.0,142.0,272.0,114.0,110.0,332.0,287.0,37.0,995.0,637.0,60.0,530.0,526.0,220.0,189.0,249.0,115.0,0,
77,133.0,116.0,154.0,280.0,121.0,149.0,329.0,334.0,66.0,1106.0,656.0,51.0,562.0,583.0,225.0,209.0,271.0,116.0,0,
78,122.0,114.0,126.0,300.0,136.0,149.0,381.0,349.0,59.0,1101.0,679.0,61.0,559.0,557.0,214.0,207.0,268.0,127.0,0,
79,143.0,108.0,129.0,299.0,139.0,114.0,367.0,294.0,59.0,1017.0,717.0,62.0,531.0,634.0,257.0,205.0,284.0,93.0,0,
80,119.0,103.0,148.0,278.0,213.0,138.0,404.0,332.0,61.0,1205.0,654.0,70.0,552.0,540.0,195.0,212.0,270.0,116.0,0,
81,101.0,116.0,172.0,284.0,144.0,118.0,367.0,307.0,52.0,1030.0,651.0,59.0,534.0,580.0,225.0,214.0,265.0,126.0,0,
82,123.0,99.0,137.0,281.0,121.0,126.0,357.0,345.0,65.0,1084.0,648.0,59.0,533.0,565.0,211.0,198.0,278.0,126.0,0,
83,113.0,96.0,134.0,281.0,147.0,113.0,389.0,306.0,51.0,999.0,654.0,63.0,492.0,546.0,210.0,204.0,266.0,113.0,0,
84,134.0,114.0,113.0,266.0,118.0,122.0,348.0,280.0,60.0,895.0,669.0,40.0,471.0,588.0,212.0,188.0,273.0,100.0,0,
85,129.0,117.0,151.0,307.0,165.0,144.0,401.0,335.0,61.0,1078.0,699.0,40.0,536.0,634.0,242.0,186.0,296.0,140.0,0,
86,112.0,125.0,138.0,268.0,193.0,140.0,343.0,372.0,79.0,1167.0,559.0,57.0,550.0,492.0,208.0,223.0,248.0,95.0,0,
87,141.0,90.0,147.0,304.0,136.0,122.0,366.0,308.0,69.0,1014.0,700.0,48.0,529.0,772.0,228.0,191.0,278.0,138.0,0,
88,114.0,130.0,159.0,307.0,122.0,131.0,417.0,374.0,74.0,1222.0,706.0,47.0,584.0,574.0,225.0,221.0,266.0,133.0,0,
89,132.0,107.0,153.0,257.0,124.0,100.0,322.0,346.0,56.0,1052.0,602.0,60.0,519.0,561.0,222.0,196.0,254.0,105.0,0,
90,116.0,132.0,154.0,290.0,169.0,169.0,391.0,353.0,57.0,1104.0,702.0,64.0,569.0,598.0,233.0,187.0,303.0,130.0,0,
91,81.0,133.0,150.0,273.0,185.0,119.0,299.0,346.0,58.0,1111.0,585.0,72.0,560.0,564.0,205.0,202.0,284.0,129.0,0,
92,133.0,119.0,161.0,286.0,133.0,163.0,418.0,382.0,52.0,1182.0,706.0,60.0,589.0,599.0,234.0,221.0,301.0,92.0,0,
93,112.0,105.0,151.0,282.0,121.0,129.0,344.0,325.0,64.0,1180.0,612.0,49.0,581.0,540.0,229.0,203.0,276.0,137.0,0,
94,120.0,117.0,153.0,260.0,141.0,84.0,346.0,332.0,68.0,1085.0,667.0,50.0,503.0,606.0,197.0,201.0,279.0,80.0,0,
95,106.0,116.0,157.0,269.0,175.0,182.0,384.0,351.0,46.0,1061.0,672.0,66.0,558.0,564.0,206.0,207.0,277.0,117.0,0,
96,115.0,107.0,126.0,277.0,99.0,58.0,319.0,295.0,50.0,984.0,624.0,76.0,500.0,541.0,213.0,158.0,243.0,94.0,0,
97,120.0,90.0,154.0,262.0,119.0,148.0,374.0,346.0,68.0,1010.0,666.0,42.0,522.0,514.0,185.0,199.0,243.0,120.0,0,
98,91.0,112.0,142.0,271.0,114.0,111.0,294.0,304.0,61.0,985.0,572.0,55.0,507.0,525.0,198.0,202.0,249.0,122.0,0,
99,122.0,93.0,151.0,259.0,122.0,126.0,350.0,355.0,54.0,1072.0,558.0,56.0,515.0,496.0,197.0,180.0,260.0,86.0,0,
100,103.0,117.0,144.0,254.0,131.0,118.0,338.0,307.0,46.0,1083.0,616.0,49.0,543.0,522.0,211.0,214.0,238.0,132.0,0,
101,120.0,96.0,136.0,285.0,164.0,132.0,329.0,341.0,62.0,1083.0,622.0,58.0,502.0,566.0,211.0,202.0,254.0,107.0,0,
102,108.0,122.0,160.0,261.0,110.0,150.0,319.0,315.0,57.0,1125.0,595.0,61.0,612.0,544.0,221.0,241.0,293.0,104.0,0,
103,127.0,107.0,134.0,274.0,120.0,120.0,342.0,356.0,65.0,996.0,636.0,47.0,476.0,560.0,213.0,163.0,266.0,111.0,0,
104,105.0,95.0,152.0,261.0,106.0,120.0,366.0,293.0,52.0,1106.0,634.0,62.0,560.0,508.0,208.0,203.0,277.0,117.0,0,
105,113.0,122.0,127.0,268.0,130.0,118.0,364.0,296.0,54.0,933.0,651.0,61.0,470.0,577.0,230.0,173.0,270.0,133.0,0,
106,111.0,97.0,161.0,249.0,62.0,114.0,283.0,341.0,47.0,1152.0,602.0,54.0,596.0,464.0,210.0,211.0,275.0,75.0,0,
107,108.0,122.0,150.0,257.0,169.0,128.0,318.0,320.0,73.0,1065.0,529.0,63.0,565.0,499.0,200.0,195.0,254.0,105.0,0,
108,110.0,83.0,153.0,260.0,96.0,130.0,274.0,353.0,55.0,1024.0,523.0,60.0,487.0,483.0,197.0,194.0,243.0,99.0,0,
109,110.0,127.0,160.0,262.0,133.0,96.0,317.0,334.0,71.0,1163.0,606.0,84.0,579.0,496.0,182.0,225.0,273.0,111.0,0,
110,106.0,120.0,155.0,290.0,98.0,119.0,346.0,367.0,51.0,1166.0,663.0,63.0,502.0,543.0,206.0,207.0,250.0,110.0,0,
111,134.0,104.0,156.0,272.0,101.0,113.0,345.0,342.0,57.0,1198.0,642.0,47.0,607.0,556.0,236.0,210.0,259.0,95.0,0,
112,111.0,131.0,142.0,303.0,203.0,142.0,392.0,333.0,72.0,1063.0,683.0,71.0,557.0,609.0,212.0,216.0,293.0,151.0,0,
113,127.0,106.0,154.0,264.0,104.0,160.0,301.0,345.0,55.0,1095.0,564.0,53.0,556.0,514.0,195.0,201.0,278.0,98.0,0,
114,132.0,104.0,129.0,226.0,131.0,122.0,333.0,266.0,58.0,862.0,584.0,53.0,447.0,456.0,177.0,170.0,216.0,97.0,0,
115,107.0,124.0,152.0,300.0,138.0,159.0,368.0,358.0,59.0,1195.0,633.0,64.0,549.0,575.0,200.0,195.0,276.0,111.0,0,
116,121.0,105.0,141.0,254.0,105.0,121.0,302.0,310.0,71.0,920.0,577.0,60.0,485.0,468.0,189.0,179.0,236.0,99.0,0,
117,127.0,104.0,132.0,265.0,184.0,128.0,368.0,314.0,69.0,954.0,641.0,67.0,504.0,597.0,201.0,192.0,243.0,139.0,0,
118,121.0,120.0,147.0,257.0,99.0,98.0,335.0,346.0,71.0,1147.0,656.0,52.0,551.0,564.0,223.0,199.0,267.0,94.0,0,
119,116.0,93.0,142.0,256.0,119.0,190.0,373.0,326.0,75.0,1011.0,606.0,58.0,519.0,551.0,207.0,181.0,259.0,110.0,0,
120,117.0,136.0,152.0,267.0,105.0,106.0,350.0,334.0,51.0,1161.0,585.0,62.0,563.0,542.0,218.0,211.0,265.0,88.0,0,
121,119.0,109.0,155.0,294.0,161.0,177.0,374.0,424.0,51.0,1229.0,669.0,69.0,557.0,586.0,317.0,209.0,287.0,147.0,0,
122,117.0,122.0,145.0,264.0,145.0,99.0,323.0,289.0,51.0,1035.0,577.0,72.0,553.0,549.0,217.0,223.0,266.0,95.0,0,
123,113.0,106.0,135.0,298.0,121.0,165.0,410.0,311.0,47.0,945.0,727.0,60.0,459.0,614.0,227.0,175.0,280.0,115.0,0,
124,119.0,110.0,157.0,376.0,69.0,112.0,298.0,313.0,41.0,1120.0,561.0,80.0,550.0,531.0,207.0,206.0,261.0,114.0,0,
125,101.0,114.0,148.0,262.0,113.0,167.0,421.0,315.0,71.0,1059.0,576.0,57.0,487.0,522.0,210.0,202.0,247.0,87.0,0,
126,110.0,118.0,143.0,241.0,139.0,118.0,314.0,336.0,60.0,1125.0,561.0,61.0,517.0,485.0,199.0,194.0,269.0,120.0,0,
127,120.0,122.0,139.0,271.0,120.0,90.0,332.0,275.0,45.0,1043.0,626.0,68.0,529.0,529.0,205.0,200.0,265.0,118.0,0,
128,110.0,117.0,154.0,256.0,197.0,179.0,329.0,376.0,40.0,1070.0,598.0,45.0,551.0,521.0,186.0,220.0,277.0,95.0,0,
129,127.0,114.0,150.0,263.0,107.0,223.0,319.0,308.0,57.0,1061.0,571.0,44.0,525.0,509.0,196.0,184.0,249.0,100.0,0,
130,109.0,102.0,133.0,274.0,198.0,129.0,357.0,357.0,65.0,1114.0,606.0,61.0,503.0,532.0,207.0,191.0,267.0,124.0,0,
131,119.0,102.0,162.0,265.0,152.0,144.0,308.0,323.0,43.0,1139.0,585.0,70.0,632.0,512.0,220.0,235.0,289.0,107.0,0,
132,119.0,109.0,148.0,289.0,98.0,114.0,371.0,330.0,58.0,1040.0,610.0,63.0,525.0,551.0,207.0,185.0,266.0,119.0,0,
133,130.0,114.0,148.0,264.0,119.0,134.0,371.0,324.0,54.0,1000.0,677.0,70.0,514.0,553.0,201.0,209.0,276.0,142.0,0,
134,118.0,106.0,136.0,251.0,152.0,108.0,332.0,320.0,56.0,1161.0,626.0,52.0,572.0,538.0,203.0,211.0,255.0,132.0,0,
135,104.0,102.0,133.0,242.0,127.0,117.0,330.0,322.0,64.0,976.0,586.0,73.0,488.0,516.0,194.0,182.0,257.0,124.0,0,
136,121.0,109.0,138.0,252.0,108.0,133.0,339.0,296.0,58.0,1204.0,665.0,57.0,543.0,561.0,216.0,206.0,262.0,94.0,0,
137,128.0,118.0,155.0,258.0,120.0,135.0,333.0,351.0,68.0,1103.0,623.0,57.0,514.0,523.0,218.0,200.0,267.0,115.0,0,
138,103.0,113.0,130.0,260.0,148.0,53.0,319.0,314.0,46.0,1099.0,583.0,68.0,526.0,488.0,202.0,201.0,254.0,99.0,0,
139,105.0,115.0,139.0,282.0,120.0,135.0,316.0,342.0,69.0,1115.0,611.0,55.0,519.0,516.0,199.0,195.0,244.0,107.0,0,
140,130.0,87.0,163.0,258.0,133.0,163.0,299.0,335.0,69.0,1067.0,555.0,57.0,552.0,465.0,174.0,202.0,251.0,98.0,0,
141,123.0,140.0,147.0,255.0,125.0,56.0,309.0,339.0,64.0,1090.0,578.0,47.0,546.0,495.0,225.0,197.0,247.0,99.0,0,
142,116.0,104.0,152.0,247.0,187.0,191.0,358.0,359.0,63.0,1011.0,594.0,52.0,490.0,614.0,208.0,178.0,261.0,119.0,0,
143,135.0,139.0,154.0,278.0,94.0,117.0,365.0,308.0,48.0,1105.0,679.0,63.0,547.0,589.0,212.0,206.0,268.0,100.0,0,
144,111.0,110.0,153.0,268.0,164.0,104.0,327.0,387.0,46.0,1135.0,591.0,78.0,544.0,531.0,208.0,200.0,263.0,124.0,0,
145,104.0,126.0,141.0,287.0,87.0,163.0,350.0,284.0,34.0,1014.0,712.0,53.0,540.0,572.0,213.0,228.0,294.0,106.0,0,
146,119.0,126.0,139.0,226.0,145.0,113.0,268.0,383.0,91.0,1087.0,522.0,51.0,508.0,485.0,198.0,166.0,227.0,70.0,0,
147,88.0,111.0,156.0,285.0,136.0,149.0,355.0,347.0,51.0,1152.0,591.0,67.0,563.0,501.0,207.0,192.0,273.0,145.0,0,
148,130.0,132.0,136.0,277.0,126.0,111.0,325.0,306.0,69.0,1125.0,619.0,52.0,569.0,593.0,207.0,215.0,282.0,76.0,0,
149,119.0,101.0,159.0,302.0,181.0,207.0,419.0,391.0,63.0,1204.0,703.0,55.0,575.0,600.0,246.0,218.0,297.0,144.0,0,
150,124.0,117.0,137.0,280.0,78.0,99.0,320.0,254.0,46.0,971.0,653.0,51.0,534.0,569.0,225.0,191.0,248.0,120.0,0,
151,104.0,95.0,137.0,280.0,215.0,152.0,370.0,395.0,63.0,1103.0,669.0,77.0,498.0,539.0,222.0,170.0,246.0,112.0,0,
152,136.0,121.0,141.0,286.0,134.0,123.0,360.0,303.0,53.0,1134.0,675.0,61.0,568.0,615.0,226.0,223.0,273.0,126.0,0,
153,119.0,107.0,135.0,270.0,118.0,151.0,348.0,309.0,58.0,982.0,634.0,87.0,512.0,565.0,225.0,186.0,258.0,100.0,0,
154,129.0,109.0,156.0,288.0,118.0,156.0,348.0,330.0,50.0,1113.0,672.0,49.0,551.0,589.0,217.0,221.0,269.0,111.0,0,
155,115.0,115.0,139.0,262.0,142.0,105.0,323.0,342.0,71.0,1005.0,633.0,73.0,497.0,585.0,219.0,207.0,255.0,126.0,0,
156,122.0,105.0,127.0,242.0,116.0,103.0,315.0,319.0,65.0,995.0,536.0,67.0,484.0,476.0,183.0,177.0,240.0,83.0,0,
157,99.0,101.0,135.0,276.0,136.0,103.0,377.0,335.0,69.0,1054.0,628.0,71.0,505.0,570.0,204.0,205.0,271.0,96.0,0,
158,105.0,105.0,136.0,275.0,115.0,80.0,311.0,305.0,49.0,1033.0,593.0,64.0,511.0,550.0,201.0,213.0,268.0,109.0,0,
159,95.0,115.0,143.0,256.0,147.0,105.0,330.0,298.0,51.0,988.0,564.0,62.0,472.0,514.0,195.0,178.0,233.0,105.0,0,
160,125.0,112.0,138.0,279.0,117.0,125.0,338.0,350.0,71.0,1097.0,629.0,57.0,519.0,545.0,212.0,196.0,261.0,121.0,0,
161,105.0,99.0,148.0,260.0,139.0,141.0,344.0,336.0,58.0,1077.0,575.0,46.0,536.0,529.0,207.0,200.0,227.0,139.0,0,
162,118.0,105.0,131.0,221.0,123.0,144.0,329.0,317.0,65.0,1133.0,540.0,49.0,502.0,472.0,219.0,207.0,229.0,139.0,0,
163,137.0,91.0,138.0,299.0,158.0,147.0,325.0,315.0,67.0,988.0,645.0,75.0,521.0,577.0,221.0,205.0,264.0,131.0,0,
164,134.0,90.0,157.0,277.0,171.0,127.0,343.0,311.0,62.0,914.0,656.0,52.0,493.0,579.0,217.0,200.0,259.0,106.0,0,
165,116.0,106.0,141.0,268.0,131.0,159.0,352.0,329.0,49.0,1020.0,616.0,45.0,530.0,513.0,203.0,189.0,282.0,107.0,0,
166,132.0,120.0,176.0,288.0,90.0,112.0,284.0,347.0,58.0,1151.0,558.0,57.0,560.0,562.0,214.0,186.0,264.0,97.0,0,
167,107.0,123.0,163.0,264.0,152.0,150.0,342.0,313.0,75.0,1097.0,618.0,70.0,572.0,648.0,209.0,204.0,262.0,110.0,0,
168,120.0,80.0,158.0,280.0,159.0,164.0,370.0,340.0,55.0,1047.0,634.0,67.0,513.0,557.0,218.0,200.0,251.0,143.0,0,
169,104.0,122.0,135.0,283.0,138.0,130.0,369.0,276.0,84.0,1033.0,629.0,65.0,553.0,556.0,220.0,214.0,272.0,130.0,0,
170,128.0,131.0,133.0,278.0,148.0,144.0,319.0,381.0,61.0,1114.0,649.0,65.0,524.0,572.0,215.0,201.0,260.0,124.0,0,
171,131.0,130.0,143.0,277.0,131.0,123.0,359.0,335.0,57.0,1095.0,677.0,69.0,564.0,575.0,232.0,206.0,276.0,105.0,0,
172,109.0,128.0,148.0,261.0,111.0,132.0,338.0,348.0,74.0,1077.0,603.0,54.0,490.0,490.0,197.0,192.0,243.0,130.0,0,
173,138.0,112.0,163.0,257.0,104.0,143.0,347.0,317.0,59.0,990.0,670.0,54.0,556.0,572.0,197.0,202.0,266.0,90.0,0,
174,113.0,140.0,134.0,254.0,167.0,158.0,358.0,314.0,63.0,1066.0,591.0,56.0,530.0,520.0,198.0,201.0,268.0,135.0,0,
175,117.0,122.0,151.0,283.0,115.0,83.0,286.0,381.0,45.0,1312.0,599.0,50.0,595.0,567.0,221.0,205.0,289.0,131.0,0,
