172.20.0.0,172.20.1.164,172.20.1.165,172.20.1.166,172.20.1.167,172.20.1.168,172.20.1.169,172.20.1.170,172.20.1.171,172.20.1.172,172.20.1.173,172.20.1.176,172.20.1.177,172.20.1.178,172.20.1.179,172.20.1.180,172.20.1.181,172.20.1.182,172.20.1.183,172.20.1.210,172.20.1.215,172.20.2.148,172.20.2.149,172.20.2.150,172.20.2.151,172.20.2.152,172.20.2.153,172.20.2.154,172.20.2.155,172.20.2.185,172.20.2.186,172.20.2.187,172.20.2.188,172.20.2.189,172.20.2.190,172.20.2.191,172.20.2.192,172.20.2.193,172.20.2.194,172.20.2.212,172.20.2.217,172.20.2.218,172.20.2.226,172.20.2.228,172.20.1.211,172.20.2.195
1955,2312,2924,1594,2168,2351,2164,2316,3251,834,8767,3051,2312,222,982,1871,222,1700,2312,14871,1562,1900,1330,2435,1330,1520,3842,1330,1004,2090,1520,1330,1900,8752,1520,1330,760,760,2090,74,3426,1915,15050,0,600,0
3537,2218,2242,194,1401,838,1901,2164,2001,2281,3833,1269,1141,1325,2281,4500,951,9493,1711,15192,1721,1330,1330,7422,570,1330,5223,1710,760,1900,1330,1900,1330,1330,1330,2660,570,1330,1330,74,4101,2105,14525,0,1812,0
1582,718,1517,718,2804,2164,2238,2592,3103,2090,2463,148,2048,1478,1361,3319,718,8361,718,13356,2063,2090,1900,1330,1330,570,5070,570,2027,2090,1330,760,1330,6852,1330,760,1330,1330,760,148,2538,1915,14424,0,400,0
1108,570,1478,2087,2351,5530,947,74,1807,1520,2675,1644,757,2087,1517,1517,947,2414,187,17473,2292,1900,2660,2660,2090,1330,3256,570,1330,1140,570,2090,2660,1330,1900,570,1330,1330,2660,74,3591,1340,14563,0,639,0
1774,1140,2087,1478,3718,2048,3378,1815,1081,16402,2716,1478,1288,1668,1143,1047,1478,2898,1478,12348,649,1330,1900,1900,1520,3203,3739,319,1023,760,1900,760,1330,2090,760,2090,8121,0,5237,74,2492,575,16656,407,400,11874
1881,834,2122,831,947,1021,2694,2765,1734,16023,2059,1591,831,8843,1781,1159,2161,2247,2161,17814,148,1447,2660,2272,1676,3001,3021,1796,814,6926,2660,2660,1330,1140,2090,7105,2309,1330,9160,0,3284,2680,12529,0,600,20949
4017,1711,1711,1102,3153,1102,2203,2620,4947,10522,2173,1672,764,764,1632,1282,2854,2382,194,11215,769,1900,760,2245,760,330,3619,2313,2271,0,0,760,1520,7157,760,2090,2791,1900,2066,148,4871,1915,12290,407,1822,17616
1955,2312,15778,2164,1404,831,1214,1143,74,9650,2302,2544,1404,1916,182,2164,792,2450,1974,16325,2712,1455,1330,2807,2626,2559,3236,2453,2586,1651,1330,1900,2660,2810,4720,1488,5636,570,3211,74,2122,765,16762,0,600,26410
3788,2018,764,2471,1214,764,764,2804,3479,9417,1459,1714,1334,3389,4596,3215,2284,2411,1901,15968,1911,887,2090,2462,3765,2414,7760,5516,1511,1077,1520,1140,1140,1900,760,1104,1970,1520,3485,148,3501,1340,15156,407,2283,26574
1959,2312,1404,74,3157,834,2164,2845,1990,4925,3989,2122,982,222,2230,3012,1552,2533,792,15412,1372,1900,1520,2660,0,2036,3481,3277,1302,2660,2090,1900,0,2272,760,2090,1081,1140,4404,74,3729,1340,14600,0,674,17580
3434,381,1672,951,261,954,1711,1906,135927,6785,3522,2788,1711,2083,1223,2032,2471,3203,2471,14023,1721,2384,570,4292,1674,1462,4241,2315,2900,760,1330,1330,0,4149,1330,760,3687,760,2641,74,106029,2680,13726,0,1896,26887
2151,2218,2277,2048,1474,2238,2238,5968,7503,2916,3117,1691,718,1090,8562,6581,148,6126,1668,14189,2063,2280,1900,1900,1330,1093,5783,2744,3601,1140,1140,1330,760,1900,1485,346,2227,30502,1796,74,2834,765,12138,407,600,17754
1648,6658,1478,1707,4208,2277,947,2501,3659,4951,9220,8617,2277,2087,2910,3316,2087,3085,2277,15091,952,1520,1900,1524,1900,2657,4056,3087,2062,1900,1900,1520,2090,1330,916,570,1230,19327,3074,74,2333,2680,18174,0,597,35494
2147,1848,1521,912,2432,1102,1672,1266,1922,4626,3683,2558,2242,7294,3437,3249,3002,3061,2242,14013,2109,760,1330,4110,915,1982,2999,1900,2218,307,570,2090,1900,1330,2090,1330,2428,10472,2217,74,4377,1150,15748,407,674,11792
1582,1552,1362,1781,2846,1021,1706,1993,3547,4218,4055,261,2734,3838,2951,4817,74,4276,834,13602,839,1520,1900,1330,1140,1984,7590,1078,3120,2090,570,0,2090,570,760,2090,907,4512,2660,74,2835,575,13752,0,400,11982
3378,2471,1524,3614,3005,2242,764,2776,2635,6237,4546,2031,32036,3576,872,3192,1141,3849,1334,16309,1721,1456,2660,2090,8184,1842,6766,8579,1023,316,2090,4849,6753,3005,8105,570,5296,3636,2633,74,2777,1915,17707,407,1854,17599
2029,2429,1404,2882,3570,1974,644,3338,4481,5392,2800,1594,2048,1585,1434,2678,2164,1944,2122,15898,2327,1900,2660,3375,2660,1850,5293,1227,1302,0,1330,1900,2090,1900,0,1675,1330,4729,3063,74,2721,2105,16079,0,600,8908
3397,1265,342,954,1963,951,1524,584,2648,5033,4384,1267,1711,2082,2459,2490,381,3678,1711,15818,3061,1839,1520,1900,1900,2230,5582,1984,1492,1520,570,570,1140,1140,2850,2660,2660,3231,1984,74,4101,1340,11481,0,2209,8901
1955,3351,2921,1578,9745,1224,2339,3357,3220,7562,5208,3211,792,982,9992,2661,982,12212,2882,15317,2327,1646,14683,2807,760,1430,5724,3983,3855,1140,3420,2090,2090,4482,760,1104,1651,7894,3992,148,5365,2105,15236,0,600,26405
1434,1330,2238,187,2312,187,2087,2760,3805,7358,2605,2394,187,2649,2251,4544,2277,3705,2087,15929,1527,570,1900,2047,1330,2155,3995,1880,2124,1900,1900,1900,1520,3032,1900,2245,1081,5119,2883,0,2294,2105,16961,0,400,25822
2221,1951,1327,1478,6888,2238,1478,2848,4398,4916,3296,2196,2238,2764,3322,5100,148,1785,1288,16224,575,570,1330,1144,2435,2552,3848,3963,2949,1140,1520,1900,2660,1140,1900,2660,1977,8050,3278,74,2644,1530,11797,407,600,26641
1508,2886,982,831,372,1971,1591,3961,3491,5130,3460,1730,831,1021,1795,4290,2351,4711,1781,12795,222,0,1520,2977,1877,1989,6060,3017,2043,2090,570,1900,570,6394,1673,1105,1218,6010,2259,0,3287,1340,12273,0,400,35474
3988,2919,2471,5948,3451,2242,6923,7874,8670,15963,5265,1227,2094,5243,8993,7931,1714,11375,954,12838,959,877,1330,570,760,3083,3061,975,3742,1637,45217,760,2660,760,1140,1330,2896,10111,3373,74,3447,765,15707,407,2177,30951
148,2439,2495,834,3031,2161,1760,2315,4092,5880,5119,973,1404,1015,526,1935,1404,5316,1594,13602,1562,2090,1330,4070,2354,1492,4723,1226,2388,1140,1330,2090,570,3575,1520,1675,3008,7094,1226,74,2429,765,14163,0,0,20777
3508,1272,135079,764,4167,1524,954,3489,3028,3758,6352,3479,2281,2656,2101,4786,764,4093,1711,14023,1721,316,1710,3575,760,2345,4350,1087,2096,1900,1140,570,570,4137,1520,570,1520,9679,2168,74,105143,2490,15081,0,1738,8779
1955,1552,2921,1594,2843,1974,1325,3370,3455,2617,2430,1874,1552,3611,3399,3117,792,5864,982,16379,1562,1900,760,3575,2433,1090,5502,3306,2818,2090,760,2090,1330,1140,0,1330,1900,7159,2227,148,3733,2870,15306,0,600,8831
4381,3041,1672,1711,2312,764,2055,3212,3887,140015,5253,2762,1141,3581,4194,1914,951,4482,2281,14910,1911,2228,570,4138,760,2415,3806,1743,1546,570,760,1330,2660,5241,1330,914,1651,7647,3392,0,104148,2490,14194,0,2009,17765
2547,2405,2351,2808,1711,2048,6937,2809,3151,5913,4402,1478,718,4417,3188,7838,148,4927,2238,13011,2253,570,760,2807,914,2222,5025,4563,3275,317,16298,1330,2090,760,570,1675,1402,8838,3232,148,4627,765,14755,407,948,26478
1508,2207,1478,2087,3227,1707,187,2493,7161,9335,2670,1572,757,2432,1508,5415,2277,2679,1517,15642,1340,886,570,2660,930,2752,1672,4298,1980,2978,1900,0,1330,4136,2227,8418,1980,15314,4039,0,2523,2870,14268,0,400,34562
1428,2958,1517,912,2470,3572,1672,2205,5267,5001,5069,2549,912,1475,2125,6665,2432,3526,2242,14424,1911,2090,1520,2245,1330,1651,4323,1986,2597,2660,2090,1330,760,1330,911,1863,329,8743,3126,74,4176,1915,16074,407,632,17739
6740,134832,1478,2921,7268,1591,588,2384,3795,5361,8021,2985,2164,4528,4010,3605,1214,6372,1404,14975,1224,1330,760,3401,570,321,7676,1977,3880,1330,1140,1520,760,3005,2433,760,2420,9557,4657,74,104009,1340,17442,0,3328,17732
4002,3250,16022,764,3178,912,954,2355,2635,9389,4556,914,1524,3571,2095,4515,1524,5955,1334,16816,3061,1637,1330,3575,1485,3154,1453,3236,3580,2660,2090,6715,2660,3935,1019,6925,3968,11758,8109,74,2992,2105,14435,407,2350,30953
2103,2877,2164,1404,4320,74,1974,3629,3211,6881,5653,1722,2122,4205,2873,3413,1404,7366,1362,13346,2902,1330,2090,3005,760,978,3317,1795,2550,2471,1520,1900,1330,2245,1330,1140,1666,10815,3953,148,2880,765,17558,0,600,20810
3899,3249,1102,1350,5646,8224,2499,2911,8129,8230,14546,2431,1521,5433,9809,4126,2851,13652,1711,12737,3061,1659,1330,4861,1105,1654,4469,3276,1959,1457,31583,1330,760,5757,1330,1106,1781,13250,4317,74,3674,1340,14760,0,1696,26373
1955,1343,2161,2692,4764,1404,1309,4540,4138,3115,4850,1678,2312,3968,2577,3444,2122,6432,2692,13333,222,760,1330,1140,2090,1660,4347,2140,3061,1330,1900,760,1330,1520,760,2470,0,12575,656,74,3761,2130,12635,0,600,8748
1625,2094,2242,1707,2494,187,3273,3228,4526,6816,6323,1517,31462,2261,1265,5511,947,5890,1517,17884,1527,2222,1330,6491,760,8839,2493,3016,4322,3033,2660,2090,1900,3187,5519,7419,6743,17930,9532,74,2654,1915,14513,0,671,17555
2939,1953,947,718,4473,2238,3776,1237,6924,4025,6440,455,718,5584,3047,4616,1478,6181,1478,14781,1414,1900,1900,1140,1675,1330,4710,2443,2189,1140,1900,2660,1900,2245,570,570,1841,17230,2940,0,2940,1340,12539,407,1000,8789
148,1839,1288,2351,1974,2161,2038,3350,4328,9502,4017,2674,2161,4410,2013,3739,2161,6127,1591,16465,913,570,1900,4335,916,1407,4421,2527,3554,2229,3926,760,1900,3377,2432,1120,3200,10073,4297,74,3270,1340,16506,0,0,43924
5288,1455,187,912,5428,1672,2432,3914,4081,6030,4201,1425,194,2614,3639,4234,3002,5626,2854,17297,769,760,1330,3389,2245,3139,5155,4234,2515,2660,760,1330,1330,3388,2433,1330,2750,10610,3655,74,3270,1915,12459,407,2360,35481
222,3686,1404,2921,6506,2759,1404,3138,6387,5800,9797,2786,10309,8055,3964,7016,3494,9345,2164,13943,2902,1330,1520,4110,760,2155,14173,2377,2203,760,3230,2660,760,0,1589,1485,331,17777,9464,148,2549,1915,21810,0,0,24914
4559,2551,194,2094,5102,954,954,4388,4930,7878,7423,1968,2284,5799,4682,4336,2094,9511,2284,13351,3061,1637,1330,3765,3763,4565,7590,1206,3229,570,1900,760,570,1520,1520,0,2229,13215,1396,74,2724,1150,16565,407,2167,35774
2103,993,1594,834,5071,792,971,2810,1375,6630,8194,2013,1552,4196,2451,2600,2882,6918,982,16384,797,1330,760,4482,2090,1470,9099,3202,3100,2409,760,1140,1520,3377,570,2435,2411,10411,3832,148,3433,2680,12459,0,600,17626
3912,1834,1102,1521,3582,2094,1827,3774,4720,6203,9413,2874,1901,2651,3963,4235,1901,8394,2281,16330,2296,2377,1330,5052,3005,1471,8027,2062,2678,1542,1710,3230,2660,4680,1900,1104,2411,12701,1554,0,4055,1340,17959,0,1854,17582
2994,974,4108,1478,3517,1478,2264,4071,5341,3609,7694,2641,2238,4269,3380,4927,1478,8068,2048,18060,1488,1900,1900,4680,3044,3353,11681,2933,4693,760,760,1900,965,6193,445,1140,3018,10938,2293,0,2799,1340,16248,407,1116,8748
1652,4918,5819,1517,6988,1517,3993,3893,6787,4623,7472,2607,16890,5825,3016,6269,1517,7703,757,16144,1527,1088,2660,3575,1502,9015,10747,7839,2550,3230,1900,2303,963,3575,1463,1340,2627,12750,3234,0,4018,765,18625,0,671,8890
1206,3189,2281,1478,2454,1668,2238,2269,4322,6116,5370,1543,10089,4087,3442,2872,2808,4409,1478,15528,1530,1140,0,4515,9359,324,7888,2996,2189,888,0,2660,1900,2618,2914,1485,1830,7867,2314,74,2947,2680,18788,407,400,17632
222,2908,148,1021,5052,1021,2678,4167,5115,3875,6745,2800,1974,3638,2992,5259,1591,7680,74,15301,839,2090,2090,3765,2090,2090,8059,3445,2774,1330,570,760,1330,4110,2660,0,1651,12687,3956,148,3118,765,13677,0,0,8919
4664,3518,3424,2432,6502,2432,2768,3295,4518,2876,9375,3219,1524,5767,3418,5854,3044,8367,2094,16581,1721,1659,2660,5812,760,1330,8039,2865,2600,1330,1140,1140,1900,3005,1900,1900,2660,15144,2433,74,2988,765,19097,407,2012,8908
2525,1602,1974,2164,6387,1591,134553,2260,4194,8301,5529,2114,644,4736,2490,4899,74,7416,1974,13687,1562,1140,1520,3389,1330,2482,6506,4878,3038,1330,1330,1330,2090,570,2016,345,1747,11376,4883,148,103959,1915,14013,0,800,53198
3920,3131,2284,2108,3399,1524,2041,4583,5682,4271,6741,1623,1141,4130,3309,6328,951,6608,2281,15168,1721,1900,5189,2435,570,1841,5042,3396,1471,2090,570,1520,760,3935,2280,760,1330,19597,1847,74,3367,2105,12283,0,2051,7174
2650,2914,831,1742,3173,2734,1995,2631,4954,3914,7178,1942,982,4343,3603,5095,982,7949,1552,14098,1819,1140,1330,4335,1520,2242,7647,1649,2014,1520,1900,570,1520,5250,0,2246,1420,15620,1837,0,3779,2680,13682,0,1000,11982
1508,1074,1102,2277,3794,757,3534,4059,5286,3484,7536,503,2847,3559,1691,3482,187,8957,2087,11488,67355,760,1330,5440,0,665,6774,0,1708,1520,1140,1900,1330,2815,570,1330,2364,11566,3386,0,96482,2105,15161,0,400,11982
3597,3443,1517,3395,3161,6796,2468,3740,6273,2129,9708,1099,2238,6704,3205,11816,1288,12502,908,18377,1752,1330,11755,4372,1675,1330,7265,2546,3647,892,6251,2090,0,4680,1330,2090,1651,16498,3141,74,3162,765,14388,407,1812,8738
362,3403,5792,1517,6826,947,1065,4649,9632,5906,9088,2796,2087,5278,3503,9575,1517,8124,1517,13602,959,1840,1330,5745,0,2852,12350,4688,4835,1330,1330,1900,2480,4480,3105,2365,889,20331,3847,148,2929,765,18617,0,197,17639
4191,1732,947,2242,5431,1306,3613,4506,5547,9824,7936,2581,194,5513,6013,5008,1672,10307,1524,18034,1414,2090,0,5053,1675,1660,4556,3528,3112,2228,5159,1900,1900,5432,1900,1674,3301,17271,4555,74,3622,1530,14600,407,1864,26348
2476,2356,644,2351,5436,1591,2210,3725,5133,3402,8925,2103,834,5107,2664,6315,834,6019,2164,15347,723,1089,1900,4905,1140,895,6110,2624,2340,2090,1900,1520,1330,5250,760,570,1330,13538,2623,148,2264,2680,13858,0,800,8815
4046,3429,954,1524,6400,1598,1747,4023,5164,9287,9040,1285,10625,3740,3879,5788,1334,8798,1524,13943,1527,760,1900,4680,1105,2342,11390,3992,5646,760,0,1916,390,4290,2689,7440,2672,20172,3967,74,2445,1915,14702,407,1896,43862
2895,3951,644,644,5531,2808,1972,4653,6713,3634,9109,1730,2882,3583,3670,5478,2312,13381,1552,15039,1562,1900,9392,4680,760,3180,7106,2736,3099,570,1900,0,1330,2435,1140,344,1660,19586,2625,0,3405,2680,13863,0,1116,17721
4068,1583,2242,2293,2866,1524,2495,1432,5977,3923,13899,2761,1711,3559,3124,5476,2281,7582,2471,15059,3636,760,1330,5250,0,1330,5275,1224,2224,760,10746,1520,1140,4680,570,2660,1520,16022,2738,74,3822,1915,15246,0,2096,7175
1132,1555,1591,7793,6559,1478,2221,4197,6965,5683,12655,2461,2998,5001,6312,6763,2238,10224,3378,15639,1562,2660,760,4490,2243,3011,9542,1649,3847,2281,9862,1330,1140,5440,760,570,2708,19649,889,0,3095,1150,16043,407,400,23965
222,3153,718,1658,6535,1517,1100,2364,8052,5962,6064,2872,1517,3739,2756,6142,2847,7839,1517,16043,956,2419,2090,4147,1140,1850,8670,2629,4120,760,1900,1900,1330,4482,0,3003,1651,15390,2630,148,2989,1340,13302,0,0,17733
2170,2956,6727,134694,5457,2238,1895,3492,3858,5113,7725,1109,1668,2579,3583,4035,908,7460,1478,12684,1989,760,760,4482,2817,2213,8370,3380,2243,1900,760,1155,1358,4110,2534,1105,2580,13094,8913,74,104774,575,15806,407,600,17749
2476,2089,148,831,4522,1591,1637,2827,6760,6723,9882,2955,2164,8103,2742,6021,1591,9784,1404,13457,2874,1077,0,3920,915,3314,6862,3850,2953,1910,760,1900,2470,5566,1330,1520,1081,21100,2519,148,3171,1340,13136,0,800,17604
4313,1994,2094,2548,2417,2432,2074,4069,5897,8414,8672,2222,954,5990,2918,7206,954,9252,2854,17858,1337,1330,1330,5812,931,1661,8377,3287,4286,2297,2090,760,1520,3765,2225,1105,1221,21309,4938,74,2554,2680,13682,407,2202,43567
2848,3233,834,2048,5987,2734,1864,3853,5753,7472,9171,1342,1404,3636,3822,6491,1974,10015,1404,14189,1488,1330,1520,3575,1675,1783,8761,4828,2596,2090,2090,1900,1330,4874,2432,2244,2497,16170,3183,74,2260,765,14600,0,1000,35780
3840,1289,10013,764,1536,1141,3631,3113,4531,6267,7898,2676,1711,2453,4579,5169,1521,9235,2471,15407,956,3230,1330,5634,1330,3606,8683,3074,2719,1330,1330,1913,1330,5420,2121,2283,7511,14416,2882,0,3480,765,15115,0,1938,24904
769,1910,2921,1496,7056,1974,2839,5037,6080,3736,11085,2289,1362,9914,3245,6556,1552,10720,2882,19242,2137,2967,5781,4490,1330,2999,7691,2360,5316,2090,1900,1520,2090,2815,1330,2246,1231,23734,3298,0,3511,765,16079,0,400,12000
362,1582,2242,187,8088,947,2528,4022,5641,5030,10646,2436,1517,5608,2235,7127,947,11093,2847,16043,1911,1330,1520,4680,1900,2878,8281,3382,3960,2938,570,1520,2660,3005,1330,1520,2997,22180,3134,74,2802,1150,13020,0,197,20822
4265,3404,4229,912,4117,2440,3713,1926,7896,7415,8644,3754,1478,5967,4838,8360,2238,9161,2238,12690,1562,876,2660,2815,2168,1275,3006,1284,4768,760,4320,570,570,3765,3105,1105,3434,16032,329,74,3208,1340,17154,407,2067,20709
2573,3517,982,1021,6440,261,3041,4187,9125,10276,6684,1972,9563,1889,2224,7364,1591,6199,2161,15492,959,1653,1900,1140,2090,1660,8139,2241,2963,1157,2660,8807,760,5812,1586,1675,1445,20352,3337,148,3105,1915,13497,0,916,17498
4017,2759,1517,2432,3749,2432,2566,2468,4372,9004,8653,2404,954,2540,3000,4356,2242,7027,2284,16340,839,2940,1900,4482,2816,1090,6074,3859,2794,1721,1330,1330,2090,4292,1330,1105,640,15362,3208,74,3548,2680,16219,407,1738,26367
2895,2939,1404,2161,3872,2161,1852,3494,5384,9778,11614,2003,74,6832,2411,4148,1404,11430,2164,17328,1678,888,1330,6382,2245,2419,6384,4122,4681,1722,1900,1900,1710,7407,1330,3126,3302,20757,2202,74,2264,2105,14900,0,1116,26511
4678,2622,1524,1714,6979,2231,3192,3802,3766,15573,11302,1733,2284,6622,3586,4625,1524,9708,954,15827,187,2912,1944,10973,1260,2128,8312,4153,4414,1089,760,2090,1330,7209,2660,1828,2862,17280,4159,74,2445,1915,14109,407,2296,52768
843,2878,644,1974,5429,136218,1791,3815,4691,13360,9623,2481,792,6422,4662,4170,982,9760,2882,19107,1752,2407,1330,4985,3366,3576,8726,5299,4402,760,2090,1330,1900,5052,1467,1447,2874,17370,7381,0,104957,2680,15668,0,516,60613
2317,2686,3002,1345,2494,1794,2615,3561,6278,11516,7992,2656,951,3560,4032,6707,2281,8564,1711,16239,1146,570,760,4495,1674,1878,3763,4063,4377,570,10302,1900,1900,5634,2760,2451,987,18685,4190,74,3730,1340,13527,0,1496,69434
2695,1924,2351,718,1513,1672,4765,5962,6107,6084,6518,1685,3598,5195,3890,8632,148,7489,2808,14450,1562,1900,2090,5419,951,1828,8741,3393,5289,0,1330,760,2479,2815,2673,2090,2023,14602,3002,74,3215,1340,15156,407,916,24916
6527,2605,148,2177,3607,2172,4781,3638,5559,9285,11748,1086,2087,2832,3626,4373,1517,10909,187,18023,1721,1140,6574,3453,1675,3915,6967,2546,3314,3041,760,1330,570,6370,1900,1865,3017,13845,1736,148,4399,2105,15078,0,3431,30768
2147,1646,12889,342,4487,3192,908,3602,5469,9635,8647,2053,9625,7605,3677,5888,14443,8716,2432,16405,2944,2090,1900,3920,2053,10214,5987,2713,3552,2472,1900,7384,6918,4490,1907,3011,8902,14936,3614,74,4147,1340,18425,407,674,44688
2425,2217,2808,1021,6366,2479,2471,4173,7291,12031,8775,3471,1594,4013,4455,7362,21316,8658,1404,17011,1534,6661,3367,5811,7465,1887,12694,2854,5534,3811,0,1900,2090,6516,1140,1675,3004,18845,10275,74,2949,1340,16043,0,800,47425
4567,2826,1524,1598,7135,1478,1594,3058,3196,4762,9297,2905,2854,7852,2875,3796,12818,9019,2094,13687,762,1077,2090,3920,1330,2675,8427,4610,2196,6928,760,1330,2090,4680,1330,6538,889,17222,4170,74,2547,2105,13827,407,2096,26515
892,3462,644,2048,7560,0,2854,2801,2772,10505,7574,3604,1594,7302,2275,2744,15545,8180,834,14114,148,1089,760,11449,1485,3070,9311,6193,3316,1722,760,1520,570,11070,1710,2244,1532,12301,5814,0,2186,575,12454,0,516,53137
2486,2430,1524,764,6584,1591,4073,5734,7441,7344,13843,2493,1521,8938,4095,6337,4325,14108,1711,16079,956,2229,1330,7301,1900,1556,13772,4008,5866,2981,570,570,570,5052,1330,2973,2732,22087,5666,148,3434,2680,11572,0,1619,44099
2277,1393,1591,1486,9306,2284,2335,9733,4584,19438,11549,1752,222,7371,4871,4312,8013,10063,2312,16074,797,3318,2090,4291,3711,4049,10061,8350,5075,1362,9708,0,760,9147,1657,2830,3506,14301,8664,0,3511,1530,13827,0,874,104667
1730,1575,2432,1517,6473,831,2012,3079,8330,8694,9488,3851,5517,7644,3101,6855,12835,10228,187,16555,1721,2404,2660,5554,2034,3154,9614,6439,3939,1900,760,1900,2090,5053,6200,1486,5709,24970,7072,148,2996,1340,15466,0,600,86983
2221,1033,7089,3002,8560,2822,3607,5033,7917,5157,8439,1110,718,6314,4173,6402,8914,9065,1478,17158,2902,570,4098,3733,2849,3337,10403,4910,4554,1140,4763,2090,5841,3389,3505,2056,3561,19589,5998,74,3328,2002,17045,407,716,77362
2713,2789,7222,1781,2906,1591,2510,3781,5841,10880,7211,2566,1401,6267,3740,5474,6523,7750,1591,17848,1534,0,2660,3365,2409,4415,6276,5121,4794,2281,1520,1917,1721,3363,2744,1712,4915,18770,5675,74,4931,575,14738,0,1113,55659
4612,3250,1327,1685,7295,539,2114,5667,5901,14661,9722,1780,2094,5601,5346,7936,5485,14057,1524,16745,1340,4584,5171,4680,2435,4745,12688,3260,4435,2020,760,2660,1330,3765,1330,3125,5732,18913,2608,74,2945,575,14149,407,2331,68660
866,4427,834,1419,2988,1711,3302,3137,7982,11152,10472,4543,2734,5384,4032,5781,3204,7907,1214,13324,222,1395,1900,2617,1946,1800,10521,5572,2914,2292,2796,570,2660,7859,570,2243,963,19443,4925,74,2306,575,14334,0,400,44550
2760,1604,1524,2471,7325,1478,2164,2976,4781,5334,6855,2539,2284,2846,1850,5545,8618,6803,764,15306,2867,1400,1330,5433,1404,2310,6448,5425,4368,1480,1330,760,2660,6182,1330,2779,2800,14338,4664,74,2442,1340,15241,407,1296,52748
2724,2741,834,1974,5805,1714,1609,3564,4390,9909,8376,2574,1552,5386,2833,3635,7302,9074,982,12534,1562,1462,1330,6917,1259,1922,9832,6623,4591,1934,570,0,570,5621,1330,2208,3052,18181,4956,0,3525,765,13532,0,1116,44242
4599,2613,1482,947,8076,1594,2947,6027,4284,18102,12879,3252,1901,7474,3535,4621,4697,12828,1141,17843,1721,2880,1330,7668,2245,3979,6835,6474,6813,1718,1900,760,760,8576,1330,2606,3508,21316,9135,74,3797,765,13095,0,2093,78562
2221,1796,1591,718,7517,2242,2682,4242,5224,19335,9126,3601,2428,6871,3737,3505,5408,9897,1288,16860,2902,1077,1900,10488,3258,5301,8165,6267,5493,2110,1330,2090,1520,5052,2942,3123,2549,17440,6889,74,3363,1915,13286,407,790,108304
