172.20.0.0,172.20.1.164,172.20.1.165,172.20.1.166,172.20.1.167,172.20.1.168,172.20.1.169,172.20.1.170,172.20.1.171,172.20.1.172,172.20.1.173,172.20.1.176,172.20.1.177,172.20.1.178,172.20.1.179,172.20.1.180,172.20.1.181,172.20.1.182,172.20.1.183,172.20.1.210,172.20.1.215,172.20.2.148,172.20.2.149,172.20.2.150,172.20.2.151,172.20.2.152,172.20.2.153,172.20.2.154,172.20.2.155,172.20.2.185,172.20.2.186,172.20.2.187,172.20.2.188,172.20.2.189,172.20.2.190,172.20.2.191,172.20.2.192,172.20.2.193,172.20.2.194,172.20.2.212,172.20.2.217,172.20.2.218,172.20.2.226,172.20.2.228,172.20.1.211,172.20.2.195
881,662,1181,885,1553,1216,1953,1169,1375,24357,1792,885,810,1291,688,660,1216,2266,885,24325,410,737,1068,1068,812,1719,3011,1675,864,406,1068,406,737,1143,406,1143,5954,0,7605,74,2714,0,28125,192,1508,677
674,480,1290,518,519,593,1512,1774,1106,37184,1450,924,518,7071,999,699,1255,1530,1255,31940,148,936,1474,1297,906,1645,3449,1238,511,6171,1474,1474,737,662,1143,6091,1414,737,8972,0,4133,1494,22610,0,1807,1272
2451,970,970,674,1207,674,1262,1634,3053,25276,5136,1005,451,451,1584,888,1594,1540,120,20915,456,1068,406,331,406,183,3013,1683,1378,0,0,406,812,6597,406,1143,1733,1068,3018,148,7365,747,22287,192,3603,796
748,1365,11420,811,737,518,736,1034,74,34082,1473,1473,811,1043,325,1217,405,4481,1142,26225,1641,883,1143,1363,1550,1840,2561,1923,1813,1059,737,1068,1474,960,5680,831,6460,331,2360,74,2788,411,30610,0,1807,1564
2986,1305,451,1376,736,451,564,1743,1956,35002,2314,932,782,1254,2904,1558,1263,2863,1045,28890,1055,591,1143,1372,2049,1326,6538,5511,1080,669,812,662,662,1068,406,575,1405,812,2277,148,5238,747,27370,192,3300,1712
822,1365,811,74,2084,554,1217,1999,1301,21302,2312,1290,628,222,1940,1955,959,1968,553,28320,894,1068,812,1474,0,845,4058,3270,655,1474,1143,1068,0,1297,406,1143,740,662,2820,74,3753,747,25470,0,1811,1092
2044,233,1005,564,187,526,970,1278,103004,33543,5324,1636,970,1608,1130,1304,1782,3693,1376,24720,980,1088,331,1198,976,996,4043,1697,1579,406,737,737,0,1691,737,737,1656,406,1975,74,139747,1494,24140,0,3286,1499
1155,1328,1256,1216,903,1291,1291,6648,6402,20563,2075,1382,479,708,7284,7331,148,8713,960,25465,1231,1218,1068,1068,737,740,6057,1753,2223,662,662,737,406,1068,844,239,1250,26126,1351,74,3056,411,22625,192,1811,606
671,6810,885,925,1803,1256,519,1460,1935,42141,7685,7080,1256,1499,1913,2170,1181,1756,1256,27190,524,812,1068,891,1068,1071,5440,2428,1133,1068,1068,812,1143,737,513,331,513,20540,1775,74,3517,1494,32115,0,1574,768
1229,1182,895,599,1411,674,1005,911,1107,14995,4174,1557,1336,6379,2303,2002,1742,3850,1336,25280,1203,406,737,1044,500,1078,2721,1068,1557,313,331,1143,1068,737,1143,737,1465,10247,2743,74,5857,672,28325,192,1807,373
548,959,884,999,1639,593,957,1694,2519,14873,3438,187,1548,1587,2112,2322,74,3116,480,24515,485,812,1068,737,662,1078,9786,2081,1752,1143,331,0,1143,331,406,1143,652,4820,1474,74,3427,336,24325,0,1434,874
2483,1376,857,1594,1057,1336,451,1539,1593,22525,5456,1254,33171,1250,695,2122,526,2434,782,28705,980,922,1474,1143,6590,994,3889,8894,864,351,1143,5690,6874,1056,6492,331,2025,3723,3278,74,4557,1494,33369,192,2964,870
748,1576,811,1548,1405,1142,405,2237,2091,12925,3148,886,1216,965,1041,1879,1217,3057,959,28135,1380,1068,1474,1285,1474,994,5525,958,986,0,737,1068,1143,1068,0,906,737,5563,3462,148,3091,1158,29465,0,1807,620
2431,785,268,526,1153,564,857,541,1704,12452,3455,824,970,1199,1702,1156,233,2851,970,28510,1727,1134,812,1068,1068,1250,6365,1335,786,812,331,331,662,662,1549,1474,1474,3729,1342,74,6321,747,20730,0,3175,472
748,1625,1661,797,4450,687,1328,2746,1429,34214,7062,2165,553,628,8428,1694,1034,12015,1696,27030,1380,958,16172,953,406,770,6800,4046,2089,662,1880,1143,1143,1273,406,575,1071,11224,3942,148,6749,1158,26805,0,1807,1638
400,737,1291,113,1365,113,850,2023,2179,31796,1546,1458,113,1485,1425,2840,1256,4947,1181,29085,860,331,1068,548,737,844,3452,1601,1117,1068,1068,1068,812,1703,1068,1237,740,4489,2015,0,3404,1158,31170,0,1434,1721
1081,1273,775,885,2317,1291,885,1959,2043,31112,3914,1681,1291,1026,2361,2535,148,1716,810,29270,336,331,737,635,1421,1584,5785,4124,1849,662,812,1068,1474,662,1068,1474,1101,10131,5341,74,3014,822,21285,192,1881,1152
474,2097,628,518,229,1180,924,2945,2122,41773,4305,1318,518,593,1398,2719,1330,6592,999,23162,222,0,812,980,1051,1101,5760,1684,1050,1143,331,1068,331,2341,919,645,695,6577,1276,0,4175,747,22230,0,1434,1360
2806,1912,1376,6349,1359,1336,6919,8386,6949,41456,3944,950,1188,1779,7723,8063,932,10258,526,23068,531,607,737,331,406,2326,4151,2261,2278,1028,39956,406,1474,406,662,737,1731,13038,6506,74,5001,411,28505,192,3574,2244
148,1550,1411,480,1717,1255,992,1493,1871,28047,4094,874,811,634,487,1439,811,7385,886,23755,969,1143,737,1690,906,831,5766,951,1284,662,737,1143,331,1385,812,906,1412,7718,986,74,2788,411,25660,0,0,1272
1960,915,102915,451,1839,857,526,2709,1271,12217,8167,2226,1632,1492,1519,2591,451,3290,970,24340,980,351,993,1386,406,919,3971,730,1441,1068,662,331,331,1691,812,331,812,12907,2825,74,138177,1494,26040,0,3286,472
748,959,1661,886,1605,1142,810,1812,2265,10759,2096,1310,959,1506,2513,1980,553,6557,628,31180,969,1068,406,1386,1312,588,3695,3469,1058,1143,406,1143,737,662,0,737,1068,9264,1377,148,4240,1158,27750,0,1807,546
2009,1181,1005,850,1365,331,1032,2282,2067,124708,6012,1172,519,1323,1739,1446,444,5466,1181,26240,935,1537,331,1691,406,1325,3937,1371,1071,331,406,1143,1474,1678,737,579,1071,10760,3754,74,139780,1419,26230,0,4233,1092
1577,1487,1330,1742,1747,1336,6146,1746,1961,34135,5081,1005,599,1707,2760,7803,268,5472,1411,24037,1426,331,406,955,500,1251,5041,3732,1928,0,15369,737,1143,406,331,980,740,7517,1949,74,3317,411,26615,192,2207,1166
474,1354,11347,1181,1278,925,113,2010,4245,42927,4584,1141,444,762,1255,3475,1256,3235,850,29090,747,552,331,1474,500,1102,1977,3052,946,1796,1068,0,737,1691,1250,1035,1253,10882,5697,0,3559,1158,25660,0,1434,2045
1261,1920,850,599,1399,2073,1005,1397,2526,21344,4773,1636,599,903,1418,3942,1411,4522,1336,26045,942,1143,812,650,737,1071,4740,1995,1709,1474,1143,737,406,737,513,1051,182,11607,2047,74,5719,1083,28890,192,1014,606
3476,102708,885,1661,2511,924,366,1714,1795,22262,8714,1912,1217,1588,2767,2549,736,4900,811,27180,746,737,406,1283,331,334,8502,2702,2086,737,662,812,406,1057,1325,406,1325,12967,5479,74,136112,747,31550,0,6592,828
2979,2130,18942,451,1851,599,526,2062,1073,39270,3999,952,857,1405,1486,2596,857,7836,782,30225,1727,1015,737,1387,831,1508,1654,3704,2197,1474,1143,5764,1474,1615,513,3165,1973,13554,8338,74,4211,1158,25665,192,3588,2392
822,1980,1217,811,1822,74,1142,2220,2584,25566,5671,1133,1290,1817,2022,2477,811,6762,884,24135,1716,737,1143,1056,406,526,3446,1296,1349,1546,812,1068,737,650,737,662,1677,13123,5438,148,3250,411,31560,0,1881,1346
1770,2130,600,620,2900,6648,1339,2301,6961,33557,13820,1867,895,1837,8260,2745,1301,13807,970,24846,1727,1206,737,1540,578,514,5054,5376,1008,922,33483,737,406,3296,737,575,999,15500,5418,74,5820,336,27190,0,3825,1786
748,1116,1255,1290,2078,811,810,2674,2486,11126,5274,1206,1365,2251,2081,2370,1290,4334,1290,21700,222,406,737,662,1143,920,3632,4003,2210,737,1068,406,1068,812,406,1399,331,17548,648,74,4131,1541,24890,0,1807,472
745,1188,1336,519,1519,113,1799,2860,2867,25092,7030,850,34600,1308,911,3100,519,7437,850,31365,860,1419,737,2065,406,7046,2642,1659,2429,1643,1474,1143,1068,1210,2259,6255,6054,22721,7517,74,3986,1083,26763,0,1551,1092
1555,1695,519,885,2162,1291,1759,1079,3515,11624,8318,448,479,1981,2540,2337,885,5266,885,27180,895,1068,1068,662,906,737,5454,4014,1571,662,1068,1474,1068,650,331,331,1146,19853,4749,0,3236,747,21290,192,2599,546
148,1078,810,1330,1142,1255,1111,2836,2630,52170,4691,1681,1586,1878,1658,2391,1586,7091,924,29577,485,331,1068,1792,554,922,4804,3518,1918,1537,3417,406,1068,1284,1325,575,1512,10174,3077,74,4454,747,28315,0,0,2378
2989,1062,113,599,1831,1005,1411,1878,1907,42597,7637,1025,120,897,2407,2445,1668,4163,1594,31175,456,406,737,1285,1307,1763,5098,3993,1666,1474,406,737,737,1283,1325,737,1509,12244,5064,74,4863,1083,23185,192,4874,1212
222,2440,811,1661,2062,1255,811,2495,4249,29540,9320,2113,9018,3019,3038,5226,2028,10684,1217,25095,1716,737,812,1044,406,844,15191,4716,1044,406,1805,1474,406,0,849,901,183,20729,10919,148,2845,1083,39912,0,0,1548
2722,1913,120,1188,2369,526,526,3144,1980,41924,6046,1455,1263,2107,2855,2861,1188,8309,1263,24140,1727,1025,737,1461,2049,2488,10130,3681,1616,331,1068,406,331,812,812,0,1359,16761,3756,74,4243,672,29850,192,4219,2324
822,1088,886,480,2307,553,586,2381,1106,23049,7293,1762,959,2485,1975,1972,1696,8338,628,30420,558,737,406,1273,1143,844,9904,3680,1605,1059,406,662,812,1285,331,1312,1477,12222,2511,148,3729,1494,22425,0,1881,796
1854,1515,1005,895,1558,1188,997,4090,2811,23494,9350,2354,1045,1530,3002,2524,1045,9380,1301,30030,1316,958,737,2439,1643,845,7463,3067,1523,1234,993,1805,1068,1379,1068,575,1477,14996,1245,0,6127,747,30415,0,3912,1092
1597,800,4412,885,1012,885,1269,3385,2578,11952,9501,1863,1291,1891,2415,2996,885,9216,1216,32310,895,1068,1068,1375,1643,1838,14119,1399,2944,406,406,1068,538,2266,182,662,1657,13461,4434,0,3243,747,28135,192,2728,546
745,2738,5603,850,2847,850,1794,2692,3524,11542,8468,1725,17544,2020,1816,3914,850,6949,444,27555,860,875,1474,1387,814,7078,16022,10185,1601,1805,1068,1003,541,1387,689,1075,2170,13976,5085,0,6364,411,34050,0,1578,796
1029,2325,1301,885,2064,960,1291,1499,2545,22611,4023,1198,9651,1735,2656,1906,1622,6477,885,28330,822,662,0,1614,7233,182,6623,3697,1443,653,0,1474,1068,879,1586,831,1178,8987,1718,74,3391,1494,33440,192,792,1166
222,1859,554,593,1718,593,1512,3017,2816,11523,9352,1827,1142,1066,2674,3344,924,8474,74,28315,485,1143,1143,1462,1143,1143,9442,3329,1270,737,331,406,737,1044,1474,0,1071,14074,5448,148,3819,411,24705,0,0,620
2567,2459,1925,1411,2291,1411,1894,2146,2539,11146,10597,2185,857,1620,2897,3137,1669,9104,1188,28505,980,1206,1474,1691,406,737,12733,5096,1451,737,662,662,1068,1054,1068,1068,1474,17375,4653,74,4309,411,33070,192,4324,398
1096,1317,1142,1217,2803,924,102219,2227,2751,61361,6437,1720,405,1500,1881,2822,74,6611,1142,24715,969,662,812,966,737,1814,8171,5995,1601,737,737,737,1143,331,1101,239,952,11165,6683,148,136221,1083,24520,0,2229,1892
2125,2279,1263,1026,2064,857,1076,2736,3516,10124,4364,769,639,1747,1796,4250,564,11774,1301,28337,980,1068,4474,1042,331,1146,6060,5099,756,737,331,812,406,1616,1218,406,737,22231,1145,74,5217,1158,22240,0,3846,794
1074,1892,518,1034,1237,1548,1136,2157,3836,15042,8703,1283,628,1968,2838,3162,628,9911,959,26240,1089,662,737,1793,812,1238,7454,2412,920,812,1068,331,406,2541,0,1237,747,17355,2487,0,4360,1494,24710,0,2576,929
474,704,1080,1256,2511,444,1951,3714,3332,14777,7578,464,1587,1451,1547,2074,113,8885,1181,20535,95070,406,737,2639,0,1001,7400,0,1028,812,662,1068,737,1825,331,737,1061,13265,4418,0,69119,1158,25855,0,1434,874
2441,2253,850,1460,1239,2667,1292,2676,3538,10604,12312,939,1291,3460,2418,8646,479,11893,554,29833,1044,737,11564,1194,1237,737,7511,3074,2677,682,8521,1143,0,1374,737,1143,1402,21146,4411,74,3532,747,28700,192,3183,398
419,2885,4458,850,3477,519,597,3469,5209,26464,12234,2622,1181,2366,3743,4924,850,13755,850,24515,605,1134,737,1374,0,1026,15750,3458,2508,737,737,1068,1350,1273,1656,737,665,18803,5367,148,4448,411,33600,0,140,1018
2419,1435,519,1336,1182,806,1653,3215,4018,34102,9446,1939,120,1594,3795,2785,1005,10100,857,32292,821,1143,0,1605,909,919,5538,6292,1962,1537,4308,1068,1068,1859,1068,906,2142,24963,5656,74,4471,822,25470,192,3851,1712
1096,2030,736,1330,1834,924,1209,2881,2786,11344,9066,1562,480,1729,2084,3169,480,6468,1217,27570,484,875,1068,2122,662,514,8350,4706,1143,1143,1068,812,737,1706,406,331,737,18279,4721,148,2856,1494,23755,0,2180,546
2377,2393,526,857,2514,931,993,3915,3711,51772,12189,1845,10935,1787,3229,3959,782,10455,857,24525,860,406,1068,1375,629,1769,12178,4028,2931,406,0,906,210,1197,1431,6188,1619,20456,5978,74,3555,1083,25596,192,3780,2600
1264,2637,405,405,1557,1622,1044,3077,4476,20446,10454,1493,1696,1615,2604,3583,1365,14581,959,26976,969,1068,8947,2210,406,1730,10770,3138,1526,331,1068,0,737,723,662,239,918,21528,4716,0,3701,1494,24330,0,2747,754
2170,1304,1336,1139,1748,857,1296,1313,4103,9568,14498,2271,970,1416,2912,2979,1301,8389,1376,27068,2063,406,737,1705,0,737,6407,975,1110,406,10497,812,662,1375,331,1474,812,19039,3137,0,5820,1083,27575,0,4068,794
955,1136,924,6304,1976,885,1248,3284,3616,28988,12407,1895,1291,1485,3928,4011,1291,11468,1953,27877,969,1474,406,1300,1237,1247,11230,4087,2704,1471,9234,737,662,1781,406,331,2295,28199,2006,0,3539,672,30600,192,792,1803
222,1897,479,969,2209,519,626,2284,3869,22741,7181,2661,850,1714,2084,3111,1587,10881,850,28320,569,1612,1143,1690,662,994,11200,3307,2135,406,1068,1068,737,1273,0,2049,1104,18754,3327,148,4458,747,24895,0,0,796
1155,2185,8850,102638,2498,1291,1140,2290,3096,23388,9846,904,960,925,2363,2295,554,11076,885,23023,1157,406,406,1273,2042,1177,7693,2022,1548,1068,406,500,406,1044,1325,575,1585,14626,7369,74,136607,336,28512,192,1830,796
1096,1630,148,518,1920,924,922,2826,4474,24226,10349,2252,1217,2796,2210,2992,924,11257,811,24140,1614,666,0,968,500,1840,5827,5722,1659,1266,406,1068,1399,1530,737,812,740,28815,4644,148,4207,747,23580,0,2180,1120
2757,1473,1188,1412,777,1411,1168,2745,3079,50255,7916,1530,526,2182,1934,5035,526,12797,1594,32320,785,737,737,2008,500,919,7690,3980,2171,1522,1143,406,812,1462,1250,629,850,26890,6685,74,3590,1494,24710,192,3973,2045
1148,2066,480,1216,3067,1548,1039,2975,4161,44077,10259,1640,811,2331,3174,3529,1142,9423,811,23565,895,737,812,2233,976,1330,8254,5349,1338,1143,1143,1068,737,2377,1656,2044,1024,22625,2889,74,2852,411,26230,0,2700,1560
1938,1208,9529,451,1011,639,2061,2468,2700,30350,8981,2727,970,1428,3190,3060,895,12478,1376,28315,569,1805,737,1603,737,1886,8983,2079,1398,737,737,906,737,1858,1101,1384,6306,17210,2032,0,5217,411,26949,0,3840,1548
400,1488,1661,723,3282,1142,1584,3544,3157,15034,11350,2236,884,4171,2696,4584,959,11512,1696,34535,1305,1789,4920,1301,737,1645,9313,5356,2979,1143,1068,812,1143,978,737,1237,674,29113,4824,0,3955,411,28895,0,769,1003
419,1039,1336,113,3537,519,2007,3568,3553,25580,10052,2123,850,1997,2133,3984,519,12799,1587,29080,1055,737,812,1374,1068,1594,9657,5122,2148,1383,331,812,1474,1055,737,812,1797,26507,6443,74,4134,672,22810,0,140,1346
2622,1832,3714,599,1341,1423,1649,1415,4321,26545,4976,2281,885,1662,3722,3984,1291,8560,1291,22719,969,615,1474,981,744,684,7053,5349,3138,406,3908,331,331,1462,1655,575,2001,25516,2022,74,3652,747,33263,192,3925,1149
1212,2518,554,593,2467,187,1707,3018,5060,22900,6402,1673,9517,1079,1934,5390,924,10350,1255,27185,531,1088,1068,662,1143,1260,8923,3711,1558,1160,1474,6833,406,2010,849,906,1575,22798,5701,148,4705,1083,24310,0,2277,1873
2293,1992,850,1411,1514,1411,1144,2056,2484,34516,8333,2046,526,1565,2014,3199,1336,9678,1263,29280,485,1390,1068,2108,1568,588,6479,4378,1441,1162,737,737,1143,1198,737,575,668,16960,2390,74,4584,1494,29265,192,3677,1342
1338,2239,811,1255,1182,1255,1038,3080,3337,35351,14740,1751,74,2293,2209,2242,1217,12193,1217,30985,970,702,737,2342,1237,1325,7495,5610,2790,1162,1068,1068,993,1925,737,1962,2142,26043,3207,74,2930,1158,26230,0,2673,1416
2777,1933,857,932,2794,1262,1751,3061,2379,65585,12609,1255,1263,1773,3209,2802,857,15080,526,28559,113,1891,1072,3285,669,1208,9440,7823,2361,875,406,1143,737,1820,1474,1000,2070,22177,7131,74,3618,1083,25270,192,4412,3202
516,1429,405,1142,1888,103396,990,3853,2701,74053,11188,1526,553,2462,3227,2825,628,10264,1696,34410,1044,1955,737,1199,1866,1768,9899,6557,2420,406,1143,737,1068,1604,844,852,1918,20736,7667,0,136963,1494,28130,0,843,3470
1718,1283,1742,613,1519,1018,1558,3721,3401,79598,10374,2210,564,1419,3234,3952,1301,10614,970,29107,644,331,406,1273,976,1733,3867,4330,2375,331,9336,1068,1068,1932,1501,1312,548,22412,3278,74,5506,747,23755,0,2169,3119
1471,2210,1330,479,868,1005,1986,5049,3820,29383,7943,1397,3736,1804,3273,4344,148,8152,1622,26420,969,1068,1143,2366,500,1027,11321,3766,3203,0,737,406,1350,981,1426,1143,1102,18473,3667,74,3585,747,27660,192,2355,1474
3727,1749,148,1770,1559,1206,2495,2723,3721,38953,11174,913,1181,1639,2742,2340,850,9573,113,30391,980,662,6040,647,906,2297,7882,3062,1744,1863,812,737,331,3187,1068,1461,1654,16994,2679,148,6819,1158,28538,0,6231,1688
1229,1448,13666,268,1558,1411,404,2393,3253,39678,9719,1392,9994,3034,2209,3134,23865,8480,1411,27940,1232,1143,1068,969,1145,7826,6380,4357,2527,1542,1068,3345,5941,1299,881,1578,8496,24092,6414,74,5525,747,35384,192,1807,2952
1022,1967,1622,593,2505,1388,1376,3779,4361,45790,12716,2029,886,1663,3600,4575,32014,10779,811,29817,867,6036,3057,2010,6268,1038,13636,4254,2809,2243,0,1068,1143,2010,662,906,2399,21259,13191,74,3798,747,29080,0,2203,2984
2577,2298,857,600,2797,959,886,2407,1766,21881,10172,2174,1594,2613,2496,3184,21888,11572,1188,25475,449,728,737,968,737,1101,8471,6029,972,6142,406,737,1143,1374,737,5760,665,19221,7390,74,3509,1158,25655,192,4301,1490
516,2579,405,1216,2701,0,1594,2707,2511,44773,9278,1840,886,2948,2186,2078,32755,9048,480,24135,148,899,406,7401,831,1691,9092,7928,1575,1496,406,812,331,8175,993,1237,1333,16500,7014,0,2630,336,22420,0,892,3054
1767,1931,857,451,2667,924,2269,4484,4630,32241,15003,1901,895,2654,3638,3303,21457,13774,970,29660,569,1537,737,3089,1068,877,19514,7607,3140,1799,331,331,331,1602,737,1556,1811,27783,8712,74,5097,1083,20715,0,2412,2434
948,1017,924,723,3020,1263,847,8839,2870,95220,13403,1662,222,3022,3671,2874,32887,12858,1365,29096,558,2412,1143,1197,2035,2390,12555,9302,2943,1328,10690,0,406,2704,913,1190,2586,18143,11559,0,3955,822,25085,0,2203,6202
896,1406,1411,850,2464,518,1139,3184,5050,61486,16518,2124,4787,3045,2729,4946,45527,12218,113,29080,980,1403,1474,1527,1145,1906,10169,7523,2014,1068,406,1068,1143,1602,6513,868,2690,24008,9366,148,4402,747,28538,0,1434,3493
1271,739,9974,1742,3217,1618,1942,4380,5239,27487,9244,1310,479,3139,3421,3336,62796,13201,885,30184,1716,331,2962,868,1215,1617,9932,6554,2862,662,4934,1143,2567,1286,1431,1145,2135,22768,9012,74,3846,1285,29069,192,1881,3343
1335,1698,7032,999,1916,924,997,3495,3484,25826,6987,1974,518,2021,3895,3098,43885,9975,924,29645,120,406,1805,1286,1314,2586,7419,6150,2134,1508,812,906,944,1285,1367,906,2680,19986,5038,74,7545,672,31739,0,2491,2866
2886,2250,775,843,2291,355,1174,3956,3464,68904,9714,1637,2531,2004,5241,5459,15286,12859,857,30149,747,2312,5205,2234,1391,2178,13820,9421,2292,1504,406,1474,737,1462,737,1653,3441,24868,6109,74,3759,336,24520,192,4272,4284
474,2430,480,649,1164,970,1781,2488,4526,45469,13076,3085,1548,3240,3134,4404,11725,8941,736,24683,222,988,662,879,1059,1027,12198,6643,1671,2065,2666,331,1474,3404,331,1237,1002,22724,4262,74,2972,336,25080,0,792,2758
1777,1134,857,1376,3850,737,1623,2813,2961,21885,10700,1943,1263,2204,1456,3585,43908,6299,451,27560,1607,1017,737,1846,911,1285,4784,4705,2446,1211,737,406,1474,2239,737,1312,2070,18234,6279,74,3661,747,26810,192,2494,2286
1116,2195,480,1142,2063,1080,889,3783,3241,35573,11460,2303,959,1775,2723,3078,23854,12852,628,23375,969,1013,737,1678,748,697,11577,7475,2410,1659,331,0,331,1936,737,1150,1739,17376,6224,0,3747,411,23570,0,2724,2804
2315,1714,599,519,2829,886,1613,4887,2676,75525,13428,2063,1045,2118,3564,3346,22898,15310,639,29265,980,2357,737,2485,1643,3212,9786,8135,3726,1061,1068,406,812,2365,737,1406,1997,27715,12903,74,5647,411,24330,0,4377,5173
1345,1207,924,479,3032,1336,1562,3564,3020,99582,11361,2648,1366,2124,3308,2769,30139,12236,810,30605,1716,728,1068,4272,1427,3117,9909,8213,3173,1645,737,1143,812,1604,1250,1798,1520,22545,11578,74,3807,1083,23200,192,1881,6415
1138,850,7771,518,1420,1868,1807,2994,2730,82373,10320,1519,444,1949,2961,3546,71671,9389,519,30152,569,1134,1143,1830,1535,2541,5800,8487,2223,2046,3473,1237,1350,1832,1470,1316,3629,15785,8921,74,4349,747,22758,0,2448,6162
1271,2180,1256,1742,2055,1817,1141,2792,5278,99918,9640,1776,9344,1520,3435,4322,30873,8501,810,31383,1568,1421,1474,1616,1393,3462,8320,6092,2419,1429,1143,906,944,1973,1875,2038,3835,23246,8620,74,3585,411,37064,192,1881,6392
664,1274,479,518,2581,113,1114,2281,3365,53729,12127,2005,886,2986,3433,3272,44119,10924,1217,26130,1203,948,6349,1272,814,2846,9169,7682,2361,1620,737,1399,331,1272,1249,169,2856,21141,7650,74,3724,411,24715,0,1014,5012
2241,2354,1263,1580,3875,835,1361,4025,3416,47309,11663,2363,120,2500,3809,3819,22247,11183,3381,32382,1083,1335,5475,2888,169,866,10140,8286,2909,1403,4241,331,553,1386,1143,1153,1340,24127,12055,148,5714,1083,29885,192,2243,3351
1074,1881,1548,736,1943,1181,782,2787,3201,80834,8982,1813,1142,2567,3103,2870,21399,9475,1365,27000,1642,1347,331,2781,529,2130,13851,8334,1615,1252,1143,406,1143,1285,331,1372,2537,14320,7564,0,2288,1494,26620,0,2580,5560
2234,2250,857,1188,4504,811,1173,2766,2910,87561,10482,1670,564,3677,2697,3537,13217,10617,1781,22062,644,1168,737,1092,1730,1742,7400,11944,1300,1206,1068,406,662,1095,919,1882,1799,22980,10718,74,4670,747,27935,0,3928,4553
