172.20.0.0,172.20.1.184,172.20.1.185,172.20.1.186,172.20.1.187,172.20.1.188,172.20.1.190,172.20.1.191,172.20.1.192,172.20.1.193,172.20.1.194,172.20.1.195,172.20.1.196,172.20.1.197,172.20.1.198,172.20.1.199,172.20.1.200,172.20.1.201,172.20.1.210,172.20.1.215,172.20.2.197,172.20.2.198,172.20.2.199,172.20.2.200,172.20.2.201,172.20.2.202,172.20.2.203,172.20.2.204,172.20.2.205,172.20.2.206,172.20.2.207,172.20.2.208,172.20.2.209,172.20.2.210,172.20.2.211,172.20.2.212,172.20.2.213,172.20.2.214,172.20.2.217,172.20.2.218,172.20.2.219,172.20.2.220,172.20.2.226,172.20.1.211,172.20.1.189,172.20.2.228
2374,2432,2090,834,2238,1408,1598,1714,2161,187,1822,2622,194,2052,2224,1478,1141,2471,14750,1989,570,1330,760,2090,570,2660,1330,1140,2660,1990,2552,2090,570,2090,1520,74,2904,760,3136,1150,0,11792,15055,874,2090,0
2295,831,2087,1521,1141,1781,1591,3987,342,2842,1594,947,1552,2161,10271,2766,1552,982,11396,2257,380,570,570,0,2090,2090,0,1213,2095,4663,4473,1330,1973,1140,1330,74,1574,2305,3615,1150,0,32780,13762,716,74,407
3976,2432,1404,1478,1552,148,1482,1714,74,2854,2367,1524,1517,1102,5704,1606,1707,3240,13793,3329,1848,1520,3230,760,2047,372,1710,2923,570,1461,2230,1330,3070,1900,0,74,1974,2312,3192,1915,0,17638,15427,1706,1711,0
1700,2161,1901,187,1141,757,2161,1552,1900,1527,1090,1974,2432,644,4798,1955,2821,2808,16384,1492,0,3420,1140,1330,372,4137,2090,2543,2660,2221,2421,1900,1753,570,2090,74,1765,3768,3527,2680,0,17633,14680,400,1742,407
2857,1334,1552,2242,982,908,2242,1327,2242,2350,2389,5361,1897,1714,7342,2005,834,757,14670,1601,1648,1330,1900,760,3031,760,760,760,2019,2981,2990,0,3538,3230,1900,148,2008,1880,4955,575,0,26382,15368,1957,2281,0
1058,2660,1901,2161,2471,381,757,1668,757,1889,1288,834,1102,908,7759,2318,2094,1274,12870,1682,1469,2090,1520,0,1330,4137,760,1784,1336,2219,1660,1710,3071,1140,0,74,814,3074,3249,1340,0,16714,13501,400,982,407
1656,570,2882,1524,570,1404,1330,3762,912,1586,865,764,2164,1517,8919,1644,1545,1974,11642,2623,1900,760,1330,2660,3389,2070,3763,2153,525,1231,1990,1330,3846,570,0,74,1058,3551,2451,0,0,34509,15267,400,2847,0
2798,1102,1827,1404,1330,764,3389,1102,2161,2087,1297,1984,3195,1668,4055,1574,1711,2789,13436,1298,1520,3230,1330,2090,1330,0,2412,1031,1628,1841,322,1330,3036,2957,1900,74,2353,2417,2452,2680,0,7683,15081,1116,1140,0
1656,1897,1330,764,1711,1021,2161,834,1862,3257,1667,2295,3236,1401,4170,1210,792,2122,13607,1989,1900,1330,1330,570,1330,760,1330,3085,1213,3498,3245,1330,1900,3221,1520,0,2027,1077,3304,1150,0,11792,11582,400,74,0
4198,2369,644,1478,2122,2242,342,1896,2921,134709,951,1276,2602,1672,4361,2005,3387,1936,11215,1534,1635,1330,1330,1900,0,1330,2090,760,1103,2174,1479,1520,1330,3745,1330,74,1248,2470,105206,1340,0,12000,15699,2318,2284,0
1774,2679,1524,831,2281,1517,1591,1206,5756,1404,1660,1552,2367,2231,7252,1683,2885,1616,14310,2754,2217,2090,570,570,1900,4591,570,1604,2461,1994,2322,570,1553,3779,1900,74,1384,2314,3248,2490,0,29609,14610,400,222,407
2420,2242,2312,908,982,148,3762,2816,1520,1136,2697,1901,3168,63425,8210,1986,2924,1416,16188,2486,1923,1900,2090,1900,3376,3377,2660,3223,570,330,1402,1330,4742,1925,2660,148,1511,3742,52928,765,0,26625,14874,1422,1901,0
1058,972,2028,2351,1141,757,4670,3335,947,1509,1660,2635,1798,1404,7208,1683,3265,1870,18505,1562,1648,2090,1900,2090,4706,2090,1520,1520,3221,2761,1081,1140,2654,2776,2660,74,2578,4831,3058,575,0,26405,11316,400,2122,407
4195,1648,1742,1672,2164,74,5216,2847,148,1527,2284,3944,1725,1521,4714,1224,4173,4625,16444,762,1900,2090,2090,1900,1900,4071,1520,1744,1293,2660,2411,1330,2746,4459,2090,74,3419,1984,3953,575,0,8822,13635,2093,1141,0
2898,570,1711,2164,1330,1598,2048,4095,3296,2367,3533,1155,2354,2881,9976,1546,3342,4179,16715,1488,1798,2660,570,760,5211,3570,1832,3791,1320,2561,3201,0,5312,6419,1330,74,3732,2971,2610,2870,0,37415,15593,1190,2048,0
1582,2921,1288,5712,1900,834,6072,3828,1672,1796,2344,1080,1728,8496,7771,2687,1790,3557,13281,2102,1900,1140,1842,2283,3389,760,1866,2234,2271,2888,3327,1330,2386,4952,1520,0,2065,3530,2860,1915,0,46587,18352,400,1900,0
4227,1482,1637,1552,2312,1672,1672,1714,831,2457,3393,2338,4544,3041,4062,1532,2600,1711,14419,2109,1330,1520,2660,760,570,3389,3002,1628,2660,3674,651,1900,1743,2865,1330,148,1892,4340,3510,1150,0,26623,15267,1980,1334,0
2096,1897,1714,2847,3041,831,261,1404,1334,2846,1660,2749,2651,5625,11088,5237,2556,2312,16230,1414,1383,4533,760,2660,1512,2090,1900,3420,2000,3797,3806,1330,2769,4451,570,0,2769,2958,3167,1150,0,48618,16374,600,834,407
2391,2242,1304,2048,1362,718,3083,6391,1214,755,2672,2033,1277,4780,4941,4009,2893,3260,13537,1531,2229,1520,1330,1330,3575,3187,2090,2543,2980,2150,2562,760,4963,3692,570,148,3120,3046,4811,1915,0,47355,13081,1570,1901,0
1206,2476,2787,757,2281,757,4095,1923,1707,2079,2020,1873,2378,6821,4296,2458,2640,1627,14610,797,1083,1330,0,2470,1900,2444,1330,2651,2459,1789,1976,1330,4002,4306,2660,74,2388,3044,3269,2680,0,35233,13889,516,792,407
4047,1653,1870,2242,1362,792,3959,3002,2808,1128,3407,3362,2681,5282,6994,2059,3542,3799,14336,1721,1157,1140,1140,1900,5424,3005,1520,1824,1269,1423,2750,1330,5589,4310,1520,74,3636,4574,3435,1902,0,43285,17548,1896,1711,0
3020,1524,2028,1974,1330,2854,2583,1478,831,2325,2147,1155,1853,8823,5679,2310,3067,1091,11957,2063,1648,1900,1330,1520,1140,4442,1224,1722,2291,3199,1675,760,2303,3222,1520,74,1798,6556,2751,2105,0,67951,14380,1348,718,0
2062,1707,718,3041,1520,74,2647,831,2242,573,2172,954,74,3786,5556,2787,2200,2948,12239,2292,1479,760,1140,2660,2420,3947,0,2315,1330,321,3235,1140,3663,2688,1330,74,2597,2781,2723,1340,0,34314,13356,597,1591,407
1955,1429,1062,1974,2238,2094,342,4033,2161,3298,1337,2235,3007,6921,2343,1058,3301,1925,14445,839,1065,570,1900,1330,3005,1330,1140,1024,2760,4223,2706,1140,3327,6363,3735,74,2876,2737,2974,575,0,32584,14189,674,1330,0
2492,1781,1900,2281,2281,1021,4195,3460,1909,1883,2725,4357,2526,4797,5009,1478,3087,1690,10177,148,0,1330,0,2090,570,3935,1071,842,940,2305,2571,1330,1480,5580,3741,0,3532,2380,4686,575,0,27203,16937,800,1214,407
2391,1672,2291,2048,1362,148,2242,4107,1061,2854,2015,1461,2034,7544,5576,3571,3198,2184,14525,1724,2217,1330,1900,1330,6382,1140,2090,3056,2460,1739,1980,1330,4451,2198,1470,148,2543,5454,3767,1340,0,44134,15668,1538,2281,0
1035,2489,2156,187,1141,2087,5695,4208,1524,2073,1582,4295,4483,6252,7916,1834,2559,3434,13532,1562,3289,1330,1140,1330,2090,2272,2090,2768,2461,3054,3229,1140,1632,4275,7655,74,1790,2382,3555,1340,0,41271,16149,400,1552,407
3891,4209,982,1102,2122,2238,1141,718,2048,3680,1580,4176,3411,8637,5208,2931,2380,3581,13914,2296,1647,2660,1520,1900,2047,5626,1330,2017,1758,2392,2556,1900,3474,4397,3116,74,1673,4613,3312,2105,0,47383,14018,1935,951,0
3235,148,1837,1021,1524,951,5813,6376,1707,1021,2087,2129,4940,3057,4178,1753,3350,2415,16299,2902,896,2660,2660,1900,1520,1140,2090,1999,2014,760,3228,1330,4050,5128,2584,148,2090,4042,4511,1340,0,17655,11888,1306,1742,407
1730,2418,2601,954,1330,834,3789,2965,1999,1836,1454,3327,881,6298,5339,3256,4271,4208,13532,1527,1975,1140,760,570,3179,6639,2987,1429,2516,2095,2658,0,4561,4045,6392,74,2530,4579,2532,1340,0,43337,11290,400,518,0
1955,1921,516,1668,1974,954,5963,5246,1591,3006,3737,1984,2105,9505,9245,2340,4145,4325,14605,1678,2214,2090,2660,0,2989,1330,2417,1295,1706,2991,2053,1140,4495,6172,4315,74,4123,7269,104174,2105,0,68881,13271,600,135225,0
866,2161,888,1855,2847,1591,3266,1203,2432,3654,1666,2718,1440,6593,3914,2229,3763,5900,14830,2179,570,1330,1520,0,3575,2083,2987,2263,3052,2171,2311,2660,3225,4353,2291,0,2841,2210,3304,2105,0,42099,14755,400,2312,0
3868,2001,3143,134163,7349,1672,5743,4758,74,2383,1482,1982,2166,8605,3368,3543,5006,3501,13206,1721,631,1330,3020,1761,1140,1900,4149,1358,1077,2867,3884,1330,2239,6665,3790,148,2231,3555,105473,2295,0,39587,16970,1777,2284,0
1035,1460,1663,831,951,2087,4582,1974,2256,3442,3838,4792,3858,8156,8006,2892,5027,3761,16700,1414,1709,2090,760,570,3376,1675,2660,2093,3328,5810,4558,1330,3979,7801,11091,74,4762,3984,3171,765,0,51124,13532,400,792,407
3751,3331,3656,912,982,1871,578,5755,2229,1278,3366,3268,3895,9611,6753,2464,5269,6503,13821,1911,3022,4184,1330,1900,4841,6382,2329,3803,3213,3220,3723,2090,3974,10870,6852,74,2034,3841,3767,1150,0,62546,11321,1793,1533,0
3309,1974,1141,2277,3504,1517,4862,3192,134850,2059,930,2971,1421,9007,6719,4250,3372,1213,12572,2137,888,1330,1140,2090,2660,2276,2877,1438,2353,2759,2044,1520,2943,3594,2930,148,2440,4331,104434,1340,0,51368,16121,1232,1478,407
4113,2397,2007,148,74,1404,3304,4347,1552,2006,1694,3407,4011,8408,9520,3473,3024,3662,13793,2292,2523,1900,2090,570,3567,3947,1330,3228,2228,4478,5018,1330,3931,3699,4213,74,2949,3948,2662,1725,0,70981,14605,2051,947,0
1955,2152,1837,1714,1140,1672,2206,3525,951,1995,3266,3562,1045,10448,7697,2798,4251,6290,13041,2257,2548,1330,2660,1140,4319,4664,760,2418,2154,3751,3942,570,6661,6487,2527,74,3100,6520,3062,0,0,78639,13868,600,912,0
917,1147,2365,2734,947,1974,3839,4366,1552,3457,3411,2302,2322,8537,6339,3636,3985,5197,15221,2292,2632,1330,2090,1140,3947,3389,3001,1783,1239,1725,2305,760,4843,5973,5873,74,4480,5928,2842,0,0,52075,16079,516,1974,0
2465,2432,1330,3002,792,2242,5782,5754,2004,3838,907,4246,1469,13829,2888,4143,1871,3340,12184,1534,646,4022,2660,2660,3389,2697,1913,3160,2139,1286,2505,1330,4759,3844,4569,0,2440,6176,3789,575,0,67001,14494,1464,2680,0
3017,831,1831,6505,2281,1954,6244,5301,1929,3748,2614,4124,5391,13256,9685,4519,4419,5339,13274,1414,1848,4641,1344,1330,4842,5718,1639,4213,2582,3207,4045,1330,6595,3770,8078,148,3017,6468,3012,1150,0,86200,17957,1116,2734,407
3809,648,2628,5347,1552,148,1672,3002,985,2599,2540,3839,2907,5545,9890,3376,4712,5588,14008,2874,1637,2090,2660,2291,3335,5812,1928,2820,3535,3542,3164,2470,4507,5012,7356,74,1471,3103,3460,765,0,54414,16990,1896,2471,0
2617,2795,2336,1517,1141,1327,4944,5878,1776,3174,2367,6387,3080,15158,8984,3578,4128,4550,17335,1752,2396,6664,1520,1330,1690,3567,1641,3926,1777,5135,3875,760,5184,7559,7898,148,3228,7055,4507,2105,0,74069,14495,800,1679,407
4105,2229,2631,148,2164,1742,5051,3177,1552,1780,2577,2091,1113,17228,3861,3299,2949,4030,16400,3061,3008,1330,1140,1140,6269,3748,1900,4354,4807,3392,3663,2660,6525,2829,3784,74,2063,7108,3226,575,0,73549,16490,1970,1517,0
2221,1077,1457,187,1330,954,4095,136741,2037,2735,3185,3425,1713,14331,7872,3538,4064,3943,14900,723,2469,2660,2660,760,6183,6377,1900,4424,1069,2782,3423,1330,6613,5254,5012,148,4007,5451,104839,1340,0,82670,11647,600,908,407
983,845,2808,644,2090,1404,2458,2462,2122,1894,2882,849,2953,7101,4914,3519,4167,5022,13913,2292,314,1330,2090,1140,3749,5622,570,2479,2461,1790,2740,1330,2864,5314,4316,0,4586,4282,2440,1340,0,44031,15973,597,1591,0
148,3002,1719,1524,2238,1714,2017,570,1846,2186,1371,1998,2032,16172,3466,2096,3238,6591,16666,1488,1969,1330,0,1900,4786,5234,2660,2806,4567,2809,3637,2660,6206,4993,3719,0,2278,5718,2918,1915,0,69564,14194,0,2854,0
3039,3208,1330,4559,1711,1401,6274,4301,1552,1754,2574,1668,2615,19309,8266,4763,3855,2856,15081,4002,2481,1900,1893,1330,4691,5601,2565,4546,3520,2009,4034,570,7155,3784,1889,74,4410,8178,4270,1340,0,113665,17209,1116,1404,407
4134,1672,2544,3002,1552,1239,4452,3572,570,3234,3217,1858,2842,23167,3043,2539,2480,2163,12309,2447,760,1330,1520,760,4692,2477,2673,3345,2763,4595,4897,760,7095,2986,4728,74,1648,7337,3774,765,0,132114,14349,2044,2281,0
2221,2797,1281,261,5967,1913,4837,2281,2772,1195,4342,3086,2237,13535,3198,4229,4275,4216,16748,1604,2090,7515,2484,1721,5994,2629,2620,2794,2510,3292,3857,760,5773,2420,5495,148,2591,3226,3224,1340,0,69633,15644,600,1552,407
4538,2104,3361,3924,1552,1742,136474,4169,1788,3467,1862,1351,3387,21728,6713,4456,4609,5357,13607,1721,1372,0,2090,2471,1330,5917,2387,2125,3853,8910,8814,1520,4877,5227,4576,74,3797,3602,105501,1150,0,104470,14719,2441,2087,0
2221,961,2588,1517,3463,1711,5126,5033,1711,1047,3291,4328,3181,9138,8174,3624,5220,3857,17393,1989,3458,1140,1900,1900,3945,1702,2971,3881,1476,5651,4450,2660,4586,8413,5939,148,3317,6626,4935,765,0,66652,12212,600,148,407
866,2534,1437,760,760,834,6688,1330,1742,3401,2029,2808,3059,14526,7133,4442,5784,4928,16294,762,1785,1330,1330,2660,7666,6354,1451,2800,3103,4128,4816,2850,5783,6006,6195,0,3472,6415,3931,575,0,81461,12684,400,3650,0
148,1288,2607,2870,570,1524,3037,4020,2281,3193,857,3554,2228,12488,8100,2034,2817,4168,11551,1488,1393,570,2099,1520,5997,4664,1900,908,1691,2467,4065,1900,7876,2840,2461,0,2440,7625,2600,2105,0,77900,15023,0,1862,0
3035,1724,3887,1404,1517,1974,4134,4335,1552,2854,3260,1636,2452,16203,8213,2983,4534,2751,15417,2366,2291,570,1330,1900,4509,5246,2211,4661,3571,5154,5654,760,6400,5431,3189,74,4158,6234,2655,1915,0,90360,17147,1313,2921,0
4076,1800,2238,1862,1552,2048,5769,5464,764,1170,1780,1517,2415,9673,8061,3264,2094,3014,12278,1682,1795,570,570,1330,3748,2462,2660,1584,2877,2814,3211,2090,5446,2714,3006,74,1511,6647,3696,765,0,61630,14750,1854,764,0
2147,831,1845,2161,1521,2087,6114,4491,2722,1512,2152,1433,2303,17324,4747,6505,4576,4352,10840,2941,962,1140,570,0,2779,2035,1240,2956,3854,2946,2202,1140,7766,5805,7368,148,2306,7280,2840,1340,0,95513,15347,600,1214,407
3751,683,1859,1482,4904,982,4874,3227,1520,2953,1242,4269,1252,10785,9682,2852,1944,3490,10584,2874,1963,1330,1900,963,3938,1302,2845,5499,1521,2562,3528,1330,6018,2867,2206,74,1961,6038,3336,1150,0,84965,14809,1709,2284,0
2221,1710,4414,2847,951,1901,2509,2626,2087,2690,1293,4798,5340,12863,4856,5669,3943,2781,17584,74,2332,2090,1140,2470,5277,3377,4001,3975,3747,3781,2462,1330,4929,3712,4306,148,2497,4795,4684,2105,0,87490,16620,600,1478,407
3397,1660,1163,908,834,1742,3574,3388,3913,4044,3143,3395,2476,8034,11390,135088,6081,4781,15476,1534,1520,2861,2090,1900,5615,6174,2417,3170,1022,2761,3636,1900,6521,3711,7874,0,3254,5125,104265,1340,0,82627,15712,2125,1339,0
148,2173,1332,4299,5388,2867,2312,2090,3487,2297,2955,2628,2513,11507,13745,3472,3347,4493,16235,2828,2704,5533,3986,1911,3168,4680,3625,3664,3564,5852,6249,1140,4608,4818,5392,74,3791,6755,2826,1340,0,104123,18158,0,1862,0
2277,1591,466,2734,1517,1404,4102,4483,2312,1386,2751,2988,2904,11017,10781,2496,2893,4002,15487,187,2271,2660,570,0,2660,1824,2090,2913,1655,6094,5222,2090,6980,3598,6007,0,3554,5253,2821,1150,0,82232,11130,800,831,0
4361,1482,1582,1408,792,1672,5573,5570,2038,1535,1750,2680,3445,16718,8838,5387,4273,5728,12384,1682,2676,1330,1900,1900,3750,5819,760,3274,2772,2623,4943,1140,7668,3775,7409,74,4821,9180,3436,575,0,117761,13607,2022,3002,0
1774,1021,1989,2351,1711,696,7774,3731,1954,1620,4084,2617,1050,15551,14774,5003,4132,6799,14681,836,2798,4920,1330,1330,2644,8759,1673,3591,2096,3127,4911,1330,7572,5717,5551,148,3534,9460,4479,1150,0,113247,11568,400,644,407
4198,1230,1328,2432,2882,718,4483,5076,3575,2318,3323,136439,2919,13836,8803,5565,4335,5915,14435,1682,1962,4385,1900,1900,3749,5036,2417,2645,2068,2643,3538,1330,5517,4115,5010,74,2243,7431,104706,1915,0,90792,14163,2067,1345,0
488,2657,1847,2277,1711,2471,3079,5821,1330,1438,3588,4712,4164,9297,13738,3016,2378,3137,16384,1989,4026,570,1330,1900,5013,4319,0,2236,4242,2653,3469,1330,6128,5261,6559,148,2794,5191,3175,2680,0,81535,16635,0,2238,407
3771,3171,2870,1552,1214,2122,5817,4514,2882,3162,2363,1170,1948,9700,15034,3209,3736,3984,16004,1534,2989,1330,570,1900,6363,5079,2211,2243,3531,4517,3139,1520,6932,2997,7950,74,2407,6313,3473,1915,0,94435,14044,2180,1591,0
340,1659,1841,1517,3888,2094,6605,3959,381,1094,137515,2167,3449,14723,7273,3397,3985,4363,13826,2063,1900,1900,570,1330,4842,3947,2554,3476,3902,4885,2463,1900,6187,5729,2009,0,3421,4677,104522,1150,0,79853,14424,0,2238,407
2468,760,1552,2734,1334,2161,2626,3921,3225,3287,2229,1983,1876,10313,12776,3101,5736,2863,13933,1527,1095,1710,2090,1330,2442,4484,3448,2825,1478,3284,4111,2090,3998,6734,2960,74,3569,6155,3845,765,0,96807,13021,1071,1591,0
1955,912,1517,8945,5033,2094,4716,4335,1259,3989,2150,4594,3372,25758,14306,3084,5607,5486,13271,913,2280,2090,1134,1541,8400,5695,2839,1985,5288,7827,8203,760,8935,4483,4347,74,6329,8904,2903,765,0,167700,19800,790,1862,0
1996,3111,1215,2161,951,947,947,2998,1119,2169,1999,2802,2537,10452,10675,3385,1732,2055,15151,1411,2610,1330,1330,1140,2462,1701,760,1891,2573,5578,3634,2660,5733,3840,2594,148,3120,4207,3005,765,0,62052,13607,400,1404,407
4153,1102,1909,1672,1362,222,2393,6232,2987,1731,4146,1620,5692,9977,17417,4613,3870,5415,15888,1872,2733,1140,1330,2660,6490,5203,1070,3167,2165,4891,5883,1330,7445,4756,4771,74,4496,8903,3632,575,0,97259,16780,1980,1711,0
488,2468,3007,5270,2661,947,6455,5433,2094,4195,2300,3635,5312,13152,9464,4523,4333,2262,12994,1026,2483,0,3212,1150,6171,4476,1931,4260,2633,2365,2779,1520,8082,9582,4124,148,3663,7582,3080,2105,0,85641,18275,0,2164,407
3436,2296,1721,148,982,4872,5441,5475,1163,4124,3314,1973,1751,12848,16971,4841,4544,4345,14477,194,1763,5231,1330,1330,5223,3001,880,4125,4408,3737,4151,1520,7330,5949,4552,74,2161,7702,4894,2680,0,97320,13598,2083,2708,0
2147,329,2488,757,764,1672,4940,5061,3041,2070,3512,2190,2261,11902,14852,3260,5762,7409,13341,2754,2488,1330,1140,1900,6182,8231,1140,1666,2905,5394,4447,760,6517,9858,4956,0,3770,8053,3567,0,0,99944,13361,674,1478,407
2374,1972,2723,1330,760,1591,6193,6068,222,3136,2086,1972,2212,12199,8439,3972,4819,5032,16405,762,2771,1330,1900,760,7259,744,3314,3785,3713,4965,5148,1140,8188,4069,4569,74,2856,5247,2941,1150,0,85645,15182,800,187,0
1881,1998,2149,1598,3854,1524,4359,4482,1711,1754,1616,2232,2624,17633,11388,4707,4575,3647,15249,913,2217,1338,1900,760,5269,4454,2531,4477,3240,4699,3907,1520,8604,6687,3369,0,3343,6995,104548,2680,0,120953,14596,600,1672,0
1842,2797,1478,1404,757,644,2622,5614,1879,3698,2491,3103,2204,16591,13820,5332,5429,5349,16139,2366,2397,2850,1520,2470,8053,6067,3218,2942,3916,6367,3698,570,7607,6618,6176,148,4418,8422,2705,0,0,139232,15973,597,2161,0
4280,2242,1391,5662,1552,2277,3537,7309,2843,2677,2251,4065,4527,16973,11844,4457,5195,7051,15688,1682,2090,5832,2090,1140,5035,6184,2497,2897,3455,4215,4466,2660,9500,10872,2785,74,4768,6425,3587,2105,0,137084,16218,2086,1920,0
414,1337,1102,831,6710,1478,947,2998,2417,3511,2215,1878,2884,17100,12161,3743,4208,3869,13131,1026,2325,2660,2660,570,2245,3720,902,2632,2697,7875,8996,760,4306,3394,4429,74,2712,6680,3295,2105,0,113823,14311,0,1594,407
3012,1672,2161,1672,2122,947,10603,2962,2668,2864,3857,3762,137587,12378,22587,3693,8350,8098,15497,194,1964,2090,1900,760,6876,7228,2744,4484,4756,6007,7236,2090,9187,9966,8751,74,4288,8161,105289,2680,0,143095,11717,1738,2284,0
2147,2473,2461,1517,2608,2254,2319,5991,2544,3190,3961,10313,9849,17602,147557,5566,3501,3200,14347,2179,3445,5092,1330,2090,8394,3383,1900,2407,2252,4866,4037,0,10144,12898,9512,0,5478,8091,104909,765,0,123555,15492,600,718,407
5185,2292,2444,2048,134446,1416,5990,4886,667,1998,2734,3239,3776,16283,9508,4611,6056,7480,15125,1534,2932,4339,1330,0,8039,3925,1673,4946,3242,4682,3128,1330,7978,8523,7160,148,4855,9826,104953,2680,0,124135,12870,2673,2277,0
2029,1923,3675,954,1974,1672,4515,5053,1141,3007,3060,2863,3845,10598,16072,4096,5299,5086,11311,148,3019,1330,1140,1900,5232,8331,355,2201,4352,4376,4527,570,9853,6277,8593,0,3356,8710,2935,0,0,125707,12935,716,912,0
1656,1987,3413,2164,1711,1404,8524,7319,2122,2666,4888,3122,2553,21772,13566,4325,8802,7643,12208,1337,954,1330,1900,760,7967,6935,2538,1683,2997,4210,2588,1330,11073,11970,7270,148,5284,9428,2536,1340,0,138751,15818,400,1591,0
447,1734,3452,2094,4696,954,8006,5770,3041,2260,4745,3799,1985,21755,7367,3523,4402,6027,15151,2832,888,1330,1520,1142,3199,8218,4726,3617,3995,6607,5835,570,8747,5412,5946,74,5503,9044,3118,575,0,142200,17892,200,1672,0
