172.20.0.0,172.20.1.184,172.20.1.185,172.20.1.186,172.20.1.187,172.20.1.188,172.20.1.190,172.20.1.191,172.20.1.192,172.20.1.193,172.20.1.194,172.20.1.195,172.20.1.196,172.20.1.197,172.20.1.198,172.20.1.199,172.20.1.200,172.20.1.201,172.20.1.210,172.20.1.215,172.20.2.197,172.20.2.198,172.20.2.199,172.20.2.200,172.20.2.201,172.20.2.202,172.20.2.203,172.20.2.204,172.20.2.205,172.20.2.206,172.20.2.207,172.20.2.208,172.20.2.209,172.20.2.210,172.20.2.211,172.20.2.212,172.20.2.213,172.20.2.214,172.20.2.217,172.20.2.218,172.20.2.219,172.20.2.220,172.20.2.226,172.20.1.211,172.20.1.189,172.20.2.228
1155,1330,932,1181,1045,1330,1330,1548,857,1058,1696,1548,628,924,1005,1320,1291,148,21485,867,0,812,1399,737,1143,406,1805,540,406,1068,1068,737,331,737,331,0,425,0,4436,1494,0,0,31550,1807,1216,192
2157,1336,959,1622,1365,1291,930,564,405,526,564,1188,1181,782,1735,1384,850,1256,24710,1345,737,662,331,1143,406,1474,1068,662,1683,1068,737,406,737,1068,662,74,0,737,4824,747,0,74,33075,3743,970,0
1081,924,564,1181,1045,850,999,1365,737,924,959,222,554,811,451,639,406,885,22050,1015,331,406,662,1068,0,1068,1474,406,1068,1218,406,0,1068,737,737,74,406,1143,4168,822,0,0,25660,1881,1290,192
1644,1143,1290,1742,553,959,1622,1512,1291,1336,1256,970,1255,0,74,1142,1290,480,21860,934,1399,331,1474,331,406,1068,1474,662,737,0,331,331,331,1068,737,148,737,0,3748,822,0,0,30030,2375,895,0
948,526,1376,1548,737,1188,1143,960,924,1256,1094,959,1263,1742,1188,599,526,1263,30790,1306,1143,1068,812,1068,812,1143,331,1068,1143,737,1068,812,406,1143,1068,74,1068,1474,3713,672,0,0,31745,2203,1216,0
826,444,960,2113,932,405,1142,849,1005,837,1068,775,811,925,1216,425,1696,959,20910,1271,331,1143,1068,0,406,406,737,871,737,406,812,737,1068,331,737,74,1087,662,3251,559,0,0,28705,140,1330,192
1022,1411,1217,480,1291,856,931,932,1255,113,1289,1486,120,1261,13623,885,639,1376,27180,1157,331,737,406,1143,331,1474,737,662,1474,1078,1409,1143,331,1143,812,74,1251,406,4059,672,0,595,27375,2226,1143,0
1345,518,1181,895,639,999,924,1684,268,1461,886,519,959,1661,41299,1520,959,628,20530,1351,429,331,331,0,1143,1143,0,819,1416,3107,2094,737,2721,662,737,74,845,3069,4651,672,0,2201,24715,1881,74,192
1854,1411,811,885,959,148,930,932,74,1925,1614,857,850,674,22592,992,925,2856,24715,1904,1072,812,1805,406,1382,229,993,1812,331,999,1250,737,2118,1068,0,74,1393,1673,4228,1083,0,796,26625,3828,1301,0
881,1255,1045,113,639,564,1255,959,1068,1002,872,1142,1742,405,22644,1078,2635,1742,30230,1276,0,1880,331,737,229,2525,1143,1556,1474,1402,1326,1068,1397,331,1143,74,968,2098,4249,1494,0,796,25280,1434,1034,192
2105,782,959,1336,628,554,1336,775,1336,1580,1545,3088,1106,932,31752,1492,480,444,26415,934,1059,737,1068,406,1703,406,406,406,1284,1808,1657,0,3273,1805,1068,148,1028,1601,7153,336,0,1416,27410,2709,1301,0
881,1548,1045,1255,1376,233,444,1080,444,1243,810,480,674,554,22329,1181,1188,2201,23190,1015,1131,1143,812,0,737,1692,406,1150,1125,1402,920,993,2102,662,0,74,439,2111,4239,747,0,1425,24520,792,628,192
622,331,1696,857,331,811,737,1500,599,1129,688,599,1217,1256,42497,932,2411,1142,22420,1465,1068,406,737,1474,1300,1222,1650,1550,483,848,1103,737,3350,331,0,74,547,2634,3032,0,0,2105,26615,1434,1587,0
1264,674,1138,811,737,782,2086,674,1255,1181,904,1078,1916,960,10838,845,970,3051,26430,820,812,1805,737,737,737,0,1317,480,1056,1146,178,737,2685,2193,1068,74,1601,1068,3488,1494,0,768,25280,2650,1399,0
548,1212,737,451,970,593,1255,480,1080,2032,1149,1321,1621,849,15951,977,553,1290,24520,1157,1068,737,737,331,737,406,737,1683,819,1569,1464,737,1068,5233,812,0,1378,2081,4033,672,0,521,20725,1508,148,0
2466,1612,736,885,1290,1667,268,1086,1661,102529,564,701,1635,1005,15454,1492,1908,1867,22050,941,1011,406,737,1068,0,406,1143,406,784,1155,654,812,737,4676,737,74,622,1399,138501,747,0,929,25090,4050,1594,0
955,1799,857,518,1301,850,924,709,932,811,1203,959,1550,1262,36122,888,3943,1134,24720,1568,1328,1143,331,331,1068,1616,331,1149,1725,1091,1414,331,1207,3224,1068,74,770,1698,6669,1419,0,1670,27812,1434,222,192
1570,1336,1365,554,628,148,2148,957,812,844,1836,1045,1921,50207,34347,1142,3255,2457,26415,1391,1790,1474,1143,1068,1928,1285,1474,1556,737,589,1074,737,4385,1740,1474,148,1080,2730,66926,411,0,1342,27185,2272,1045,0
881,405,1230,924,639,444,850,2204,593,1093,872,1365,1219,811,32692,780,1190,2296,31165,558,1059,1143,1399,1474,2020,1143,812,1387,2131,1839,740,662,3649,4734,1474,74,1359,5361,3946,336,0,1564,23190,792,1290,192
2315,1059,628,1005,1217,74,2967,1587,148,883,1238,1776,1145,895,12748,1248,3866,2467,30405,449,1068,1143,1143,1068,1068,1298,812,1272,859,1474,2057,737,1762,5099,1143,74,1784,1380,5929,336,0,546,27765,3973,639,0
1338,331,970,1217,737,931,1216,1764,1530,2057,2639,814,1482,14327,35139,763,3934,3830,29660,895,728,1474,331,737,1950,2194,1609,2517,1063,1416,2077,0,4721,7135,737,74,1936,2264,3424,1569,0,2648,27940,2750,1216,0
548,1661,810,4566,1068,480,2269,1547,1005,1838,1461,740,993,26562,31508,1402,1541,3579,23955,1196,1068,662,906,1275,1284,406,1010,1563,1563,1599,1630,737,3427,5702,812,0,1130,7737,3526,1083,0,2757,33030,1434,1068,0
2202,930,1025,959,1365,1005,1005,932,518,1500,2320,1440,2143,10841,22645,918,2976,970,26800,1203,737,406,1474,406,331,1285,1655,1056,1474,1656,517,1068,1342,4827,737,74,1350,2385,4655,672,0,1078,27375,4079,895,0
1081,1218,932,1587,1707,518,187,811,782,1891,1203,1387,1534,22461,37907,3078,2966,1365,29108,821,952,3157,406,1474,891,1143,1068,2178,1645,2243,2244,737,3598,3863,331,0,1554,3704,4055,672,0,3040,29650,1830,480,192
1718,1336,979,1336,884,479,1175,2357,736,1021,1702,1304,701,32890,24810,2607,3580,3867,25095,905,1537,812,737,737,1387,662,1143,1559,1765,1167,1572,406,5748,3961,331,148,1094,3325,6963,1083,0,2364,23598,2243,1045,0
997,1255,1727,444,1301,444,1763,1188,925,1424,1534,1293,1397,22402,22188,1362,3099,1136,26240,558,757,737,0,1399,1068,777,737,1800,1725,1179,1254,737,2671,5348,1474,74,1284,3971,4083,1494,0,2184,24495,940,553,192
2118,1088,1281,1336,884,553,1616,1091,1622,1087,2309,2041,1512,30911,23064,1155,3928,5503,26602,980,860,662,662,662,1833,1068,812,1625,873,923,1508,737,7004,4396,812,74,1906,2963,4323,1070,0,2369,30790,3825,970,0
1496,857,1230,1142,737,1594,1706,885,518,1499,1968,814,1039,58598,23804,1326,3520,741,21675,1231,1059,1068,737,812,662,1514,695,1286,1617,2102,548,406,2186,3030,812,74,894,5281,3445,1158,0,2887,25665,2872,479,0
1226,925,479,1707,932,74,1485,518,1336,357,1556,526,74,20966,22227,1784,2967,3423,21860,1271,1131,406,662,1474,777,1616,0,1603,737,334,1584,662,2335,2166,737,74,1765,2252,3417,747,0,1550,24145,1648,924,192
822,1143,840,1142,1291,1188,268,2204,1429,2413,1221,1762,1900,29187,11007,763,2268,3626,26605,485,700,331,1068,737,1057,737,662,744,1556,2315,1655,662,3017,3832,3612,74,986,3137,3897,336,0,1700,24705,1807,737,0
1281,1330,1068,1301,1375,593,2209,2040,1105,1637,2518,2962,1661,15058,19112,1337,5624,2121,19089,148,0,737,0,1143,331,1616,198,331,406,1413,1568,737,1083,3455,2306,0,1834,4711,6440,336,0,1790,27558,2226,736,192
1760,1005,1402,1216,884,148,1336,2564,655,2074,1383,973,1152,33414,21993,2014,3175,2714,27560,942,1328,737,662,737,2341,662,1143,2208,1725,1104,1253,737,4942,3007,1998,148,1676,2668,4757,747,0,2170,27370,2169,1301,0
881,1807,1640,113,639,1301,2021,1878,857,1712,1367,2374,2308,22019,29580,998,2192,4567,26610,969,1790,737,662,737,1143,1021,1143,1718,1725,1687,1736,331,4359,4294,7742,74,871,4721,4055,747,0,2542,26800,769,1290,192
2083,1980,628,674,1290,1291,526,479,1216,2615,1500,2477,2027,33525,24474,2173,4724,3936,23955,1316,997,1474,812,1068,547,2551,737,1284,1272,1297,1725,1068,2221,6139,3296,74,1073,4759,4609,1569,0,2836,26045,3743,564,0
1935,0,1116,593,857,564,2009,2400,519,593,1181,1402,2980,11393,12247,931,2470,2706,28700,1716,800,1474,1474,1068,812,662,1143,1638,2177,406,1736,737,5803,4419,3080,148,1143,5738,7305,747,0,870,22092,2821,1034,192
622,2235,1428,526,737,480,1871,966,1187,1527,1380,2190,586,32160,23375,1407,5952,5372,21860,860,1466,662,406,331,1514,2165,1656,1700,1725,1103,1405,406,2941,3051,9186,74,1218,2993,3261,747,0,2739,22810,1508,307,0
748,1421,582,480,1142,526,2204,1722,924,2161,2569,1101,1696,50460,33689,1143,2890,4863,24715,559,1289,1143,1474,406,1514,737,1325,1232,1710,1437,1590,662,6788,7442,4310,74,2469,7972,137102,1158,0,3817,26230,1807,102769,0
474,1255,653,1051,1256,593,1244,747,1411,1717,1149,1579,1072,39332,11718,1340,4204,4642,24145,1232,737,1143,812,0,1718,548,1656,1413,2023,1328,1435,1474,3835,5760,3805,0,1873,1889,4181,1158,0,1832,28895,792,1291,0
2073,1474,1973,102179,8294,1005,2291,1133,74,1833,1413,1140,1525,36269,10983,2243,3622,2811,24525,980,673,737,1571,538,662,1068,1694,1070,920,1646,2296,737,4657,8144,2860,148,1110,5398,138287,1233,0,2464,30533,3572,1337,0
881,1167,1251,518,564,1181,2032,1153,1227,3103,3603,2652,2431,40947,23426,1545,7348,4431,30215,821,1136,1143,406,331,1513,319,1648,1469,2430,2833,2738,737,4248,8914,10031,74,2430,3323,4207,411,0,3885,24330,769,553,192
1941,2211,2010,930,628,1053,349,2101,1212,1260,3126,1599,2337,59132,21846,1267,9031,8330,25995,1055,1191,3812,737,1068,2336,2338,911,2562,2457,1312,2813,812,4445,12453,6026,74,1123,4848,4940,672,0,2434,19770,3603,846,0
1861,1142,639,1256,2663,850,1529,1169,102557,1656,1304,2025,798,33265,30536,2033,2007,2353,22830,1305,591,737,662,1143,1474,1270,1511,981,1481,2110,1742,812,4809,2541,2753,148,1198,5561,137096,747,0,2742,29559,2895,885,192
2199,1419,1704,148,74,811,1879,1791,959,1774,1373,2252,2909,33328,54404,2422,5072,2024,24715,1271,1690,1068,1143,331,1360,1616,737,2103,1523,2367,2699,737,6364,4275,3460,74,1777,3261,3180,1008,0,4610,26235,3965,519,0
822,1384,1116,932,662,1005,1102,1433,564,1738,2457,2329,632,63347,33402,1430,3699,6900,24890,1351,1797,737,1474,662,2677,2261,0,2110,2324,1841,1510,331,4143,7132,2682,74,1549,7603,4172,0,0,3683,24145,1807,599,0
664,778,1476,1548,519,1142,1572,1272,959,3161,2623,1588,994,41057,22832,1906,4832,5138,27550,1271,1175,737,737,662,1615,1284,1656,2147,1232,1256,1283,812,5176,7506,5199,0,2332,7678,3240,0,0,3049,28895,843,1142,0
1612,1411,737,1742,553,1336,2061,2947,1739,2800,817,2282,1005,71784,11588,2094,1267,3899,23391,867,729,4168,1474,1474,1285,1538,687,1617,2807,1184,1354,331,6968,2660,4228,0,1607,6503,5156,336,0,4079,26230,2317,1586,0
1671,518,1157,5041,1301,1018,2354,1788,943,3762,2224,2315,2597,72488,34497,2577,5113,7262,23662,821,1281,4963,575,737,1502,1844,866,4024,2298,2039,2863,737,7931,4300,9561,74,1523,8863,3900,672,0,4836,32078,2751,1548,192
2044,562,1635,4567,959,148,1005,1742,586,2328,1655,2471,1601,15407,52453,2187,6128,6548,26985,1614,1060,1143,1474,1275,878,2013,1031,2291,2875,2237,1378,1068,4353,4974,7155,74,648,2642,4570,411,0,3488,29441,3661,1707,0
1429,2049,2162,850,639,775,1524,1396,924,2325,2069,3889,1812,52765,39834,2028,6189,4902,32114,1044,1439,5662,812,737,966,1363,505,2858,1667,2913,2123,406,7614,6984,7022,148,1568,10707,6557,1158,0,4827,26072,2203,1017,192
2118,1868,1687,222,1217,628,2439,1204,959,1655,1970,1226,887,79240,14858,1680,4121,5519,29455,1727,2291,737,662,662,1910,1514,1068,2544,2957,2315,2206,1474,7602,2404,2459,74,1109,7617,3670,336,0,4047,29090,3957,924,0
1229,786,1611,113,885,526,2411,103244,1146,1912,2737,1327,749,66699,36405,1777,5691,5989,27750,484,1553,1474,1474,406,2240,2393,1068,2935,1073,1865,1665,737,7890,6773,5375,148,2324,4481,136965,747,0,4946,20905,1807,554,192
671,933,1622,405,1263,811,1410,1372,1290,1611,2353,484,2033,33120,21434,2164,6145,5136,24906,1271,351,737,1143,662,1514,1937,331,1847,1725,1178,1660,737,2637,4821,4333,0,2547,3004,2764,747,0,2434,28895,909,924,0
148,1742,1097,857,1291,932,590,331,746,1751,1488,1105,1304,76122,11314,1404,5502,6945,28705,895,1348,737,0,1068,1425,1758,1474,1894,3019,1997,2023,1474,4586,5396,3399,0,1474,5790,4324,1083,0,4627,26040,0,1594,0
1597,1724,737,3778,970,849,1866,1202,959,2080,2118,960,1810,104792,33664,2555,4004,4980,24900,2281,1824,1068,906,737,2074,1986,1432,3760,2858,1375,2845,737,9666,3560,1780,74,2283,9031,6024,747,0,6312,31478,2773,811,192
2192,1005,1473,1742,959,748,1312,860,331,2535,2108,1217,1691,145145,11056,1490,4533,2887,21475,1426,406,737,812,406,1481,1454,1456,2377,2285,3604,2968,406,8485,2313,3216,74,1242,8775,5317,411,0,5755,26425,3912,1301,0
1155,2037,886,187,5313,944,2115,1301,924,1151,3351,1894,1373,72342,10518,2354,3847,7336,27884,896,1143,7831,1237,944,2807,1283,1354,2452,2379,1933,2270,406,5363,2083,5743,148,1411,3617,4785,747,0,4496,28042,1881,959,192
2589,1227,1834,4459,959,1034,103210,1290,1059,2726,1662,1083,1577,96327,31672,2638,4650,5065,24520,867,1276,0,1143,1350,737,1757,767,1772,3506,5252,4808,812,7565,6040,7444,74,2302,5659,137838,672,0,7722,27111,4390,775,0
1229,665,1633,850,2554,1044,1678,1660,970,1013,2326,2362,2559,45484,39041,1869,6568,3759,31165,1157,1935,662,1068,1068,1617,966,1648,2802,1160,2856,2368,1474,6594,7300,6184,148,1683,8668,7429,411,0,3804,21877,1807,148,192
474,1786,1373,406,519,480,2141,737,1034,2199,1868,2193,1767,65894,35460,2304,7114,7994,28885,449,1482,737,737,1474,3317,2393,836,2220,2213,2297,3226,1549,6267,6362,8435,0,1676,6129,5248,336,0,5006,23035,792,2118,0
148,810,1578,4351,331,857,2038,1690,1301,1864,1192,2139,1228,55648,40344,979,4879,5207,21485,895,887,331,575,812,2971,1428,1068,826,1645,1544,2281,1068,9078,2419,2043,0,1535,5222,3516,1158,0,4792,27486,0,1080,0
1461,1200,1991,811,850,1142,1728,1793,959,2423,2754,1145,1472,75929,38358,1695,6427,3760,27755,1345,1726,331,737,1068,1933,2590,1242,2838,2688,2264,2981,406,5861,5439,3102,74,2096,8226,2905,1083,0,5880,30795,2887,1735,0
2002,1658,1291,1080,959,1216,2205,1901,451,1223,1249,850,1522,44166,34382,1923,1643,3622,22995,1015,1550,331,331,737,1514,1372,1068,1401,1685,1845,2100,1143,7271,2166,2666,74,655,7271,4686,411,0,3230,25850,3928,451,0
1155,518,1208,1255,895,1181,1866,2407,1107,1522,1581,1221,1436,94972,21280,3853,5165,4115,19390,1681,655,662,331,0,1195,560,688,3102,3018,2102,1237,662,8447,5829,6172,148,1061,8601,3950,747,0,5082,27570,1807,736,192
1857,737,1272,930,5272,628,1495,1279,812,2164,1666,2694,757,58911,44846,1582,1439,3586,19010,1614,1280,737,1068,538,1587,789,1498,3320,1552,2030,2125,737,5833,2726,2811,74,879,7620,4150,672,0,5268,26596,3603,1263,0
1229,1126,2569,1587,564,1045,799,893,1181,2009,1081,2530,2600,83117,21399,3204,3545,4903,31935,74,1289,1143,662,1399,2351,1297,1831,2812,2775,2240,1684,737,6913,3800,4471,148,1348,3446,7019,1158,0,4053,30060,1807,885,192
2199,1322,949,554,480,1034,1405,1403,1878,2608,3025,2190,1279,39895,60471,103692,7345,6429,27866,867,812,2532,1143,1068,1908,2238,1325,2558,744,1998,2103,1068,7695,5613,7758,0,2030,3819,134744,747,0,4384,27750,3323,729,0
222,883,1049,3949,6681,1432,1365,1462,1889,2755,2075,1791,1601,69300,56915,2425,5772,4478,29195,1642,1088,4694,1481,1019,953,1376,1277,2742,2349,3848,3104,662,4250,4529,5480,0,1657,8029,3936,747,0,6320,32437,0,1080,0
874,924,470,1548,850,811,1109,1272,1365,1380,2043,1412,1462,50976,51468,1230,3476,2333,27940,113,1680,1474,331,0,1474,635,1143,2138,1479,2582,2711,1143,9722,3998,6202,0,1899,8113,3293,672,0,5577,20140,2203,518,0
2170,930,1101,856,553,1005,1981,3457,1152,1833,1561,1776,2074,100306,42564,2903,4746,7255,22235,1015,2423,737,1068,1068,1282,1569,406,2915,2389,1252,3314,662,8809,4011,8085,74,2547,10180,4768,336,0,5478,24314,4213,1742,0
955,593,1265,1661,970,282,2188,871,1092,1299,3363,1702,924,65665,74225,2737,5737,7773,27512,523,2025,3796,737,737,1526,2832,922,3253,2406,1908,4240,737,11366,5812,5397,148,1676,9879,6666,672,0,6860,19571,1434,405,192
2141,921,903,1411,1696,479,2061,1549,1426,1467,2035,103269,1801,63734,46940,3204,4467,6134,24220,1015,1410,3589,1068,1068,1512,1655,1324,2357,1997,1375,2220,737,6797,3883,9341,74,2194,9113,136930,1083,0,5806,27180,4124,733,0
703,1694,1208,1256,970,1376,1130,2013,737,1654,2318,2467,2358,41627,59530,1607,4704,5181,26620,1157,2734,331,737,1068,1845,1845,406,1563,2626,2650,2119,1143,9729,4766,5520,148,1549,5701,4553,1494,0,5006,30035,0,1291,192
2328,2425,1801,959,736,1290,1736,1420,1696,2699,2212,964,1174,40407,75670,1592,6041,4746,26425,867,2164,737,737,1068,2394,2896,1242,1954,2849,2764,1725,812,7309,3012,7503,74,1256,9795,4019,1083,0,6482,25850,3623,924,0
555,1206,1117,850,1006,1188,2560,1581,233,1410,104836,1249,2227,66245,31152,1485,5930,4176,24520,1231,1068,1068,331,944,1555,1615,1605,2753,2848,3192,1865,1068,7538,5740,2643,0,2128,8128,137849,672,0,6049,27526,0,1291,192
1219,406,628,1548,662,1142,883,1509,1878,2804,2352,1153,1142,63745,53237,1878,6108,1933,23375,860,757,993,1143,737,789,2752,1501,2144,1157,2403,2619,1474,5083,6489,2477,74,2629,7547,5957,411,0,4848,25692,2320,924,0
864,599,850,8637,4250,1188,1507,1793,564,3611,2351,2873,1335,126376,76598,1617,6578,7227,22615,559,1540,1143,338,820,2943,2809,1394,1624,4279,3945,5728,406,11509,6468,4406,74,3366,9932,4235,411,0,9800,36107,1881,1080,0
1103,1736,850,1255,564,519,519,1958,1358,1670,1650,1402,1431,36987,41145,1731,1135,1499,27365,859,1815,737,737,662,1372,966,406,1394,2383,2797,2802,1474,6205,5279,2684,148,1664,4003,3893,411,0,3165,24520,1508,811,192
2054,674,1246,1005,884,222,798,2335,1674,1671,3380,1101,2983,49015,74899,2396,4647,6994,28695,1090,1872,662,737,1474,2705,1920,580,2601,2538,2762,3037,737,9220,4573,5739,74,2644,7602,4520,336,0,5922,29650,4079,970,0
703,1863,1577,5008,1451,519,3248,1848,1188,2966,1871,2028,2571,54751,52436,2650,7935,5476,23765,598,2445,0,1643,613,2254,461,946,1969,2288,2744,1721,812,7967,9806,6108,148,1799,8191,4338,1158,0,4294,32286,0,1217,192
2231,1671,1071,148,628,2662,1863,1901,655,2690,2672,1481,1013,54494,68171,3125,4395,7203,25791,120,1220,6677,737,737,1734,1108,505,3173,2876,2832,2587,812,8717,7078,3182,74,1289,10312,6722,1494,0,6118,24352,3288,1057,0
1229,469,1699,564,451,1005,1592,1607,1707,2076,2862,1890,1292,55067,69493,1715,7089,10180,24130,1568,1853,737,662,1068,2240,2786,662,1823,2464,3035,2936,406,8107,11079,4796,0,1817,8821,4733,0,0,5816,24150,1807,1005,192
948,1410,1557,737,406,1330,2242,3076,222,2461,1785,1405,1346,73166,32710,2135,5277,5315,29460,449,1360,737,1068,406,2495,458,1836,2416,2382,2911,3650,662,8152,4756,5085,74,1441,7159,3744,672,0,4349,26415,2226,113,0
674,1282,1331,1005,4190,857,1912,1273,970,1895,1780,1402,1484,83785,61997,2271,6212,105225,27578,559,1328,745,1068,406,2327,1328,946,3361,2921,2894,2467,812,7863,6837,3528,0,2060,9815,3706,1494,0,7519,26334,1807,1005,0
745,1837,1005,811,444,405,838,1907,1141,2767,2448,1988,1475,101727,65385,2684,8272,8415,29070,1345,1429,1549,812,1399,2714,1833,1788,3306,3252,3367,2074,331,7332,6787,4794,148,2428,10465,3251,0,0,8072,28895,1694,1255,0
2160,1667,925,4098,959,1256,1553,2371,1096,2817,2173,2032,2708,100335,62603,3151,6848,7901,29333,1015,1143,5467,1143,662,1711,1907,1954,2140,2342,1946,2844,1474,11134,13824,4336,74,2512,7003,4577,1158,0,7338,28528,4206,1064,0
629,944,674,518,5392,885,519,1113,1319,2806,1946,1072,1659,79129,58024,1985,5732,4173,23575,598,1710,1474,1474,331,1483,870,363,2540,1969,4696,4677,406,4963,2774,5663,74,1342,10059,4429,1158,0,7032,25875,0,886,192
1886,1005,1255,1005,1290,519,3988,768,1451,3112,3942,2369,104540,57609,118369,1877,8505,9688,28520,120,1761,1143,1068,406,3527,2592,1498,2943,3831,3737,3948,1143,13773,12508,11131,74,2148,9182,138168,1494,0,8941,21090,2864,1263,0
1155,1396,1814,850,1450,1174,724,2168,1362,2890,3401,5527,4791,76319,178429,3362,7544,9204,25776,1232,2008,4629,737,1143,3115,1336,1068,2206,2450,2774,3358,0,10983,13540,11114,0,3044,8329,137858,411,0,7010,27185,1807,479,192
2895,1901,1994,1216,102104,687,2513,2901,403,2097,2664,2258,2214,85333,64955,2835,9056,7505,27713,867,2195,3961,737,0,2714,1184,737,3323,2548,3338,1713,737,8893,10341,6838,74,2737,9056,137568,1494,0,6340,22430,5037,1256,0
790,874,2250,526,1142,1005,1420,1844,639,2557,1871,2738,1981,76400,79692,2238,7817,9554,20330,148,1761,737,662,1068,1770,1917,176,1868,2848,2662,2121,331,9894,5673,9842,0,1673,8772,4045,0,0,6088,23370,1955,599,0
548,1435,2812,1217,970,811,2297,2801,1290,2906,3590,1744,1509,97051,71798,2139,12174,9879,20530,785,923,737,1068,406,2277,2047,1424,1971,2739,2755,2497,737,12877,14518,9098,148,2813,12017,3618,747,0,8578,29270,1508,924,0
274,1285,1792,1188,3891,526,2704,2915,1707,1922,4324,2044,1139,128858,42019,1785,6041,7027,26225,1687,591,1068,812,613,1210,2788,2180,3068,3589,3871,2975,331,10310,7118,8108,74,3243,9204,4154,336,0,7620,32076,373,1005,0
1155,1246,2560,3477,850,554,2276,2062,2528,2884,2778,2384,1643,74925,52417,3174,7995,7459,29800,1270,351,6781,831,1143,2570,2239,512,2340,3543,2449,3114,812,8195,11805,9119,74,2005,9978,3583,411,0,6256,28525,1807,281,192
2276,1762,849,4395,554,925,1978,2386,1491,2542,2823,1232,799,44735,58372,2340,3460,5262,27565,1015,714,662,906,737,1920,635,1098,2429,3232,3235,2520,737,7362,6768,7499,74,2920,7559,4030,1158,0,5579,29400,3286,782,0
1229,924,526,1181,3604,1336,1272,2398,1501,2485,2967,2063,1549,62182,74091,2059,4624,5740,29845,1568,2155,406,1643,1143,1603,1830,1507,2343,2145,3364,4211,1474,11934,4668,6843,74,1933,9198,4133,1158,0,7677,30548,1807,1291,192
2708,1135,1383,1365,4030,1018,1319,2130,1319,2764,2546,3229,2920,56468,61428,2258,7228,5507,26899,867,1630,3485,1474,414,2251,2468,1837,4203,1804,3295,3132,662,9236,13648,7532,74,2532,10851,4566,411,0,7082,28643,5296,1255,0
1081,1382,1096,4973,1216,1005,1928,1899,564,2651,2493,2987,4006,35025,83277,2386,5319,6781,26615,148,1741,662,1474,538,1437,1845,769,2531,2909,3051,2618,1474,11127,5871,10776,0,2213,9108,4267,1494,0,5012,30901,1881,1216,192
819,2038,2184,405,1263,480,3218,3001,959,1915,2391,2253,2774,44987,103968,2991,11081,9286,24895,1345,2506,0,1474,331,2821,2452,1319,2728,2133,2697,2849,737,13455,8883,9104,148,2354,9935,3533,336,0,6746,30225,1574,1255,0
