172.20.0.0,172.20.1.164,172.20.1.165,172.20.1.166,172.20.1.167,172.20.1.168,172.20.1.169,172.20.1.170,172.20.1.171,172.20.1.172,172.20.1.173,172.20.1.210,172.20.1.215,172.20.2.148,172.20.2.149,172.20.2.150,172.20.2.151,172.20.2.152,172.20.2.153,172.20.2.154,172.20.2.155,172.20.2.217,172.20.2.218,172.20.2.226,172.20.1.211,172.20.2.172,172.20.2.212,172.20.2.228
1730,1283,2351,1478,1672,2854,1334,939,1122,4001,2018,8197,2292,322,2090,4271,1675,1420,3480,3723,2144,2003,1150,7310,400,17543,148,0
2073,1042,1482,757,3828,1478,3248,2144,1788,4760,3845,7706,2680,1076,1900,3005,570,1661,6063,3127,3357,1898,765,8533,600,8786,0,407
1582,1711,1021,2094,3717,2854,1998,2812,2703,15099,3717,6783,74,3471,1330,2272,1450,3850,3801,6731,1492,2095,0,10649,400,38245,148,0
2021,2312,3762,792,3836,718,3378,1794,136651,13410,2967,7240,2874,1837,1330,6753,2173,4173,2154,7657,1798,103656,1915,9120,871,55538,0,0
4742,1711,1517,3404,1478,1906,1576,2457,3658,6129,3685,8641,797,1520,5674,2629,1675,2111,3974,5439,1384,1848,1915,8368,2106,26484,148,0
148,1668,1668,1945,5627,3635,3171,3196,5199,17167,3163,5798,956,2537,4728,3001,3816,5708,3757,6819,1723,1968,0,10142,0,72001,74,0
3774,1711,2090,1901,3079,2161,1974,1755,2305,9312,3192,7305,2327,2660,1520,1900,3349,5759,3053,2114,1765,1859,1340,11406,1938,32776,74,407
1656,2292,834,908,2811,2432,1672,1394,1094,5362,3220,6237,1527,1074,1900,2272,1865,1990,2414,4746,488,1555,1340,7455,400,17607,148,0
4464,2660,912,261,3649,1591,1404,1318,2417,8452,2942,6312,1682,714,2090,3566,2019,2313,1779,5140,1384,1859,1150,8373,2170,26349,74,407
1582,947,1591,718,2432,1524,2242,1129,3022,8408,3591,5084,2680,1808,2090,5369,1105,1687,3228,4638,1628,1957,0,10338,400,26368,74,0
1807,2190,1672,1404,5876,1974,2161,4836,3075,10150,5272,6718,1344,2290,1520,4137,2020,2052,2615,4946,2023,1859,1340,9516,600,35736,0,0
4889,697,1591,2281,6153,1517,2379,1936,4564,10868,4946,7972,2179,1646,2470,3946,2210,5304,6577,4822,3120,1968,2105,9521,2296,47163,74,407
334,2122,4730,2164,6516,1478,1167,3085,2771,15955,7339,4908,956,1194,570,4843,2523,5943,7597,6661,3046,1859,575,8783,197,57804,74,0
3382,3320,3207,764,3343,1517,2238,2461,5596,13694,3704,6387,1752,1703,570,5232,3712,5088,2511,7652,1220,1541,765,7460,1696,64197,0,0
74,1110,1672,1404,5429,908,1517,2208,2372,13504,3540,8929,956,2976,1900,3182,3140,3722,3514,7662,2306,1859,1150,5084,0,62316,74,0
3825,2040,947,1711,4095,1327,1478,1923,2905,12468,5129,8117,222,2978,2090,5282,1828,2701,4218,6241,3031,2035,1340,8661,2044,53063,74,407
1734,1742,2090,2136,4292,2253,3792,3430,1649,20438,4542,6981,3061,1716,6171,7069,3401,5859,1518,8189,3127,1668,1340,10009,400,63044,148,0
4497,1093,2664,951,2691,831,1404,2952,2628,9651,3985,7460,1562,3292,570,3747,2019,1318,4403,6743,1492,1711,2105,8479,2202,35141,74,407
1656,1214,2734,2048,3009,912,3183,2349,2608,11578,4703,7059,952,1784,1900,5985,2381,3291,2049,6332,1736,1407,1915,9105,400,52310,148,0
4656,2470,764,1401,4949,1591,2090,4029,3021,13975,5755,8052,1872,886,760,5605,3226,5902,6060,9130,2706,1785,3445,8704,2067,78796,74,407
2425,760,3518,718,4836,1714,685,3708,2701,13711,3149,6680,1340,3237,1330,3377,3160,5565,3680,6197,1736,1844,575,8012,800,57360,74,0
332,2048,342,2410,2506,1795,2481,4124,3850,27153,3084,9005,1534,3400,8098,5226,2308,11683,4394,9010,2231,2085,765,7049,197,107377,0,407
917,1711,2161,1714,4452,570,1672,2021,3074,20806,1714,3946,1414,959,0,5794,2996,5443,5798,9357,2550,1781,1530,9079,400,91984,74,0
148,1311,2242,1404,7829,1478,1517,2081,2556,25892,4137,8042,1911,3237,1330,9872,4042,5322,4374,13989,3608,2081,1340,7861,0,97144,74,0
4786,2595,5629,1711,3524,947,2808,1714,3536,16824,5663,7967,3092,3682,1330,5225,2221,7791,3773,8585,3120,1961,765,11886,2454,66165,74,407
2055,2058,0,1362,5760,1102,1707,1826,1944,14094,5680,5580,1721,2040,760,7470,1379,5129,6821,9795,3860,2042,1915,6868,600,81889,148,0
5024,2471,1330,2038,4184,1591,834,2166,2493,17813,3258,7049,797,2863,2498,5609,2709,5031,1885,12091,1542,1485,1530,7119,2318,88984,74,407
2499,2292,4348,134512,7490,1491,1656,2100,2980,22346,2893,10587,2102,2533,7349,8425,3229,6561,6113,12300,3038,53783,2105,11382,800,110964,148,0
4390,570,194,2161,2882,2351,2645,3619,3275,11643,6808,6232,5000,1648,1140,3375,2364,6597,4112,4934,2725,2860,765,8714,2064,50443,0,407
2522,877,1021,342,5976,1524,1640,4337,5555,15416,5653,5565,2828,1690,760,5226,2708,9648,9928,6441,3100,2084,0,7646,916,88282,74,0
332,1785,2242,1415,4557,3125,2483,3594,3965,19260,2932,8424,2296,2246,4346,7124,2311,5307,3935,8633,3615,2039,1340,7641,197,90025,0,407
1065,2588,261,1334,4634,1900,912,3317,2792,17737,3993,6754,839,2007,0,5963,3658,6553,5661,10033,3317,1855,1915,7277,516,86899,74,0
1660,4084,4100,1404,7584,2238,644,4137,3920,22149,8008,8112,1608,2862,1330,9876,3278,7008,8881,8736,2984,2049,575,10328,400,73646,148,0
4124,1844,570,2284,4440,2277,3420,2212,2212,18526,5147,5861,1604,2657,570,6512,3969,6691,4853,10716,2794,1587,1340,8779,2096,73601,74,0
2169,2388,1478,1668,6716,1672,1517,3155,3579,15347,4008,4287,1492,2332,1330,4466,1606,3734,5822,7369,2856,2042,1915,7861,797,61227,148,0
4223,3079,1707,757,6307,2161,1805,4374,3618,14657,8935,6718,1026,1645,1330,9481,2737,4731,9000,9022,3914,1778,1340,8187,2086,89127,74,407
3578,477,2312,1672,7305,2622,2054,4521,2567,16904,7650,8784,1682,1648,2660,8584,4054,5611,9812,10133,3926,2017,1915,7274,1316,106014,148,0
2863,760,4314,1605,5886,2741,4838,2617,3671,17274,7246,6732,1527,1941,1330,5412,2174,7573,7640,8094,2766,1778,0,7789,1380,74977,0,407
843,1635,1552,3409,5764,2306,4241,4387,7296,15311,9056,11089,1488,2788,11781,5799,2020,7690,14562,4681,2804,2112,2490,8965,400,51750,0,0
2213,3274,4749,1401,6600,1404,132475,5451,10736,25488,141959,7861,1721,4778,2660,10651,4464,10982,16909,11324,4014,103919,1530,9386,797,115163,74,407
1904,2663,1974,1524,8148,1520,2882,1961,5391,24655,7363,8463,2564,2355,1140,9837,3067,5914,10294,12896,3778,1696,3445,10488,674,95699,74,0
2425,3742,1714,644,10252,908,1524,3557,5339,24354,11793,8774,2109,3508,1330,10459,3745,6573,13354,13805,4096,1605,765,9777,800,96006,148,0
4076,3744,1900,2660,7616,2087,2312,2496,5310,16832,9102,7300,1414,4346,2090,9895,2294,5306,12352,12206,2468,1495,575,10734,1770,94787,74,0
3308,4085,1858,912,8763,1672,2298,5757,3734,25644,9419,9526,3212,3044,1330,8552,4103,8933,10473,12010,5724,2130,2680,9221,1429,117449,148,0
3943,2601,1517,2087,7953,1591,1805,5143,4672,25587,7278,6974,2176,2599,1140,7686,1966,8371,6795,12758,4096,1630,1530,10770,1886,134314,74,407
917,1401,5150,3200,9534,4225,6237,4366,11431,19914,10236,12302,1488,1721,15671,7482,1829,7335,14207,10461,3343,3159,1340,9659,400,88537,0,0
266,2967,3413,1021,4160,2161,2375,2300,6291,18888,4165,6012,1337,3380,2470,5370,3090,10308,8222,4623,3818,2205,1340,10392,0,74155,0,407
2203,2355,2122,2410,141204,1345,3276,4537,6380,21268,6680,9863,2063,3155,4678,5608,2437,7910,11821,8682,3533,103910,1340,8117,800,79940,0,0
2363,1837,1711,2161,6989,1974,954,2348,6420,25043,6439,7721,1146,3898,1140,8712,2637,6515,11648,13639,5182,1972,2680,8117,913,100370,148,407
1586,3051,1974,764,10748,1330,1552,3923,6258,21560,11679,7460,2179,2497,2090,11923,3002,4476,14294,12302,2766,1587,2105,7561,474,87400,74,0
2103,2187,2094,74,8688,1478,764,2493,3735,25935,7712,7493,194,3165,1520,9329,4174,6234,9829,13246,3794,3438,2105,8514,600,114570,148,0
3751,3358,2660,1330,8545,2087,3150,4243,3991,27917,7572,8032,1414,3671,3420,10979,4035,8634,8440,18226,4708,1365,575,11983,1738,167675,74,0
1154,1996,4641,1521,12423,1102,2624,4468,2889,31032,8406,6192,1682,2229,1900,7855,3794,10974,9178,13044,2203,1975,765,10714,597,140710,74,0
4345,1457,4920,2048,9295,2731,3652,2962,4499,21272,11197,7469,261,2835,1900,8410,3952,8638,13185,13585,3645,2000,765,8759,2128,118696,74,407
1065,1711,1552,1901,5810,912,1809,3618,7306,24957,4456,7967,1488,2841,1900,7080,4552,10305,8679,10855,3798,1735,1915,8854,516,124769,0,0
4316,2398,4675,2730,6603,5456,5187,6000,7274,24424,7901,10123,1721,3764,9580,8229,4351,6495,7786,10945,3566,3276,765,10468,2054,101661,74,407
1434,1560,792,1141,4824,342,1517,2813,9472,17937,4356,6198,2253,2628,1168,5406,3280,4296,11177,9171,3798,2109,575,6061,400,73600,0,0
2195,2623,1521,2312,8835,1404,1524,3166,4027,27949,10250,6909,3061,2664,1140,7789,3982,8170,8611,11875,3282,2173,2680,9345,871,102704,148,0
3928,1654,834,1524,8710,1900,1214,4859,4221,24038,9058,6824,3329,2701,1900,12504,3070,6901,12099,12894,3010,1587,1340,7731,1896,109161,74,407
3242,1513,1330,834,9795,1330,764,2996,3605,28158,6129,8456,2874,3964,1900,9104,4731,8704,7557,13274,3038,1707,2680,9270,1464,112305,74,0
2612,2180,951,3393,8917,1984,2633,5675,3885,35466,8816,9160,1989,3909,5517,10064,4878,8204,9808,19394,4227,1661,1530,7791,1422,157548,74,407
1139,2439,718,187,6910,1672,2954,3679,3422,25214,8722,7636,1682,2915,1330,10695,3555,8534,11719,13188,3604,2236,1340,6568,516,135646,74,0
4242,2596,5384,1603,10253,2744,3280,3393,5807,32203,8293,7829,2102,2663,6390,8175,2689,13090,9523,13839,3133,1746,2105,9523,2086,149657,74,407
1434,1836,4095,2864,7866,2823,4864,4880,6368,27425,12163,5669,2327,3057,4382,8230,4740,10426,12718,11567,3889,1774,1530,10754,400,116687,0,0
2295,1831,2281,2122,7186,2161,1753,3884,5098,25713,4097,4502,187,1913,760,9501,2641,8390,10731,12453,3487,2166,1340,7807,600,127430,74,407
1586,2052,2122,1546,7984,1693,7017,3195,6534,30805,8064,11036,3667,5060,9085,11225,4657,7928,10281,16835,4910,3639,1340,8007,400,148289,74,0
2938,2476,4953,1404,5501,1330,2854,4449,4822,23322,4563,8117,2486,3451,2660,5782,4007,9414,7272,10423,3608,2141,1340,11353,1271,95596,74,0
3928,2230,2544,1672,11922,2164,2164,4841,3037,33038,7858,8634,1989,3627,1330,9694,5019,9573,9967,16858,4713,1132,1915,10408,1780,153005,148,0
1139,2811,1900,2090,7307,0,1524,3135,5619,26405,7841,6087,2874,1276,570,10812,3183,7161,9865,16489,3848,1453,1340,8202,516,132198,74,0
3766,4238,1327,1552,8902,1591,549,5518,5819,20014,11957,6242,836,3043,0,10778,3813,5020,16045,10974,4559,1887,1915,5014,1896,100118,148,407
917,2678,2808,2277,9110,2242,1483,3474,4215,24704,8528,7380,1107,2290,3258,10289,2845,10654,11252,10686,3336,2042,1340,10398,516,142249,0,0
9117,2161,1141,2706,12667,1222,3040,5686,6522,32465,13760,10702,1527,2346,6327,12305,3588,10059,13154,16897,5480,1711,1915,8598,5007,137209,74,407
1434,3360,5253,1711,10659,1102,2603,6399,7801,32969,9937,8187,2327,4258,3230,10091,4935,13223,15070,16429,5742,2042,765,10856,400,161502,0,0
3138,974,1711,2895,10896,1221,3872,3814,5392,25394,13696,8450,2292,2443,4981,9689,3280,7363,14714,12723,3736,2201,1340,5911,1232,118122,74,407
1730,2025,8330,381,9623,1524,759,5241,8424,31326,11173,5906,797,1905,2090,11937,5194,10572,15548,16693,4580,2257,1150,9531,400,139997,74,0
3086,3626,954,2734,8132,1330,2210,4767,6810,17907,6500,5024,769,1989,570,5606,1965,5169,13169,10317,2522,1538,2105,9591,1387,81951,74,0
3928,3580,1974,1347,9104,2533,3057,3740,5656,23521,9772,8695,1224,2608,4197,9911,5077,5639,10288,15157,3832,1245,2105,9441,1780,114100,148,0
917,3985,148,1140,9977,908,1711,4070,10149,28548,10310,10183,194,4542,1520,16598,5435,6506,16383,16190,5650,1640,1915,8769,400,123646,74,0
2435,3894,5408,908,9091,1591,982,5481,4051,34645,9424,8192,2176,2260,2660,11232,4863,13236,12788,13662,5041,1806,1340,10742,1454,166692,74,407
1508,3694,2312,757,10541,1672,2967,4804,4875,29079,10874,6542,2447,3999,760,10114,2831,8167,14645,13224,5096,1929,1915,9446,400,130642,74,0
4168,2548,5876,1742,11129,1088,2731,4183,5156,35757,10376,8603,1527,4107,760,13966,4126,13133,12927,19108,4021,1933,2105,10263,1896,172461,74,407
1508,2773,4544,2471,10904,135810,2873,4437,6487,26768,10603,9004,2253,3752,1330,10088,4198,8999,13731,13269,4510,105128,1340,10433,400,102543,74,0
3138,3445,2471,2692,11943,1591,2888,3634,7397,30565,10254,8127,2296,4116,2090,10593,4519,8717,15533,15027,5092,2430,2680,7054,1116,138459,74,407
1656,894,2991,1362,10815,2307,5466,5437,7520,33452,15616,7316,1224,1851,8755,14365,4038,6790,14586,18215,4021,1633,575,6749,400,164485,148,0
1177,1537,135187,1404,9620,1404,2210,4359,9577,30329,6665,7866,959,2681,1900,7180,4005,5729,13166,13043,4870,103004,1340,9768,745,97594,74,0
2745,2376,1404,1915,9909,1343,3544,4389,6487,34421,11062,7899,2564,3994,5533,9320,3878,10612,14652,13609,4014,1245,1915,9857,1338,158934,148,0
148,3040,1862,3054,13384,1867,3931,7650,10973,33982,11378,7751,2447,1856,7489,10768,4344,6442,15736,17216,4258,1947,0,9265,0,147235,0,0
4715,3068,4272,1668,14030,1707,1552,6057,5468,30007,15334,8363,2366,4221,2090,11365,6291,11107,20054,16930,6266,1767,0,9724,2012,152332,74,407
1434,3755,908,2261,13720,1869,2834,5739,7864,33109,18943,9456,2063,2488,4658,15557,3671,11768,18966,17186,4863,1580,1340,10002,400,170116,0,0
5447,1269,5261,792,7652,1021,2131,6107,4193,36359,8492,9451,2102,4434,2660,9905,5803,11733,10197,17554,4897,2081,2680,9253,2799,167165,74,407
1656,2225,5430,2262,11795,2442,4218,5515,8846,32702,11583,11207,1298,3558,5639,11922,3780,11906,16550,16426,5059,2074,1915,9948,400,137524,148,0
917,1885,2664,3132,8067,2364,4362,4213,6255,30318,8091,9654,2486,5073,5207,9130,4245,9241,11176,12018,3686,2102,2680,10664,400,112823,74,0
2642,2031,6224,1904,10431,2284,2544,4487,3479,26259,9188,11181,1414,2766,1900,11201,4385,8559,10696,17742,5100,1217,2680,11201,1222,157919,148,0
288,3566,3009,1985,7743,1225,2415,5085,11721,28691,7949,9960,959,3995,6905,11219,3439,9356,14573,15285,4913,1795,1150,8558,197,114884,74,0
4419,1958,4209,1594,11949,1141,1308,3748,5831,23656,14622,7160,2179,3812,1330,6708,3434,9441,18845,10522,4591,1506,1915,8810,1980,104770,74,407
1434,3581,2242,3428,13235,1678,4429,4306,7140,39998,12531,11804,4172,4479,6201,11948,4961,12343,14874,19132,5079,2081,1915,11778,400,165238,0,0
5085,4923,2847,2706,10734,1960,3889,5663,7079,33689,13382,7050,1717,3436,5439,14498,5142,10581,14167,17601,4602,1813,0,9516,2686,191600,0,407
1730,1098,5005,1711,13450,2242,1289,5540,6404,33519,9966,8228,2712,3559,1140,12878,4694,8690,15602,21136,5401,2007,2105,8702,516,160763,148,0
1346,2439,2277,4229,14553,1984,4423,6834,7825,33029,13282,9702,2677,3566,6773,11783,2864,11095,16480,14036,5001,2116,1915,10338,745,140057,74,407
222,2203,5079,1711,10849,764,3271,5121,6888,23652,14412,9591,1562,3165,1900,12322,4006,6956,17098,12713,4157,1813,1530,9456,0,95431,148,0
148,4526,2168,3700,14212,1036,4009,5598,7902,38787,13393,8720,2299,3960,6296,12092,3133,11288,17550,17988,5394,1386,1150,10845,0,164722,74,0
4379,1774,834,2094,12090,3614,1519,6466,8106,41601,12932,7887,74,1938,2660,17482,6266,11912,19967,23013,5592,1672,765,9892,1864,211997,148,0
1574,3949,6560,2670,8648,3768,5644,5452,10722,26586,11224,7341,2447,3760,5253,9293,3433,5947,18860,13203,5691,1834,0,13707,597,104354,0,0
5040,3549,2161,2618,9486,1707,2749,6599,7466,26220,13330,9231,2176,1580,1140,12720,3434,11152,20100,9141,4176,2176,3255,10183,2518,109055,0,407
1955,2057,2048,1141,13526,1478,2395,4561,6001,29839,15740,8368,2828,2342,1900,14677,5571,9008,18622,17145,3916,1700,765,9045,600,169205,148,0
3426,4455,3568,4005,9925,2361,2490,5967,8762,32606,13704,10396,1531,2266,6330,14543,4710,9943,18414,18662,3707,2035,2680,11811,1941,172729,74,407
222,6273,6107,3055,13047,1875,3424,7104,11795,35091,18046,8485,2253,1850,6265,14694,6377,16699,25492,14389,4993,3343,1340,11465,0,167001,148,0
288,2604,2281,2894,9773,1792,4794,6559,11429,27761,14757,7431,956,3641,3736,10647,3999,8825,24257,13039,5358,2215,1340,9511,197,113336,74,0
1730,2929,2970,1524,13040,1524,2089,5293,8522,33448,12395,8271,649,3994,2660,13941,6733,11395,21567,21256,5295,1961,575,8031,400,181810,148,407
1955,2826,4422,3354,12551,2366,3901,5664,8720,32564,13144,6015,2440,3136,4018,9501,4243,8119,18724,15365,5108,1506,773,9919,600,140187,74,0
5208,1767,4972,1330,10668,1521,1636,4555,8989,23018,12264,7160,60888,2492,1900,11711,4201,6599,20221,14088,3715,95098,2105,11464,2486,109164,0,407
2095,2741,1672,1341,11508,1299,2742,6198,10336,37188,16435,5110,987,4120,3202,14372,3452,12529,22727,17944,5591,1781,575,6488,723,169687,74,0
5095,3376,3802,1288,15743,187,2015,8745,6078,36253,14463,10444,1721,4465,2090,16497,6476,7015,20437,21833,4551,3343,2680,9007,2624,157390,74,407
222,3747,1478,3023,14316,1110,4035,6720,7848,28973,17187,10446,1562,5187,4588,12902,4356,8365,21723,14279,3912,1989,1150,9165,0,146599,148,0
340,2065,2277,2705,13462,2603,3138,6620,11582,32465,14992,9994,187,1974,7777,11959,4796,10835,21350,21074,5873,2268,2680,7957,0,178362,74,407
692,1338,5578,2281,14944,1482,2245,6128,8460,43697,14916,6974,1682,2033,3230,12654,4070,11089,17579,19047,6478,1961,1340,10612,200,162402,148,0
6793,2815,2300,2909,9380,2185,3951,5963,9614,29502,14178,7789,2292,2450,8113,8577,4176,10226,16867,10161,3576,1834,2105,8192,3431,126443,74,0
4948,2585,9267,2880,11391,2308,4117,8061,15565,36325,14716,11073,1340,2641,9947,18422,5834,9420,28090,22061,7053,1217,1915,11402,2350,164314,74,0
1881,2502,5796,1404,9601,2164,2057,4035,9923,37108,11570,7305,1414,3357,1330,12507,5161,14107,18991,15563,5079,1601,1340,9478,600,163735,0,0
4696,2091,4401,1478,9710,1707,3224,5962,8976,29963,11654,5575,2109,4981,1520,13124,3730,10110,16736,18831,4691,1552,1340,10201,2296,154955,0,407
74,5211,912,1517,11353,1672,2281,7358,12131,171370,8276,7892,2137,4155,1900,9896,6883,8244,14341,16463,5076,103722,1150,10258,0,152957,74,0
3157,4159,1591,2062,14689,2673,2371,8768,8790,28165,18413,8225,1911,3228,6645,10443,4330,8647,25367,16134,5075,2000,0,9004,1548,125396,74,407
296,3412,1478,1711,12458,718,1991,4310,5268,33730,13141,7556,1562,3890,1140,14385,3343,13583,16955,15993,5072,2063,575,6899,0,172001,148,0
2147,2688,1517,3294,16436,3184,4815,8181,10327,34642,20227,9516,2102,3818,10464,15243,4780,11727,23048,18608,5270,1961,765,9521,600,162853,74,407
2103,3139,3287,1711,12869,1672,3649,6409,10798,28783,18672,7450,1682,3589,760,14369,4125,8924,29141,16269,4726,2148,765,8201,716,109658,74,0
2243,3006,6098,3304,16569,1214,4266,7690,9900,30816,18764,8448,2490,4084,760,12694,3591,12022,25261,16283,5560,1453,1530,12212,987,174234,74,0
4816,1643,9328,3732,12120,2875,4595,6243,10327,27549,14582,10628,1534,2155,9041,12684,6244,9683,20356,15948,5066,1524,1915,11176,2370,125586,0,0
74,3353,2358,2668,10349,1185,5246,7621,15992,31001,13047,7954,1224,4396,3399,11520,3397,10402,27771,13857,5048,1453,2105,11471,0,133699,74,0
5394,4480,5205,3467,12871,1949,2216,7685,8621,36432,15704,8662,3061,1532,4712,14406,3627,8614,20049,18170,7284,1658,2680,10351,2528,158204,0,407
222,2708,4316,1340,10469,3199,4747,6323,11587,34771,12666,10205,222,2786,6484,12323,4471,10689,18324,13970,6738,2116,1530,10437,0,121182,148,0
4538,3340,1517,982,9094,757,2391,5592,7718,27548,16589,7711,1146,3788,2090,10621,3810,10433,17442,14068,5910,3456,1150,9753,2170,139410,74,407
1656,2964,148,2103,13221,1304,2978,6822,6746,29775,15341,10454,2137,4110,6542,14886,4850,7958,19209,14596,3451,2451,2105,8815,400,125067,74,0
2147,3462,6548,792,15544,1591,1385,5643,6799,31698,19491,8683,952,4723,1520,10276,4287,9579,25819,14860,5222,2042,2680,9061,600,120553,74,407
2448,4504,834,2471,14376,1714,4524,8668,11523,24822,17976,8965,2638,2364,1900,12779,4535,6941,25733,11536,6282,1552,1915,12107,800,110077,74,0
2095,2791,1672,2003,12921,2187,4993,8336,8196,28812,17741,9396,1414,1213,9616,13623,4866,8787,21168,18216,6117,1488,1915,6718,871,166690,74,0
3218,2931,8664,954,12193,1524,4692,6619,10472,29042,15924,7204,1534,3617,760,13777,4623,11628,26441,15920,5254,1344,2105,11701,1709,147649,0,0
148,2561,3433,1314,13173,1869,5258,6146,14521,35611,13496,8866,797,2874,5459,10291,5150,14870,29520,16315,4820,2123,765,9014,0,165246,74,0
2686,5667,4298,2030,12477,1413,3859,7287,15010,22649,15729,9019,2486,3412,8849,14690,2329,7058,32020,14367,5422,2000,2870,11235,1264,101561,74,407
1656,3452,2238,1534,12856,540,3364,6515,12270,35410,17235,9421,2902,2258,1900,12134,3885,8512,24620,15412,5644,2063,1915,8197,400,137521,74,0
4464,4147,947,1552,11787,831,2565,6966,8477,29657,14558,8003,2486,3805,2660,15789,4204,9925,27447,16959,6510,2268,1150,9265,2096,148549,74,407
2448,3640,2618,2281,18047,2432,2411,6876,5957,36232,17603,6312,723,2234,1330,19290,4893,9400,24657,24376,6660,2035,1530,9692,800,202712,74,0
2221,2682,6150,1378,14016,2741,4811,6610,10207,32433,20805,9320,2941,4481,4868,18401,6008,9024,25884,15413,7276,2430,2105,10498,600,152507,148,407
2277,906,2734,2112,16458,1344,6420,142812,141501,34632,20755,8339,575,1511,4034,16067,5365,8951,28572,18929,7252,204897,575,6488,800,162455,0,0
288,1225,8563,1419,15746,1035,4815,7352,15261,36459,19280,7714,1989,3336,5568,13346,4503,11319,26511,21514,5740,1481,575,10108,197,187340,74,0
2686,4292,4262,1156,12137,2914,4360,5727,17604,25647,11570,8259,1534,2814,1900,8755,5560,9280,28425,12831,6308,1609,1340,9128,1254,109950,0,407
1582,4139,2812,1517,14498,1478,4692,7175,12441,28387,21951,8528,797,3846,2090,11515,3055,12163,35132,11668,5804,1957,2105,10023,400,140084,74,0
