1614851554,1614851565|0.0,2.212;0.0,2.217;1.164,2.153;1.164,2.217;1.164,2.226;2.217,1.165;1.166,2.217;1.166,2.226;2.153,1.167;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.226;2.153,1.173;2.217,1.173;2.226,1.173;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.226,1.215;0.0,1.211;
1614851568,1614851579|0.0,2.212;0.0,2.217;0.0,2.228;1.164,2.153;1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;2.226,1.168;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.217,1.170;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.217;1.172,2.226;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.226,1.215;0.0,1.211;
1614851581,1614851592|0.0,2.212;0.0,2.217;1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.217,1.170;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.217;1.172,2.226;2.150,1.173;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;0.0,1.211;
1614851594,1614851605|0.0,2.217;1.164,2.153;1.164,2.217;1.164,2.226;2.226,1.165;1.166,2.217;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;2.226,1.168;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.217,1.170;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.217;1.172,2.226;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;0.0,1.211;
1614851608,1614851619|0.0,2.212;0.0,2.228;1.164,2.153;1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.217;1.169,2.226;2.217,1.170;2.226,1.170;1.171,2.153;2.226,1.171;1.172,2.217;1.172,2.226;2.150,1.173;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;0.0,1.211;2.153,1.170;1.170,2.155;
1614851621,1614851632|0.0,2.212;1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.153;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.217,1.170;1.171,2.153;2.226,1.171;1.172,2.217;1.172,2.226;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;0.0,1.211;
1614851635,1614851646|0.0,2.212;0.0,2.228;1.164,2.153;1.164,2.217;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.153;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.217,1.170;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.217;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;0.0,1.211;
1614851648,1614851659|0.0,2.212;0.0,2.217;1.164,2.153;1.164,2.217;1.164,2.226;2.151,1.165;2.153,1.165;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.217,1.170;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.217;1.172,2.226;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;0.0,1.211;2.152,1.165;2.154,1.165;
1614851664,1614851675|0.0,2.212;0.0,2.217;0.0,2.228;1.164,2.153;1.164,2.217;1.164,2.226;2.217,1.165;1.166,2.217;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.217;1.172,2.226;2.150,1.173;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;0.0,1.211;
1614851678,1614851689|0.0,2.212;0.0,2.217;1.164,2.153;1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.217;1.172,2.226;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;
1614851691,1614851702|0.0,2.212;0.0,2.217;0.0,2.228;1.164,2.153;1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.153;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.226;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;0.0,1.211;
1614851705,1614851716|0.0,2.212;0.0,2.217;1.164,2.153;1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;1.168,2.217;1.169,2.153;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.148;1.172,2.151;1.172,2.152;1.172,2.154;1.172,2.174;1.172,2.226;2.150,1.173;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;
1614851718,1614851729|0.0,2.217;0.0,2.228;1.164,2.153;1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.153;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.148;1.172,2.150;1.172,2.151;1.172,2.152;1.172,2.154;1.172,2.174;2.150,1.173;2.153,1.173;2.217,1.173;2.226,1.173;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.226,1.215;0.0,1.211;2.217,1.170;1.172,2.217;1.172,2.226;
1614851733,1614851744|0.0,2.212;0.0,2.217;1.164,2.153;1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;2.226,1.168;1.169,2.153;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.217,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.148;1.172,2.150;1.172,2.151;1.172,2.152;1.172,2.154;1.172,2.174;1.172,2.217;1.172,2.226;2.150,1.173;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.226,1.215;0.0,1.211;1.168,2.217;
1614851747,1614851758|0.0,2.217;1.164,2.153;1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;2.226,1.168;1.169,2.153;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.217,1.170;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.148;1.172,2.150;1.172,2.151;1.172,2.152;1.172,2.154;1.172,2.174;1.172,2.217;1.172,2.226;2.150,1.173;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.226,1.215;0.0,1.211;
1614851760,1614851771|0.0,2.212;0.0,2.217;1.164,2.153;1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;2.226,1.168;1.169,2.153;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.217,1.170;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.148;1.172,2.150;1.172,2.151;1.172,2.152;1.172,2.154;1.172,2.174;1.172,2.217;1.172,2.226;2.150,1.173;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;2.226,1.215;0.0,1.211;
1614851774,1614851785|0.0,2.212;1.164,2.153;1.164,2.217;1.164,2.226;2.151,1.165;2.152,1.165;2.153,1.165;2.154,1.165;2.217,1.165;2.226,1.165;1.166,2.217;2.153,1.167;2.154,1.167;2.217,1.167;1.168,2.217;2.226,1.168;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.217,1.170;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.150;1.172,2.151;1.172,2.152;1.172,2.154;1.172,2.174;1.172,2.217;1.172,2.226;2.150,1.173;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;0.0,1.211;
1614851788,1614851799|0.0,2.212;0.0,2.228;1.164,2.153;1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.217,1.170;2.226,1.170;1.171,2.153;2.226,1.171;1.172,2.150;1.172,2.151;1.172,2.152;1.172,2.154;1.172,2.174;1.172,2.217;1.172,2.226;2.150,1.173;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;0.0,1.211;
1614851801,1614851812|0.0,2.212;0.0,2.217;1.164,2.153;1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.153;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.217,1.170;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.151;1.172,2.152;1.172,2.154;1.172,2.174;1.172,2.217;1.172,2.226;2.150,1.173;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;
1614851814,1614851825|0.0,2.212;0.0,2.217;0.0,2.228;1.164,2.153;1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.149;1.166,2.217;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;2.149,1.168;1.168,2.217;2.226,1.168;1.169,2.149;1.169,2.153;1.169,2.217;1.169,2.226;2.149,1.170;2.153,1.170;1.170,2.155;2.217,1.170;2.226,1.170;2.149,1.171;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.149;1.172,2.152;1.172,2.154;1.172,2.174;1.172,2.217;1.172,2.226;2.149,1.173;2.150,1.173;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;0.0,1.211;
1614851827,1614851838|0.0,2.212;0.0,2.217;1.164,2.153;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.149;1.166,2.217;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;2.149,1.168;1.168,2.217;2.226,1.168;1.169,2.149;1.169,2.217;1.169,2.226;2.149,1.170;2.153,1.170;1.170,2.155;2.226,1.170;2.149,1.171;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.148;1.172,2.150;1.172,2.151;1.172,2.152;1.172,2.154;1.172,2.174;1.172,2.217;1.172,2.226;2.149,1.173;2.150,1.173;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;
1614851840,1614851851|0.0,2.212;0.0,2.217;0.0,2.228;1.164,2.153;1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.217,1.170;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.148;1.172,2.150;1.172,2.151;1.172,2.152;1.172,2.154;1.172,2.174;1.172,2.226;2.150,1.173;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.218;2.217,1.215;2.226,1.215;0.0,1.211;
1614851853,1614851864|0.0,2.212;0.0,2.217;1.164,2.153;1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;1.168,2.217;1.169,2.153;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.217,1.170;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.151;1.172,2.152;1.172,2.154;1.172,2.174;1.172,2.217;1.172,2.226;2.150,1.173;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.226,1.215;0.0,1.211;
1614851867,1614851878|0.0,2.217;1.164,2.153;1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.153;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.217,1.170;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.148;1.172,2.150;1.172,2.151;1.172,2.152;1.172,2.154;1.172,2.174;1.172,2.217;1.172,2.226;2.150,1.173;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;1.210,2.150;1.210,2.151;1.210,2.155;1.210,2.218;2.226,1.215;0.0,1.211;1.210,2.154;
1614851880,1614851891|0.0,2.212;1.164,2.153;1.164,2.217;1.164,2.226;2.152,1.165;2.153,1.165;2.154,1.165;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;2.226,1.168;1.169,2.153;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.217,1.170;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.148;1.172,2.150;1.172,2.152;1.172,2.154;1.172,2.174;1.172,2.217;1.172,2.226;2.150,1.173;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.226,1.215;0.0,1.211;
1614851893,1614851904|0.0,2.212;0.0,2.217;1.164,2.153;1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.153;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.217,1.170;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.148;1.172,2.150;1.172,2.152;1.172,2.154;1.172,2.174;1.172,2.217;1.172,2.226;2.150,1.173;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;0.0,1.211;
1614851906,1614851917|0.0,2.212;0.0,2.228;1.164,2.153;1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.153;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.217,1.170;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.151;1.172,2.152;1.172,2.154;1.172,2.174;1.172,2.217;1.172,2.226;2.150,1.173;2.153,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;0.0,1.211;
1614851920,1614851931|0.0,2.212;0.0,2.217;1.164,2.153;1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.153;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.217,1.170;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.151;1.172,2.152;1.172,2.154;1.172,2.174;1.172,2.217;1.172,2.226;2.150,1.173;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;
1614851933,1614851944|0.0,2.212;0.0,2.217;0.0,2.228;1.164,2.153;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.217;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.153;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.217,1.170;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.151;1.172,2.152;1.172,2.154;1.172,2.174;1.172,2.217;1.172,2.226;2.150,1.173;2.153,1.173;2.217,1.173;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;0.0,1.211;
1614851946,1614851957|0.0,2.212;0.0,2.217;1.164,2.153;1.164,2.217;1.164,2.226;2.151,1.165;2.152,1.165;2.153,1.165;2.154,1.165;2.217,1.165;2.226,1.165;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.153;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.148;1.172,2.151;1.172,2.152;1.172,2.154;1.172,2.174;1.172,2.226;2.150,1.173;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;0.0,1.211;
1614851959,1614851970|0.0,2.217;0.0,2.228;1.164,2.153;1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.153,1.167;2.154,1.167;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.153;1.169,2.217;1.169,2.226;2.153,1.170;1.170,2.155;2.226,1.170;1.171,2.153;2.217,1.171;2.226,1.171;1.172,2.148;1.172,2.150;1.172,2.151;1.172,2.152;1.172,2.154;1.172,2.174;1.172,2.226;2.150,1.173;2.153,1.173;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.218;2.217,1.215;2.226,1.215;0.0,1.211;
