index,172.20.2.197,172.20.1.184,172.20.1.185,172.20.2.205,172.20.1.193,172.20.2.204,172.20.1.194,172.20.2.198,172.20.1.186,172.20.1.187,172.20.2.206,172.20.2.207,172.20.1.195,172.20.1.196,172.20.1.188,172.20.2.199,172.20.2.211,172.20.1.197,172.20.1.198,172.20.2.210,172.20.2.208,172.20.1.189,172.20.2.200,172.20.2.209,172.20.1.200,172.20.2.214,172.20.1.201,172.20.1.191,172.20.2.202,172.20.1.190,172.20.2.201,172.20.1.199,172.20.2.213,172.20.1.192,172.20.2.203,label,target
12,9278,11631,16169,10008,11124,11866,12268,18741,11682,5737,19774,16832,18760,17189,5645,3230,5510,47698,29246,7220,54073,8821,9310,20259,24491,20333,22693,17572,17574,152483,20662,16676,14804,7733,10128,0,
13,8697,10386,10697,12652,13893,13492,15005,8550,11416,13069,15454,9724,15060,17673,8616,7213,5890,45867,25054,4560,58202,6828,7040,27151,26603,25752,24242,24751,22852,25145,16149,19367,14032,13231,9715,0,
14,9102,11541,13442,13208,17758,13963,14657,13481,4020,12107,17142,17109,18264,22662,9623,7410,6460,54216,31863,22409,53221,11096,9690,22574,28927,22213,25215,19002,19266,22342,18893,17833,15712,8591,8255,0,
15,7362,11363,10443,13052,15131,16670,13374,9740,8658,14908,14111,17025,18241,19313,8071,7457,5890,54738,16356,23359,55816,9070,8940,23585,29100,24106,29313,25580,22077,25642,14621,22174,13481,13503,7920,0,
16,11113,14214,11314,10849,12581,12233,17815,9537,14735,6568,16625,17139,22407,18275,147928,7980,9148,69999,27216,25274,55482,9343,6281,28626,33179,27410,29950,21061,26154,28188,25017,17021,15419,9456,8625,0,
17,10817,10307,12197,17865,15932,12815,16700,13746,15892,16757,20272,17222,18953,22174,7907,8892,6840,72000,30060,29692,52199,8026,7989,29404,27193,28708,30052,24765,18180,23970,22979,18031,17916,10687,12439,0,
18,10246,11469,11571,15089,14899,13481,14243,5762,12274,9569,18950,22638,20925,20398,5047,8301,7220,73484,179916,17804,62105,7624,6463,34933,34373,33867,34823,30149,27474,27848,31243,19532,21001,8451,9913,0,
19,8603,14095,11748,19088,17715,16610,15254,12571,9433,12959,31969,27132,19349,20940,9050,6441,5320,85262,53489,24684,56341,9187,10843,36853,31185,38216,28842,19685,26764,30746,28903,23124,24708,13935,10613,0,
20,10729,12357,13253,16101,17660,12208,16925,9203,141555,14881,13558,18322,18460,21569,6829,7220,18161,73135,49488,19519,52798,10970,8372,32937,33436,36212,34929,27908,24053,27745,28104,21422,22134,9817,8864,0,
21,9652,13129,11415,16000,16479,16621,16458,11229,12785,10448,21373,23555,26370,25208,13481,9422,29716,77972,51995,24592,57566,8463,7436,33517,40280,31483,35512,33093,24043,30427,32470,26118,22638,13113,7584,0,
22,11243,14852,13668,17371,16404,14489,15780,7122,8037,13773,20529,23587,21162,21656,8239,9514,23629,73739,51605,20111,60396,6831,7042,33211,40589,36759,34224,30279,23674,31626,30991,19289,23938,9432,12250,0,
23,10276,9136,14101,17630,15707,15205,16737,8111,18592,9284,20176,19433,29611,28366,10892,9678,22259,58579,50907,26835,81311,10519,9738,34501,38536,36667,38829,36196,25371,34751,27665,24784,27681,9227,10004,0,
24,12991,15114,12018,15427,17663,14346,17718,17832,14923,8091,20983,23181,22752,24858,8410,7768,22457,66760,48479,24685,53582,9702,6849,30094,38037,29812,39657,29859,28040,29432,26956,25569,22246,15174,11034,0,
25,8970,18251,13418,16631,19352,16795,156101,7220,6983,19655,19275,14157,30940,29213,11656,7459,22585,65014,51329,22787,84979,145047,8007,39260,177036,36343,41918,28285,33825,30855,34731,21856,21285,8711,8334,0,
26,11184,13131,14620,17045,23286,15315,17591,15777,18824,15126,26508,27030,29976,29927,7159,7380,29168,75736,45371,27984,99323,7654,8005,36935,48519,37262,48016,33819,28287,34065,32864,26853,29654,10796,11597,0,
27,10498,16060,17097,15763,22438,13812,20757,11303,7849,11558,16205,16273,30088,29954,10688,7170,28566,69926,34673,25920,96763,9907,7791,32986,51548,35462,51761,31545,40274,34185,39310,27549,23316,9719,8867,0,
28,13737,12721,14625,20374,21466,20784,21007,19104,24656,21099,30831,27309,26451,27958,6846,7551,22413,86195,64469,21574,86541,9756,8014,42265,46105,44089,49949,43647,38332,39548,33448,28676,26363,12697,11279,0,
29,14523,12877,15675,15569,22379,16618,18794,11395,9189,139628,21320,21032,25162,24105,8337,8170,20060,92929,50343,20151,90565,7143,7030,41802,48449,38448,49030,42554,35331,38278,35494,25586,25295,7971,11907,0,
30,11887,12168,13173,18101,22635,20369,18151,16505,12963,20720,30194,33124,32965,32645,11119,7039,23387,92273,49107,23087,95431,10142,6471,39832,39423,39558,42968,32517,35409,33019,34964,25006,28821,146881,7637,0,
31,10258,14241,15994,18951,22745,18431,20302,16741,11362,16117,24703,25009,162073,24292,6573,7372,27882,93523,48578,16075,91415,10169,12460,42780,50265,45829,51477,167399,32248,40086,35826,158432,30082,11736,10617,0,
32,11303,14930,13319,21897,23322,17501,23478,14192,11523,16348,27164,25904,35211,36855,9511,7546,20894,109757,69311,22461,98400,7426,5331,50677,53273,49762,49115,37852,44335,39231,37485,31760,29485,10078,11305,0,
33,12978,20588,16700,22335,21259,19963,18555,6650,20246,15342,24111,27652,24516,25109,7145,9129,22738,83920,50773,24053,99174,3940,3072,42103,49628,39841,49594,37979,35001,38434,36211,28998,26888,10740,11391,0,
34,12873,16320,15064,20530,22312,23724,21541,11769,17925,10860,27092,29066,36543,33594,7910,9846,24600,97482,66659,25127,102820,11894,7802,41466,47057,45604,48530,35729,37356,36043,40514,31669,30267,13085,13279,0,
35,11789,15679,15079,20775,23643,20135,22980,12525,16466,22057,29914,31721,29201,29001,9586,11222,22431,99709,75689,23477,101687,7720,7262,48305,52177,46122,51201,39065,39701,39980,36587,29324,27519,14377,10469,0,
36,13190,15245,15806,24066,19215,19195,22890,14844,18125,15425,30679,31500,32737,36858,6711,7521,22242,95997,87580,20621,105618,9766,7672,42870,51596,44425,46195,45432,41223,34215,40435,32126,27995,10008,11960,0,
37,17295,14081,13872,24213,24232,23811,22003,11229,15411,16332,33897,35260,32666,27392,9295,13468,21874,102828,67813,20295,105880,7063,6281,54406,53140,50421,50499,42773,36172,38375,43308,31005,33064,12748,11003,0,
38,11993,18163,147990,24795,24515,24528,25865,20262,15656,18970,37466,37931,34025,35411,10307,9884,21621,117845,81223,19865,134780,7716,8770,55277,60654,57163,57451,51898,38415,49067,43073,35788,32573,16164,12644,0,
39,14287,13763,16431,18152,22361,18026,26041,6840,14783,10179,26462,25708,31395,33869,5389,7891,18498,108889,61892,26506,105123,9830,2663,46718,50255,46875,51235,39314,41886,43844,35813,29937,31014,9906,11205,0,
40,12236,15774,14106,21578,18568,23577,26324,17896,16357,10718,33852,37447,36621,36139,12368,8291,23073,112287,80671,25938,115851,8379,9130,50782,51284,51378,56048,46538,41838,45630,36332,33699,29956,13664,15473,0,
41,14450,14950,15849,25565,22055,25590,24119,11951,15885,19437,32524,30788,29277,26642,7704,10012,25752,118545,75627,22647,109587,8356,9174,54142,56210,54947,55524,44655,48306,47163,52137,36696,33220,15738,14756,0,
42,18146,12926,15422,23127,20375,22803,22865,10024,17110,25491,29615,32209,35541,37576,13726,12199,23328,117179,71654,38160,101242,8848,9379,54907,54526,53012,55660,48455,42535,180522,43756,35730,32288,17174,11191,0,
43,15885,10809,14939,21354,23155,23813,23729,24866,14948,10896,30976,32152,38983,37662,6838,4967,29003,99896,83706,44452,105862,9059,8080,51122,56845,50753,60929,39169,46040,43495,49091,35346,31596,21838,10417,0,
44,14548,17264,16045,24351,154329,25835,23466,16803,14150,24198,36483,33707,34773,33363,9359,8977,22870,130650,69906,45700,95560,7629,10027,56760,61129,55754,58626,47474,43851,49477,48579,33575,34109,11950,13996,0,
45,16083,17655,13468,23170,23244,20346,26176,18264,16895,15481,28636,33629,39364,37617,8345,10101,17399,110946,214708,42720,105757,9202,10898,58488,50923,56251,51025,50291,45798,39353,48853,33380,32662,11764,14100,0,
46,15252,21127,16453,22101,25170,24204,26033,13673,24212,16590,34206,34152,37300,37491,12782,10831,19404,131989,61307,47863,99277,10963,8943,46072,55544,44008,58054,44611,43063,37714,46833,30754,35060,12849,17875,0,
47,15897,16725,14579,21427,28097,23397,23694,15341,11293,13970,21267,25557,37293,37633,142657,7774,25865,102396,72479,45524,97695,12441,5521,48051,61117,48280,56444,45508,42113,43438,47431,33812,29141,18759,14761,0,
48,14447,18700,14887,18731,23889,23726,21032,13872,21520,17059,32836,32332,33984,38220,12471,13818,23200,113212,54307,56829,102511,9734,12436,45041,63083,46198,57177,40485,41047,42136,44714,35649,34797,13405,10596,0,
49,12089,15662,16527,23816,25884,25449,29407,25386,19342,15110,31876,28207,33656,34149,9824,7059,20939,108037,90678,56145,107231,10371,8967,57616,63981,60057,66382,51324,45824,47994,43812,36829,34999,13194,15376,0,
50,14433,15923,18278,20941,27005,19364,157577,11658,19880,16123,31704,32925,38759,39850,6243,11028,33071,121986,64400,58315,101048,142725,6666,49802,63965,50980,58118,42874,46200,50838,43231,33919,35171,14002,13566,0,
51,11857,14518,11523,23833,28727,24994,27541,17908,21234,22407,34280,28077,44035,38709,11433,7039,25623,117389,80049,63803,102616,9777,8612,51362,69480,50516,69624,46062,50141,53218,52228,39556,37422,15668,16115,0,
52,16555,149579,18081,24114,24248,23864,23656,18820,11697,11194,30566,30645,32146,34282,10042,8561,27563,122730,64785,57947,89614,11701,8561,58229,188025,58509,58540,49653,48234,44244,48468,33341,30478,12051,11122,0,
53,14005,17758,19766,24176,24261,21761,25902,18520,27885,19300,39618,39450,41779,42355,9311,11254,25945,137435,57689,58063,114275,8549,11620,52967,62243,54975,61991,48008,48288,55391,42861,39706,37252,15215,17740,0,
54,15823,20522,16467,24190,24498,21880,28254,13504,12164,11682,24508,28550,36000,35929,9161,8912,19642,129179,62887,58473,95751,5443,10664,57256,65328,56337,64185,49563,51598,52578,41065,34598,31322,14474,13355,0,
55,15916,17544,18345,25354,23963,24489,28524,20848,21260,18098,38695,38000,36607,36128,9513,10197,21279,138033,72313,56376,105831,9580,12032,56039,60707,52755,58708,48939,47318,44876,46277,33138,35254,15708,12941,0,
56,13695,19419,13826,27658,24568,25611,29907,20755,20118,19253,29668,30702,33146,35054,10399,9293,26885,262810,70806,45936,113613,10229,10664,57168,62828,58925,65196,53333,52211,42626,50566,36776,35224,149568,16647,0,
57,15843,17628,19337,23183,23141,21892,24570,12734,17147,13455,36269,35612,171233,38299,9328,10221,25138,148504,83220,58193,106285,8098,9723,61907,64226,64623,61485,52437,49817,54010,43538,34477,36322,13654,12066,0,
58,13070,15873,16202,24561,28342,24605,27174,19206,18376,19795,33695,35078,34858,37383,8843,8074,28097,134075,80540,56503,103779,7528,7042,57320,65728,58438,66022,52714,47297,49763,47270,35108,36295,14806,15516,0,
59,15887,12444,16577,23233,26816,22180,20877,13213,16512,158670,32346,31922,34917,38864,10335,11060,19388,133893,60398,56960,93987,9194,9801,56013,55207,56228,55658,45289,49511,46511,44438,38360,30337,12073,17077,0,
60,13930,14033,17095,29570,22784,23399,25318,16528,19250,11960,36683,41455,32728,32601,11113,12149,15470,116317,82638,48896,105205,8547,9710,56043,54607,54152,55409,44105,44366,45967,43171,164378,34676,14346,14092,0,
61,20036,14319,14462,26388,28689,23544,29480,25543,20268,16424,38469,32660,36161,173847,8767,9260,23059,134399,98854,57015,102802,6115,6916,66162,68347,66203,67327,51627,52600,49781,51413,35513,41367,17599,15145,0,
62,13879,18888,17867,27474,23076,21144,24857,15218,23880,16462,38546,41310,39845,37393,8936,9293,28038,134309,98180,51478,105585,9124,11244,61692,59540,65497,63349,184103,42691,54975,55356,34374,33573,12880,13038,0,
63,17696,17923,17444,27168,24684,26391,26514,16895,15346,24092,41855,40481,36093,30170,9566,10601,20514,124355,107811,49434,100482,9695,10093,58557,60488,61055,63591,46476,44828,54430,49954,35612,37312,14088,14761,0,
64,15892,17579,17627,26159,26122,28598,26230,18567,20326,11380,37193,39444,38369,40349,7804,11943,29681,134181,100296,61053,111532,7487,8200,72143,64247,76743,62788,49794,57936,51278,60616,41301,36920,13396,15179,0,
65,17190,16487,17091,27050,29281,30799,24697,19376,12580,19232,37787,36408,39496,38297,11428,7907,19399,138968,83559,54908,106481,10505,10711,62203,59570,63657,59854,47823,50940,52185,52162,33575,38857,19076,14222,0,
66,17510,15345,14569,24397,26833,22197,28439,14947,13975,16343,34612,32952,38926,40968,12089,8752,24772,128753,89807,48369,114234,5633,6674,56176,64211,56654,62344,52918,48393,51752,49166,41342,35643,12652,11607,0,
67,13350,15518,15167,26033,26702,26566,23934,19533,24487,24045,40137,40481,32655,34588,12074,11605,30937,117176,92332,50589,94737,9428,11493,57083,59590,56098,60007,40606,50614,45216,47781,36610,32222,14166,16516,0,
68,16236,20757,20473,27321,25586,29105,24901,13570,15659,12627,31753,34173,41607,40323,9130,6208,25720,127508,82061,61235,112488,9191,8957,60726,62930,62341,63584,50481,51269,50172,47002,38973,36146,17310,7959,0,
69,15159,14696,15991,27890,24183,26038,24995,17296,20306,32044,43398,45697,35768,36630,8371,12618,23315,145966,85040,54315,98187,7985,12208,56798,60661,57148,63434,50393,48730,51336,52542,38452,36857,16119,18948,0,
70,16951,16264,20178,24265,166158,25387,30317,11822,20747,18719,34182,29652,43840,38677,12874,8937,23597,132195,95119,55426,103419,8732,11234,66907,58000,67205,63201,49547,53671,55776,52667,42272,40756,14167,18302,0,
71,19107,17676,16560,24436,27272,22664,26594,21965,19714,19550,44242,42201,40550,37430,12087,11443,21248,136767,101431,53522,101004,8791,12221,64499,58167,59698,58908,49832,45544,48191,49738,34413,40374,15140,15676,0,
72,16413,19451,18797,33252,31362,28409,34633,19417,27020,17072,32105,33881,46493,48144,9810,10713,28717,112160,92995,60572,135809,9196,6688,63995,76098,65523,76264,55577,56628,55583,50701,40770,40871,16375,18206,0,
73,15569,17705,15985,24719,27043,25501,29175,19812,15620,22687,39927,40562,35991,34981,6705,8560,20678,140951,97553,50356,113687,12703,6904,62426,68786,62630,61316,49171,51607,51535,47965,38071,37972,16951,15106,0,
74,12550,17909,17755,24615,23436,26116,23330,9698,19272,20398,39783,34464,34456,34774,8709,8648,24439,151790,76194,49770,100204,8104,10883,66294,59654,65205,61241,52173,46072,53037,50126,39259,38203,9979,17686,0,
75,18379,16816,17949,26327,30621,27132,28203,18546,22061,12407,38550,37961,38470,36078,7786,9167,22898,144474,235439,54503,99818,5200,11223,67818,63583,68145,62608,57005,52232,55642,51900,37063,38236,13238,15924,0,
76,16851,18579,18276,25817,24339,27141,26169,14281,8233,18133,40516,39903,37313,36573,9696,9108,29560,159047,97948,55351,104585,6478,7033,72683,63809,70784,64492,50762,52521,49489,53449,37172,34881,9952,11088,0,
77,15653,16510,13469,27884,26718,23699,25565,17357,18284,12669,36550,41067,39160,39500,9661,11145,21344,132114,80281,58075,105977,10720,6864,58095,62194,59271,49622,50443,42967,50864,51694,39025,34763,17337,14835,0,
78,15859,18129,17168,27306,19933,29487,23947,20017,148261,24856,40886,39919,33499,33451,8353,12840,28838,149925,102188,43748,88653,9210,8036,64028,57300,62163,58642,52789,46444,47189,51506,34052,34537,12694,14427,0,
79,19717,16828,18327,30429,25815,30491,27515,13656,23106,16430,43545,41607,38838,42153,9376,10307,24886,165684,90550,49226,115638,8581,6865,73501,196426,71120,60946,62320,49882,56494,54196,40173,41270,18226,16537,0,
80,14123,17937,17292,25942,22084,26928,26748,7102,12538,20756,39355,40113,35623,34181,11627,7688,23638,131456,97876,59415,109726,142606,5932,66672,66740,66048,67269,56554,56498,51441,53398,39835,39873,13461,12779,0,
81,21952,19954,19174,31234,22984,32956,27696,29149,27188,17368,34843,35506,42096,38413,11659,8453,20218,142070,100781,60038,111925,9089,9165,68746,63441,74705,62942,60225,48755,51056,54337,39989,38993,19140,16751,0,
82,17629,153917,17224,28847,27317,23335,30086,12160,16325,20599,43757,45716,34200,32103,5498,9429,18047,168612,85582,47504,100870,8355,10886,62402,58703,67490,58013,57452,43205,53160,53808,38638,36811,13808,13612,0,
83,14929,18072,17708,25748,26740,22559,26923,16351,15805,16263,34792,36416,39938,37061,11674,11335,30768,132133,83333,57217,105652,7908,10854,69190,62290,66053,56846,55679,43803,49950,53380,36408,36073,13685,17094,0,
84,19137,19642,18948,29581,27762,25730,27393,12285,18228,15429,43131,46529,37436,37677,12420,11260,27159,165744,102631,62937,104424,9772,6671,67837,70115,73813,68917,57292,54019,53374,61774,41331,40114,16630,14363,0,
85,14473,17241,17567,28129,25645,27136,24980,16306,16623,18700,36843,38527,173821,41527,9663,10413,24450,166596,90676,55381,103101,11155,12796,72920,61983,71389,62958,52483,57278,52575,54366,42658,38398,148829,15363,0,
86,18831,16884,15637,26716,26988,24458,24626,22623,19000,21548,40207,41702,43095,40538,7742,10907,26541,264477,96381,55390,106954,6932,6728,58164,61446,54054,62912,50371,44054,48225,45908,39294,35891,15055,12407,0,
87,17918,16493,16087,25575,27717,29426,27204,21247,16144,21914,38735,41507,34822,38047,11180,12255,24202,174031,78763,50631,107846,11746,11043,67794,58564,72539,65570,52191,50491,59833,50520,38411,42034,16575,19719,0,
88,16196,17662,19513,26604,26305,26478,26175,22926,28628,13096,37253,39796,37174,38766,10323,5259,18963,162994,77463,59683,106178,12890,9950,66736,61835,64173,61718,50190,58666,48265,53905,38261,40649,16588,15125,0,
89,16922,17113,16372,27462,26746,28722,32254,11269,16712,12989,42620,40008,37899,34816,7766,11654,18937,163138,88609,58544,105509,4098,10472,68464,65820,68330,60193,53163,55224,56333,50518,37274,38598,17639,12451,0,
90,13482,15612,15369,24687,26245,25313,26273,18842,30366,19852,46549,40471,38107,39784,9848,15029,20829,165022,72110,60117,100912,6476,10472,65478,60601,64969,58393,55763,41670,50798,53852,171659,36230,12406,13211,0,
91,20156,16408,150071,32893,26963,29555,25996,14857,18347,17387,38728,40416,33670,32811,7954,10816,25483,155928,95266,57456,87803,7977,8949,70759,56373,67977,61035,188595,57531,46419,55893,37903,39021,14874,17199,0,
92,16578,18773,20229,27917,27664,27157,30443,19419,24347,21887,39965,38124,47533,42947,10326,9130,28962,146616,89613,59680,111148,6343,9242,64905,60729,66154,65969,49404,51170,53807,54927,39852,35970,14907,18480,0,
93,17695,17706,16247,29309,27207,24704,27299,25085,15539,19350,42917,42548,36753,31951,11765,9022,21972,174546,94046,60289,112576,11479,8420,70419,73117,67126,209706,58246,52185,57521,55296,41857,40740,20231,14379,0,
94,16453,16917,18926,25452,26105,27763,24996,11588,18175,18584,35705,38067,35990,33507,9089,7439,20450,149378,89713,44241,105910,9805,10688,68227,65105,67889,59085,50523,51149,56686,53713,36401,36854,9781,11740,0,
95,20116,15441,16726,22511,26929,26635,27888,23217,14515,16629,42834,41351,38292,41993,14239,8682,20149,150235,79500,67249,104956,8022,10463,64555,64618,66892,65239,61110,54741,50480,49928,40763,38408,13260,15891,0,
96,13833,18135,23631,23800,29091,30979,27824,16180,13693,18868,42136,37244,37975,40088,7504,11596,22511,142785,113230,59096,118663,10029,4964,68793,70570,67443,70795,58086,56289,54195,56651,39856,39456,12092,17208,0,
97,22432,13370,16454,27750,25352,24097,24979,18624,15469,21754,43316,42704,35922,34605,13705,6278,23386,148929,95240,54122,86549,9833,8764,67719,56590,64672,56111,47981,51993,53398,45944,35187,40908,18544,15390,0,
98,13540,21551,16501,25901,160910,25610,26824,13261,18534,30491,40113,38467,35523,36316,12545,13840,22426,147411,94506,57016,110227,6654,11638,66899,62217,67537,58666,46865,48773,52353,56787,39165,35143,12264,18489,0,
99,20677,16907,18008,31307,27752,29983,25688,15134,22401,18963,43765,45708,37811,39002,10265,10973,24015,165059,100086,57358,94058,9494,7461,75470,67367,75853,66895,60041,58391,50888,61514,39655,35720,15347,17590,0,
100,14426,13292,15938,23505,25416,23274,21642,23295,13207,21790,39103,36767,36328,35990,13568,10962,21981,131289,96263,52425,87115,12337,8574,57428,58257,59016,60051,46184,50537,51641,45278,36261,34999,15335,12734,0,
101,14712,13737,17673,21435,22548,25440,27629,19650,18928,15011,33496,30416,34971,32586,12049,9826,20095,116262,84807,48674,102528,7503,8756,60470,57837,60127,62259,52827,46095,51221,49585,37408,37566,14394,13152,0,
102,12579,16496,17826,23794,26315,26980,24988,18028,12791,15839,35108,35163,39218,40661,141764,5465,22468,127134,96405,49262,106393,13008,5715,59879,58315,61724,57701,48425,49211,50506,39536,35835,37616,17032,15254,0,
103,15763,17060,14441,27567,29483,27944,29084,23363,15550,8434,36877,37379,36558,36452,12473,10156,24308,156123,99939,52712,118677,6976,10468,67045,68359,71459,67344,57554,55815,51769,55520,41700,34354,13610,12465,0,
104,12807,19584,15755,23688,27928,21900,24655,17941,20467,19249,34874,35639,42853,41315,8245,8360,30838,117408,94599,60244,111797,5694,6289,59197,69442,57966,67071,49999,44866,54212,45768,37923,37846,9196,18801,0,
105,15055,15209,17601,27875,24495,27270,158280,14544,154746,21298,40572,39685,33948,34779,6998,8121,21092,138672,94326,50815,106201,7109,8994,62001,65083,63525,68484,48874,52068,50697,51046,39913,35265,12280,16318,0,
106,12482,16697,15190,24816,22768,30549,24523,17650,15163,15826,41073,38513,35808,33374,9575,9589,15652,147883,94212,47104,105194,8070,7094,63128,196383,63692,58795,46291,53783,41087,52614,37282,33688,11518,15442,0,
107,14483,15677,15308,23752,24651,28291,25068,18105,16431,20296,34360,37682,35768,36236,12518,7328,26687,130367,97968,65848,102426,8591,10106,64436,64874,66193,63249,52506,53710,51820,52430,33628,38001,17316,12400,0,
108,13036,17928,17370,25469,21973,23068,23466,17605,7640,17391,34425,39432,35722,34501,8059,9305,20819,136640,81602,53466,102826,8510,5725,54564,60660,56751,60677,49229,44377,50012,47841,36192,34449,10548,13601,0,
109,15418,14928,15622,24805,22382,28702,27628,11951,19218,16543,32994,36911,39268,38423,11936,10859,31778,132388,98000,49633,105909,5927,7822,63315,62026,65237,59047,53652,52513,52416,47530,37891,33581,13127,14344,0,
110,14419,18540,15186,29401,30564,30399,26732,24823,15157,17501,37450,39272,32268,38557,7786,8927,19900,146884,98848,52683,118578,9167,5733,67174,66906,67750,64962,61195,51682,52827,55697,42804,35449,15169,16704,0,
111,17385,14294,17516,25938,26286,27761,25154,15194,19694,22241,39165,36556,179416,42826,9094,9055,18764,143693,88024,59424,116520,9758,7484,66268,59641,69418,62782,52251,54423,51555,58670,36852,39547,11744,16787,0,
112,10508,155470,14985,24090,23420,28190,27748,15792,16141,20896,40747,41248,33421,29528,9406,11463,26720,143007,84124,58680,91424,7339,10123,54964,60696,59033,61588,44484,49001,50250,48340,36459,37695,13140,19130,0,
113,13811,20303,16206,25797,23115,24289,22347,17428,23618,11785,29795,31245,38655,37481,8943,8688,24005,133122,85183,62066,98114,10707,9511,61515,62427,63006,61630,54513,49675,50045,45636,39112,36273,13556,13994,0,
114,17022,16411,18218,29304,24669,28295,29518,21718,16901,29965,39376,41196,34759,37210,9165,10857,25185,148727,91958,54641,116102,9786,10000,67099,66073,64218,60809,52393,53999,50728,49866,39866,41824,15424,16398,0,
115,15094,16809,16139,23413,20961,25494,23255,16414,19530,10397,33638,29473,35727,171907,9338,6867,20417,112797,83965,53238,106234,7481,7857,60408,59714,59570,60203,43844,50317,43454,47283,34440,30857,13148,9102,0,
116,14105,15644,15041,24565,30245,24695,29848,15002,19977,23875,40712,40521,39951,39431,7757,11748,23411,127750,92403,57267,113868,6813,10488,55749,64198,58029,66728,59930,44828,51831,47890,32667,38532,147180,10440,0,
117,12804,13953,20428,25233,25019,23833,25401,14259,20862,13324,35614,33817,31737,32264,12772,11037,21774,128647,87113,49360,99302,5555,6103,68644,61849,65482,60899,180329,55689,45280,54848,166538,39899,10397,19960,0,
118,17052,18377,13418,26414,28197,24218,25496,23359,18937,27039,41365,42113,38377,39359,8237,3618,19489,142534,87091,61960,108100,9860,8003,65015,66438,67874,64283,53331,53430,55324,50057,34616,42048,15583,11559,0,
119,13035,21145,20360,22845,24609,24985,25114,13639,18877,19391,39177,36666,38563,40369,6540,9448,24527,122447,102779,60659,103469,8243,6919,58844,66056,62271,63369,44897,46674,52817,47573,38371,35271,10328,16577,0,
120,14301,16347,14955,25786,24497,25455,24003,12727,16348,15862,34457,33147,43918,38737,7268,9130,32622,126705,82698,53652,101897,7570,9949,61824,61841,64078,193134,51606,41917,50103,44752,38113,32786,13308,15563,0,
121,15360,16233,16356,27804,25154,22645,25740,16749,23576,20139,41592,45284,31149,31872,9821,8620,21036,159544,93563,47698,103983,9777,8784,67189,63576,64820,58885,51734,49381,50156,52836,38973,38393,10973,16879,0,
122,14556,15323,15000,24357,23864,25797,23580,17280,18617,25044,35821,36351,34018,32652,4819,10101,20553,122275,96128,55038,114638,6698,5366,68483,61122,64281,67482,55600,53631,49349,49730,38937,37394,12153,14227,0,
