index,172.20.2.197,172.20.1.184,172.20.1.185,172.20.2.205,172.20.1.193,172.20.2.204,172.20.1.194,172.20.2.198,172.20.1.186,172.20.1.187,172.20.2.206,172.20.2.207,172.20.1.195,172.20.1.196,172.20.1.188,172.20.2.199,172.20.2.211,172.20.1.197,172.20.1.198,172.20.2.210,172.20.2.208,172.20.1.189,172.20.2.200,172.20.2.209,172.20.1.200,172.20.2.214,172.20.1.201,172.20.1.191,172.20.2.202,172.20.1.190,172.20.2.201,172.20.1.199,172.20.2.213,172.20.1.192,172.20.2.203,label,target
39,10450,9910,10432,18359,18929,16963,22263,3460,10641,7879,17095,14993,18932,19233,3264,4204,20438,573299,273371,28204,136124,6143,1482,63791,67533,62476,63111,14935,13654,14643,12788,15968,15671,5667,5755,0,
40,9403,11560,9279,21526,19720,21697,22357,16281,13114,9375,20201,18787,22158,20409,6437,4354,21393,547124,431123,37082,140352,4822,5035,70132,66420,68868,72561,16479,14209,15203,12422,17289,15907,7022,8011,0,
41,9959,11933,12349,21271,22258,23360,22909,8724,13985,15680,19730,18289,21824,16223,4522,5784,28412,695648,385768,23649,126436,4934,4694,71775,75198,68281,76752,15897,16085,18020,15351,19882,15616,8688,6738,0,
42,12376,9308,12499,21121,18814,21235,21737,7101,13654,21813,17221,19645,19499,23307,7361,5540,25662,628943,341170,44052,126006,4703,4712,69741,72587,73306,71320,17230,14520,118334,16364,17811,16640,9819,5828,0,
43,11120,8123,10795,20815,23879,21290,21161,22039,10851,9304,19872,18937,22513,22067,3560,2723,29589,539034,398748,47910,140866,5215,4517,71789,79048,57445,80986,14101,16631,15106,14717,18581,17047,10803,5436,0,
44,10222,12908,10828,22881,120253,24007,22158,15757,13434,20065,21743,20440,18905,20055,4982,4376,26464,696951,361514,55043,123128,4089,5767,78027,78469,73771,74681,16451,14746,17340,16030,17873,17860,6680,7473,0,
45,12363,12649,11266,19921,20718,18905,24237,14012,14263,13458,19201,20572,24386,23005,4675,5122,16325,585098,505985,44809,128082,5351,5633,69270,74543,69214,72498,18135,15624,15038,16549,18603,16903,6811,7066,0,
46,10260,15158,11456,20103,22043,21444,21822,15220,21286,15287,20249,19997,21745,22662,6678,6248,18623,701543,263952,57406,126697,5886,5017,61535,73670,64547,75681,15174,15246,14645,17420,15341,18446,7050,9034,0,
47,11196,12474,9878,20545,23845,21428,19618,12662,7655,9286,13187,16266,21239,23107,106719,4847,26632,498866,347445,56720,125171,7145,3080,66929,77018,67841,73097,13606,14449,14517,15571,17585,15916,9732,8924,0,
48,10024,13237,11542,19561,22547,21435,18922,11120,17283,15092,20401,17926,21349,24305,7155,7321,26278,615439,287839,61344,127729,5392,6499,59485,77635,58992,77074,15716,13287,15860,14968,18977,16927,7363,5080,0,
49,8875,13057,11504,23172,24970,23633,24626,22992,17164,12918,20656,18249,21587,21909,5878,3211,22613,595351,444146,63013,131516,5362,4968,75231,82624,75779,79367,18982,16325,15957,13680,19328,17906,7345,7614,0,
50,9963,12023,13374,20550,24764,19982,123251,9162,15366,12080,19917,19245,22751,24282,3547,5666,32605,625714,311666,69541,120628,106983,3693,69196,80439,70258,78782,14517,16572,17380,14980,17672,18306,8167,7225,0,
51,10162,11132,9968,22323,24281,25164,26679,20838,15993,13069,21251,17397,24576,24413,6208,4354,25101,635085,378524,81292,128784,5694,4306,73843,82914,70554,91770,18052,18487,18469,15855,20307,19774,7577,8070,0,
52,11376,113880,13454,21984,21874,22130,23468,14592,7813,9163,16876,19608,19702,22845,5932,4591,28741,691573,309478,65302,104953,6609,4479,76305,177450,68836,78952,16748,16553,18085,16100,17365,15190,6351,5660,0,
53,9786,13946,14553,22417,25407,21127,25469,14387,22695,17251,21763,23098,25657,25218,5306,5598,30967,721920,319924,67816,141074,4976,6442,69310,79733,78840,82317,17967,17040,17652,15330,21223,19021,8791,9291,0,
54,12846,14400,11222,22996,23124,22642,23935,11379,9556,8574,17340,17732,22216,20333,4690,5147,23496,710590,302755,71818,119915,3142,6365,77990,79085,72518,81917,18403,17216,17878,14156,18019,16902,7829,7107,0,
55,12595,12995,14045,23319,22219,21667,24118,15753,19453,16123,23348,19807,22655,22579,5279,5098,21560,697269,348706,67604,126503,5613,6644,78255,83624,68925,77012,17680,16111,15670,15624,17109,19228,7846,6363,0,
56,9788,12779,12370,25221,23683,23301,26286,17908,18309,15555,17420,19026,23145,22691,5265,4211,27993,780213,353716,46973,135939,5956,5967,74610,82665,75845,88304,18951,17319,14516,17109,19828,17126,109329,7494,0,
57,14088,12580,12756,21705,22248,21862,23558,9912,14830,10863,22560,22545,123760,23494,5280,5422,26242,758672,377353,68722,134302,4654,5975,83514,86802,85102,76310,18376,16157,19507,16019,17825,19387,6746,6453,0,
58,9232,12773,11017,23654,25577,22874,25100,14713,14414,14218,19525,21331,21042,24405,4808,4117,28533,734681,389764,68429,127331,4323,3949,84058,85494,76960,81435,18778,15344,17210,16607,17776,19245,8692,8316,0,
59,11930,9983,13006,21316,24232,23001,18892,11402,16754,122650,19920,18941,19769,23576,5870,6363,19884,659668,307941,59783,119441,5946,4513,68922,75986,73121,79418,18569,16020,17033,13598,19748,15640,6846,9502,0,
60,11594,12424,14022,23432,22287,18557,24517,11184,16165,10585,21354,22121,20277,20834,6827,6159,15248,608009,448742,54528,119584,4946,5095,69094,69035,72537,76354,15510,13681,17532,14477,119330,17911,7766,7634,0,
61,14301,10467,11434,23923,26723,22801,28669,23706,15855,13608,23724,21741,21122,125514,4700,4835,23669,690853,506058,71735,128008,3593,3908,80952,86580,87642,89130,17123,19441,17698,17606,18006,21930,9467,8110,0,
62,11808,14228,12836,24568,21567,23408,21965,14843,21172,14170,24676,24179,25774,22173,5168,4211,32320,705383,459814,58689,123936,4909,6649,83309,79610,81745,85582,119161,15064,19951,18557,17747,17319,7399,7729,0,
63,12710,13256,12016,25078,24351,23987,24487,12723,8602,19382,25659,23422,21509,19871,5271,5572,20897,613222,564856,59069,127502,5202,5622,82974,75691,77058,77222,14924,16703,17889,18752,18054,19264,8477,7940,0,
64,11278,14272,14127,25211,25820,25674,25982,14592,18472,8029,22749,23644,25504,23676,4286,5847,26997,764791,571271,66612,131638,4408,4562,85636,93078,87971,94439,18005,19029,17657,19120,22197,18088,8021,7352,0,
65,12259,11225,13203,24299,26858,26444,24459,20007,10233,17570,22246,23458,24151,22066,6356,4042,19908,725349,438681,70519,129097,5913,5506,80582,79091,80317,85541,17138,15916,18581,16626,16951,20125,9222,8237,0,
66,12681,13344,11875,25097,22735,23226,23925,14566,12417,11666,19485,21057,22416,23843,6742,4666,26848,636664,437470,55018,137994,3300,3693,83444,80075,77888,84419,17051,16167,18014,15561,21080,18646,6656,5866,0,
67,9839,11843,10698,20846,24574,23389,22257,16327,23371,22335,23062,22839,22572,21501,6800,5523,32449,610217,473059,60126,107665,4964,5920,68293,79586,72304,83506,15417,17296,18610,14324,20170,15510,7781,7125,0,
68,11746,14613,15367,24519,24930,26804,24266,9604,13320,8566,19144,21373,24782,25672,5215,3042,26388,659647,475836,72215,135438,5380,5242,75522,82096,81627,87698,18205,15716,18526,16859,20012,17830,8858,4047,0,
69,11569,10851,11511,24599,22577,24762,22905,15973,15911,28780,23667,26782,24075,20682,4279,5823,23966,773391,402524,64341,121363,4491,6781,83198,77589,83224,84402,17438,16326,17577,18018,20491,19192,8910,9637,0,
70,12177,12084,14070,25021,129211,24296,27714,9311,17852,15259,23382,16593,25966,21391,7509,4685,26708,705745,505490,67223,129564,5097,6235,84559,76507,86663,82830,16842,19664,18193,18771,20777,21099,8037,8034,0,
71,13939,13279,12385,21742,25637,22062,24715,18594,17961,16321,25777,24592,25839,22495,6626,5443,21459,733702,524057,63785,121042,5566,6313,85494,80034,77198,80854,18018,15794,17251,17232,18065,20989,7614,7690,0,
72,10941,17101,15180,29063,29735,26544,31761,19748,23990,12904,18922,19893,28072,27426,5525,6028,28775,606991,506308,69999,169767,5538,3189,83151,100270,81382,98290,20004,18288,20672,16246,21539,20129,9222,9249,0,
73,12281,12624,13210,24711,26175,23173,26929,18217,12226,18426,22348,27391,21996,21544,3683,4559,22277,733323,475194,59806,140009,6363,3474,86211,85801,80090,83619,17241,17516,18378,16682,18904,19547,9648,7917,0,
74,10795,12944,13667,22897,23150,24257,24764,8065,17867,19306,23338,21666,20999,22890,4811,4286,28331,831621,433311,53845,120310,4722,5987,89230,78354,78574,76657,18030,15439,17441,17314,20400,20238,5189,7697,0,
75,13507,10459,12056,23501,26707,25359,25564,15783,20475,8916,23870,23236,21858,20715,3691,4779,23286,764260,602152,66978,130322,3731,6186,92755,85986,94915,79859,16836,18628,18209,17936,18598,19938,6994,8039,0,
76,12691,14880,14354,26041,23738,24474,25022,11544,6687,17145,25205,22334,26165,21358,5501,4516,30712,824248,491456,60266,118786,3709,3892,89845,89833,93430,86504,17422,17463,17190,17654,19236,17295,6207,6234,0,
77,12103,12467,11072,24302,24854,21276,23994,15400,16830,11903,23768,23450,23392,23761,5450,5335,20044,705609,430982,63506,128834,6163,4475,75919,89044,75884,70985,19636,13466,18183,16958,20206,16911,8977,6743,0,
78,12748,13160,12253,25119,20147,26802,23018,18014,112898,20101,25992,23352,20934,19381,4546,6166,30098,784043,505804,53257,109017,5397,3975,91646,72458,82933,79006,16561,14334,15725,18639,17366,17370,6643,7587,0,
79,14928,13439,14717,26282,25913,27130,27451,9419,19749,11198,26795,23445,24513,22777,5299,4929,26115,931043,452441,56212,144742,4659,3825,93268,187067,95156,85697,21306,15975,18537,17800,21249,21537,10065,8818,0,
80,10519,12506,12894,24646,21765,25249,23967,5539,9032,17322,21976,23868,22601,21349,6760,3967,22599,714979,512260,74405,135127,106953,2824,85731,88994,83848,88746,20813,18259,19312,16250,20303,20048,7071,6409,0,
81,14893,13223,13901,27904,25457,27886,25590,26528,22843,13975,20899,22180,28389,21717,5779,4373,21547,744963,540207,72484,134030,5339,5374,91842,86959,96938,87546,19209,16751,14894,18188,20453,20486,10309,8600,0,
82,13252,116389,12339,26328,25358,22377,27108,7673,12654,17537,26526,27661,21586,18308,2927,4448,17555,854150,448610,59245,128947,4920,6318,94878,73843,92121,79712,18858,13717,17154,16944,19076,19164,7076,6893,0,
83,11402,13088,13082,22806,25815,22162,26025,12112,20840,16105,18139,20370,25621,23249,6800,5922,31121,716828,430134,66587,121814,4579,5884,79557,84233,85325,80730,19941,15553,17233,17790,20503,18316,7213,8303,0,
84,14566,15280,14587,27738,27318,25730,26609,10118,16821,12620,25580,27103,22477,21786,7076,5260,30042,911794,518267,78260,124778,5664,3748,93605,92383,95711,94236,19619,18063,19093,20165,22113,20057,9384,6806,0,
85,11611,12057,13656,26301,23930,24627,24681,12294,12716,15836,22383,24605,123579,25807,5401,5828,27952,888986,460712,67000,131764,6403,7356,91726,79468,88823,89861,17330,19211,17841,19410,21769,19850,110400,7690,0,
86,13716,11691,11198,25271,24250,22860,23040,20536,16710,18793,24395,24150,25654,24134,4253,5910,28685,812722,430672,66878,133592,4035,3896,80802,83473,77940,74041,18148,16775,15756,16821,20724,19523,8737,7471,0,
87,12599,12747,13651,24388,26105,26720,26477,18362,11201,19641,23936,24100,25291,20629,5782,6241,23134,914311,381064,58792,133918,6771,5780,96717,77015,92738,84051,17557,17542,19856,17622,20163,20432,8455,9625,0,
88,12302,12578,13064,25580,27041,25796,25680,19357,24470,9671,22026,24516,22050,24461,5658,2568,19828,902425,392256,65037,130522,7383,5043,82264,88040,78696,86359,19258,19878,16247,19020,20896,20145,8731,7185,0,
89,11727,12550,12219,25299,26005,26436,28675,7643,12718,13137,26160,25623,23189,20672,4248,5753,19444,875682,479896,70479,131888,2492,5806,90910,81569,85797,85313,18313,19074,19436,16491,18509,20105,9505,6716,0,
90,10437,12180,12485,23360,24117,23170,22403,15129,28275,17481,24353,23606,21757,22489,5363,7166,24973,907995,350932,69580,128829,4394,5791,87770,83546,79900,71107,19288,14798,16578,18121,121164,19142,6627,6689,0,
91,15060,12191,113130,26599,26430,24252,26105,13654,16759,15717,22573,25355,21098,21215,4458,5023,27137,834669,478419,67328,105319,4618,4911,94774,80245,81893,88132,121104,19682,16939,18923,20160,18456,6991,8606,0,
92,12188,13213,14256,25701,26745,25525,26872,16246,20866,22850,24053,22427,27537,25046,5658,4929,27661,735879,451488,75123,129918,3795,4389,87014,86005,84078,94098,15286,16714,19437,18791,21257,18792,7849,8491,0,
93,13591,12214,13118,27859,26358,25350,27014,22081,14247,15353,25749,27335,22840,19030,6520,4598,20994,930450,459540,70207,143524,6676,4280,92324,87981,98682,196320,19122,17698,18716,20558,21153,20702,9886,7548,0,
94,13111,13331,12833,22644,24878,25635,22893,8156,15425,12471,22303,25502,22587,21374,4684,3704,21345,799274,487358,51478,138613,5703,6111,84216,83977,86686,75912,19146,18365,18629,18159,18331,18850,6085,6313,0,
95,15209,11980,12091,22473,26572,26137,26473,19293,12966,16700,24260,23955,22896,25438,8449,3880,20240,819322,390646,78689,130815,4405,5780,86530,84530,83196,91082,20960,17546,17646,15795,22314,18305,6954,9006,0,
96,11311,13833,18265,24705,26812,30141,24839,13298,9529,14495,23587,23297,23210,24179,4283,6159,23211,740068,580365,68567,144144,5736,2760,94783,89982,92974,91686,19144,20003,19311,19674,20773,20286,7325,9756,0,
97,16132,9462,12358,23767,25594,22716,23533,17247,14709,17331,25817,24523,22787,20084,7464,2643,23084,811808,505757,62090,107128,5756,4893,83279,75280,85721,78893,16268,17227,18762,16766,17563,20996,10043,7246,0,
98,10459,14768,12307,25969,128332,25315,25867,10142,18456,29573,23601,24998,21886,24099,6651,6098,24010,770635,466991,65127,129000,3946,6450,83429,82230,86794,85698,18664,16497,16827,19633,20831,17734,6546,8813,0,
99,15110,12075,12409,27890,26310,26086,24606,12297,20422,15923,25000,27824,22242,23382,6163,5850,24881,907733,535593,73799,125863,5465,2907,91575,85181,98496,89370,20116,20536,17466,21118,20518,17973,8426,8857,0,
100,11313,10987,11955,22634,24519,21753,21215,23538,9199,18965,23153,22509,22396,21730,6824,5666,22379,714561,498258,66102,108959,6598,5043,81061,76187,77888,78612,18083,15140,17701,14187,19127,17862,7622,5450,0,
101,10953,10897,13560,21878,21324,23273,25109,17346,14254,13469,21143,18183,21849,19607,6712,4948,20576,610952,420581,57113,128427,4202,4557,80182,73966,82839,78864,16554,15388,16535,17034,18887,19459,7696,7859,0,
102,9957,12020,13290,22728,25872,24089,23630,14337,11007,14251,21440,23228,23877,22925,106195,2293,22566,654268,476632,59917,131160,7434,3163,81166,74478,81073,77029,16202,16925,17043,13999,17979,19453,8798,6842,0,
103,13093,12939,10922,25826,26257,27226,27395,19558,14128,5920,22157,24898,22481,22714,6961,4909,24817,808790,508365,64529,152256,4124,5449,93246,89038,92833,87011,19956,17593,17103,19476,22729,16724,7360,6966,0,
104,10305,13998,13496,23400,25751,21716,23252,12985,17586,16330,21307,20170,23277,27129,4718,4815,35442,675579,515063,71021,136584,3329,3437,80479,89455,78779,86381,16634,15119,17895,14472,19465,19935,5110,8767,0,
105,10950,11118,11913,26958,23156,25288,124228,11587,122648,16807,25411,24387,21695,21349,3908,4361,22051,721580,480477,63934,133523,3803,4622,79864,77154,88194,89068,17187,18565,16927,17284,20587,18686,6454,7639,0,
106,10288,12696,11799,22202,23603,25822,22988,16458,12870,14356,24173,22895,21244,22221,5567,4929,16923,775707,478165,53175,130817,4643,3494,79307,183527,81326,81417,16831,18721,14671,18490,19452,16265,5457,8126,0,
107,10857,11783,13181,21395,24803,24776,24631,17080,17842,15880,21708,23129,22754,22975,6408,3767,30222,705865,461659,76738,118615,4604,5374,85395,88575,88626,90930,17459,15972,17131,17046,17860,19215,9159,5444,0,
108,10728,13972,12689,24849,22844,22255,22838,14689,6418,12522,19979,23609,19157,21687,4531,4835,22106,727222,444209,61788,128461,4901,3155,80210,80482,73717,75572,16920,14961,16686,17135,18112,18233,6546,7139,0,
109,12567,10767,11390,24536,21386,27171,23613,9464,15855,13885,20443,22879,22844,22517,6274,5347,34261,674533,495683,60895,127731,3448,4306,80821,83937,92866,82422,19285,17609,18485,16575,19575,17277,7136,7275,0,
110,12104,13097,11864,28202,26426,28780,24889,19941,12346,15252,24424,24345,20645,24425,5029,5039,18211,821431,494547,66564,145677,5413,2760,87004,92753,87794,85865,20128,16147,18199,19103,21529,18137,7320,7854,0,
111,12844,12801,12696,23445,26298,24177,25342,12472,17575,22042,21128,22403,127856,27806,5023,4598,20193,741342,479292,66495,138879,5637,3494,85873,89892,89363,92948,18043,16665,17089,18753,20364,19612,6207,8133,0,
112,8188,115048,13267,22530,21662,25633,25074,12105,16487,19718,24707,24911,21723,19132,4879,5835,30098,769300,468878,70506,110701,4248,5118,78209,82857,77416,78399,14814,16024,16396,16926,19165,19945,6571,10705,0,
113,10567,12851,12623,23315,21938,23526,22109,15358,18064,8352,20015,19344,22871,21246,4555,4448,27826,678917,424279,72137,123229,6190,5346,84143,84597,87342,81336,17540,17448,17136,15473,19536,17940,6654,7508,0,
114,11967,11329,13230,26809,26198,26170,28963,18564,21290,27302,23418,22777,22405,24559,5524,4767,25388,827329,491192,57564,140629,5035,4899,88854,91144,83399,86804,18388,17148,18604,15044,21630,21478,9187,7305,0,
115,10854,13301,12972,21765,21185,21882,22327,13003,17286,7964,20918,17058,22835,124355,5522,3542,19739,625516,456913,60248,121537,4689,4253,73496,83200,76317,82770,16272,16300,15115,16406,19401,15294,7297,3575,0,
116,10557,11760,10860,23410,26593,24202,27927,13218,16632,22681,23295,24201,24048,24644,4352,5342,26592,651554,475730,67865,144832,4121,5794,78863,82093,84283,81683,19896,14508,17892,17409,16612,19687,109151,5368,0,
117,11135,11103,13932,24160,24466,21644,25293,12163,19092,11227,22275,23031,18933,19763,6883,5260,24566,677167,489539,52495,126310,3184,3411,81937,85458,77266,85632,118959,17828,15609,18856,119840,20174,5833,9017,0,
118,12075,12481,11567,24515,26596,22909,26899,22196,15907,22506,22457,25172,23577,22620,4489,1575,17761,787510,447924,71297,136443,5346,5039,83001,82886,86211,90815,18934,18645,17149,16069,18429,19720,8103,5544,0,
119,8999,15208,14161,22266,23707,24926,24825,11125,15768,15685,23415,21425,22684,25123,3576,4748,24662,668444,554623,69156,134573,4863,3321,80113,81952,80202,84478,14816,15706,20056,16085,19749,18013,6187,8284,0,
120,11446,11392,11081,24477,23598,23693,21212,11514,16057,12197,19915,19564,28660,23043,4135,4598,33972,692156,409501,60500,126524,4493,5043,81059,82814,81368,184033,18665,13776,16996,14398,19927,17045,7641,7937,0,
121,13625,12461,11398,26431,24975,21414,24481,14690,17982,19738,24623,27407,20240,21649,4738,4692,19938,824863,501465,59136,127346,5724,4844,90712,87589,86464,75973,16939,16735,17156,16444,19824,19217,5588,8374,0,
122,10464,11798,12670,23820,24703,22293,25178,13756,18388,23647,19500,22348,22311,20684,3170,4455,23500,684586,517830,64199,127633,4027,2964,80649,87517,85417,88839,19427,18487,17249,14831,20534,18485,6717,7316,0,
