172.20.0.0,172.20.1.164,172.20.1.165,172.20.1.166,172.20.1.167,172.20.1.168,172.20.1.169,172.20.1.170,172.20.1.171,172.20.1.172,172.20.1.173,172.20.1.210,172.20.1.215,172.20.2.148,172.20.2.149,172.20.2.150,172.20.2.151,172.20.2.152,172.20.2.153,172.20.2.154,172.20.2.155,172.20.2.174,172.20.2.175,172.20.2.217,172.20.2.218,172.20.2.226,172.20.2.228,172.20.1.211,172.20.2.212
1081,1068,233,1256,1775,1290,1547,1387,811,33422,1301,9510,979,903,662,966,500,1432,1068,2197,514,0,1092,2697,822,17490,192,1807,74
2444,331,553,1005,102366,1301,518,770,1143,22151,1365,13320,812,1328,1143,966,906,1101,737,1784,439,0,1092,133620,1494,12735,0,4623,74
748,368,1587,1587,1278,886,148,1175,2269,12163,1908,10270,896,1143,737,331,812,740,5567,2647,272,0,398,2165,747,13120,0,1807,0
1009,1364,0,1005,850,782,811,1662,2123,41203,2966,9510,1278,812,406,1341,1206,1392,2399,2528,694,0,990,2426,747,13505,0,1006,0
222,778,960,593,1149,405,564,1297,1142,61722,4237,18132,633,1513,737,2248,1244,4350,4448,8061,1486,0,2944,2052,747,10274,0,0,74
555,1327,895,120,2135,1216,1548,2015,1855,11892,5575,12355,1391,812,737,981,1237,995,5819,3095,1374,0,546,2578,411,17875,192,74,74
2434,1490,628,1217,1858,1301,564,2251,2245,21983,5048,9315,1380,1033,1143,1285,831,1106,8192,3522,1136,0,1092,2856,336,18450,0,4475,148
1081,1787,895,895,965,554,1290,1468,3369,11694,1753,16925,1316,1253,737,1372,331,589,3357,4019,2427,0,546,4808,1158,16585,192,1807,74
2276,782,1290,148,1329,895,1763,1323,662,12497,2917,11600,895,1543,331,1222,406,1657,3258,3627,1486,0,546,2528,822,15210,0,4321,74
822,673,1587,850,1290,628,479,2266,3200,11681,4949,11220,1607,1281,662,1357,1474,514,7127,1365,1448,0,546,2592,672,15220,0,1811,148
1738,1171,930,1291,1187,857,1031,3019,2654,32327,4847,15020,531,1390,737,2021,1366,1212,10171,5975,1733,0,1573,2574,822,14445,0,3160,0
222,1330,331,1905,1242,615,1158,3373,3129,41860,7923,16495,1568,812,6814,1615,1145,2134,10584,6507,756,0,1929,1869,1158,15410,0,0,74
752,1658,782,1411,1802,120,959,2481,2773,40610,5273,12740,2063,737,1068,1619,570,2056,6865,4950,1058,0,1286,2888,672,17125,192,214,74
1086,1350,1034,243,1520,1463,1225,1384,1666,24040,4964,17070,969,812,4973,1360,1474,2221,4632,3371,1709,0,1389,2394,1158,15020,0,1955,148
1081,2002,895,1594,1484,959,628,2289,1164,28922,5102,13685,644,1429,737,1054,831,2302,8805,2743,1392,0,1803,2920,411,17300,192,1807,74
2412,1972,1365,222,2371,850,970,2043,1591,23485,7785,10650,1305,791,406,1197,1100,1285,8474,6746,1873,0,1194,2440,747,17305,0,4543,74
1229,665,970,1587,2238,959,1398,2506,1811,44284,8360,11785,935,1319,1474,2237,1075,1062,9174,7400,1720,0,1962,2102,336,17300,192,1807,148
2389,221,148,885,909,233,1050,1798,3703,21777,9801,13310,410,1427,737,3101,500,1434,12974,4265,1313,0,1092,2380,822,7795,0,3358,0
222,1210,4415,850,2472,811,1649,3005,3898,12611,10325,10265,484,1286,1068,319,1075,771,14467,3760,683,0,546,2352,411,19341,0,0,148
674,1947,331,930,2332,451,1238,3832,4430,10719,8290,12953,1203,662,1696,725,0,1146,15273,5782,1864,0,398,2239,336,18450,0,1807,0
1212,1720,1548,593,2113,849,916,1994,3112,21263,10372,15025,969,1474,406,2020,169,1156,11407,4009,1539,0,1027,2091,1158,14070,0,2374,148
1278,1596,564,951,3318,1092,414,2483,2571,21239,7764,13462,1391,406,4707,2415,662,825,6050,4105,799,0,828,2504,336,14645,192,1947,74
2708,2106,959,2406,2617,639,1301,2688,3439,21532,8853,13120,1044,1068,331,1131,239,494,17166,6065,2256,0,754,4836,747,14810,0,4623,74
3631,1818,639,1336,2135,479,628,3031,1917,14018,8078,14645,1727,1774,737,651,1068,1481,12610,5762,1650,0,447,2412,1083,14650,192,6283,148
2128,1622,1290,1587,1787,233,955,3178,3314,13242,8400,11785,1156,1143,1068,1879,981,588,16576,5366,1553,0,472,2447,411,16355,0,3012,74
222,958,970,331,1333,1290,842,2595,1828,22097,6944,11800,860,1013,812,1847,906,1276,12033,3505,760,0,1166,2070,1419,12360,0,0,74
2034,1537,3735,1256,1445,564,2537,2459,2242,11725,7084,10450,895,997,1068,1296,722,698,13208,6705,1241,0,472,2105,0,15867,0,2742,74
496,1360,519,906,2153,1017,1253,3523,4977,50478,7969,14937,1083,942,8619,1211,1481,2742,12997,8225,1971,0,2698,1904,336,13505,0,396,74
2244,1867,931,736,3173,1337,1038,3541,3351,25272,11769,11410,569,552,812,1046,1237,1697,16584,6668,979,0,1494,2278,747,13305,0,4726,0
1022,1862,1142,736,2540,405,1831,3680,3441,83545,9755,13125,485,1390,737,2668,1720,3198,16581,10934,1300,0,3183,1830,1083,14640,0,2203,74
1352,1384,451,768,2569,1543,782,3807,3190,103539,13203,12890,569,1531,5784,2049,697,4313,13260,13693,2043,0,4960,2694,822,13495,192,1947,74
1096,103314,2896,1330,1906,925,1546,3396,4048,46773,9933,11410,633,1643,737,2194,1314,2444,15058,7691,2338,0,2910,133582,747,18782,0,2230,74
1229,1220,233,1080,3032,1290,1648,2439,3216,45363,9117,14830,233,1542,1143,1833,1481,1848,9456,8509,1420,0,2184,2941,747,14440,192,1807,148
2160,1908,959,356,2161,1057,1617,4440,4774,63614,12274,16512,969,1963,5250,3042,2190,1214,17741,8694,1271,0,2990,2218,1083,15210,0,3411,74
703,2332,3917,1366,3255,1365,960,3800,3239,61945,8451,11795,113,1390,331,1502,1134,3214,10134,6358,1241,0,2748,2137,1083,18715,192,0,148
2251,1815,3151,444,1074,1045,1256,2965,2379,60108,5426,12355,1306,1384,331,1963,2078,2668,8842,7232,1362,0,3098,2373,411,16735,0,4143,0
948,1658,593,831,2384,1018,1225,3461,4377,85444,14607,13988,1568,940,5710,2775,1882,3736,17415,8007,1306,0,3541,2024,411,15025,0,2203,0
822,1617,737,1263,1524,1594,662,3347,2373,28620,10951,11220,867,1035,1474,1707,653,1662,15631,4493,1441,0,1395,2158,747,12550,0,1807,74
2518,1821,886,999,2660,405,1337,3533,3614,36111,11027,13685,1716,1289,662,1603,1643,1924,14303,6228,2101,0,1670,2549,336,18070,0,4572,74
1426,928,120,1336,1957,1336,1068,1968,103756,33605,8566,13885,1316,1943,0,2513,905,1616,9795,6534,1875,0,1240,133908,1158,15025,192,1947,148
2012,2621,1290,356,2648,1057,2086,4507,6016,43731,16806,9579,633,685,6937,2154,1075,1064,24084,8764,1875,0,2036,2747,336,14260,0,2938,74
703,2178,970,268,4488,479,1098,4059,3392,44775,15942,12735,1316,1514,1399,3121,1319,1544,22554,9541,1769,0,2110,2828,336,13315,192,0,148
2360,1994,5078,850,2803,1376,1698,2350,3696,22535,14891,13500,484,1059,1068,1923,672,1614,21268,8942,2079,0,1092,2373,672,19138,0,3976,0
822,2224,895,959,1600,959,1756,104463,4139,32243,13231,14070,860,997,737,2036,1075,1329,18922,4945,1569,0,1573,133802,747,14070,0,1807,0
2848,1944,148,906,2844,1064,1879,4392,5199,51713,13394,12404,747,1378,5448,1606,944,1787,22494,8432,2682,0,2452,1770,747,12930,0,4120,0
948,2065,4050,1623,3044,1142,1291,4544,4358,95966,10263,15020,485,406,662,1909,1553,3931,16611,9430,2568,0,3175,1580,336,19296,0,2203,74
1155,2095,2956,768,2634,1395,669,3177,6121,53329,14967,16704,233,737,6153,2482,1551,2415,18317,9012,1231,0,2994,2500,1494,16331,192,1807,148
548,1182,1217,924,1910,924,1775,2634,3527,76149,10460,12930,969,1354,737,2436,1512,3425,13279,9343,1051,0,4296,2479,747,19010,0,769,74
1226,2065,1301,1336,2579,885,553,2904,3215,33761,11343,12170,1316,2113,1143,865,669,1617,15594,9245,2014,0,1490,3022,822,19395,192,1574,148
1486,1461,1696,924,2820,1256,1558,4213,4008,87892,10406,15980,633,3178,1068,2290,1643,2128,13766,15153,1751,0,4442,2627,1083,18815,0,2391,74
955,904,1301,599,2914,553,992,3570,3586,76510,16777,11030,860,1954,0,3356,995,2880,16794,11832,2168,0,3822,2941,747,12550,192,1411,0
2128,1575,959,1181,2335,564,1064,7431,3508,95161,16115,14835,895,1706,1143,3764,1498,3060,23233,12425,2787,0,4710,4945,1083,14652,0,3976,148
990,1677,1181,737,2570,811,2386,4453,4510,154435,17626,11030,747,1191,662,3824,1203,4489,21312,18798,2306,0,6463,2070,747,18200,0,2351,0
2547,2859,6770,1763,4111,1064,939,4171,3627,84415,12496,16627,867,1062,5239,2625,2360,3711,16603,11362,1785,0,3999,2225,672,19029,0,4441,148
1190,2173,1291,574,3253,1349,2126,4954,4134,57902,13910,13920,2382,1052,6211,3127,570,2384,15208,8972,1768,0,2784,1354,747,19200,0,2650,74
703,2478,3523,1411,2610,1080,1182,4868,3510,98761,15716,13490,867,2111,1474,1924,1239,5176,25373,14520,2060,0,3473,2613,0,19709,192,0,148
1570,2666,1365,1424,1768,1388,1608,4007,4974,114336,12942,14646,1419,3222,6159,1499,1413,5214,17425,10793,2007,0,6294,2412,1158,21865,0,2465,74
1229,2035,970,599,3969,1622,1216,4343,3944,54716,15791,11790,1015,2626,331,2151,1481,1833,21624,15670,1742,0,2684,2835,672,16350,192,1807,74
2002,2603,959,849,4116,1181,1632,3940,3359,86596,14449,14270,935,2360,1143,3666,1765,2357,14588,14763,1988,0,4396,2666,1494,21485,0,3721,0
1074,1511,1782,885,2365,553,661,3367,2725,99070,10628,15785,484,3094,737,2625,1744,2997,12062,15861,1357,0,4516,2941,1083,12930,0,2576,0
2528,1273,885,737,4878,1188,1629,6010,3263,115505,20949,11220,524,3129,331,4465,1460,3007,28045,18032,3183,0,5802,2144,747,14445,192,3825,148
1148,1983,1068,811,2793,736,2071,4894,3859,122231,12206,13315,746,1013,1068,2788,2336,3567,18482,12304,2679,0,4358,2292,1158,20340,0,2599,74
826,691,1143,1268,1936,1677,1290,3361,2795,142066,10608,17696,792,1419,13755,2564,1587,4479,9234,14863,1663,0,6077,1816,747,14830,192,140,148
74,1098,6797,1424,1985,1131,1378,4818,3571,77867,9002,16516,746,744,6793,2238,1483,4624,15165,10048,2859,0,4537,2218,1494,19621,0,0,74
1155,1904,895,1911,2352,1829,1923,4178,7089,127404,9373,14301,679,2532,5290,2932,1007,7688,19325,13989,1958,0,6477,2567,747,17865,192,1807,74
1886,1479,959,593,2129,1256,1301,3432,2818,97024,11168,11790,1681,1622,331,2609,2220,4182,12644,12138,1195,0,4132,2479,672,19020,0,3825,74
1597,1916,3756,599,3180,479,959,3389,3232,87286,12988,14265,895,1348,1068,3072,2199,3714,18960,14113,1568,0,4059,2715,1083,15351,192,2724,0
2034,2521,959,850,3008,639,1031,4085,4041,69115,16965,14065,860,1876,1143,3711,838,2509,23797,10249,2115,0,3234,2821,336,17496,0,3825,74
4108,1384,925,331,3124,811,1974,2709,3696,55683,15551,15600,1642,1962,331,2700,1671,890,20150,10875,2619,0,2508,2218,1083,11990,0,6998,74
1689,2093,2906,1668,4742,674,1287,5238,4507,67486,18595,14445,456,2119,737,3440,1650,2326,20760,11010,2515,0,3054,4695,336,18853,0,2317,148
74,2153,1216,1142,3228,1080,1571,7547,5002,185228,20317,14070,859,2657,662,3950,2428,3914,26275,21155,3724,0,7680,1646,672,15210,0,0,74
1352,1525,857,1154,2723,103124,2100,5132,3948,121399,17535,15366,120,997,4370,2306,1704,3948,19643,11804,2568,0,4048,134149,1158,13680,192,2067,74
2205,2617,7513,1255,2834,518,1627,4453,4856,83676,13465,16175,934,1847,406,2890,1208,4675,21719,10183,2832,0,3695,2708,1905,18394,0,3607,74
1597,2194,1301,1505,3425,1543,1760,4354,3402,121782,17332,13674,1015,1677,6160,3129,1987,3968,25156,10993,2687,0,4847,3142,747,16735,192,2747,0
1918,2040,3751,1830,3150,1132,2032,4195,7290,71653,15827,17983,1271,1494,7095,3429,838,2126,27296,13303,2141,0,3388,2666,411,19988,0,3928,148
1306,3264,1451,960,4066,960,1216,4471,6796,94734,20249,12160,1642,2725,1068,3106,1338,3898,28153,17376,1594,0,5156,2634,0,20350,0,2798,0
2006,1618,960,737,2811,406,1438,4020,4646,58964,16174,17528,935,1528,737,1746,2150,2803,23017,11856,2672,0,3262,2137,1494,12930,192,2457,148
74,1252,406,406,4009,518,1243,4051,3756,77929,16513,11225,410,1866,1143,1986,484,2119,21403,15326,1732,0,2730,1650,1083,12165,0,0,74
1229,1246,444,1188,3908,451,1878,6872,4247,73710,123428,16535,194,1859,1474,4943,2225,2726,27498,12357,2567,0,3609,133453,336,13870,192,1807,74
474,2913,3329,1330,4224,924,1220,3872,5800,94669,18217,10655,1568,2370,737,2740,2544,3208,23935,13508,1994,0,5109,4501,1083,19491,0,1434,74
1752,2625,970,599,4391,1005,660,4212,5290,153202,14990,10645,1090,1206,737,3476,2795,3459,22562,18698,1863,0,5575,2983,87,11980,192,2720,74
2266,2569,2711,1330,2519,1330,415,4251,4989,122912,16182,9520,187,0,406,3605,1731,3881,24133,13232,1742,0,4891,2888,1494,13483,0,3899,74
1713,1600,4242,1505,3750,1092,2949,5822,4700,96763,20229,14251,559,864,6671,1199,1562,5645,31871,17359,2872,0,5144,2595,1083,14983,192,2798,0
1760,2222,1034,113,4011,925,1053,4670,4603,81722,18023,14070,935,2243,331,2395,1575,4892,25608,11590,1683,0,3455,3047,747,16735,0,2391,74
148,1992,775,906,3173,1018,2908,3473,5413,87195,16355,13866,484,1779,5724,2572,1486,2815,23001,13920,2004,0,2994,1576,672,12925,0,0,74
2325,2991,2797,1519,2964,931,1538,6451,7348,77949,20211,14070,1278,1678,1068,2472,1406,3294,30082,12040,2302,0,2907,1975,747,19709,0,4322,74
548,2185,1410,243,3350,281,4550,5721,4205,92784,20923,15546,859,2560,3554,3536,1753,3492,26782,16286,2351,0,4561,4303,747,13722,0,1434,74
1481,2648,102030,599,2810,599,2218,4942,3893,86791,16075,12740,867,911,737,3015,1575,2436,25716,12018,3098,0,4007,134072,747,12930,192,2576,74
696,2658,1365,1093,3391,1462,2234,4735,6855,105021,17390,19531,934,1225,8777,2712,2603,2595,27974,15613,2528,0,4151,3121,411,18820,0,1434,148
1597,3573,1045,1411,3701,268,2353,4769,4976,140190,18358,16780,1090,2217,737,2701,2464,4926,24325,19553,2859,0,5990,3057,1066,14640,192,2650,0
1602,2851,1290,1117,4947,982,1274,4930,5824,134005,21566,13055,449,3155,5574,4401,1391,4411,25193,19016,2561,0,6087,2638,747,12925,0,2494,74
555,2067,3753,479,3653,1216,1465,5753,4163,128524,19176,15970,970,2514,662,3710,2213,7892,26556,19390,2273,0,6453,2059,747,22584,192,0,74
2466,1929,1953,737,4249,1068,1506,5729,3945,131117,18271,16730,1196,3083,1143,3272,1507,6108,23261,16597,2581,0,5681,1622,747,20535,0,4507,74
474,2331,4002,1905,3852,1537,2527,6448,8620,95464,21958,16102,1568,1879,6008,3203,1355,3808,32472,14382,2632,0,3549,1495,1083,24547,0,1434,74
1868,1418,1045,289,4023,1064,2220,4730,6289,91342,19618,14862,1762,903,5822,3115,1377,2657,24944,12893,2718,0,2938,1936,1158,14840,192,2841,74
696,3197,8049,1287,3040,1131,2731,5023,5189,94988,17870,16357,746,2425,6178,4960,2384,4178,23431,15161,2347,0,5075,3071,747,21975,0,1434,148
1597,2246,639,102232,3622,930,810,5310,4821,144950,19173,10455,679,2346,331,2958,1981,7376,26808,20846,1899,0,8273,134521,411,12145,192,2747,0
1518,3259,628,999,4733,924,1813,5343,4265,98161,18245,12940,1270,2386,331,3263,1541,2879,22280,15793,2499,0,4109,2927,1569,20535,0,2391,74
481,2724,564,1005,4256,885,1354,7282,4180,217629,22584,11030,895,1306,737,6087,1535,6490,29692,25882,3207,0,7902,2408,822,14070,192,0,0
2160,1963,4117,1519,5139,1866,1790,5351,8034,163533,22098,20690,1607,3054,11084,2853,2350,6771,31814,19752,2521,0,7413,2109,1158,21280,0,4198,74
474,3488,7727,1311,2737,1349,1963,7243,8292,55195,21146,18220,1231,2361,6018,3637,1222,2862,35716,13325,2997,0,3065,1615,1494,23254,0,1434,74
2602,3313,1263,737,3227,1594,1431,6501,7531,134377,19987,16165,792,4137,993,2919,2215,5495,33770,18078,2263,0,6384,1936,1158,17300,0,5276,74
622,2379,4167,1217,3035,480,2546,6227,5296,97172,21975,11035,821,1401,1068,4081,1515,2567,30681,15413,2653,0,4215,1763,1158,17980,0,1434,148
2090,3074,1188,1080,4481,268,1687,5185,6240,159123,25120,14640,1203,2581,331,3894,2697,3138,29420,18806,2213,0,5210,2909,747,16545,192,2767,74
1792,3649,3353,1424,2846,1056,1504,5559,4472,167864,18948,16886,1195,2157,5963,4101,2191,4721,22178,19825,2842,0,6870,3589,747,19594,0,2729,74
481,2582,1045,599,4651,2321,103329,5034,5225,151758,19954,11990,1426,1959,1068,3579,2695,6075,28892,15172,2721,0,8282,134354,1494,14645,192,0,0
1928,2258,553,687,4719,1749,2135,6746,4075,145254,21601,16078,1009,1312,6602,4367,1944,4077,23661,18460,2502,0,5490,2507,336,18630,0,4128,0
955,2803,3810,1411,4760,667,2065,6194,4699,156361,20693,16355,970,1309,1068,3591,2007,5456,28256,16734,3530,0,6826,2754,672,22135,192,1434,74
3063,2028,2893,1350,4994,1423,3187,6663,5801,112255,21561,13328,935,2070,7503,3979,1291,4098,31065,15641,2482,0,6155,4392,1083,23016,0,5365,74
696,2128,6939,1717,5497,1057,2209,6962,8068,118266,25488,16817,820,3191,5543,3568,2794,4107,36286,19246,2559,0,5818,1883,747,23132,0,1434,148
2686,2131,638,500,3905,1212,1282,7820,7839,167385,27742,15793,120,2244,6878,5426,2787,4907,29626,24519,3408,0,8537,1929,834,9690,0,5074,74
896,1442,5593,480,3563,187,2301,4399,5678,135979,19933,16083,2017,1688,1068,3664,1827,4554,24335,15951,2616,0,5217,2024,336,17112,0,1807,148
1068,2269,932,1836,3756,327,1886,5701,7481,142419,23006,15254,867,2529,6287,4673,2151,5457,30796,20643,2426,0,7316,2881,0,15025,192,730,0
422,3697,74,518,4423,405,1330,5038,4976,115662,21726,13890,1345,2056,406,2917,1986,4262,32207,17171,2312,0,5315,2472,1494,15405,0,447,74
3989,2913,4353,1742,4008,1707,1181,5231,4009,138346,18396,15507,1762,2248,812,2982,2057,5202,29607,20945,2831,0,6483,3103,411,20295,192,6489,0
2486,2621,187,1255,5020,1291,539,5701,7347,112557,28254,11990,113,2613,0,3651,2172,4998,38830,19056,2786,0,5810,2137,672,5130,0,4475,74
1303,2962,3157,599,5664,1587,3476,7610,6867,127180,34130,12301,484,1707,662,4757,2429,4798,51095,23392,3059,0,5515,2567,1344,13398,192,1807,148
2589,1806,4493,169,3855,1829,2956,7153,6712,135624,26675,19257,935,2406,5657,3461,2262,4218,32376,21940,3342,0,6795,1541,1170,17086,0,4442,74
822,1688,4573,1019,3220,1131,2298,6467,8309,99601,26807,18827,484,1910,4645,4591,2375,3682,36441,17124,3349,0,4862,2285,1494,15489,0,1807,148
955,2735,5375,1312,3455,806,2266,6983,6445,196746,21211,14729,1277,1576,7155,3837,2677,4632,25900,22819,2530,0,8414,2112,1158,19759,192,792,74
148,2400,4102,687,3179,1349,1446,5929,6187,133833,22385,14939,410,2454,5652,4483,2008,6110,31009,17539,2705,0,6255,2398,1083,15747,0,0,0
1426,2851,3434,599,5242,857,995,7737,4906,154927,23679,10840,1426,1773,0,2926,2319,6044,30951,21634,2737,0,7221,2842,747,15199,192,1947,0
2444,3980,924,187,4367,479,1258,5823,7557,95422,27674,15977,1270,1888,662,3876,1756,4098,40060,18101,2190,0,3623,2539,1083,10655,0,4874,0
1229,3576,1261,1742,5206,113,1536,7293,9455,155719,31471,15220,1426,1221,737,4435,2977,4458,49741,22098,4367,0,5281,2835,1083,13315,192,1807,148
2528,2224,6922,1661,5791,1742,1538,6614,6324,164105,28980,15518,1196,3429,1068,5003,2437,6238,38546,27135,3046,0,7695,2257,822,24409,0,4742,74
896,2479,1216,744,3364,1595,3355,6401,7981,130005,23141,16493,1978,2694,11423,3636,1944,6083,37391,19101,2885,0,7258,2151,747,16175,0,1807,148
2431,1819,3715,737,4772,1742,1198,5606,6418,106096,25677,16329,1316,1900,331,3414,2688,3789,36508,19181,3047,0,5270,2532,411,18429,0,3175,74
222,3251,6070,1399,2376,1330,2349,6616,6433,170213,19687,12360,746,2029,331,3669,1485,4304,29214,20062,2982,0,6451,2024,822,22168,0,0,74
555,3809,2969,2080,4664,940,3316,8171,7390,160002,25292,19314,1539,3037,12655,3920,1881,6884,30997,19452,3519,0,7647,2232,336,20160,192,0,74
590,3805,2707,593,4331,1548,1628,6563,6790,157155,26672,20622,821,1951,1068,5169,3370,6100,37583,21290,2790,0,6999,4607,1008,18370,0,1508,0
1468,3294,1263,1174,4656,1395,1533,4562,8616,107198,21824,14400,1762,2676,4668,4027,1828,3004,33166,20594,2210,0,4206,5312,411,15851,192,2169,74
2560,4371,5112,1992,6305,1473,593,5254,6652,143855,29994,15482,187,2121,1474,5195,2297,3019,35040,18016,2659,0,5689,2391,411,16013,0,4543,0
1454,4420,1181,1143,3414,1291,874,6450,8536,115662,24371,15677,1196,2383,737,3018,1636,4827,40465,18508,2027,0,5730,1587,672,14455,0,2095,74
148,2930,3533,737,106816,999,1324,5451,6139,125532,19107,12252,746,1875,1474,3521,2220,2338,23699,18196,2851,0,4687,136439,411,18630,0,0,74
548,3864,7463,1312,5305,725,2224,8307,7930,211962,30603,17559,1231,2338,6690,5067,3367,8100,40665,27010,4125,0,10073,2105,411,19965,0,1438,74
1155,1926,1263,1519,2762,268,1580,4205,3661,80460,18800,14260,866,2265,1068,4269,2150,2364,25338,14586,1044,0,3687,2271,336,15020,192,1807,74
990,1691,1879,1499,5210,943,1502,7356,5314,108360,22191,15223,821,3156,6344,3160,2489,4559,28290,18546,2138,0,5758,2507,411,19200,0,2374,0
1426,2534,4340,930,6132,1594,2055,8592,6672,238556,30130,14881,1277,1591,1805,4795,2523,5404,37019,26634,3963,0,9095,2979,336,20498,192,1947,74
148,2732,593,762,3186,1424,2508,6173,5438,166464,22608,14612,860,322,226,547,169,181,254,924,0,0,546,374,0,1140,0,0,0
2328,1339,3707,1661,4115,959,1661,6054,5551,223106,18131,14504,1316,2096,749,4816,3184,7110,18809,23619,3518,0,9675,2539,411,18075,0,4298,74
555,3547,268,930,5155,1181,2139,7761,6877,168817,32492,12550,1716,2022,1474,3923,2013,5495,42304,24130,3048,0,5791,2687,336,16930,192,0,74
1612,2992,4417,1262,6325,893,2562,7567,9954,224302,29843,19557,1391,2424,11817,4557,2696,9139,39221,28445,3166,0,11211,2063,747,20995,0,2391,148
74,3323,810,662,4598,1181,1538,7298,7204,139688,23774,15025,1044,2279,811,3582,2062,7558,38094,19993,2982,0,6752,1936,672,16540,0,0,74
2289,3673,775,1237,5690,1212,2655,7054,7476,191896,29464,16714,980,3716,5513,3868,2954,6906,31099,24539,2433,0,9829,2144,747,16730,0,4083,74
990,2694,1290,1662,5018,999,949,6725,5715,162146,29001,14825,1157,1919,1068,5417,1722,3062,35528,19702,2675,0,5407,2144,411,13505,0,2351,0
1574,3467,6089,599,5391,525,2049,6608,5852,172201,26185,8578,531,2091,0,4496,2368,3827,34021,23301,3052,0,6884,2828,336,19186,192,1924,74
1560,2255,5077,1992,4955,296,1619,4939,6723,180068,17182,17228,233,2144,1068,3606,2332,5013,25314,22726,3407,0,8717,2211,747,16841,0,2700,74
481,2339,810,1719,3745,1572,1918,6196,9099,176464,28071,20958,558,2415,11531,4676,1395,5000,28271,16369,1902,0,6371,2652,411,10830,192,0,74
664,2586,4929,1093,3488,1018,2461,7413,7066,196050,21983,15375,1196,4636,6726,4849,2387,8256,31859,25036,2016,0,9261,2130,822,19489,0,843,74
3495,4133,674,1205,5664,1064,2445,7547,7509,148836,27946,15666,1231,3179,4804,5041,2643,4400,34384,22297,3788,0,7217,2916,0,20155,192,4624,74
1444,2713,1661,924,4092,554,1979,5809,5758,200622,22507,13712,233,3261,662,6231,1896,6331,32214,28537,3087,0,9056,2285,411,13870,0,2375,74
481,2026,3710,120,6433,775,2592,8783,7221,261001,29631,17490,1380,2893,1143,6252,2345,9042,31725,25916,4675,0,12119,2539,672,19336,192,0,74
