172.20.0.0,172.20.1.164,172.20.1.165,172.20.1.166,172.20.1.167,172.20.1.168,172.20.1.169,172.20.1.170,172.20.1.171,172.20.1.172,172.20.1.173,172.20.1.210,172.20.1.215,172.20.2.148,172.20.2.149,172.20.2.150,172.20.2.151,172.20.2.152,172.20.2.153,172.20.2.154,172.20.2.155,172.20.2.174,172.20.2.175,172.20.2.217,172.20.2.218,172.20.2.226,172.20.2.228,172.20.1.211,172.20.2.212
22,7,13,2,10,8,16,11,6,35,21,61,9,7,3,10,4,15,14,15,11,0,5,30,8,80,0,14,1
9,2,15,8,13,7,5,19,20,27,13,59,15,9,6,11,14,4,31,7,13,0,5,30,6,80,0,6,2
15,10,9,13,9,8,9,26,16,49,20,79,5,11,7,17,12,8,55,17,14,0,12,30,8,76,0,14,0
3,13,3,18,8,5,8,27,20,68,22,87,15,8,34,12,9,15,58,19,5,0,17,22,11,81,0,0,1
6,14,7,14,15,1,10,22,20,54,17,67,19,7,10,13,4,14,35,20,9,0,13,33,6,90,1,2,1
12,11,11,2,14,13,10,12,14,44,19,90,10,8,30,11,14,16,24,14,13,0,11,29,11,79,0,8,2
9,18,8,15,13,10,7,20,9,51,18,72,6,12,7,9,7,16,45,12,13,0,11,33,4,91,1,6,1
21,13,14,3,19,8,9,17,13,44,24,56,13,2,4,8,9,10,47,19,18,0,9,29,7,91,0,17,1
11,5,9,15,17,10,13,19,11,81,28,62,9,9,14,17,9,7,46,19,15,0,17,24,3,91,1,6,2
22,1,2,9,5,2,8,12,17,40,34,70,4,12,7,18,4,12,68,15,11,0,10,28,8,41,0,15,0
3,10,27,8,21,8,15,25,23,29,27,54,5,11,10,2,9,6,76,14,5,0,5,28,4,102,0,0,2
7,15,3,9,17,4,11,31,24,20,27,68,11,6,16,6,0,9,76,21,15,0,3,26,3,97,0,6,0
13,11,15,6,17,8,7,17,16,35,29,79,10,14,4,16,1,8,57,16,14,0,7,25,11,74,0,10,2
11,14,5,8,13,10,3,20,18,40,20,71,13,4,30,20,6,5,32,19,6,0,9,28,3,77,1,7,1
25,13,10,22,19,6,12,22,23,41,34,69,11,10,3,10,1,2,86,22,18,0,8,39,7,78,0,18,1
31,12,6,13,15,5,7,26,14,23,28,77,16,15,7,5,10,11,66,13,16,0,5,28,10,77,1,21,2
18,11,13,15,11,2,7,24,21,37,29,62,11,11,10,8,9,5,80,17,13,0,4,29,4,86,0,12,1
3,8,9,3,10,13,7,20,7,44,25,62,8,7,8,13,8,5,59,8,6,0,11,24,13,65,0,0,1
18,11,29,12,8,5,22,20,16,21,24,55,9,8,10,10,6,5,63,22,11,0,4,25,0,84,0,11,1
6,9,5,8,9,9,11,27,33,84,23,79,10,5,35,9,13,19,62,19,18,0,24,23,3,71,0,2,1
20,11,9,7,22,13,9,29,18,40,37,60,5,4,8,8,11,12,81,16,9,0,11,26,7,70,0,20,0
11,11,11,7,18,4,10,28,19,123,27,69,5,11,7,13,14,18,85,30,9,0,27,22,10,77,0,8,1
12,9,4,7,18,14,5,31,17,174,38,68,5,9,36,13,4,23,66,40,18,0,41,31,8,71,1,7,1
12,108,21,13,14,9,13,27,22,84,24,60,7,12,7,15,10,17,71,20,18,0,23,145,7,99,0,8,1
11,11,2,11,18,13,15,20,19,79,26,78,2,10,11,13,13,15,50,30,12,0,20,34,7,76,1,6,2
19,16,10,3,14,9,11,36,28,101,37,87,10,13,35,22,13,5,88,23,10,0,24,26,10,80,0,17,1
6,17,28,14,21,14,10,27,20,91,21,62,1,11,3,10,7,8,51,22,11,0,28,25,10,99,1,0,2
20,13,26,4,8,10,12,24,19,94,13,65,13,10,3,14,17,17,49,27,11,0,19,28,4,88,0,13,0
10,9,6,7,19,9,11,28,29,124,39,74,15,7,28,15,16,22,80,24,11,0,28,24,4,79,0,8,0
9,10,7,12,10,15,6,27,13,51,30,59,8,8,14,14,6,10,75,15,13,0,11,25,7,66,0,6,1
23,14,9,10,20,4,11,28,21,67,33,72,17,11,6,12,15,14,74,20,19,0,11,29,3,95,0,17,1
13,7,1,13,14,13,10,16,102,59,32,73,12,15,0,13,8,13,54,18,17,0,12,147,11,79,1,7,2
17,17,13,3,19,9,17,35,35,76,41,51,7,3,39,15,9,7,120,18,14,0,18,32,3,75,0,11,1
6,15,9,3,26,5,9,31,19,82,43,67,12,7,13,22,11,12,113,25,15,0,19,33,3,70,1,0,2
21,16,34,8,19,13,13,16,26,47,45,71,5,8,10,14,5,13,112,23,17,0,10,28,6,101,0,13,0
9,17,8,10,12,10,15,107,26,53,34,74,8,8,7,8,9,10,96,20,13,0,12,147,7,74,0,6,0
24,10,2,8,19,9,15,34,25,79,37,65,7,5,28,12,7,12,109,19,22,0,17,21,7,68,0,14,0
10,11,30,16,16,11,11,37,21,139,32,79,5,4,6,14,11,28,84,33,18,0,33,18,3,102,0,8,1
10,13,23,7,15,12,5,25,34,85,42,88,2,7,41,18,13,16,89,26,10,0,18,29,14,86,1,6,2
6,8,12,9,13,9,16,21,21,125,34,68,10,7,7,12,12,22,77,29,9,0,31,29,7,100,0,4,1
11,13,12,13,18,9,6,24,23,57,32,64,12,15,11,5,5,13,79,22,19,0,13,35,8,102,1,5,2
13,10,17,9,19,12,14,34,27,148,27,84,7,21,10,14,8,15,73,42,13,0,41,31,10,99,0,10,1
8,3,12,6,22,6,9,29,18,124,41,58,8,11,0,22,8,21,85,30,19,0,35,34,7,66,1,4,0
19,11,10,11,14,5,8,59,22,144,44,78,9,11,11,19,11,18,119,35,24,0,38,41,10,77,0,13,2
10,10,11,7,18,8,15,35,24,223,38,58,7,9,6,25,6,22,105,49,17,0,53,24,7,96,0,10,0
24,18,34,16,24,9,8,28,19,123,29,88,8,8,36,20,18,21,91,26,15,0,35,26,6,100,0,18,2
12,15,13,5,26,12,17,39,22,86,38,73,22,8,40,13,4,16,81,20,11,0,21,16,7,101,0,11,1
6,17,30,14,16,11,9,38,23,149,47,71,8,16,14,14,9,30,117,31,17,0,27,30,0,104,1,0,2
13,16,14,13,13,12,14,34,32,174,38,77,14,20,36,10,11,33,84,24,19,0,42,28,11,115,0,11,1
11,10,9,6,21,16,12,35,23,98,42,62,10,12,3,15,13,13,113,38,16,0,22,33,6,86,1,6,1
18,17,10,8,24,11,15,32,18,149,41,75,9,12,11,18,14,11,78,39,18,0,38,31,14,113,0,12,0
11,9,17,9,15,6,6,28,14,160,28,83,5,17,7,17,14,22,64,45,12,0,42,34,10,68,0,10,0
22,8,9,7,27,11,12,45,19,179,63,59,5,12,3,25,5,20,139,49,27,0,48,25,7,76,1,14,2
12,12,10,8,23,7,19,40,28,160,34,70,7,7,10,20,18,19,84,30,21,0,36,27,11,107,0,10,1
7,4,11,11,13,14,9,26,19,200,32,94,7,11,75,16,11,22,49,36,12,0,53,21,7,78,1,1,2
1,7,51,13,15,10,11,38,22,116,30,87,7,5,40,17,11,28,72,27,20,0,31,26,14,104,0,0,1
10,14,8,18,18,17,16,33,37,187,27,76,7,15,27,18,7,41,105,32,16,0,46,30,7,94,1,6,1
17,10,10,6,17,12,12,29,20,156,28,62,16,8,3,17,18,16,65,40,11,0,37,29,6,100,0,14,1
14,11,29,6,23,5,10,28,21,138,34,75,9,8,10,20,16,21,91,37,15,0,33,32,10,81,1,12,0
19,13,10,8,20,6,9,33,24,124,52,74,8,12,11,22,6,17,127,28,20,0,25,33,3,92,0,14,1
35,7,9,3,17,8,18,21,17,99,45,82,16,13,3,18,14,5,100,33,21,0,22,26,10,63,0,25,1
15,16,20,16,28,7,11,42,22,118,62,76,4,13,7,25,14,15,104,30,22,0,27,37,3,99,0,9,2
1,13,12,11,20,11,12,58,26,264,53,74,8,18,6,20,11,26,128,57,30,0,60,19,6,80,0,0,1
12,9,8,10,18,105,17,39,20,172,46,81,1,8,29,14,11,21,100,30,21,0,32,150,11,72,1,7,1
20,12,50,12,14,5,14,35,29,130,35,85,9,14,4,22,6,30,108,22,22,0,30,32,18,97,0,11,1
14,14,12,14,25,14,8,33,19,172,45,72,10,12,35,14,15,27,122,28,21,0,41,36,7,88,1,12,0
18,11,25,17,21,10,16,32,40,118,44,95,12,12,47,25,6,14,130,37,18,0,23,31,4,105,0,15,2
13,17,14,10,21,10,12,36,41,156,51,64,16,17,10,22,10,25,135,47,15,0,41,31,0,107,0,13,0
17,6,10,7,17,4,13,31,21,102,41,92,9,9,7,11,18,20,120,31,24,0,23,25,14,68,1,10,2
1,5,4,4,22,5,11,33,22,137,49,59,4,12,11,12,3,16,106,38,12,0,25,20,10,64,0,0,1
11,6,4,11,27,4,14,48,26,122,151,87,2,12,14,25,18,13,134,27,23,0,30,142,3,73,1,6,1
5,16,25,13,31,9,10,31,35,158,46,56,15,10,7,15,21,17,120,36,17,0,41,35,10,103,0,4,1
16,17,9,6,26,10,6,33,20,213,32,56,11,8,7,23,17,19,114,50,14,0,48,35,1,63,1,11,1
21,10,22,13,16,13,3,33,31,173,46,50,2,0,4,19,11,25,118,29,14,0,38,34,14,71,0,15,1
15,7,31,14,23,10,24,43,29,140,56,75,6,3,38,7,11,35,158,36,23,0,37,31,10,79,1,13,0
15,14,11,1,22,9,8,36,32,128,47,74,9,14,3,16,13,29,131,31,13,0,24,35,7,88,0,10,1
2,11,7,8,14,9,25,27,25,140,42,73,5,11,32,16,11,11,111,36,18,0,24,19,6,68,0,0,1
21,19,23,14,17,9,13,45,44,130,50,74,12,9,10,18,12,21,146,28,20,0,22,22,7,104,0,16,1
6,16,14,2,20,2,37,45,24,161,54,82,8,17,23,18,14,24,139,37,17,0,34,32,7,72,0,4,1
13,17,94,6,20,6,20,38,25,132,41,67,8,3,7,20,13,13,129,36,26,0,33,150,7,68,1,10,1
8,14,14,10,22,13,19,37,47,159,46,103,9,6,46,19,16,19,137,42,21,0,33,36,4,99,0,4,2
14,22,10,14,25,3,16,36,24,198,47,88,11,16,7,18,20,26,132,47,24,0,47,36,10,77,1,11,0
14,15,13,10,28,8,9,36,30,196,53,69,4,19,34,23,9,20,121,45,21,0,50,30,7,68,0,11,1
4,14,27,5,24,12,11,47,25,198,54,84,10,18,6,21,17,40,140,42,19,0,49,25,7,119,1,0,1
23,11,19,7,24,10,13,41,28,205,49,88,11,21,11,22,11,33,118,46,22,0,42,19,7,108,0,19,1
5,15,31,18,28,14,13,49,43,150,60,85,15,10,33,15,9,21,155,37,21,0,27,18,10,129,0,4,1
17,9,10,2,26,9,17,35,34,133,56,78,17,5,25,22,10,16,123,31,23,0,26,22,11,78,1,13,1
8,19,50,12,20,10,18,40,29,153,47,86,7,16,42,27,18,23,114,40,18,0,40,35,7,116,0,4,2
14,12,6,99,24,9,8,41,29,233,47,55,7,9,3,19,10,46,133,48,17,0,65,156,4,64,1,12,0
14,18,7,10,28,9,16,42,22,164,50,68,12,15,3,21,11,15,113,40,22,0,32,34,15,108,0,10,1
3,15,5,10,28,9,11,55,17,304,61,58,9,8,7,29,7,32,147,65,22,0,68,29,8,74,1,0,0
20,11,33,13,23,10,11,42,43,242,58,109,15,20,66,17,16,40,150,49,21,0,62,24,11,112,0,16,1
5,16,52,12,15,12,15,57,43,90,59,96,12,17,39,20,8,18,178,33,23,0,21,19,14,123,0,4,1
24,19,12,7,23,15,12,50,45,206,42,85,7,20,9,19,18,30,163,51,18,0,47,22,11,91,0,23,1
7,14,26,12,18,5,16,49,28,152,59,58,8,7,10,21,10,16,151,41,22,0,36,21,11,95,0,4,2
20,21,11,11,30,3,14,38,42,239,58,77,11,16,3,26,17,22,148,51,18,0,47,34,7,87,1,12,1
16,23,28,13,18,9,13,45,30,257,41,89,11,13,34,21,14,28,107,52,26,0,55,40,7,103,0,13,1
3,16,10,6,24,21,107,39,33,222,51,63,14,10,10,23,22,38,137,40,23,0,61,152,14,77,1,0,0
18,12,6,6,28,10,17,52,29,218,52,85,10,8,46,22,16,15,115,52,20,0,49,30,3,98,0,15,0
8,15,30,14,26,7,17,48,28,221,56,86,10,9,10,24,9,31,139,50,28,0,56,32,6,117,1,4,1
29,10,26,12,35,13,25,50,29,177,66,74,9,14,37,21,9,24,164,37,19,0,49,33,10,121,0,23,1
8,9,50,16,30,9,17,55,42,195,67,89,8,18,31,24,16,27,175,48,19,0,52,22,7,122,0,4,2
24,13,6,4,25,11,7,52,42,250,58,85,1,11,40,29,20,29,150,67,26,0,69,22,8,51,0,21,1
10,6,40,5,24,2,19,34,29,200,51,86,19,10,10,26,14,24,122,43,21,0,43,24,3,90,0,6,2
9,9,9,17,23,2,16,44,36,221,64,80,8,15,29,24,15,35,152,49,21,0,59,33,0,79,1,4,0
5,19,1,5,25,4,13,41,35,183,54,73,13,11,4,18,15,29,156,39,21,0,42,29,14,81,0,3,1
33,16,29,17,28,16,11,40,26,201,46,81,17,14,8,19,14,28,148,57,25,0,59,36,4,107,1,23,0
22,8,2,12,23,13,4,42,24,165,72,77,1,18,0,25,17,27,193,45,25,0,44,25,6,27,0,16,1
12,7,23,6,34,15,22,55,29,192,94,76,5,10,6,25,13,25,247,55,23,0,49,30,13,71,1,6,2
25,9,29,1,17,17,22,54,42,205,68,108,9,16,39,21,17,18,156,59,28,0,57,18,11,90,0,15,1
9,6,29,9,18,10,17,49,45,156,67,99,5,13,28,27,17,25,177,43,25,0,38,27,14,82,0,6,2
8,20,33,12,17,7,18,53,32,274,48,77,12,8,42,22,18,30,135,56,21,0,77,25,11,104,1,4,1
2,11,33,6,19,12,12,45,38,201,56,79,4,15,30,25,14,35,148,41,23,0,47,28,10,83,0,0,0
13,19,25,6,28,8,7,55,27,229,60,57,14,7,0,18,16,36,150,51,23,0,54,33,7,80,1,7,0
22,22,9,2,26,5,11,44,36,150,68,88,12,12,6,27,13,22,188,44,18,0,28,30,10,56,0,21,0
11,11,12,17,33,1,12,52,51,223,82,80,14,6,7,18,20,28,240,49,34,0,43,33,10,70,1,6,2
22,10,52,16,25,17,12,49,38,246,79,83,11,20,10,32,17,33,194,67,24,0,66,26,8,129,0,20,1
10,15,12,6,19,13,25,47,49,197,60,87,19,16,60,20,15,31,180,37,24,0,54,25,7,85,0,6,2
22,8,28,7,24,17,8,38,42,162,67,87,12,13,3,21,21,27,184,48,24,0,41,29,4,97,0,13,1
3,23,35,13,15,13,14,54,35,250,49,65,7,13,3,17,9,28,143,55,21,0,63,24,8,117,0,0,1
4,25,22,19,25,7,26,60,41,256,62,102,14,18,70,27,14,45,148,41,30,0,60,26,3,106,1,0,1
6,25,22,6,27,15,13,52,35,239,67,109,8,9,10,30,23,32,182,60,22,0,51,36,9,97,0,5,0
13,13,12,11,23,12,13,33,49,171,60,76,17,16,23,28,13,20,168,47,19,0,38,44,4,83,1,10,1
23,16,33,19,32,14,6,40,46,205,75,82,2,14,14,25,16,16,168,47,24,0,47,28,4,85,0,17,0
12,21,11,11,15,13,6,51,41,172,58,83,11,15,7,20,12,25,191,44,17,0,44,18,6,76,0,6,1
2,17,26,7,116,10,12,44,32,190,49,65,7,11,14,18,18,10,118,49,25,0,40,143,4,98,0,0,1
6,20,50,12,26,6,12,63,39,310,78,93,12,13,36,34,20,47,200,64,31,0,84,25,4,105,0,4,1
10,11,12,14,16,3,14,33,24,138,50,75,8,10,10,25,18,14,126,35,9,0,29,26,3,79,1,6,1
10,6,18,14,31,8,11,54,34,168,60,80,8,17,31,19,19,26,134,45,19,0,46,30,4,101,0,10,0
13,18,32,9,30,15,16,65,36,358,69,78,12,5,17,24,16,35,185,66,32,0,77,34,3,108,1,7,1
2,16,6,7,19,13,19,47,33,247,59,80,8,1,2,3,1,1,1,3,0,0,5,4,0,6,0,0,0
21,5,27,16,28,10,16,49,31,325,49,77,12,9,7,25,17,41,91,65,29,0,73,30,4,95,0,14,1
4,18,3,9,26,11,18,56,43,236,77,66,17,12,14,23,14,25,208,51,25,0,52,31,3,89,1,0,1
13,13,29,11,35,7,19,57,48,332,83,103,13,13,65,23,17,55,195,65,28,0,86,24,7,111,0,10,2
1,18,8,6,26,11,13,58,37,213,59,79,11,14,8,24,16,38,189,46,23,0,58,22,6,87,0,0,1
21,22,7,11,30,11,22,53,34,299,74,88,9,18,35,22,22,38,151,69,20,0,73,25,7,88,0,14,1
10,9,13,16,32,10,7,53,23,237,70,78,11,10,10,31,11,19,168,50,24,0,51,25,4,71,0,10,0
15,16,34,6,28,5,12,51,33,262,71,45,5,13,0,25,17,24,163,57,26,0,63,33,3,101,1,7,1
14,14,38,19,24,4,14,37,37,262,45,92,2,9,10,22,15,29,123,62,27,0,67,26,7,89,0,13,1
3,13,8,9,25,13,13,48,50,270,61,110,6,16,63,24,9,28,137,39,16,0,51,30,4,57,1,0,1
7,15,38,10,22,9,15,53,37,304,59,81,11,25,45,24,16,40,147,59,18,0,77,25,8,103,0,5,1
29,18,7,11,32,9,21,60,45,241,71,83,12,17,32,28,16,28,172,52,31,0,58,34,0,106,1,17,1
13,17,16,9,25,6,16,44,39,308,57,75,2,18,6,35,10,30,157,72,26,0,71,27,4,73,0,9,1
3,8,29,1,39,7,22,68,35,378,71,92,14,18,11,35,15,48,152,70,37,0,94,29,6,102,1,0,1
19,17,11,4,33,17,22,61,49,289,77,74,9,11,35,18,9,34,196,50,29,0,68,24,6,97,0,12,1
10,21,5,8,30,7,11,62,48,289,83,81,9,11,15,33,14,46,200,45,25,0,74,26,11,82,0,10,1
23,10,11,1,31,11,19,54,31,285,68,71,5,8,39,21,8,45,190,55,25,0,73,22,6,77,0,17,2
9,17,39,16,24,10,6,49,28,217,51,74,5,10,35,29,9,20,127,59,25,0,57,25,3,94,0,8,0
14,14,29,11,16,7,22,65,52,330,67,92,11,25,12,26,15,35,144,49,22,0,63,25,3,79,1,7,1
9,11,14,15,36,6,12,52,35,291,76,94,1,15,33,32,9,31,151,62,24,0,58,27,17,78,0,8,0
11,13,34,11,38,5,20,71,35,323,75,69,14,16,33,33,20,31,201,67,26,0,80,22,6,113,1,6,1
9,19,28,3,35,8,15,57,51,265,76,97,7,15,45,32,14,29,215,65,29,0,64,26,8,81,0,8,0
6,8,5,10,33,11,12,58,26,342,65,92,9,24,9,26,25,39,145,73,28,0,86,31,10,60,1,1,1
11,21,6,16,27,15,15,49,37,368,54,67,11,19,14,22,20,26,148,75,26,0,83,25,11,100,0,9,1
3,9,57,17,38,18,18,59,37,284,74,97,13,7,73,25,11,34,202,60,22,0,66,35,3,133,1,0,1
20,20,2,11,32,18,18,52,29,289,68,80,16,11,64,19,17,50,166,51,17,0,66,29,11,92,0,18,2
12,104,44,8,16,5,14,44,29,225,51,65,10,12,7,12,10,39,121,45,20,0,56,150,10,92,1,8,1
25,18,11,14,27,11,20,58,55,229,65,79,12,15,23,24,12,33,197,45,27,0,51,23,3,101,0,18,2
10,21,29,14,34,16,15,134,32,234,86,69,7,17,11,30,12,23,196,62,19,0,54,143,3,99,0,9,0
8,25,36,8,31,7,8,74,39,290,83,64,7,13,10,35,9,29,200,80,26,0,81,30,14,107,0,6,0
18,21,9,6,23,12,16,49,30,243,62,87,7,17,10,24,22,32,180,51,29,0,55,29,8,73,0,14,1
6,13,26,9,21,11,18,60,42,284,69,91,14,16,52,21,9,28,162,49,33,0,53,31,0,87,1,2,1
3,11,26,14,26,16,17,85,74,437,76,76,14,14,38,34,18,49,215,79,33,0,100,22,4,102,0,0,2
8,14,29,9,25,11,17,51,52,365,64,88,3,12,8,29,19,43,154,74,27,0,90,31,3,92,1,5,1
22,10,41,14,32,10,20,54,38,403,60,105,13,15,57,26,28,72,145,82,31,0,116,26,15,100,0,15,2
14,24,8,15,34,11,15,58,34,339,71,60,6,9,3,23,26,46,188,70,25,0,83,32,14,101,1,10,1
21,14,8,14,31,9,3,48,22,239,68,58,8,14,0,30,10,30,171,57,19,0,61,20,8,83,0,14,1
14,18,24,7,28,6,4,62,26,333,62,65,10,17,3,32,18,46,162,77,31,0,92,31,10,65,0,11,0
7,17,8,2,37,3,10,59,123,239,72,83,12,16,10,32,14,27,213,68,35,0,68,151,7,74,1,5,0
5,4,33,14,34,20,28,69,46,329,82,103,11,21,60,30,14,33,201,89,35,0,88,31,17,116,0,2,2
9,10,45,11,26,6,25,65,36,342,55,121,12,18,37,30,22,39,148,68,34,0,74,26,10,105,1,5,1
14,15,50,14,31,6,15,67,74,310,61,68,5,8,50,29,25,22,179,72,23,0,72,26,3,107,0,10,2
13,12,13,20,25,2,10,57,46,405,44,85,9,10,10,24,17,45,135,82,27,0,92,28,10,88,1,10,1
21,20,24,12,31,3,15,62,20,363,68,88,5,9,27,30,19,43,139,62,26,0,82,28,18,93,0,13,2
12,18,9,8,33,12,7,53,32,375,64,74,3,17,35,26,18,41,134,68,26,0,81,30,6,95,1,12,1
21,20,33,6,38,7,2,67,23,311,82,77,16,19,14,30,11,32,158,63,24,0,69,31,6,114,0,13,0
9,10,10,8,26,7,20,64,26,313,71,74,10,13,31,25,15,27,146,62,26,0,68,25,10,69,0,6,0
16,12,31,8,27,13,10,53,18,358,57,70,12,16,11,26,18,39,132,80,33,0,100,27,14,99,0,9,0
6,14,33,14,37,11,25,79,39,370,83,83,16,17,31,27,22,38,218,80,37,0,98,30,3,124,0,2,2
14,16,20,19,22,14,14,54,53,363,56,88,27,17,85,34,12,44,146,76,29,0,91,44,7,97,1,9,1
6,14,32,10,21,6,8,44,57,367,38,80,5,18,38,23,15,39,144,81,26,0,99,25,10,80,0,2,2
12,14,13,18,37,13,12,58,29,415,63,91,9,13,40,25,18,45,160,87,28,0,113,32,14,88,1,8,1
18,13,28,10,33,3,11,59,30,350,83,83,10,14,44,29,19,48,187,68,25,0,89,26,7,84,0,14,1
12,24,28,13,31,10,12,47,23,317,76,77,16,12,35,31,17,33,176,62,33,0,76,30,7,104,1,8,0
23,14,8,11,24,6,18,45,30,269,64,69,15,18,3,24,20,45,163,52,25,0,69,23,3,99,0,19,1
29,16,36,1,26,12,15,76,38,266,90,68,9,16,7,21,15,41,211,54,30,0,69,25,4,98,0,22,1
22,9,28,8,31,11,15,68,50,347,88,74,7,17,3,40,25,38,226,79,33,0,91,31,11,84,0,20,1
8,14,52,7,22,10,16,69,53,336,64,96,6,9,69,30,26,27,169,70,28,0,90,32,10,113,0,4,2
16,14,23,11,24,13,11,61,59,376,50,58,7,16,45,24,23,33,123,84,29,0,102,33,4,104,1,11,1
16,18,12,7,29,9,9,56,34,353,57,79,2,18,25,31,20,30,157,74,32,0,80,23,7,72,0,10,1
12,21,3,10,39,13,10,67,37,463,85,74,5,20,3,37,24,48,209,93,33,0,112,31,3,67,1,8,2
18,14,27,13,23,13,15,44,32,381,69,78,13,18,41,33,18,43,145,81,25,0,99,24,10,100,0,13,1
4,15,7,12,25,6,4,48,16,425,48,61,12,9,27,26,17,51,99,85,30,0,110,32,6,51,0,2,1
23,10,113,14,34,9,17,71,18,500,63,96,4,21,7,30,30,67,158,87,31,0,122,139,10,93,0,15,0
7,11,29,11,29,13,25,50,45,337,74,105,8,14,34,29,29,46,180,71,35,0,82,27,8,104,0,2,2
16,16,14,7,32,14,22,60,31,392,70,104,8,24,39,36,21,47,167,79,34,0,106,29,8,92,1,12,1
6,12,0,18,24,3,25,64,44,281,63,94,5,13,61,32,19,26,181,72,23,0,79,32,10,76,0,4,1
16,10,7,11,38,16,19,63,54,471,80,76,4,14,43,33,14,44,162,102,27,0,125,35,7,89,1,10,2
17,17,47,13,32,10,16,65,35,417,72,77,13,14,34,29,20,40,145,76,30,0,107,29,7,107,0,16,1
5,23,21,17,31,4,24,67,43,442,75,66,11,11,11,39,20,59,195,83,34,0,122,35,4,108,1,0,2
18,18,35,9,24,11,13,57,23,395,77,67,11,17,30,34,18,38,158,76,28,0,81,31,4,95,0,17,0
5,13,17,15,40,7,9,68,33,465,86,78,4,24,39,32,23,44,174,91,37,0,108,26,7,87,0,2,1
29,12,31,5,28,96,17,72,42,372,166,81,12,12,38,33,16,62,220,68,43,0,98,263,4,83,0,22,1
7,16,10,10,21,13,10,66,48,288,78,69,9,19,36,23,14,35,206,49,29,0,68,27,7,67,0,4,1
14,12,33,15,35,16,21,69,37,336,80,72,11,16,31,31,22,22,184,78,27,0,74,33,6,118,1,10,1
