172.20.0.0,172.20.1.164,172.20.1.165,172.20.1.166,172.20.1.167,172.20.1.168,172.20.1.169,172.20.1.170,172.20.1.171,172.20.1.172,172.20.1.173,172.20.1.210,172.20.1.215,172.20.2.148,172.20.2.149,172.20.2.150,172.20.2.151,172.20.2.152,172.20.2.153,172.20.2.154,172.20.2.155,172.20.2.212,172.20.2.217,172.20.2.218,172.20.2.226,172.20.1.211,172.20.2.164,172.20.2.228
4342,1956,2847,2312,4142,2432,2815,3260,2261,3313,6274,7706,2176,2470,2090,3946,3683,1651,7036,2558,679,74,2286,765,9521,1854,8885,407
2103,1908,194,2471,5198,1330,2807,2204,3642,4623,7232,7706,1915,570,2090,3765,1484,2096,9279,4076,2954,148,1855,765,8934,600,18030,0
2671,1102,4952,2312,2802,947,1521,3294,1281,3374,2332,8042,1340,760,1900,760,1880,3673,5219,3935,1825,0,1707,1150,8312,1338,17719,0
814,2542,5836,947,3823,1900,1742,3972,5803,6894,4604,5826,2105,2090,570,3735,951,3251,12728,6088,2006,0,1171,575,9920,442,24904,0
4153,1988,2502,2094,3463,1591,757,2913,2174,7649,4079,5841,1682,1636,0,570,916,4843,3200,1970,3148,74,2271,2680,8854,1854,23775,0
2765,1790,381,1140,7276,1672,1045,3174,4702,5516,7164,7445,2176,1647,1520,3186,1674,3512,9495,4622,3942,74,1637,0,7822,1032,17613,407
4346,760,2238,3041,2494,2351,2280,2867,2408,3441,6217,8047,1872,1140,570,5811,1900,2421,8373,2430,1624,148,1844,1915,9154,2257,8798,0
1922,3136,947,1188,5462,2432,2068,2351,4098,4323,5454,6573,1601,2229,1140,1675,1105,2415,5819,2575,2597,74,1972,1915,9816,400,8884,407
2169,2667,2238,2280,2269,3311,3248,3947,4462,3534,3810,7297,1682,1612,6273,1140,1675,2230,6432,2559,1065,148,2105,575,10147,871,8762,0
340,4358,2164,2882,7135,834,2471,3696,6453,2691,4468,6307,1530,2228,0,1900,1105,2990,7797,2907,1818,0,1866,575,11546,0,8791,407
917,3425,951,2281,7050,2168,2769,4048,5243,5003,7180,5580,1411,1330,1900,3389,0,330,7968,2162,2822,74,3696,2105,11026,326,8766,0
4478,2095,2544,2312,3675,570,1711,3188,6896,3332,2760,7556,2105,2217,2660,2274,914,2221,7743,1601,2144,0,1520,765,11326,2170,8908,0
2643,4126,381,1520,3389,912,1478,4344,6811,9920,6151,6307,836,570,570,4335,1104,1924,10277,2241,3105,74,3121,575,10143,800,17757,407
4634,2409,2122,1140,6754,2921,1517,2624,5561,8978,9864,7892,1682,760,2090,7816,3003,3205,13101,6034,2360,148,1682,1150,9441,2557,53268,0
1922,1960,951,2560,4808,2645,3878,4263,3526,6757,7843,8910,1601,2470,4375,2435,1025,3651,12745,4281,4078,74,1813,1530,8117,400,18981,407
4420,2242,2808,3041,4382,1591,1746,5222,4325,4620,8705,6317,3022,877,1330,4110,1520,2555,10177,2535,2306,148,1929,1340,9857,2054,12057,0
414,658,1517,2312,5948,2812,4571,3974,3731,7132,8763,7902,1601,1458,3230,5242,3172,2758,9617,3623,2876,74,2247,2680,9110,0,29667,407
1057,2785,912,3760,5684,1220,1116,3139,4019,3384,5820,7940,2257,1330,4509,2435,1105,2230,10827,3567,3399,0,2532,575,6498,713,8838,0
1963,1726,1214,2048,5164,2090,1711,3062,6210,3903,5668,5650,1340,1849,1330,3376,915,1415,10171,2718,2062,74,1640,1530,8298,674,17580,0
2277,917,2094,2087,5420,760,1231,4694,5170,4127,10888,5940,1150,1458,0,4482,1900,1102,13992,2879,3670,0,1252,927,7080,800,8824,0
4832,2186,1404,268,4490,1974,3272,2751,4822,2958,8685,8887,2105,3052,2090,4482,2090,2229,12898,2685,3256,74,1298,1530,6317,2286,8816,0
1774,2144,6551,2179,5412,2064,3291,4252,3540,3602,8388,9142,1411,760,5646,6010,2832,1051,9577,3649,3906,74,1852,1340,10051,400,17112,407
5416,1827,2122,954,4590,831,1517,3560,11539,8148,6838,6462,342,1900,1330,4149,1260,2302,15796,3847,2302,148,1802,1530,7882,2493,27160,0
6694,2856,947,2122,7403,1672,2090,4570,4799,6008,7753,10038,2366,2090,2470,6848,2245,2451,12426,4625,2306,74,1739,2680,8859,3298,35601,407
3308,958,4076,1521,5865,2351,2164,2686,1800,6109,7874,6899,2257,1330,760,3959,1711,3428,8753,4094,3120,74,2271,1150,8644,1622,24974,0
340,3355,2277,1552,5938,3002,2941,3954,3886,5864,142506,5715,4447,876,760,6034,1865,4743,14881,1726,2550,74,105551,575,8494,0,24056,407
2662,1909,2168,2847,6551,2847,2469,137489,6427,6427,10761,7721,342,3063,2090,5052,915,2668,15453,3290,1857,0,103758,2105,9137,1229,17796,0
1955,2287,5096,1288,3521,644,4052,4071,7519,2586,7363,6387,2292,1520,570,5054,1144,1446,15668,4688,3100,74,1827,1340,8847,674,8893,0
2322,3237,1524,2101,7024,1723,3475,6010,5459,6214,8443,8790,2828,1469,4599,3947,3005,2559,9633,3050,2682,0,1400,2680,11000,842,17651,0
4330,2881,5697,194,4331,2544,2620,4528,4575,5836,7475,9371,2292,3050,1330,4291,2272,4240,12495,5094,3120,148,1559,1915,12183,2096,17535,0
1848,1754,1141,2048,3149,2242,2242,3717,6299,6866,4344,9202,1562,2733,1140,3377,2780,6070,9903,4365,3275,74,2497,1335,9110,400,41606,407
2651,2540,792,2094,6014,1591,2277,3181,4461,19018,10151,8303,2296,886,1900,9739,2935,3520,13740,7727,3930,74,1767,1340,7235,1567,62251,0
2147,2287,947,1552,8382,1672,1140,3427,3765,8069,10115,3685,1224,1583,1140,5398,1105,1789,15594,5569,3554,148,1552,765,8629,674,26573,407
3337,2875,1672,1535,6970,654,2107,3313,4136,17337,8979,6724,2109,2848,4089,2807,4184,6618,7528,6031,2231,74,1661,1340,6754,2086,62253,0
2295,1387,2087,2122,6546,912,2970,3352,3795,10162,8995,7044,649,1364,1330,4852,2790,3226,11054,7055,3690,74,2060,765,7706,600,35088,407
2542,1401,2242,1707,6034,1517,2751,2081,3939,4914,9198,5906,1492,1659,1330,3378,1675,1989,5650,3465,2062,74,3868,1340,9993,997,17622,0
1881,133617,2164,1668,5967,2164,2306,2690,6243,4781,7423,7124,762,1721,1900,3568,1675,1901,11615,5200,3046,74,103209,1340,7044,674,25825,0
1922,2405,6396,3480,5979,3281,2487,3489,2696,13173,7611,6059,1298,2229,3609,9586,2750,3885,6240,7232,1987,74,1700,0,11521,516,70818,407
5527,2546,2734,2094,3195,1330,995,1037,5570,13992,5379,7395,1527,1945,1520,3187,2487,6931,8033,4049,1546,148,1559,3255,9189,2612,61700,0
414,2330,1711,1404,5612,1102,766,3598,5862,8385,5034,6829,797,2218,1140,4663,2791,2546,10369,5500,1511,74,1774,1915,6977,0,35372,407
4763,1281,1552,2854,6069,1591,1109,2378,3633,5169,7786,6573,1721,0,1330,4494,1674,4121,12097,4044,2306,74,1926,2105,7414,2409,26557,0
340,2475,1517,5787,8688,2242,74,4386,4455,12772,8119,7375,649,1206,1892,4482,2780,5643,11654,5657,3752,74,2821,2680,6906,0,48507,407
5041,1286,912,2094,6817,2921,2030,3206,4250,4916,9535,6237,194,1665,760,5059,2245,2061,10659,5048,3066,74,1781,1340,7370,2338,17553,0
1774,3647,1517,2734,8196,3572,4092,3401,4554,5320,11021,7631,1601,2407,1140,4291,3005,1992,15733,4966,3364,74,2173,765,9591,400,17726,407
2095,1919,5880,1330,5516,1021,549,3734,3525,8538,5992,8528,1107,1647,760,6208,3744,3719,7688,5326,4193,0,2042,1915,8533,797,34856,0
2351,3044,2734,718,7803,0,1817,4132,7848,13889,9136,8448,2102,1659,570,8242,2392,3420,15659,9743,4368,74,2255,1340,9265,1022,53593,0
1981,2567,1521,1309,8266,2291,3472,3695,9070,143027,8114,7719,2253,887,4331,6196,2018,5293,14244,7207,2794,74,102835,765,9378,600,62120,0
3366,1657,4981,1102,5100,74,1817,3940,7986,9960,9819,5976,1337,1835,1900,6382,2418,4095,16921,5511,2536,74,1809,1340,8005,1474,46035,0
340,2289,1711,2731,6186,912,162,4086,6942,10235,6179,7571,1562,1637,760,4161,1829,6055,12702,4696,1999,74,1859,1915,8977,0,30216,407
5272,3710,2122,2260,8314,655,1744,4809,7546,18870,8019,8008,959,2076,5881,8366,3697,7747,13550,7206,3282,74,1763,765,7150,2841,86694,0
1848,3244,1517,2351,6510,4162,879,4367,4638,10698,11823,7781,1414,3251,0,7859,2600,4505,14820,5594,4120,148,3174,765,8053,400,38369,407
1955,2233,1668,2284,7390,1404,978,4118,5716,12128,8785,7150,1919,3294,1140,8043,2555,3471,9992,7217,2360,0,1735,765,10178,600,43919,0
2543,2964,2734,1330,5584,764,583,3408,6102,4923,8637,5239,261,1648,0,6383,1104,1985,12780,4386,1546,74,1838,765,6261,916,17615,407
2150,3143,2094,2277,6181,2657,1847,4229,4250,4794,6911,8117,913,2977,1900,5243,1703,3303,8978,3799,2515,74,1880,1150,8954,797,17711,0
3057,2174,2122,2808,6167,1288,2200,4054,5768,9887,11999,6392,1527,2411,760,7110,2036,2306,14125,6084,2340,74,1661,1915,9678,2086,44510,0
148,2530,951,831,8411,1141,2489,4630,5830,7075,12306,8639,987,2470,1330,6929,1484,3351,16787,4886,3857,74,1972,2680,7481,0,35298,0
5263,3555,8886,1672,7492,1552,2901,4407,6911,11465,12869,8924,1721,1330,2090,6364,4916,5267,17247,9941,4134,74,1957,575,12778,2496,54717,0
2465,2034,6465,1591,6894,2281,2343,4101,9978,13945,7353,5901,839,1827,2090,4304,2210,6326,15087,6061,3351,148,2064,575,9961,600,59452,407
5313,2622,718,1672,7183,1362,2434,3480,7414,14005,8359,5495,2109,1697,1140,6006,690,5265,11932,7349,4383,74,1724,765,7385,2812,50222,0
1922,3179,2847,2750,8572,1927,4164,3726,6716,11236,8632,8912,1414,2726,4263,3375,1258,4511,15824,5903,2794,74,1912,1915,11065,516,38496,407
1955,2291,570,1520,6753,644,2312,2793,7770,7319,12461,7972,917,1456,1900,8454,2017,1553,16289,6040,1790,0,1615,2105,7706,600,26371,0
917,2923,834,1478,9516,718,2281,2937,5211,10742,9991,5460,952,3305,982,7300,1939,2088,12338,6710,3554,74,1901,0,7706,442,35306,0
74,2485,1711,757,5035,1707,982,4259,5823,8378,10813,9345,1298,1647,2090,8374,1450,3308,14398,6415,3841,74,1591,2680,8448,0,35766,0
5041,1893,4212,1672,7795,2312,514,2946,3968,5015,7913,7967,187,2090,1330,5063,3004,4214,12153,2466,2666,74,2031,1340,7520,2612,26512,0
1996,1991,2281,1021,10647,2281,3566,6118,6135,9003,12711,6382,2327,1077,1520,6157,2796,3455,16675,7611,3112,148,1979,575,10814,632,43615,407
4893,2439,2882,3002,7226,222,1922,5125,6027,14115,12379,8784,2299,4256,2660,5634,1643,7447,12483,7018,4161,74,1837,1915,13072,2422,59612,0
1774,2094,5355,2177,5582,2292,3042,9307,6398,13450,9128,7183,1604,2425,6172,4842,1071,5242,11905,5715,2645,74,3139,2680,10523,474,63398,407
2141,2015,5119,2284,4319,1404,2808,3823,9420,13656,6298,6899,1724,3605,1330,6184,2558,7634,15581,4319,2685,0,1587,1530,9834,871,62184,0
1035,1988,2808,1520,5777,1330,3384,2391,6265,18533,4911,8453,2048,3175,3882,6567,2709,7960,6770,9750,2224,0,2134,2105,9410,400,76732,407
4920,3117,132571,2101,6742,2674,3013,4492,6394,9797,9126,10634,64233,2002,3514,7982,2020,3219,17400,7638,2991,148,197119,765,9516,2950,35122,0
5115,3300,1478,2242,9220,148,381,2831,4978,14267,11123,6578,1026,1436,760,7099,1948,4755,13510,10933,2794,74,2151,2490,6894,2180,52702,0
1656,4289,2277,1021,13203,951,1815,6006,7011,16495,15394,6498,1682,1202,760,8602,3310,5250,20348,12538,5099,148,1898,1915,8448,400,89046,0
5358,3256,5100,2242,9234,982,2016,4903,7502,10767,14540,8608,187,2491,2850,7278,2058,2810,18134,7115,2600,74,1763,2680,11627,2809,42495,0
1848,4675,2921,2351,8581,1901,2377,4420,6745,18274,12262,7194,1150,2840,1520,10166,3488,6798,15394,8237,4952,148,1944,575,9410,400,77362,407
4050,2050,3610,912,8426,1362,2074,5266,6034,14355,9215,6648,769,1215,1330,6897,4405,4867,15402,8435,3611,0,1657,1915,7352,1938,71147,0
1109,2170,2731,3509,8581,2486,4649,3563,8232,21143,8571,8874,649,3390,6219,7661,3067,8247,13823,8805,3970,0,1986,2680,8849,400,97053,407
288,1335,2854,2090,7768,2164,2353,4762,6447,17675,8006,6969,2257,2074,570,8422,2709,5417,12588,11486,3759,148,1661,765,9746,197,79817,0
2798,3956,1594,1538,6223,3852,3707,4578,7033,15469,8651,9351,2366,2531,4527,7843,3591,4265,16663,8833,4049,74,1799,1340,9159,1000,78791,0
1848,4255,2094,2277,9122,3178,2882,4606,7783,18239,6892,7155,2257,2206,1330,4687,2939,7278,14618,7804,3852,148,2092,1340,11807,400,94565,407
5070,1739,1668,912,12050,132609,2277,3953,6002,15719,9641,7706,2366,2270,0,5812,2173,6149,18173,8289,4042,74,103583,575,7385,2264,58997,0
1848,3776,2087,2161,6152,3491,74,4304,4600,13186,8788,5826,913,2466,2850,5234,2364,4891,10960,7478,3003,148,1538,765,9105,400,56141,407
4412,2921,1672,2432,11986,1672,2327,4428,5366,16232,13905,8197,2102,2558,2090,10487,3958,3385,15700,9937,3092,74,2123,2105,8047,2483,62495,0
1051,2474,5287,1401,7642,2087,3348,4504,5749,25615,10530,6568,765,2105,1900,7286,4009,7596,10609,14810,2903,0,1528,1340,13968,442,125184,407
3973,2209,4315,2094,6082,2660,3325,5400,8945,12171,13504,7235,2874,2768,1900,8387,1641,4639,18502,8166,3262,0,1668,1915,12679,1812,44010,0
1035,1421,2734,2559,9660,1723,3642,5025,7524,13684,7949,9054,1601,1647,6817,6195,3697,3554,12617,7219,4992,0,1753,765,10659,400,61858,407
1722,4573,951,2470,5127,1594,2699,6337,9178,12977,10098,7561,342,1659,2090,8591,2190,4549,16964,8485,3491,148,1961,1150,8769,597,71072,0
2876,3142,3602,1490,6412,3394,2796,2701,4992,15707,8003,8343,1791,1963,5373,8707,3317,5601,9101,10592,2285,74,1975,1340,9382,1190,79549,0
1656,1995,5194,1401,6263,2351,2882,4241,12092,21093,8051,5655,3022,2134,1330,5076,3425,8415,18120,5699,2502,148,2120,2105,12705,400,80548,0
4494,4798,718,912,9812,2432,2087,5102,5869,16940,11268,7791,1337,2179,2090,7099,1390,6476,15940,8127,4120,74,2077,2105,8554,2212,68465,0
1848,3426,1707,1591,9873,2161,1330,4442,5945,13759,14132,5976,1562,2682,1900,9738,2364,4781,15917,9981,2956,74,1665,575,8042,400,70694,407
2515,3274,912,2825,11058,2629,3872,4842,6118,18138,13355,8569,1915,1888,6488,9630,2365,6282,18189,10462,4559,0,1576,1340,8047,1567,71793,0
1109,2480,1021,1974,11927,2090,2551,4978,5453,10598,13457,7310,1414,1776,2660,6528,2854,3095,18605,8123,3608,0,1679,1915,8523,400,44197,407
1586,1149,764,2854,139748,760,1907,4391,5420,11541,11909,6382,2447,1708,760,9143,2175,4744,18473,9478,4547,148,103593,765,7054,400,52893,0
2916,4693,718,1330,6566,1334,3766,3578,11057,9500,10867,8779,1791,2995,1330,5247,2021,2293,20895,5967,4182,74,2162,1340,9260,1000,26543,407
1796,1919,3633,1707,10670,1021,2924,3969,9256,16867,10790,6889,1682,2977,1330,7074,3356,5668,14896,12076,5094,148,1933,0,8057,597,104322,0
4494,3806,1478,2048,8242,342,2054,4492,9329,11344,12099,6152,2751,570,760,9546,2947,3223,20259,7781,3306,74,2077,0,9195,2244,61563,0
1848,3676,7305,1021,6090,261,1668,5063,9852,9655,11261,7240,3022,2207,570,5063,2627,5193,22834,3568,2150,74,1965,2680,11037,400,41335,407
2877,3962,908,1672,8794,1672,2660,4903,3849,16865,13552,9672,2102,2208,2660,5977,3692,9670,16171,6674,2848,0,1661,1915,10002,1528,71536,0
1154,2808,5119,831,8635,2277,1524,3821,3894,6959,11418,7455,1915,1076,1900,6444,1488,3147,15642,5323,4124,0,1517,1340,9962,326,24757,407
4367,3256,1862,2094,9100,1330,4072,4045,5581,14410,14351,4833,1534,2426,1330,11739,2284,5839,20560,9444,3525,74,1566,575,8854,2367,55894,0
2691,1552,1404,1932,11300,2238,4177,4375,6480,11740,16301,8453,1791,2127,1520,7290,2948,2974,19726,8423,4856,74,2003,1915,9185,1106,43976,407
2103,1668,2471,1330,8912,2734,2506,4802,5747,19075,11482,7455,1682,1722,2090,9887,2309,5170,14934,12373,4782,148,2007,1340,8523,600,78695,0
1656,3169,4289,4150,9381,3393,3286,4932,13703,10992,9715,10881,1026,1646,6427,6196,4771,6750,22548,8086,4096,74,1929,1340,11621,400,53383,0
148,3233,1517,261,8560,1401,3663,4549,11132,17580,11470,6819,1492,1406,3230,11565,1990,4401,17875,10572,3979,74,2194,575,7561,0,95997,0
4494,2898,5305,3585,8732,2063,2966,5087,7635,11692,15171,8388,952,878,5109,11005,3745,6142,18551,5528,4856,148,1929,1340,9554,2138,61153,0
1257,4295,6217,1951,11014,1224,2949,5940,14201,22350,11648,6561,1372,2317,3937,9701,2691,9285,23624,11745,3932,0,1841,1150,9636,516,103170,407
4507,3594,1862,2432,9907,1478,1404,5245,4599,20830,11801,7460,765,2470,1330,6722,4160,7106,14674,12265,2712,74,1509,1915,8743,2012,91537,0
2617,3046,2161,3367,8190,3281,3393,5889,6877,10703,13209,8350,2179,2546,5906,7456,2246,2729,17749,7192,3385,74,1552,1915,9927,842,33656,407
2169,3403,2094,1524,7477,1404,3115,7164,8583,14875,12301,7641,2832,2586,2660,8922,1951,6006,16946,6748,2487,148,1753,2105,10188,797,59015,0
1774,2626,5361,2660,11744,1524,4422,4896,7512,9635,17321,9190,2941,1377,1900,10749,2591,4967,22471,7041,3099,74,1866,2105,12677,474,38425,407
2029,3580,5732,2294,9731,1793,2936,4166,13084,12583,13878,9277,2257,1280,5406,6365,3439,6646,22370,8275,4890,74,2053,1915,10820,600,52411,0
3156,4873,1478,2432,8958,342,3846,4439,10530,14723,11644,5981,836,2156,760,7680,1038,3413,19808,9708,3034,148,2084,1340,9105,1770,62277,0
2029,1715,5188,2224,13378,1414,3985,4776,7524,16373,15422,7956,1298,2350,5553,8401,3851,4777,19317,10206,4083,74,1919,1915,8636,526,80299,407
2663,2680,4465,2791,8829,1302,4417,5478,8020,17650,12121,8483,956,1543,6662,8695,3316,7287,17670,8138,3072,74,1855,2105,9593,1619,73364,0
6961,2971,2921,831,10213,2277,1297,6650,6315,14215,13107,5901,1340,2934,1330,7859,2129,3521,14743,7780,4534,0,1517,575,8929,3762,47108,407
4346,3094,1102,1524,8235,1330,1674,4903,10032,14784,12046,6237,1534,3034,1330,7097,1614,5654,19307,8057,3282,148,1605,1150,9004,1980,55926,0
1700,3247,1594,3315,12136,1720,3160,6798,7580,16773,15088,9276,1411,3058,6325,9146,1949,2277,18593,11874,5386,74,1781,2105,9666,400,69988,407
2169,3254,1524,1330,8407,1404,3237,5884,8020,13602,14288,7375,1492,2159,3230,9929,1809,3947,22535,7800,5516,74,1859,575,10951,797,53434,0
3943,1113,834,2048,15881,912,4818,8222,10968,16549,24482,9084,836,2407,1900,13585,3014,5703,31733,12542,6150,148,1816,1915,6969,1928,115052,0
991,2675,9824,1591,8275,1591,2438,6578,10730,20437,11075,8559,917,3283,2090,9414,4073,8017,19747,14066,5216,74,2268,1340,12212,400,97765,0
2243,6983,1478,2842,6569,2457,3911,5969,14234,21077,8714,10939,2292,2472,8937,3005,4040,11298,19242,6382,4099,74,3237,1340,10333,1412,85023,0
1697,3239,1327,2351,9328,1401,1900,5122,8023,13456,9002,8777,1562,2937,1330,8428,3269,4605,16290,7910,4986,0,2063,0,7305,526,53132,407
4322,3434,4719,2242,12899,908,2409,7895,8421,17074,17131,9253,1915,2558,1520,12072,4086,5033,22001,11057,4455,74,1661,1915,11569,2293,60257,0
1700,3294,5164,831,12583,1711,2360,7184,7487,18509,18367,6655,1414,3607,2850,10630,3318,4445,25913,10302,4201,74,1933,1915,11218,474,64933,407
1955,3587,2432,3424,9174,1140,3481,3704,9524,15029,11861,7866,2109,4011,1520,7288,1811,5038,18224,8107,4856,74,1866,1340,8709,600,64277,0
1848,2963,644,2660,8001,2854,1863,4191,7773,11723,11879,6568,2176,329,1330,7124,2394,4020,20141,7390,3930,148,1901,1340,9296,400,52415,407
2938,3995,1714,1900,13294,644,135557,7729,8329,13926,19257,7977,917,316,1330,12845,2725,6626,27190,9265,4339,74,103227,2680,6969,1197,89752,0
2819,2471,9642,1885,8549,3440,4862,7257,9111,18866,13407,12355,2751,3545,10458,7086,3351,9043,17122,7754,5175,148,1735,575,14374,1380,75639,0
1065,2927,2277,2161,7866,261,7557,5819,14217,20112,13451,6558,1872,2102,1140,7296,3387,10164,30282,7205,4526,0,3121,0,8489,516,82852,0
2597,1702,1478,1862,9720,1862,2502,3805,7563,18677,12676,8337,1601,3346,1520,10740,3482,5394,16907,11204,3526,148,1777,765,8492,1370,70362,0
2543,3063,2847,2169,9718,1982,3440,6886,10869,11471,15206,7864,2828,1399,6038,10620,2020,2936,26598,8883,5103,0,1993,0,8683,800,44068,407
